row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L5:I7:T6,S02,load_imu_prior_cache,L5:I7,0.007720319999862113,,,,
R4:L5:I7:T6,S02,load_track_tensors_cache,L5:I7,1.3400003808783367e-06,,,,
R4:L5:I7:T6,S02,torch_gpu,,10.041275531000792,0,1,10.041275531000792,10.041275531000792
R4:L5:I7:T8,S02,torch_gpu,,10.060189838000042,0,1,10.060189838000042,10.060189838000042
R4:L5:I8:T6,S02,load_imu_prior_cache,L5:I8,0.004074069000125746,,,,
R4:L5:I8:T6,S02,load_track_tensors_cache,L5:I8,1.6200001482502557e-06,,,,
R4:L5:I8:T6,S02,torch_gpu,,12.073582044999966,0,1,12.073582044999966,12.073582044999966
R4:L5:I8:T8,S02,torch_gpu,,11.161715169000672,0,1,11.161715169000672,11.161715169000672
R4:L5:I1+I3+I7:T6,S02,load_imu_prior_cache,L5:I1+I3+I7,0.004280442999515799,,,,
R4:L5:I1+I3+I7:T6,S02,load_track_tensors_cache,L5:I1+I3+I7,9.99999429041054e-07,,,,
R4:L5:I1+I3+I7:T6,S02,torch_gpu,,7.983496668999578,0,1,7.983496668999578,7.983496668999578
R4:L5:I1+I3+I7:T8,S02,torch_gpu,,9.120278571999734,0,1,9.120278571999734,9.120278571999734
R4:L5:I1+I2+I3+I8:T6,S02,load_imu_prior_cache,L5:I1+I2+I3+I8,0.005207945000620384,,,,
R4:L5:I1+I2+I3+I8:T6,S02,load_track_tensors_cache,L5:I1+I2+I3+I8,1.3899998521083035e-06,,,,
R4:L5:I1+I2+I3+I8:T6,S02,torch_gpu,,9.590067309000005,0,1,9.590067309000005,9.590067309000005
R4:L5:I1+I2+I3+I8:T8,S02,torch_gpu,,9.766334486000233,0,1,9.766334486000233,9.766334486000233
