sweep,conn_id,peer_name,tag_id,plan,pmode,quality_flag_percent,targets,statuses,qualities
500,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
501,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
502,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
503,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
504,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
505,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
506,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
507,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,timeout,pending","100,100,85,0"
508,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
509,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,87,100"
510,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
511,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,88,100"
512,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
513,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,90,100"
514,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,pending","100,100,100,0"
515,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,timeout","100,100,90,90"
516,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
517,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,91,90"
518,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
519,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,92,91"
520,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
521,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,92,92"
522,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
523,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,93,92"
524,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
525,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,93,93"
526,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
527,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,timeout,ok,ok","100,94,94,93"
528,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,timeout,ok,ok","100,94,100,100"
529,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,94,94,94"
530,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,94,100,100"
531,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,94,94,94"
532,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,94,100,100"
533,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,95,95,94"
534,,BSF66F,,cal_static,4,97,"A,B,C,D","ok,ok,timeout,ok","100,95,95,100"
535,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,95,95,95"
536,,BSF66F,,cal_static,4,97,"A,B,C,D","ok,ok,ok,ok","100,95,95,100"
537,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,95,95,95"
538,,BSF66F,,cal_static,4,96,"A,B,C,D","ok,timeout,ok,ok","100,90,95,100"
539,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,timeout,ok","100,95,91,95"
540,,BSF66F,,cal_static,4,96,"A,B,C,D","ok,ok,ok,ok","100,91,95,100"
541,,BSF66F,,cal_static,4,94,"E,F,G,H","ok,timeout,ok,ok","100,91,91,95"
542,,BSF66F,,cal_static,4,96,"A,B,C,D","ok,ok,ok,ok","100,91,95,100"
543,,BSF66F,,cal_static,4,94,"E,F,G,H","ok,ok,ok,ok","100,92,92,95"
544,,BSF66F,,cal_static,4,97,"A,B,C,D","ok,ok,ok,ok","100,92,96,100"
545,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,92,92,96"
546,,BSF66F,,cal_static,4,97,"A,B,C,D","ok,ok,ok,ok","100,92,96,100"
547,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,92,92,96"
