row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L2:I3:T6,simulate_imu_prior,0.8394392640038859,,,,
R2:L2:I3:T6,cpu_golden,0.20639185700565577,,,,
R2:L2:I3:T6,torch_gpu,0.5685510319890454,0,1,0.5685510319890454,0.5685510319890454
