case_id,anchor_source,delay_mode,fixed_tag_delay_mm,tag_method,point_estimator,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,frames_input,status,frames_solved,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,1201,ok,1201,-481.15481902339246,-16.13018568296288,-371.5606532129192,-481.15481902339275,-16.130185682962864,-371.56065321291976,-480.2397153196155,-14.619007402003424,-371.84959219493925,28.79898417280756,41.581599901965575,18.384981732142503,53.81838434107789,43.83543012371344,95.06682455355171,8.0,8.0,99.75020815986679,91.75686927560366,76.03163710337039,164.77229981648026,0,{},-481.15481902339246,-16.13018568296288,-371.5606532129192,-542.215344349341,182.54280058407934,-383.3240609304319,61.060525325948504,-198.67298626704223,11.763407717512735,62.183321833183186,198.67298626704223,208.17713848180733
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,1201,ok,1201,-516.5634120604794,1045.8330415904093,-239.2633778082929,-516.5634120604795,1045.8330415904102,-239.26337780829294,-515.9149512968403,1049.3372898900109,-237.64758030122715,32.41990355118819,52.921750429280415,25.7563906033698,67.19489170822989,51.08049910739577,124.00571100191034,8.0,8.0,99.91673605328893,95.67027477102414,76.46498633106081,154.89994025280149,0,{},-516.5634120604794,1045.8330415904093,-239.2633778082929,-543.22998,1105.589,-259.92136,26.66656793952052,-59.755958409590676,20.657982191707106,33.73215193114652,59.755958409590676,68.61947711367876
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,1201,ok,1201,-570.2220266739401,1839.0597701214783,-274.88279300093666,-570.2220266739406,1839.059770121481,-274.88279300093666,-573.8923143604313,1838.4045186086892,-269.8472648412504,44.51637890753439,50.46753951133668,36.743136041847634,76.67293252222211,52.05293579588765,150.43190574565898,8.0,8.0,100.0,92.2564529558701,143.96404825196865,203.57275683132372,0,{},-570.2220266739401,1839.0597701214783,-274.88279300093666,-554.00287,1625.5614500000001,-256.2951,-16.21915667394012,213.49832012147817,-18.587693000936667,24.66907728941004,213.49832012147817,214.9188127386806
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,1201,ok,1201,-250.1496504393238,-81.41225431074331,528.0790393591045,-250.1496504393239,-81.41225431074336,528.0790393591046,-247.12880085638375,-74.86346408316538,529.7740662230646,25.051761664895857,49.938661371792364,20.352269376886753,59.46154665757237,34.35080316123417,133.5134385857621,8.0,8.0,100.0,93.83846794338052,75.53508691528423,115.55233957905953,0,{},-250.1496504393238,-81.41225431074331,528.0790393591045,-321.178815,182.16379,479.93381999999997,71.02916456067618,-263.5760443107433,48.145219359104544,85.80853317312861,263.5760443107433,277.19205526101
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,1200,ok,1200,-171.8547999427917,1085.844258858637,519.7812347115981,-171.8547999427918,1085.8442588586345,519.7812347115986,-171.603763635367,1096.5663871266504,523.2274464286296,39.01720436650464,74.53320879343892,28.502389735093004,88.8252648193918,48.19202233961042,190.99468962183295,8.0,8.0,99.75,91.5,169.63491769840198,242.48338273865414,0,{},-171.8547999427917,1085.844258858637,519.7812347115981,-184.9818897969324,1103.5866165595767,473.70402893394925,13.127089854140706,-17.742357700939692,46.077205777648885,47.91063953147029,17.742357700939692,51.09031842827541
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,1201,ok,1201,-204.7048749793156,1854.9694907269093,463.3747570915677,-204.70487497931586,1854.9694907269072,463.37475709156786,-205.71491173213798,1857.0321431544317,461.20070610441456,37.84230192515893,38.73821487911063,30.93631930213554,62.36781989919737,45.29611323038915,116.67759048778186,8.0,8.0,99.83347210657784,92.83930058284763,95.5796919289718,174.04938259915943,0,{},-204.7048749793156,1854.9694907269093,463.3747570915677,-193.231255,1684.95255,476.52297999999996,-11.4736199793156,170.0169407269093,-13.148222908432274,17.45049343369904,170.0169407269093,170.91015141066654
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,motive_iantenna,False,1201,ok,1201,342.0605514978795,23.128154658765425,93.87439958302735,342.0605514978798,23.128154658765407,93.87439958302735,339.9189849005931,22.470307778236126,93.85608831395183,27.42656353016713,79.77095701414127,20.039663945409586,86.70184600728646,75.364640726048,146.17590719610013,8.0,8.0,100.0,90.84096586178185,82.38023414879419,187.1389766210268,0,{},342.0605514978795,23.128154658765425,93.87439958302735,352.14755,211.565355,53.795866000000004,-10.086998502120537,-188.4372003412346,40.07853358302735,41.32839693174214,188.4372003412346,192.91608244361126
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,motive_iantenna,False,1201,ok,1201,476.3429398682487,1149.2845965239615,-81.00235596270198,476.3429398682491,1149.2845965239612,-81.00235596270173,471.6950663054484,1149.904900273098,-78.20376203406613,42.435605527130434,67.83011550058708,30.999438221290507,85.8060041915064,65.45590376172983,149.03344598551752,8.0,8.0,100.0,90.25811823480433,123.90430276176271,160.26609228677725,0,{},476.3429398682487,1149.2845965239615,-81.00235596270198,391.90054,1132.2804,-71.53192899999999,84.44239986824874,17.004196523961355,-9.470426962701993,84.97180639697551,17.004196523961355,86.65650917150187
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,motive_iantenna,False,1201,ok,1201,455.4845006136223,1588.7054020113085,-70.11602533487148,455.4845006136221,1588.7054020113098,-70.1160253348714,455.74488622768456,1591.506330828101,-66.44023749908976,37.4741552424115,61.93381223280259,33.448691712968625,79.74286417059284,46.803845833408076,122.20026891981527,8.0,8.0,99.91673605328893,93.42214820982515,126.29010296265315,222.13052030635944,0,{},455.4845006136223,1588.7054020113085,-70.11602533487148,408.80994,1568.1853500000002,-62.425788499999996,46.674560613622305,20.52005201130828,-7.6902368348714845,47.30385133423194,20.52005201130828,51.56284404101381
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,motive_iantenna,False,1201,ok,1201,84.79199835738967,89.28430311614943,-990.0982495587178,84.79199835738957,89.28430311614932,-990.0982495587178,85.79922636844084,90.72825222889337,-988.2205080684388,20.434591577101823,34.915193672011476,22.415773322921265,46.250515410551046,34.20562937259926,82.85217157247976,8.0,8.0,99.91673605328893,90.75770191507078,63.03144649222419,122.82161288105624,0,{},84.79199835738967,89.28430311614943,-990.0982495587178,65.499245,238.64973,-938.19342,19.29275335738967,-149.36542688385057,-51.90482955871789,55.37437732045955,149.36542688385057,159.2995681470089
