case_id,anchor_source,delay_mode,fixed_tag_delay_mm,tag_method,point_estimator,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,frames_input,status,frames_solved,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,motive_iantenna,False,1201,ok,1201,-119.05153941783175,1204.567678628577,-1021.8642193816235,-119.05153941783168,1204.567678628577,-1021.8642193816232,-119.87518631499182,1205.535579591723,-1022.0255062088863,20.98629888227233,40.11339259128695,18.040923582357888,48.73380684558982,30.802446538102526,73.15433734431959,8.0,8.0,100.0,91.84013322231473,92.67922950052339,185.45816309703093,0,{},-119.05153941783175,1204.567678628577,-1021.8642193816235,-63.9057945,1133.4998500000002,-956.9902950000001,-55.14574491783175,71.06782862857676,-64.8739243816234,85.14504828359166,71.06782862857676,110.9067874983128
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,motive_iantenna,False,1201,ok,1201,29.540710284143437,1729.92555873778,-1003.5365476427548,29.540710284143437,1729.9255587377772,-1003.5365476427545,30.349775645793375,1729.5921789866684,-1004.4943146051911,23.44375836476951,24.00172432087456,27.867274529253987,43.61510708836756,34.49468787296016,77.64141899474934,8.0,8.0,100.0,91.3405495420483,72.4133042988553,162.9992440288629,0,{},29.540710284143437,1729.92555873778,-1003.5365476427548,-43.6886845,1590.1300500000002,-956.35754,73.22939478414344,139.79550873777976,-47.17900764275487,87.11144025102017,139.79550873777976,164.71547372928177
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,motive_iantenna,False,1200,ok,1200,-136.82658820248423,1081.5621350051733,-185.93629798858484,-136.82658820248406,1081.5621350051742,-185.9362979885848,-135.93467862354302,1091.8143426823717,-182.95451711366474,37.8539660600317,76.03522178779289,38.41082834411497,93.21839642942777,73.77216553642337,165.6972844583471,8.0,8.0,99.83333333333333,91.66666666666666,78.81134461645672,151.16818017601906,0,{},-136.82658820248423,1081.5621350051733,-185.93629798858484,-189.628155,1139.0976,-197.96616,52.80156679751576,-57.535464994826725,12.029862011415162,54.154621559809726,57.535464994826725,79.01299113726262
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,motive_iantenna,False,1201,ok,1201,-184.73915925665355,1081.2041135294285,-179.25553604448163,-184.73915925665355,1081.2041135294292,-179.25553604448166,-184.31282037807324,1085.075037834394,-177.54078165082902,19.756906358757867,45.13001255546137,23.095873412177333,54.410226527704765,36.165467425713814,94.1635705769146,8.0,8.0,99.91673605328893,91.9233971690258,55.25524112801686,160.0859194742024,0,{},-184.73915925665355,1081.2041135294285,-179.25553604448163,-198.69532,1132.6278,-194.690585,13.956160743346459,-51.42368647057151,15.435048955518369,20.809016289901198,51.42368647057151,55.47441472586271
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,motive_iantenna,False,1201,ok,1201,-155.10131792598384,1057.8062146484126,-218.47938805760143,-155.10131792598352,1057.8062146484126,-218.47938805760137,-154.10384979074908,1055.9393555498914,-218.70670297563234,28.42813211565674,44.792654239758626,22.009776863731865,57.43666813995278,47.380397652403005,100.30497951917424,8.0,8.0,99.91673605328893,95.58701082431307,70.4381676494405,183.0793044748183,0,{},-155.10131792598384,1057.8062146484126,-218.47938805760143,-200.165335,1132.2551,-184.312585,45.064017074016164,-74.44888535158748,-34.16680305760141,56.552065090712134,74.44888535158748,93.4920991106626
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,motive_iantenna,False,1201,ok,1201,-184.3193680099839,1117.2285002414696,-186.61887038051933,-184.31936800998378,1117.2285002414696,-186.61887038051933,-184.82215566052292,1128.4372689956879,-182.46760415228397,22.53325394708738,65.36599696753099,31.91660615803517,76.1520245407194,47.61966121923573,145.52234466015864,8.0,8.0,99.91673605328893,89.75853455453789,72.33511679801309,185.2783554037511,0,{},-184.3193680099839,1117.2285002414696,-186.61887038051933,-184.85465499999998,1122.0572,-185.78015499999998,0.5352869900160897,-4.82869975853032,-0.8387153805193464,0.9949752012991063,4.82869975853032,4.930143710809145
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,motive_iantenna,False,1199,ok,1199,-166.73422882936404,117.30691838077786,-317.55071142160097,-166.73422882936418,117.30691838077793,-317.550711421601,-167.64648585862483,114.80434019146887,-317.1759665337353,23.888836079843482,68.94944506327222,19.282465581942215,75.47526709261525,60.33067296082155,131.53887259289831,8.0,8.0,99.83319432860718,92.49374478732277,67.35371584076535,107.89123947880199,0,{},-166.73422882936404,117.30691838077786,-317.55071142160097,-180.39839999999998,209.45865500000002,-328.203235,13.664171170635939,-92.15173661922216,10.652523578399041,17.325871763602137,92.15173661922216,93.76635001058362
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,motive_iantenna,False,1199,ok,1199,-325.0721677294021,144.85217422572364,-256.29663104907354,-325.07216772940234,144.85217422572376,-256.2966310490738,-323.7243510510964,145.42266801334756,-255.9297574408036,20.183817885498282,30.328836113868903,15.100742245979289,39.43674962311653,31.652441536396186,69.9479748417834,8.0,8.0,99.83319432860718,92.91075896580485,32.72680968948549,129.6170089530994,0,{},-325.0721677294021,144.85217422572364,-256.29663104907354,-295.4243,206.90585,-224.00141000000002,-29.647867729402094,-62.05367577427634,-32.29522104907352,43.84036226479707,62.05367577427634,75.97786546493428
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,motive_iantenna,False,1201,ok,1201,-188.6842373291557,35.67102364021423,-46.06926918071452,-188.6842373291556,35.6710236402142,-46.069269180714585,-190.93208065429178,36.45748743405319,-43.060689541609214,23.382236307725197,101.96869601437378,26.26409353039494,107.86170103700108,68.0750586519733,176.72719755045028,8.0,8.0,99.91673605328893,89.84179850124896,182.5762066568313,228.20956345780414,0,{},-188.6842373291557,35.67102364021423,-46.06926918071452,-188.530555,205.96057000000002,-114.135095,-0.15368232915571411,-170.2895463597858,68.0658258192855,68.06599931477982,170.2895463597858,183.38895785226885
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,motive_iantenna,False,1201,ok,1201,-44.315633451738286,72.58835017588528,-215.38991935242296,-44.31563345173829,72.58835017588522,-215.38991935242248,-43.051299470777266,82.0156349599106,-213.86076397367046,23.33326557060615,68.31160921035024,20.96517337754021,75.16951330058191,43.23108557815813,136.23941824392207,8.0,8.0,100.0,91.42381348875936,112.19356771233416,195.39348355056526,0,{},-44.315633451738286,72.58835017588528,-215.38991935242296,-80.19599149999999,202.56013000000002,-220.692665,35.880358048261705,-129.97177982411472,5.302745647577041,36.27008691848361,129.97177982411472,134.9376995347205
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,motive_iantenna,False,1201,ok,1201,-176.61073375264,1679.6866034799802,-233.60953750193696,-176.61073375264002,1679.6866034799796,-233.6095375019368,-176.35745469762418,1677.7991423733283,-233.3378466709776,36.07417189982151,38.62447191432223,24.153099478254923,58.108243161574045,50.28361691162111,96.0856404099792,8.0,8.0,99.91673605328893,91.3405495420483,111.1784104244305,191.85228061041482,0,{},-176.61073375264,1679.6866034799802,-233.60953750193696,-212.053465,1598.6443,-226.93474500000002,35.44273124736,81.04230347998032,-6.674792501936935,36.065773986100766,81.04230347998032,88.70510135588444
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,motive_iantenna,False,1201,ok,1201,-201.72838036001568,1641.991549232489,-237.696193579417,-201.72838036001548,1641.9915492324897,-237.69619357941738,-202.34600571029614,1641.0017617504238,-237.4230025234182,24.957977279488432,28.289030792887065,19.878501685897877,42.64181893822797,36.29920288816674,72.30837490084001,8.0,8.0,99.83347210657784,92.67277268942547,124.19688756419255,192.69861902519256,0,{},-201.72838036001568,1641.991549232489,-237.696193579417,-232.83767,1599.3211999999999,-235.17408,31.109289639984326,42.670349232489116,-2.5221135794170095,31.211359451518863,42.670349232489116,52.86688625628051
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,motive_iantenna,False,1201,ok,1201,-194.53763543302114,1731.9000503334332,-274.8618004778277,-194.53763543302102,1731.900050333435,-274.8618004778276,-205.0015492989198,1730.992833617116,-272.3242456636238,49.60846475724722,35.42173551578135,41.24432609090751,73.59886926586657,60.52477404348691,129.41082640707756,8.0,8.0,100.0,93.75520399666945,91.82138288022036,146.44104449009342,0,{},-194.53763543302114,1731.9000503334332,-274.8618004778277,-230.87733,1599.6642499999998,-223.24148,36.339694566978864,132.23580033343342,-51.62032047782773,63.128685139601586,132.23580033343342,146.53169546988332
vicon_truth_reestimated_anchor_delays_fixed_dtag_0,OptiTrack truth anchors,inter_anchor_delaycal,0.0,T4,mean,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,motive_iantenna,False,1201,ok,1201,-237.18776306831734,1709.7020376713394,-274.2236140183813,-237.18776306831748,1709.7020376713401,-274.22361401838134,-237.08126549110963,1709.9664596696796,-274.74447860152236,42.19849536617446,48.51757806666856,38.79080126019122,75.09590305091204,54.4116569821961,134.87679153295068,8.0,8.0,99.91673605328893,92.5895087427144,148.2771229447567,201.0584509072522,0,{},-237.18776306831734,1709.7020376713394,-274.2236140183813,-218.202475,1599.5815,-226.071175,-18.985288068317345,110.12053767133943,-48.15243901838127,51.76000914273412,110.12053767133943,121.67839316608683
vicon_truth_reestimated_anchor_delays_fixed_dtag_40,OptiTrack truth anchors,inter_anchor_delaycal,40.0,T4,mean,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,1201,ok,1201,-475.336706483786,29.853256644602716,-348.21265605056703,-475.33670648378586,29.853256644602673,-348.21265605056675,-474.10159772532546,28.55151888596602,-347.2194219354987,26.45079920617485,39.229281076767386,20.256614598527797,51.46757918766618,42.667837283933636,88.39935888544848,8.0,8.0,99.75020815986679,91.75686927560366,79.59365541007045,167.77756872931016,0,{},-475.336706483786,29.853256644602716,-348.21265605056703,-542.215344349341,182.54280058407934,-383.3240609304319,66.87863786555499,-152.68954393947664,35.11140487986489,75.53517694021672,152.68954393947664,170.35157699251045
vicon_truth_reestimated_anchor_delays_fixed_dtag_40,OptiTrack truth anchors,inter_anchor_delaycal,40.0,T4,mean,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,1201,ok,1201,-521.1016503482032,1054.7725332345958,-232.20738735704714,-521.1016503482034,1054.7725332345976,-232.20738735704708,-520.8469247671055,1056.3914456322111,-231.90537827593218,36.10790913728515,48.32803981780465,23.4253513711376,64.71574477481512,52.89658373797007,112.78906134291208,8.0,8.0,99.91673605328893,95.67027477102414,62.74376324010251,133.30840220937696,0,{},-521.1016503482032,1054.7725332345958,-232.20738735704714,-543.22998,1105.589,-259.92136,22.128329651796776,-50.81646676540413,27.713972642952854,35.46445055027538,50.81646676540413,61.96806070349749
vicon_truth_reestimated_anchor_delays_fixed_dtag_40,OptiTrack truth anchors,inter_anchor_delaycal,40.0,T4,mean,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,1201,ok,1201,-556.4617803295024,1740.64555911799,-265.5328864556637,-556.4617803295018,1740.6455591179895,-265.53288645566346,-559.5992173161654,1740.9161008942208,-260.56148916970386,43.54284355384499,42.490882050099344,34.40578100543465,69.89429196110368,43.15053340683774,145.3774710365264,8.0,8.0,100.0,92.2564529558701,148.10385374145298,197.0377890099742,0,{},-556.4617803295024,1740.64555911799,-265.5328864556637,-554.00287,1625.5614500000001,-256.2951,-2.4589103295023733,115.08410911798978,-9.237786455663695,9.559442379604423,115.08410911798978,115.48045336804995
vicon_truth_reestimated_anchor_delays_fixed_dtag_40,OptiTrack truth anchors,inter_anchor_delaycal,40.0,T4,mean,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,1201,ok,1201,-255.3808771387352,7.168380092691159,519.3942251731804,-255.38087713873597,7.168380092691156,519.3942251731801,-251.20706863405937,16.12668872364493,522.9527720895528,26.828982004994156,54.11159691698088,22.74498426816249,64.5383103721276,32.41015102470536,145.42918858970575,8.0,8.0,100.0,93.83846794338052,78.2656365475775,117.62648216566039,0,{},-255.3808771387352,7.168380092691159,519.3942251731804,-321.178815,182.16379,479.93381999999997,65.79793786126478,-174.99540990730884,39.46040517318045,76.72347882640898,174.99540990730884,191.07560203190116
vicon_truth_reestimated_anchor_delays_fixed_dtag_40,OptiTrack truth anchors,inter_anchor_delaycal,40.0,T4,mean,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,1200,ok,1200,-182.636331887105,1080.300216029995,497.6870274043407,-182.6363318871052,1080.300216029995,497.6870274043404,-183.64130447961526,1082.3750239118283,497.53719749149155,24.969815114824872,42.632461498000495,19.5879436189021,53.14796304153452,39.933368958800955,91.8472106536793,8.0,8.0,99.75,91.5,158.75264978862901,214.35226026377663,0,{},-182.636331887105,1080.300216029995,497.6870274043407,-184.9818897969324,1103.5866165595767,473.70402893394925,2.3455579098273915,-23.28640052958167,23.982998470391465,24.097424292632464,23.28640052958167,33.510331349648794
vicon_truth_reestimated_anchor_delays_fixed_dtag_40,OptiTrack truth anchors,inter_anchor_delaycal,40.0,T4,mean,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,1201,ok,1201,-200.8747059435471,1786.0383914520676,453.978681947737,-200.87470594354699,1786.0383914520667,453.9786819477372,-201.65764113056312,1786.5205845854648,452.3469053596985,32.84727795452119,37.34728639459034,29.621558273017104,57.88955160115575,43.74508930178382,111.03821768516151,8.0,8.0,99.83347210657784,92.83930058284763,83.48635107796889,150.01643140762198,0,{},-200.8747059435471,1786.0383914520676,453.978681947737,-193.231255,1684.95255,476.52297999999996,-7.643450943547094,101.0858414520676,-22.544298052262945,23.804783489787884,101.0858414520676,103.85092709777908
vicon_truth_reestimated_anchor_delays_fixed_dtag_40,OptiTrack truth anchors,inter_anchor_delaycal,40.0,T4,mean,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,motive_iantenna,False,1201,ok,1201,314.99223771292145,74.31355187476224,66.51009733252299,314.99223771292174,74.31355187476221,66.51009733252296,313.49217838926575,73.40710999637822,65.04237580177569,34.1532640411986,70.01786466142113,23.92699615774721,81.49507937014214,68.57154743070012,148.30377842845766,8.0,8.0,100.0,90.84096586178185,95.33854074021632,189.01541396929963,0,{},314.99223771292145,74.31355187476224,66.51009733252299,352.14755,211.565355,53.795866000000004,-37.15531228707857,-137.25180312523776,12.714231332522985,39.270458483792126,137.25180312523776,142.7593302402903
vicon_truth_reestimated_anchor_delays_fixed_dtag_40,OptiTrack truth anchors,inter_anchor_delaycal,40.0,T4,mean,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,motive_iantenna,False,1201,ok,1201,434.727133930241,1190.3375887668878,-103.81096088179554,434.7271339302409,1190.3375887668897,-103.8109608817955,430.45115451283704,1196.5093407464929,-103.82076519014954,42.44478922347936,65.46156628680339,26.14343239866295,82.28156446331465,62.999233520490776,154.39271012923518,8.0,8.0,100.0,90.25811823480433,112.70881287379437,149.92703713210463,0,{},434.727133930241,1190.3375887668878,-103.81096088179554,391.90054,1132.2804,-71.53192899999999,42.82659393024102,58.05718876688775,-32.27903188179555,53.6288452876969,58.05718876688775,79.0360058100469
vicon_truth_reestimated_anchor_delays_fixed_dtag_40,OptiTrack truth anchors,inter_anchor_delaycal,40.0,T4,mean,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,motive_iantenna,False,1201,ok,1201,448.32429089058706,1528.8198723885264,-64.76585524556565,448.3242908905872,1528.8198723885268,-64.76585524556569,448.97710920194976,1529.4449326021204,-62.82794595171303,31.483484871691097,44.10395570686032,27.327453869341145,60.68903083457231,40.07786643835953,111.09092181154712,8.0,8.0,99.91673605328893,93.42214820982515,118.01424956885825,200.80612948802806,0,{},448.32429089058706,1528.8198723885264,-64.76585524556565,408.80994,1568.1853500000002,-62.425788499999996,39.51435089058708,-39.36547761147381,-2.3400667455656503,39.5835804176194,39.36547761147381,55.825627325249
vicon_truth_reestimated_anchor_delays_fixed_dtag_40,OptiTrack truth anchors,inter_anchor_delaycal,40.0,T4,mean,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,motive_iantenna,False,1201,ok,1201,71.4362457019086,156.71887709434898,-966.7885305153678,71.4362457019086,156.71887709434876,-966.788530515368,71.6732348253933,157.74909656525006,-964.7800498075846,15.418982009588126,32.18453856510479,21.127937395447645,41.472632752776555,30.269615434232325,76.21082657953319,8.0,8.0,99.91673605328893,90.75770191507078,56.92849562305085,123.66596780157847,0,{},71.4362457019086,156.71887709434898,-966.7885305153678,65.499245,238.64973,-938.19342,5.937000701908602,-81.93085290565102,-28.595110515367878,29.20493661558891,81.93085290565102,86.98041722461436
