host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
73.835,1777917029.254581,6486946,23739,H,7,0xa107,0xb101,0xe1,17176,7,2015,124,4759,20
75.035,1777917030.455006,6488146,23740,H,7,0xa107,0xb101,0xe1,16101,7,1769,120,7098,20
76.634,1777917032.053936,6489746,23741,G,6,0xa106,0xb101,0xe1,13312,6,104,32,1253,20
80.637,1777917036.056598,6493749,23742,H,7,0xa107,0xb101,0xe1,15864,7,1714,119,6217,20
80.735,1777917036.154298,6493846,23743,H,7,0xa107,0xb101,0xe1,17304,7,2030,124,6056,20
102.706,1777917058.125157,6515819,23744,H,7,0xa107,0xb101,0xe1,16179,7,1748,119,4123,20
109.705,1777917065.124561,6522819,23745,H,7,0xa107,0xb101,0xe1,16266,7,1817,121,6115,20
110.105,1777917065.525040,6523219,23746,H,7,0xa107,0xb101,0xe1,16850,7,1945,123,5945,20
111.605,1777917067.024429,6524719,23747,H,7,0xa107,0xb101,0xe1,16218,7,1872,123,6425,20
114.505,1777917069.925076,6527620,23748,H,7,0xa107,0xb101,0xe1,14496,7,1290,108,6187,20
125.104,1777917080.524100,6538220,23749,H,7,0xa107,0xb101,0xe1,16025,7,1880,124,6921,20
128.903,1777917084.323015,6542019,23750,H,7,0xa107,0xb101,0xe1,16370,7,1859,122,5255,20
129.504,1777917084.923319,6542619,23751,H,7,0xa107,0xb101,0xe1,16266,7,1817,121,6666,20
