capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.00039625633536999197,0.000667556025759327,0.0009576131808718878,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R01,BSDC91,1200,1200,0.00030172646435876985,0.0005023481646560771,0.0006408271090266417,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R02,BS2DCE,1201,1201,0.0003634972373970254,0.0006237489178937047,0.0008619021884991781,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R02,BSDC91,1200,1200,0.00035471183696040285,0.0006147303011767773,0.000993406244525481,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R03,BS2DCE,1200,1200,0.0003702859829310359,0.0006142609817694025,0.0009174626761930292,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R03,BSDC91,1200,1200,0.0003545401175887824,0.0005502361912818718,0.0007523586433061372,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R04,BS2DCE,1200,1200,0.00040994161544645263,0.0006776886731821042,0.0008849437025900574,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R04,BSDC91,1200,1200,0.0003564635737350007,0.0006153752019746369,0.0009156987288234472,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R05,BS2DCE,1200,1200,0.00032051572013430945,0.0005194189427124663,0.0007146408293221732,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R05,BSDC91,1201,1201,0.00030873352751525305,0.0005139955231895217,0.0007081392865657335,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R06,BS2DCE,1200,1200,0.00037774897291902206,0.000676142850736924,0.0010046201332744127,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R06,BSDC91,1201,1201,0.0003574459398951343,0.000660068406018642,0.0009076907450918757,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R07,BS2DCE,1200,1200,0.00040746747415183943,0.0005859535199979552,0.0007358795625359739,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R07,BSDC91,1201,1201,0.0005480758156746057,0.0009282432217734635,0.001316290469352998,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R08,BS2DCE,1201,1201,0.0003725617415256141,0.0005739993708913101,0.0007322512718295671,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R08,BSDC91,1200,1200,0.00043113238768860114,0.0007674501860416863,0.0011354162362250705,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R09,BS2DCE,1200,1200,0.00025724838274759036,0.00040513203907912757,0.0005671066760785546,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R09,BSDC91,1200,1200,0.0003274758361220366,0.0005300677266518674,0.000672753476726633,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R10,BS2DCE,1200,1200,0.0003864941464981692,0.0006749057053721502,0.0008666902520730985,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R10,BSDC91,1200,1200,0.00039403157319462624,0.0007448324735778657,0.0011217501725844575,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R11,BS2DCE,1201,1201,0.0003309453326557079,0.00047382186925343624,0.0005634147570538926,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R11,BSDC91,1200,1200,0.0003624245662060651,0.0005087261208688449,0.0007430996285825047,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R12,BS2DCE,1200,1200,0.000320472497606457,0.000489939842248048,0.0006145761605348373,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R12,BSDC91,1200,1200,0.0003486870401706285,0.0005609362362577076,0.0006627942633226469,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R13,BS2DCE,1201,1201,31.012064319894762,0.41315106410208885,705.5064916517631,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R13,BSDC91,1200,1200,0.00025748011928337,0.00036472812631823407,0.00045444143593262266,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R14,BS2DCE,1201,1201,0.0002878664884526924,0.0005260905841504368,0.0008748085490926573,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R14,BSDC91,1200,1200,0.0002540862889147651,0.0004406485984469265,0.0006661330642784751,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R15,BS2DCE,1200,1200,0.0002786860350099876,0.00036694265943520006,0.00045592211489833796,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R15,BSDC91,1200,1200,0.0002939948010971416,0.0004497314938518046,0.0005768265247043255,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R16,BS2DCE,1201,1201,0.00030196523795673744,0.0004832163296541579,0.0006824402200541645,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R16,BSDC91,1200,1200,0.0003291044175159132,0.0005571351687193784,0.0007608990858308941,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R17,BS2DCE,1201,1201,0.00027536485515051995,0.00036630727233311116,0.00047573581735316694,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R17,BSDC91,1200,1200,0.00028720713292357155,0.00040936867241128536,0.0006275115562761317,1.0,1.0,R2:L16:I1+I3+I7:T6,,R2,L16,I1+I3+I7,T6,44.455125,1.0,False
R01,BS2DCE,1201,1201,0.00044999545896758997,0.000753842588729608,0.0009773742517699253,1.0,1.0,R2:L16:I1+I3+I7:T8,,R2,L16,I1+I3+I7,T8,64.972875,1.0,True
R01,BSDC91,1200,1200,0.0003728044036677517,0.0006505103798518464,0.0009161793519019909,1.0,1.0,R2:L16:I1+I3+I7:T8,,R2,L16,I1+I3+I7,T8,64.972875,1.0,True
R02,BS2DCE,1201,1201,0.000389485349438163,0.0006492459129932565,0.000992890012776315,1.0,1.0,R2:L16:I1+I3+I7:T8,,R2,L16,I1+I3+I7,T8,64.972875,1.0,True
R02,BSDC91,1200,1200,0.00034688409454198193,0.0006162717885252093,0.0008924056892884051,1.0,1.0,R2:L16:I1+I3+I7:T8,,R2,L16,I1+I3+I7,T8,64.972875,1.0,True
R03,BS2DCE,1200,1200,0.0004213077981644969,0.0006980680651478555,0.0009632772988509063,1.0,1.0,R2:L16:I1+I3+I7:T8,,R2,L16,I1+I3+I7,T8,64.972875,1.0,True
R03,BSDC91,1200,1200,0.0003841698408497223,0.0006716294020736141,0.0009169016928294626,1.0,1.0,R2:L16:I1+I3+I7:T8,,R2,L16,I1+I3+I7,T8,64.972875,1.0,True
R04,BS2DCE,1200,1200,0.0004119269018475291,0.0006520994785412718,0.00105827067149772,1.0,1.0,R2:L16:I1+I3+I7:T8,,R2,L16,I1+I3+I7,T8,64.972875,1.0,True
R04,BSDC91,1200,1200,0.00039923331729013306,0.0006948505735093454,0.000987101866011867,1.0,1.0,R2:L16:I1+I3+I7:T8,,R2,L16,I1+I3+I7,T8,64.972875,1.0,True
R05,BS2DCE,1200,1200,0.000317963331764505,0.0005353547414659144,0.000723764873312347,1.0,1.0,R2:L16:I1+I3+I7:T8,,R2,L16,I1+I3+I7,T8,64.972875,1.0,True
R05,BSDC91,1201,1201,0.0003325100620355299,0.000573700300051174,0.0007876192208708841,1.0,1.0,R2:L16:I1+I3+I7:T8,,R2,L16,I1+I3+I7,T8,64.972875,1.0,True
R06,BS2DCE,1200,1200,0.0003832428523750432,0.0006935246388856158,0.0010822860320550895,1.0,1.0,R2:L16:I1+I3+I7:T8,,R2,L16,I1+I3+I7,T8,64.972875,1.0,True
R06,BSDC91,1201,1201,0.0003730613230924875,0.0007228589509708997,0.0011731842048023644,1.0,1.0,R2:L16:I1+I3+I7:T8,,R2,L16,I1+I3+I7,T8,64.972875,1.0,True
