node,sensor_axis,segment_start_s,segment_end_s,frequency_hz,psd
BSF3C79,acc_x_g,1,484,42.578125,3.40315712097e-09
BSF3C79,acc_x_g,1,484,42.7734375,3.14401244576e-09
BSF3C79,acc_x_g,1,484,42.96875,3.05968280999e-09
BSF3C79,acc_x_g,1,484,43.1640625,3.37117089574e-09
BSF3C79,acc_x_g,1,484,43.359375,4.08411153226e-09
BSF3C79,acc_x_g,1,484,43.5546875,3.66085531435e-09
BSF3C79,acc_x_g,1,484,43.75,3.77081009778e-09
BSF3C79,acc_x_g,1,484,43.9453125,3.57033740833e-09
BSF3C79,acc_x_g,1,484,44.140625,3.53920683608e-09
BSF3C79,acc_x_g,1,484,44.3359375,3.62950794386e-09
BSF3C79,acc_x_g,1,484,44.53125,3.34231378287e-09
BSF3C79,acc_x_g,1,484,44.7265625,2.92233444998e-09
BSF3C79,acc_x_g,1,484,44.921875,3.0349145525e-09
BSF3C79,acc_x_g,1,484,45.1171875,3.44058370986e-09
BSF3C79,acc_x_g,1,484,45.3125,3.43942348902e-09
BSF3C79,acc_x_g,1,484,45.5078125,3.20791539763e-09
BSF3C79,acc_x_g,1,484,45.703125,3.11944911389e-09
BSF3C79,acc_x_g,1,484,45.8984375,2.98331605744e-09
BSF3C79,acc_x_g,1,484,46.09375,2.85020808383e-09
BSF3C79,acc_x_g,1,484,46.2890625,2.91408083137e-09
BSF3C79,acc_x_g,1,484,46.484375,3.37877803866e-09
BSF3C79,acc_x_g,1,484,46.6796875,3.02183719377e-09
BSF3C79,acc_x_g,1,484,46.875,3.12317547072e-09
BSF3C79,acc_x_g,1,484,47.0703125,3.55166209124e-09
BSF3C79,acc_x_g,1,484,47.265625,3.50221880494e-09
BSF3C79,acc_x_g,1,484,47.4609375,3.35167701199e-09
BSF3C79,acc_x_g,1,484,47.65625,3.40690229347e-09
BSF3C79,acc_x_g,1,484,47.8515625,3.29547221117e-09
BSF3C79,acc_x_g,1,484,48.046875,4.00024734098e-09
BSF3C79,acc_x_g,1,484,48.2421875,3.01683316179e-09
BSF3C79,acc_x_g,1,484,48.4375,2.99647740832e-09
BSF3C79,acc_x_g,1,484,48.6328125,7.55482158862e-09
BSF3C79,acc_x_g,1,484,48.828125,1.02599488641e-08
BSF3C79,acc_x_g,1,484,49.0234375,3.92019777711e-09
BSF3C79,acc_x_g,1,484,49.21875,3.35353009038e-09
BSF3C79,acc_x_g,1,484,49.4140625,3.19218876942e-09
BSF3C79,acc_x_g,1,484,49.609375,3.09369511263e-09
BSF3C79,acc_x_g,1,484,49.8046875,3.24957045668e-09
BSF3C79,acc_x_g,1,484,50,3.61024066045e-09
BSF3C79,acc_x_g,1,484,50.1953125,3.42434532775e-09
BSF3C79,acc_x_g,1,484,50.390625,3.38770842616e-09
BSF3C79,acc_x_g,1,484,50.5859375,3.05587945648e-09
BSF3C79,acc_x_g,1,484,50.78125,3.31019539306e-09
BSF3C79,acc_x_g,1,484,50.9765625,3.10632893495e-09
BSF3C79,acc_x_g,1,484,51.171875,2.90370871606e-09
BSF3C79,acc_x_g,1,484,51.3671875,2.78829639508e-09
BSF3C79,acc_x_g,1,484,51.5625,3.30374848608e-09
BSF3C79,acc_x_g,1,484,51.7578125,3.30491985331e-09
BSF3C79,acc_x_g,1,484,51.953125,3.15680860034e-09
BSF3C79,acc_x_g,1,484,52.1484375,3.12850315026e-09
BSF3C79,acc_x_g,1,484,52.34375,3.01710345021e-09
BSF3C79,acc_x_g,1,484,52.5390625,2.80769221678e-09
BSF3C79,acc_x_g,1,484,52.734375,3.11110396468e-09
BSF3C79,acc_x_g,1,484,52.9296875,2.94656721513e-09
BSF3C79,acc_x_g,1,484,53.125,3.09496676112e-09
BSF3C79,acc_x_g,1,484,53.3203125,3.3339532868e-09
BSF3C79,acc_x_g,1,484,53.515625,2.82597045916e-09
BSF3C79,acc_x_g,1,484,53.7109375,2.891917425e-09
BSF3C79,acc_x_g,1,484,53.90625,2.80248654687e-09
BSF3C79,acc_x_g,1,484,54.1015625,2.84674125369e-09
BSF3C79,acc_x_g,1,484,54.296875,3.03696698445e-09
BSF3C79,acc_x_g,1,484,54.4921875,3.42310298532e-09
BSF3C79,acc_x_g,1,484,54.6875,3.01812774451e-09
BSF3C79,acc_x_g,1,484,54.8828125,2.76386159539e-09
BSF3C79,acc_x_g,1,484,55.078125,3.03426041759e-09
BSF3C79,acc_x_g,1,484,55.2734375,3.09662377569e-09
BSF3C79,acc_x_g,1,484,55.46875,2.87398215653e-09
BSF3C79,acc_x_g,1,484,55.6640625,2.89046728407e-09
BSF3C79,acc_x_g,1,484,55.859375,3.07179534284e-09
BSF3C79,acc_x_g,1,484,56.0546875,3.12209237753e-09
BSF3C79,acc_x_g,1,484,56.25,3.07641515887e-09
BSF3C79,acc_x_g,1,484,56.4453125,3.22376721322e-09
BSF3C79,acc_x_g,1,484,56.640625,3.6035802641e-09
BSF3C79,acc_x_g,1,484,56.8359375,3.24839537647e-09
BSF3C79,acc_x_g,1,484,57.03125,2.97032741625e-09
BSF3C79,acc_x_g,1,484,57.2265625,2.98681854843e-09
BSF3C79,acc_x_g,1,484,57.421875,3.11408228539e-09
BSF3C79,acc_x_g,1,484,57.6171875,3.152304826e-09
BSF3C79,acc_x_g,1,484,57.8125,2.95725879221e-09
BSF3C79,acc_x_g,1,484,58.0078125,3.15595247742e-09
BSF3C79,acc_x_g,1,484,58.203125,3.24967832193e-09
BSF3C79,acc_x_g,1,484,58.3984375,3.13269103668e-09
BSF3C79,acc_x_g,1,484,58.59375,2.9511257285e-09
BSF3C79,acc_x_g,1,484,58.7890625,2.94674329909e-09
BSF3C79,acc_x_g,1,484,58.984375,2.71066956983e-09
BSF3C79,acc_x_g,1,484,59.1796875,2.93997372513e-09
BSF3C79,acc_x_g,1,484,59.375,2.85605946665e-09
