node,sensor_axis,segment_start_s,segment_end_s,tau_s,allan_deviation
BSF8BC4,acc_z_g,1,485,1.045,4.68556537e-05
BSF8BC4,acc_z_g,1,485,1.895,3.52782433e-05
BSF8BC4,acc_z_g,1,485,3.43,2.77610054e-05
BSF8BC4,acc_z_g,1,485,6.21,2.39651691e-05
BSF8BC4,acc_z_g,1,485,11.25,2.03714419e-05
BSF8BC4,acc_z_g,1,485,20.375,1.89170949e-05
BSF8BC4,acc_z_g,1,485,36.9,1.45404097e-05
BSF8BC4,acc_z_g,1,485,66.815,1.69774533e-05
BSF8BC4,acc_z_g,1,485,120.99,1.41761335e-05
BSF8BC4,gyro_x_dps,1,485,0.005,0.0335822385
BSF8BC4,gyro_x_dps,1,485,0.015,0.0203390081
BSF8BC4,gyro_x_dps,1,485,0.025,0.0158744015
BSF8BC4,gyro_x_dps,1,485,0.05,0.0112799449
BSF8BC4,gyro_x_dps,1,485,0.095,0.00822901077
BSF8BC4,gyro_x_dps,1,485,0.175,0.00623076655
BSF8BC4,gyro_x_dps,1,485,0.315,0.00462024086
BSF8BC4,gyro_x_dps,1,485,0.575,0.00349390793
BSF8BC4,gyro_x_dps,1,485,1.045,0.00263629472
BSF8BC4,gyro_x_dps,1,485,1.895,0.00187219355
BSF8BC4,gyro_x_dps,1,485,3.43,0.00142490443
BSF8BC4,gyro_x_dps,1,485,6.21,0.00125604287
BSF8BC4,gyro_x_dps,1,485,11.25,0.00107755876
BSF8BC4,gyro_x_dps,1,485,20.375,0.000737175564
BSF8BC4,gyro_x_dps,1,485,36.9,0.000649673766
BSF8BC4,gyro_x_dps,1,485,66.815,0.000606594104
BSF8BC4,gyro_x_dps,1,485,120.99,0.000692582679
BSF8BC4,gyro_y_dps,1,485,0.005,0.0387649379
BSF8BC4,gyro_y_dps,1,485,0.015,0.0219155546
BSF8BC4,gyro_y_dps,1,485,0.025,0.0171715372
BSF8BC4,gyro_y_dps,1,485,0.05,0.0120536085
BSF8BC4,gyro_y_dps,1,485,0.095,0.00883823945
BSF8BC4,gyro_y_dps,1,485,0.175,0.00651055808
BSF8BC4,gyro_y_dps,1,485,0.315,0.00482178156
BSF8BC4,gyro_y_dps,1,485,0.575,0.00350725763
BSF8BC4,gyro_y_dps,1,485,1.045,0.00253174876
BSF8BC4,gyro_y_dps,1,485,1.895,0.00184068009
BSF8BC4,gyro_y_dps,1,485,3.43,0.00136777511
BSF8BC4,gyro_y_dps,1,485,6.21,0.00103315651
BSF8BC4,gyro_y_dps,1,485,11.25,0.000864129641
BSF8BC4,gyro_y_dps,1,485,20.375,0.000752734579
BSF8BC4,gyro_y_dps,1,485,36.9,0.00049135067
BSF8BC4,gyro_y_dps,1,485,66.815,0.000327976402
BSF8BC4,gyro_y_dps,1,485,120.99,0.000361900411
BSF8BC4,gyro_z_dps,1,485,0.005,0.0356299436
BSF8BC4,gyro_z_dps,1,485,0.015,0.0214183257
BSF8BC4,gyro_z_dps,1,485,0.025,0.016826149
BSF8BC4,gyro_z_dps,1,485,0.05,0.0121274721
BSF8BC4,gyro_z_dps,1,485,0.095,0.00885639958
BSF8BC4,gyro_z_dps,1,485,0.175,0.00650692928
BSF8BC4,gyro_z_dps,1,485,0.315,0.00489833438
BSF8BC4,gyro_z_dps,1,485,0.575,0.00367198806
BSF8BC4,gyro_z_dps,1,485,1.045,0.00290858772
BSF8BC4,gyro_z_dps,1,485,1.895,0.0023761483
BSF8BC4,gyro_z_dps,1,485,3.43,0.0019489518
BSF8BC4,gyro_z_dps,1,485,6.21,0.00172090174
BSF8BC4,gyro_z_dps,1,485,11.25,0.00162709136
BSF8BC4,gyro_z_dps,1,485,20.375,0.00147078938
BSF8BC4,gyro_z_dps,1,485,36.9,0.00131063066
BSF8BC4,gyro_z_dps,1,485,66.815,0.00106311087
BSF8BC4,gyro_z_dps,1,485,120.99,0.000614212634
BSF1120,acc_x_g,1,485,0.005,0.000642897408
BSF1120,acc_x_g,1,485,0.015,0.000352681121
BSF1120,acc_x_g,1,485,0.025,0.000269858104
BSF1120,acc_x_g,1,485,0.05,0.000188735217
BSF1120,acc_x_g,1,485,0.095,0.000137190163
BSF1120,acc_x_g,1,485,0.175,0.000100661289
BSF1120,acc_x_g,1,485,0.315,7.44014961e-05
BSF1120,acc_x_g,1,485,0.575,5.40482753e-05
BSF1120,acc_x_g,1,485,1.045,3.96301009e-05
BSF1120,acc_x_g,1,485,1.895,3.07968307e-05
BSF1120,acc_x_g,1,485,3.43,2.43408863e-05
BSF1120,acc_x_g,1,485,6.21,1.89136279e-05
BSF1120,acc_x_g,1,485,11.25,1.4161895e-05
BSF1120,acc_x_g,1,485,20.375,1.15931126e-05
BSF1120,acc_x_g,1,485,36.9,8.5746804e-06
BSF1120,acc_x_g,1,485,66.82,9.95418142e-06
BSF1120,acc_x_g,1,485,120.995,9.94453543e-06
BSF1120,acc_y_g,1,485,0.005,0.000605170115
BSF1120,acc_y_g,1,485,0.015,0.000359514072
BSF1120,acc_y_g,1,485,0.025,0.000280015077
BSF1120,acc_y_g,1,485,0.05,0.000203506292
BSF1120,acc_y_g,1,485,0.095,0.000149086603
BSF1120,acc_y_g,1,485,0.175,0.000108016335
BSF1120,acc_y_g,1,485,0.315,8.06668114e-05
BSF1120,acc_y_g,1,485,0.575,5.87279319e-05
BSF1120,acc_y_g,1,485,1.045,4.35113656e-05
BSF1120,acc_y_g,1,485,1.895,3.2947215e-05
BSF1120,acc_y_g,1,485,3.43,2.27141096e-05
BSF1120,acc_y_g,1,485,6.21,1.81859488e-05
BSF1120,acc_y_g,1,485,11.25,1.46148074e-05
BSF1120,acc_y_g,1,485,20.375,1.03623692e-05
BSF1120,acc_y_g,1,485,36.9,1.10866397e-05
BSF1120,acc_y_g,1,485,66.82,8.55444173e-06
BSF1120,acc_y_g,1,485,120.995,1.0237694e-05
BSF1120,acc_z_g,1,485,0.005,0.000908216469
BSF1120,acc_z_g,1,485,0.015,0.000500711726
BSF1120,acc_z_g,1,485,0.025,0.000403866392
BSF1120,acc_z_g,1,485,0.05,0.000209619409
BSF1120,acc_z_g,1,485,0.095,0.00015604779
BSF1120,acc_z_g,1,485,0.175,0.000109167165
BSF1120,acc_z_g,1,485,0.315,8.46985957e-05
BSF1120,acc_z_g,1,485,0.575,6.34673381e-05
BSF1120,acc_z_g,1,485,1.045,4.89450476e-05
BSF1120,acc_z_g,1,485,1.895,3.68678351e-05
BSF1120,acc_z_g,1,485,3.43,2.84282938e-05
BSF1120,acc_z_g,1,485,6.21,2.43291669e-05
BSF1120,acc_z_g,1,485,11.25,2.05270262e-05
BSF1120,acc_z_g,1,485,20.375,2.1763663e-05
BSF1120,acc_z_g,1,485,36.9,2.44675749e-05
BSF1120,acc_z_g,1,485,66.82,1.77417822e-05
BSF1120,acc_z_g,1,485,120.995,9.5013477e-06
BSF1120,gyro_x_dps,1,485,0.005,0.0401619885
BSF1120,gyro_x_dps,1,485,0.015,0.0230498484
BSF1120,gyro_x_dps,1,485,0.025,0.0180032069
BSF1120,gyro_x_dps,1,485,0.05,0.0125094618
BSF1120,gyro_x_dps,1,485,0.095,0.00906254842
BSF1120,gyro_x_dps,1,485,0.175,0.00676710435
BSF1120,gyro_x_dps,1,485,0.315,0.00493240596
BSF1120,gyro_x_dps,1,485,0.575,0.00363579039
BSF1120,gyro_x_dps,1,485,1.045,0.00274429195
BSF1120,gyro_x_dps,1,485,1.895,0.00207734006
BSF1120,gyro_x_dps,1,485,3.43,0.00164739415
BSF1120,gyro_x_dps,1,485,6.21,0.00125033347
BSF1120,gyro_x_dps,1,485,11.25,0.000993886641
BSF1120,gyro_x_dps,1,485,20.375,0.000797898442
BSF1120,gyro_x_dps,1,485,36.9,0.000672119458
BSF1120,gyro_x_dps,1,485,66.82,0.000362997862
BSF1120,gyro_x_dps,1,485,120.995,0.000410180944
BSF1120,gyro_y_dps,1,485,0.005,0.0479832555
BSF1120,gyro_y_dps,1,485,0.015,0.0272946002
BSF1120,gyro_y_dps,1,485,0.025,0.0215071243
BSF1120,gyro_y_dps,1,485,0.05,0.014538313
BSF1120,gyro_y_dps,1,485,0.095,0.010594314
BSF1120,gyro_y_dps,1,485,0.175,0.00781125521
BSF1120,gyro_y_dps,1,485,0.315,0.00588021455
BSF1120,gyro_y_dps,1,485,0.575,0.00437365686
BSF1120,gyro_y_dps,1,485,1.045,0.00338631617
BSF1120,gyro_y_dps,1,485,1.895,0.00263547479
BSF1120,gyro_y_dps,1,485,3.43,0.00186739953
BSF1120,gyro_y_dps,1,485,6.21,0.00125240315
BSF1120,gyro_y_dps,1,485,11.25,0.00103403143
BSF1120,gyro_y_dps,1,485,20.375,0.00109558069
BSF1120,gyro_y_dps,1,485,36.9,0.00131321361
BSF1120,gyro_y_dps,1,485,66.82,0.00115548713
BSF1120,gyro_y_dps,1,485,120.995,0.000816510303
BSF1120,gyro_z_dps,1,485,0.005,0
BSF1120,gyro_z_dps,1,485,0.015,0
BSF1120,gyro_z_dps,1,485,0.025,0
BSF1120,gyro_z_dps,1,485,0.05,0
BSF1120,gyro_z_dps,1,485,0.095,0
BSF1120,gyro_z_dps,1,485,0.175,0
BSF1120,gyro_z_dps,1,485,0.315,0
BSF1120,gyro_z_dps,1,485,0.575,0
BSF1120,gyro_z_dps,1,485,1.045,0
BSF1120,gyro_z_dps,1,485,1.895,0
BSF1120,gyro_z_dps,1,485,3.43,0
BSF1120,gyro_z_dps,1,485,6.21,0
BSF1120,gyro_z_dps,1,485,11.25,0
BSF1120,gyro_z_dps,1,485,20.375,0
BSF1120,gyro_z_dps,1,485,36.9,0
BSF1120,gyro_z_dps,1,485,66.82,0
BSF1120,gyro_z_dps,1,485,120.995,0
BSF31CC,acc_x_g,1239,1799,0.005,0.00092544315
BSF31CC,acc_x_g,1239,1799,0.015,0.0015003716
BSF31CC,acc_x_g,1239,1799,0.03,0.00247682971
BSF31CC,acc_x_g,1239,1799,0.055,0.00316125441
BSF31CC,acc_x_g,1239,1799,0.1,0.00242109609
BSF31CC,acc_x_g,1239,1799,0.185,0.000974440225
BSF31CC,acc_x_g,1239,1799,0.335,0.00062853809
BSF31CC,acc_x_g,1239,1799,0.615,0.000340031691
BSF31CC,acc_x_g,1239,1799,1.13,0.000186128607
BSF31CC,acc_x_g,1239,1799,2.065,0.000110249468
BSF31CC,acc_x_g,1239,1799,3.77,7.64322243e-05
BSF31CC,acc_x_g,1239,1799,6.885,6.48781994e-05
BSF31CC,acc_x_g,1239,1799,12.58,4.95645384e-05
BSF31CC,acc_x_g,1239,1799,22.975,3.99958432e-05
BSF31CC,acc_x_g,1239,1799,41.965,4.13971649e-05
BSF31CC,acc_x_g,1239,1799,76.65,4.58772213e-05
BSF31CC,acc_x_g,1239,1799,139.99,3.01846777e-05
BSF31CC,acc_y_g,1239,1799,0.005,0.00164051468
BSF31CC,acc_y_g,1239,1799,0.015,0.00108123963
BSF31CC,acc_y_g,1239,1799,0.03,0.00151622146
BSF31CC,acc_y_g,1239,1799,0.055,0.0021245297
BSF31CC,acc_y_g,1239,1799,0.1,0.00238680564
BSF31CC,acc_y_g,1239,1799,0.185,0.00122600299
BSF31CC,acc_y_g,1239,1799,0.335,0.000626733715
BSF31CC,acc_y_g,1239,1799,0.615,0.000380430699
BSF31CC,acc_y_g,1239,1799,1.13,0.000254019536
BSF31CC,acc_y_g,1239,1799,2.065,0.000228877289
BSF31CC,acc_y_g,1239,1799,3.77,0.000241616777
BSF31CC,acc_y_g,1239,1799,6.885,0.000261391108
BSF31CC,acc_y_g,1239,1799,12.58,0.000271336719
BSF31CC,acc_y_g,1239,1799,22.975,0.000317237956
BSF31CC,acc_y_g,1239,1799,41.965,0.000352445204
BSF31CC,acc_y_g,1239,1799,76.65,0.000317007572
BSF31CC,acc_y_g,1239,1799,139.99,0.000255150866
BSF31CC,acc_z_g,1239,1799,0.005,0.00668299976
BSF31CC,acc_z_g,1239,1799,0.015,0.00353254676
BSF31CC,acc_z_g,1239,1799,0.03,0.00227648989
BSF31CC,acc_z_g,1239,1799,0.055,0.00167884968
BSF31CC,acc_z_g,1239,1799,0.1,0.00120920856
BSF31CC,acc_z_g,1239,1799,0.185,0.000871838561
BSF31CC,acc_z_g,1239,1799,0.335,0.000666854222
BSF31CC,acc_z_g,1239,1799,0.615,0.000493403303
BSF31CC,acc_z_g,1239,1799,1.13,0.000364511721
BSF31CC,acc_z_g,1239,1799,2.065,0.00026892996
BSF31CC,acc_z_g,1239,1799,3.77,0.000198669285
BSF31CC,acc_z_g,1239,1799,6.885,0.00015494553
BSF31CC,acc_z_g,1239,1799,12.58,0.000110978056
BSF31CC,acc_z_g,1239,1799,22.975,7.77485294e-05
BSF31CC,acc_z_g,1239,1799,41.965,6.14132525e-05
BSF31CC,acc_z_g,1239,1799,76.65,4.61711828e-05
BSF31CC,acc_z_g,1239,1799,139.99,4.52783968e-05
BSF31CC,gyro_x_dps,1239,1799,0.005,0.283768937
BSF31CC,gyro_x_dps,1239,1799,0.015,0.136105952
BSF31CC,gyro_x_dps,1239,1799,0.03,0.0895228724
BSF31CC,gyro_x_dps,1239,1799,0.055,0.0685076724
BSF31CC,gyro_x_dps,1239,1799,0.1,0.0536118563
BSF31CC,gyro_x_dps,1239,1799,0.185,0.0419535817
BSF31CC,gyro_x_dps,1239,1799,0.335,0.0316395728
BSF31CC,gyro_x_dps,1239,1799,0.615,0.0237715374
BSF31CC,gyro_x_dps,1239,1799,1.13,0.0177731267
BSF31CC,gyro_x_dps,1239,1799,2.065,0.0135880707
BSF31CC,gyro_x_dps,1239,1799,3.77,0.00973005663
BSF31CC,gyro_x_dps,1239,1799,6.885,0.00629620429
BSF31CC,gyro_x_dps,1239,1799,12.58,0.00401130147
BSF31CC,gyro_x_dps,1239,1799,22.975,0.00368461707
BSF31CC,gyro_x_dps,1239,1799,41.965,0.00275661871
BSF31CC,gyro_x_dps,1239,1799,76.65,0.00235777897
BSF31CC,gyro_x_dps,1239,1799,139.99,0.00361315894
BSF31CC,gyro_y_dps,1239,1799,0.005,0.0997715613
BSF31CC,gyro_y_dps,1239,1799,0.015,0.0552839112
BSF31CC,gyro_y_dps,1239,1799,0.03,0.0363624726
BSF31CC,gyro_y_dps,1239,1799,0.055,0.0256367013
BSF31CC,gyro_y_dps,1239,1799,0.1,0.0219316282
BSF31CC,gyro_y_dps,1239,1799,0.185,0.0173236312
BSF31CC,gyro_y_dps,1239,1799,0.335,0.0135950852
BSF31CC,gyro_y_dps,1239,1799,0.615,0.0103524715
BSF31CC,gyro_y_dps,1239,1799,1.13,0.00802668017
BSF31CC,gyro_y_dps,1239,1799,2.065,0.00611692282
BSF31CC,gyro_y_dps,1239,1799,3.77,0.00446642175
BSF31CC,gyro_y_dps,1239,1799,6.885,0.00315356381
BSF31CC,gyro_y_dps,1239,1799,12.58,0.00255600113
BSF31CC,gyro_y_dps,1239,1799,22.975,0.00172209889
BSF31CC,gyro_y_dps,1239,1799,41.965,0.00121068548
BSF31CC,gyro_y_dps,1239,1799,76.65,0.000901125289
BSF31CC,gyro_y_dps,1239,1799,139.99,0.000789927004
BSF31CC,gyro_z_dps,1239,1799,0.005,0.170584336
BSF31CC,gyro_z_dps,1239,1799,0.015,0.103925164
BSF31CC,gyro_z_dps,1239,1799,0.03,0.0896919481
BSF31CC,gyro_z_dps,1239,1799,0.055,0.0935765992
BSF31CC,gyro_z_dps,1239,1799,0.1,0.0849064793
BSF31CC,gyro_z_dps,1239,1799,0.185,0.0557984014
BSF31CC,gyro_z_dps,1239,1799,0.335,0.0399115251
BSF31CC,gyro_z_dps,1239,1799,0.615,0.0289056778
BSF31CC,gyro_z_dps,1239,1799,1.13,0.0219042663
BSF31CC,gyro_z_dps,1239,1799,2.065,0.0174297909
BSF31CC,gyro_z_dps,1239,1799,3.77,0.0123845174
BSF31CC,gyro_z_dps,1239,1799,6.885,0.00978423873
BSF31CC,gyro_z_dps,1239,1799,12.58,0.0068240642
BSF31CC,gyro_z_dps,1239,1799,22.975,0.00518946887
BSF31CC,gyro_z_dps,1239,1799,41.965,0.00395522121
BSF31CC,gyro_z_dps,1239,1799,76.65,0.00312748849
BSF31CC,gyro_z_dps,1239,1799,139.99,0.00326339717
BSFAA61,acc_x_g,1,485,0.005,0.000535153959
BSFAA61,acc_x_g,1,485,0.015,0.000328649678
BSFAA61,acc_x_g,1,485,0.025,0.000257224011
BSFAA61,acc_x_g,1,485,0.05,0.000185646154
BSFAA61,acc_x_g,1,485,0.095,0.00013533392
BSFAA61,acc_x_g,1,485,0.175,9.93954957e-05
BSFAA61,acc_x_g,1,485,0.315,7.41408019e-05
BSFAA61,acc_x_g,1,485,0.575,5.71749357e-05
BSFAA61,acc_x_g,1,485,1.045,4.27938576e-05
BSFAA61,acc_x_g,1,485,1.895,3.14294999e-05
BSFAA61,acc_x_g,1,485,3.43,2.41187243e-05
BSFAA61,acc_x_g,1,485,6.21,1.78456444e-05
BSFAA61,acc_x_g,1,485,11.25,1.31004935e-05
BSFAA61,acc_x_g,1,485,20.375,9.93417821e-06
BSFAA61,acc_x_g,1,485,36.895,1.06322717e-05
BSFAA61,acc_x_g,1,485,66.81,9.40490516e-06
BSFAA61,acc_x_g,1,485,120.985,8.51312579e-06
BSFAA61,acc_y_g,1,485,0.005,0.000539667669
BSFAA61,acc_y_g,1,485,0.015,0.000315196023
BSFAA61,acc_y_g,1,485,0.025,0.000244623328
BSFAA61,acc_y_g,1,485,0.05,0.000175731896
BSFAA61,acc_y_g,1,485,0.095,0.000129826796
BSFAA61,acc_y_g,1,485,0.175,9.63550079e-05
BSFAA61,acc_y_g,1,485,0.315,7.27212649e-05
BSFAA61,acc_y_g,1,485,0.575,5.32151604e-05
BSFAA61,acc_y_g,1,485,1.045,3.95775431e-05
BSFAA61,acc_y_g,1,485,1.895,2.77736008e-05
BSFAA61,acc_y_g,1,485,3.43,2.12153162e-05
BSFAA61,acc_y_g,1,485,6.21,1.7425138e-05
BSFAA61,acc_y_g,1,485,11.25,1.28263711e-05
BSFAA61,acc_y_g,1,485,20.375,1.15122246e-05
BSFAA61,acc_y_g,1,485,36.895,1.03025526e-05
BSFAA61,acc_y_g,1,485,66.81,1.15210301e-05
BSFAA61,acc_y_g,1,485,120.985,1.08767233e-05
BSFAA61,acc_z_g,1,485,0.005,0.00372895625
BSFAA61,acc_z_g,1,485,0.015,0.00215059228
BSFAA61,acc_z_g,1,485,0.025,0.001671564
BSFAA61,acc_z_g,1,485,0.05,0.00117116161
BSFAA61,acc_z_g,1,485,0.095,0.000831468233
BSFAA61,acc_z_g,1,485,0.175,0.000612442729
BSFAA61,acc_z_g,1,485,0.315,0.000454524067
BSFAA61,acc_z_g,1,485,0.575,0.000339047374
BSFAA61,acc_z_g,1,485,1.045,0.000254338902
BSFAA61,acc_z_g,1,485,1.895,0.000182220004
BSFAA61,acc_z_g,1,485,3.43,0.000129671489
BSFAA61,acc_z_g,1,485,6.21,9.72307394e-05
BSFAA61,acc_z_g,1,485,11.25,7.28680073e-05
BSFAA61,acc_z_g,1,485,20.375,6.13060199e-05
BSFAA61,acc_z_g,1,485,36.895,4.17336325e-05
BSFAA61,acc_z_g,1,485,66.81,2.21346487e-05
BSFAA61,acc_z_g,1,485,120.985,8.68600464e-06
BSFAA61,gyro_x_dps,1,485,0.005,0.0376517881
BSFAA61,gyro_x_dps,1,485,0.015,0.0243565904
BSFAA61,gyro_x_dps,1,485,0.025,0.0203077611
BSFAA61,gyro_x_dps,1,485,0.05,0.0136055427
BSFAA61,gyro_x_dps,1,485,0.095,0.00989536689
BSFAA61,gyro_x_dps,1,485,0.175,0.00740973049
BSFAA61,gyro_x_dps,1,485,0.315,0.00541849063
BSFAA61,gyro_x_dps,1,485,0.575,0.00397073327
BSFAA61,gyro_x_dps,1,485,1.045,0.00297839765
BSFAA61,gyro_x_dps,1,485,1.895,0.00219868162
BSFAA61,gyro_x_dps,1,485,3.43,0.00167888609
BSFAA61,gyro_x_dps,1,485,6.21,0.00133928731
BSFAA61,gyro_x_dps,1,485,11.25,0.00107491461
BSFAA61,gyro_x_dps,1,485,20.375,0.00072689506
BSFAA61,gyro_x_dps,1,485,36.895,0.000706213652
BSFAA61,gyro_x_dps,1,485,66.81,0.000964440965
BSFAA61,gyro_x_dps,1,485,120.985,0.000994766316
BSFAA61,gyro_y_dps,1,485,0.005,0.0383031914
BSFAA61,gyro_y_dps,1,485,0.015,0.0233826702
BSFAA61,gyro_y_dps,1,485,0.025,0.018246898
BSFAA61,gyro_y_dps,1,485,0.05,0.012907624
BSFAA61,gyro_y_dps,1,485,0.095,0.00935023448
BSFAA61,gyro_y_dps,1,485,0.175,0.00686787026
BSFAA61,gyro_y_dps,1,485,0.315,0.00519081833
BSFAA61,gyro_y_dps,1,485,0.575,0.0040712742
BSFAA61,gyro_y_dps,1,485,1.045,0.00318072784
BSFAA61,gyro_y_dps,1,485,1.895,0.00251997819
BSFAA61,gyro_y_dps,1,485,3.43,0.00207593171
BSFAA61,gyro_y_dps,1,485,6.21,0.00164779893
BSFAA61,gyro_y_dps,1,485,11.25,0.00129023133
BSFAA61,gyro_y_dps,1,485,20.375,0.00106000913
BSFAA61,gyro_y_dps,1,485,36.895,0.000804522198
BSFAA61,gyro_y_dps,1,485,66.81,0.000898521327
BSFAA61,gyro_y_dps,1,485,120.985,0.000545773104
BSFAA61,gyro_z_dps,1,485,0.005,0.0507051463
BSFAA61,gyro_z_dps,1,485,0.015,0.0300760108
BSFAA61,gyro_z_dps,1,485,0.025,0.0241373407
BSFAA61,gyro_z_dps,1,485,0.05,0.0196341305
BSFAA61,gyro_z_dps,1,485,0.095,0.0191910897
BSFAA61,gyro_z_dps,1,485,0.175,0.0222634313
BSFAA61,gyro_z_dps,1,485,0.315,0.0280283312
BSFAA61,gyro_z_dps,1,485,0.575,0.0302537766
BSFAA61,gyro_z_dps,1,485,1.045,0.0251285543
BSFAA61,gyro_z_dps,1,485,1.895,0.0199647201
BSFAA61,gyro_z_dps,1,485,3.43,0.0154128932
BSFAA61,gyro_z_dps,1,485,6.21,0.0116683225
BSFAA61,gyro_z_dps,1,485,11.25,0.00890077379
BSFAA61,gyro_z_dps,1,485,20.375,0.00702537801
BSFAA61,gyro_z_dps,1,485,36.895,0.00533763116
BSFAA61,gyro_z_dps,1,485,66.81,0.00427327638
BSFAA61,gyro_z_dps,1,485,120.985,0.00188256553
BSFB165,acc_x_g,1,484,0.005,0.000628834237
BSFB165,acc_x_g,1,484,0.015,0.000377188523
BSFB165,acc_x_g,1,484,0.025,0.000279678678
BSFB165,acc_x_g,1,484,0.05,0.000197617773
BSFB165,acc_x_g,1,484,0.095,0.000141986558
BSFB165,acc_x_g,1,484,0.175,0.000103119614
BSFB165,acc_x_g,1,484,0.315,7.72675571e-05
BSFB165,acc_x_g,1,484,0.575,5.70990078e-05
BSFB165,acc_x_g,1,484,1.045,4.08571786e-05
BSFB165,acc_x_g,1,484,1.89,2.92158984e-05
BSFB165,acc_x_g,1,484,3.425,2.36453029e-05
BSFB165,acc_x_g,1,484,6.205,1.96335253e-05
BSFB165,acc_x_g,1,484,11.235,1.48150137e-05
BSFB165,acc_x_g,1,484,20.34,1.17646001e-05
BSFB165,acc_x_g,1,484,36.83,8.39857406e-06
BSFB165,acc_x_g,1,484,66.685,7.2159063e-06
BSFB165,acc_x_g,1,484,120.745,5.58059163e-06
BSFB165,acc_y_g,1,484,0.005,0.000574237949
BSFB165,acc_y_g,1,484,0.015,0.000334196536
BSFB165,acc_y_g,1,484,0.025,0.000259045479
BSFB165,acc_y_g,1,484,0.05,0.000186612773
BSFB165,acc_y_g,1,484,0.095,0.000134637408
BSFB165,acc_y_g,1,484,0.175,9.94223261e-05
BSFB165,acc_y_g,1,484,0.315,7.37474888e-05
BSFB165,acc_y_g,1,484,0.575,5.41850532e-05
BSFB165,acc_y_g,1,484,1.045,4.08027853e-05
BSFB165,acc_y_g,1,484,1.89,3.01096925e-05
BSFB165,acc_y_g,1,484,3.425,2.3629653e-05
BSFB165,acc_y_g,1,484,6.205,1.82766257e-05
BSFB165,acc_y_g,1,484,11.235,1.45627302e-05
BSFB165,acc_y_g,1,484,20.34,1.19600622e-05
BSFB165,acc_y_g,1,484,36.83,1.2222546e-05
BSFB165,acc_y_g,1,484,66.685,1.15136904e-05
BSFB165,acc_y_g,1,484,120.745,8.62463691e-06
BSFB165,acc_z_g,1,484,0.005,0.000784966488
BSFB165,acc_z_g,1,484,0.015,0.000623511909
BSFB165,acc_z_g,1,484,0.025,0.000395318439
BSFB165,acc_z_g,1,484,0.05,0.000242136542
BSFB165,acc_z_g,1,484,0.095,0.000165756968
BSFB165,acc_z_g,1,484,0.175,0.000115599984
BSFB165,acc_z_g,1,484,0.315,8.38180219e-05
BSFB165,acc_z_g,1,484,0.575,6.55205179e-05
BSFB165,acc_z_g,1,484,1.045,4.93885736e-05
BSFB165,acc_z_g,1,484,1.89,3.57621623e-05
BSFB165,acc_z_g,1,484,3.425,2.84480908e-05
BSFB165,acc_z_g,1,484,6.205,2.44570143e-05
BSFB165,acc_z_g,1,484,11.235,2.3560466e-05
BSFB165,acc_z_g,1,484,20.34,2.24753694e-05
BSFB165,acc_z_g,1,484,36.83,2.23896029e-05
BSFB165,acc_z_g,1,484,66.685,2.15650145e-05
BSFB165,acc_z_g,1,484,120.745,2.57420494e-05
BSFB165,gyro_x_dps,1,484,0.005,0.0394301101
BSFB165,gyro_x_dps,1,484,0.015,0.0219813584
BSFB165,gyro_x_dps,1,484,0.025,0.0164683804
BSFB165,gyro_x_dps,1,484,0.05,0.011675444
BSFB165,gyro_x_dps,1,484,0.095,0.00844905688
BSFB165,gyro_x_dps,1,484,0.175,0.0062151805
BSFB165,gyro_x_dps,1,484,0.315,0.00475343057
BSFB165,gyro_x_dps,1,484,0.575,0.00356754037
BSFB165,gyro_x_dps,1,484,1.045,0.00275819884
BSFB165,gyro_x_dps,1,484,1.89,0.00218961184
BSFB165,gyro_x_dps,1,484,3.425,0.00171805065
BSFB165,gyro_x_dps,1,484,6.205,0.00133782304
BSFB165,gyro_x_dps,1,484,11.235,0.00109337918
BSFB165,gyro_x_dps,1,484,20.34,0.000995821613
BSFB165,gyro_x_dps,1,484,36.83,0.000987234094
BSFB165,gyro_x_dps,1,484,66.685,0.00103901514
BSFB165,gyro_x_dps,1,484,120.745,0.000747400473
BSFB165,gyro_y_dps,1,484,0.005,0.492836904
BSFB165,gyro_y_dps,1,484,0.015,0.284615605
BSFB165,gyro_y_dps,1,484,0.025,0.220641414
BSFB165,gyro_y_dps,1,484,0.05,0.157920972
BSFB165,gyro_y_dps,1,484,0.095,0.110904567
BSFB165,gyro_y_dps,1,484,0.175,0.0825943026
BSFB165,gyro_y_dps,1,484,0.315,0.0612241098
BSFB165,gyro_y_dps,1,484,0.575,0.0448915892
BSFB165,gyro_y_dps,1,484,1.045,0.0332516648
BSFB165,gyro_y_dps,1,484,1.89,0.024715824
BSFB165,gyro_y_dps,1,484,3.425,0.018493628
BSFB165,gyro_y_dps,1,484,6.205,0.0125894631
BSFB165,gyro_y_dps,1,484,11.235,0.0095132846
BSFB165,gyro_y_dps,1,484,20.34,0.00825557156
BSFB165,gyro_y_dps,1,484,36.83,0.00687404509
BSFB165,gyro_y_dps,1,484,66.685,0.00506665153
BSFB165,gyro_y_dps,1,484,120.745,0.00267323454
BSFB165,gyro_z_dps,1,484,0.005,0
BSFB165,gyro_z_dps,1,484,0.015,0
BSFB165,gyro_z_dps,1,484,0.025,0
BSFB165,gyro_z_dps,1,484,0.05,0
BSFB165,gyro_z_dps,1,484,0.095,0
BSFB165,gyro_z_dps,1,484,0.175,0
BSFB165,gyro_z_dps,1,484,0.315,0
BSFB165,gyro_z_dps,1,484,0.575,0
