version,ID,pair,gt_mm,path,status,measured_median_mm,bias_mm
v3-full,W01,BSCCF4-BS9336,670.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Wand_Test/W01_20260513_144708,ok,571.370957437966,-98.62904256203399
v3-full,W01,BSCCF4-BS955A,659.7,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Wand_Test/W01_20260513_144708,ok,620.3023429341395,-39.397657065860585
v3-full,W01,BS9336-BS955A,708.7,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Wand_Test/W01_20260513_144708,ok,833.7313925918794,125.03139259187935
v3-full,W02,BSCCF4-BS9336,670.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Wand_Test/W02_20260513_150714,ok,725.7425379454913,55.742537945491335
v3-full,W02,BSCCF4-BS955A,659.7,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Wand_Test/W02_20260513_150714,ok,737.5324245265974,77.83242452659738
v3-full,W02,BS9336-BS955A,708.7,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Wand_Test/W02_20260513_150714,ok,659.5611624916877,-49.13883750831235
v3-full,W03,BSCCF4-BS9336,670.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Wand_Test/W03_20260513_151145,missing_peer,,
v3-full,W03,BSCCF4-BS955A,659.7,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Wand_Test/W03_20260513_151145,ok,589.3500550708694,-70.34994492913063
v3-full,W03,BS9336-BS955A,708.7,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Wand_Test/W03_20260513_151145,missing_peer,,
v3-full,W04,BSCCF4-BS9336,670.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Wand_Test/W04_20260513_151641,ok,709.1547496750562,39.15474967505622
v3-full,W04,BSCCF4-BS955A,659.7,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Wand_Test/W04_20260513_151641,ok,711.6874228028757,51.9874228028757
v3-full,W04,BS9336-BS955A,708.7,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Wand_Test/W04_20260513_151641,ok,678.835580952353,-29.86441904764706
