mount,t0_s,hardware_us,sweep,x_m,y_m,z_m,residual_rms_mm,anchors_used,role
A,49.405135066,2365533927,19707,2.785716840349575,1.1948905347475458,-0.6535875713220033,140.89750982894745,8,RAW_T4
A,49.506388449,2365653948,19708,2.8013226850841364,1.190205797720716,-0.7756517996051552,125.94399305080793,8,RAW_T4
A,49.654978936,2365773934,19709,2.804235754936361,1.2348886143406972,-0.741036293599365,123.55790328639284,8,RAW_T4
A,49.754993046,2365893951,19710,2.827584410390115,1.218087187960782,-0.7375923299861515,148.644078935421,8,RAW_T4
A,49.905158364,2366014060,19711,2.7811608057090482,1.2134193774432673,-0.7796755561501816,116.22675745682245,8,RAW_T4
A,50.006122317,2366134270,19712,2.7993659396131454,1.19485917267157,-0.7798823386883996,121.14545101973681,8,RAW_T4
A,50.106072147,2366254166,19713,2.8043491089447823,1.2233963493931381,-0.7966245050792528,131.65843670953691,8,RAW_T4
A,50.254974546,2366373960,19714,2.806343383432034,1.1681955023284558,-0.7405502320806312,112.56801064452905,8,RAW_T4
A,50.354986588,2366493978,19715,2.7961293977712165,1.2025684238802008,-0.8027393911628085,137.17826578347118,8,RAW_T4
A,50.505030289,2366613962,19716,2.8024080771376974,1.222472795167142,-0.7898333477225283,125.99259916380967,8,RAW_T4
A,50.606672284,2366733948,19717,2.831421961272466,1.2292946247999281,-0.8008524553890044,108.32861240574671,8,RAW_T4
A,50.706014808,2366853970,19718,2.8210141395882666,1.2219714374159256,-0.8522536541800638,141.6986442624761,8,RAW_T4
A,50.855101880,2366973957,19719,2.839626763693259,1.2429957257743915,-0.7562514473937891,110.36294640302732,8,RAW_T4
A,50.955049360,2367093943,19720,2.8418496436657454,1.2193496195574134,-0.8142645089398067,115.9727660530804,8,RAW_T4
A,51.154941409,2367214271,19721,2.8021999182863238,1.2077919101755308,-0.7818434556355224,140.36658679691308,8,RAW_T4
A,51.204717036,2367333950,19722,2.831346903030634,1.2378294136233121,-0.8117274620697426,125.05050725490179,8,RAW_T4
A,51.305920378,2367453967,19723,2.795256229518538,1.185570123820819,-0.7736367458555753,135.23504745904057,8,RAW_T4
A,51.455151102,2367573987,19724,2.788545884528409,1.205690773358333,-0.7794954474402017,123.7817567552658,8,RAW_T4
A,51.555161026,2367694215,19725,2.7709831654294534,1.196842839128635,-0.7311725620067941,133.18556200153125,8,RAW_T4
A,51.705182601,2367813984,19726,2.765372739503762,1.2541536089896843,-0.730493728870169,145.40363291625027,8,RAW_T4
A,51.805477426,2367933974,19727,2.814239489291677,1.1941997639350665,-0.7343376433057432,127.11737639978011,8,RAW_T4
A,51.906030448,2368053989,19728,2.7958297044732534,1.2296825209652704,-0.8032100454375565,131.70610157596073,8,RAW_T4
A,52.055071015,2368173977,19729,2.7869988250430153,1.2180840506769306,-0.7903358001658247,115.99704176175541,8,RAW_T4
A,52.160722258,2368294277,19730,2.8139146040350105,1.233283263625987,-0.9123319914106308,132.83493298763756,8,RAW_T4
A,52.305242497,2368414484,19731,2.7849932415966423,1.2463562448068422,-0.7461190687171437,120.64131245822037,8,RAW_T4
A,52.405049009,2368533992,19732,2.8077284007795025,1.241814498947073,-0.8260715013071543,100.6363890681508,8,RAW_T4
A,52.506145312,2368653985,19733,2.821628475089482,1.1979527463026276,-0.8083610473149786,135.54804012042143,8,RAW_T4
A,52.656925112,2368773973,19734,2.788841381303838,1.1802401986327173,-0.8109938993475034,148.40248078258992,8,RAW_T4
A,52.755083927,2368893991,19735,2.803640137824431,1.235005099284775,-0.7267822958859057,104.67073933466993,8,RAW_T4
A,52.905056477,2369013976,19736,2.8609525175887227,1.250879422426123,-0.8451971410143904,83.83336676048903,8,RAW_T4
A,53.007033915,2369133965,19737,2.7995293719460608,1.2311896515070926,-0.8180974656912329,124.47655413075607,8,RAW_T4
A,53.106028294,2369254007,19738,2.793945442872549,1.1605673620213977,-0.7436483115959951,117.5146346902514,8,RAW_T4
A,53.308552367,2369374617,19739,2.8230160857075624,1.204106985039256,-0.790516215661216,131.27644391490614,8,RAW_T4
A,53.355105247,2369494304,19740,2.7841515630997185,1.2091710964441067,-0.8282447412195956,131.88868480490336,8,RAW_T4
A,53.505137681,2369614139,19741,2.814516549788792,1.2292727816312683,-0.8648658175450276,129.0857276511632,8,RAW_T4
A,53.605016322,2369733992,19742,2.8316620925417615,1.2099277986495658,-0.9027249852542167,114.00621303380407,8,RAW_T4
A,53.705972975,2369854006,19743,2.8293844768902914,1.2023538062030166,-0.8544412609068748,107.35998705019769,8,RAW_T4
A,53.855133987,2369974000,19744,2.841584818545831,1.2419343793746298,-0.9171923541103119,113.03334715339729,8,RAW_T4
A,53.955158855,2370094041,19745,2.8711006286318574,1.2366437383870552,-0.9443853419036129,119.4733966806125,8,RAW_T4
A,54.107386238,2370214001,19746,2.8436607557486226,1.2017124028273296,-0.8513579652102945,130.2654966830277,8,RAW_T4
A,54.205547433,2370333991,19747,2.7566211615572684,1.1804085446344081,-0.8555157751434297,134.8326361719403,8,RAW_T4
A,54.306017128,2370454320,19748,2.795832896564566,1.2138998779880417,-0.813306283800927,115.37340023610287,8,RAW_T4
A,54.455142992,2370574206,19749,2.8363481230544063,1.1772572907546683,-0.7381771586710159,115.09383160037254,8,RAW_T4
A,54.555157825,2370694014,19750,2.8355771980232967,1.174161232210897,-0.7799835539928559,125.79629338567503,8,RAW_T4
A,54.705077235,2370814082,19751,2.8010226321090523,1.2203535235418492,-0.7932411097664566,137.92548977683177,8,RAW_T4
A,54.805106857,2370934302,19752,2.8210286020574293,1.2288774688855617,-0.8689535956346661,120.25060836241781,8,RAW_T4
A,54.906217790,2371054003,19753,2.803686577564509,1.2024374722126088,-0.7655491898066171,122.6842418767822,8,RAW_T4
A,55.055209842,2371173989,19754,2.8227010878475305,1.2345802834038895,-0.8433673398170655,111.96539899968978,8,RAW_T4
A,55.160375063,2371294006,19755,2.801413496921197,1.1848709737520804,-0.8322998269973072,111.94984571817605,8,RAW_T4
A,55.304896595,2371414020,19756,2.835681560583517,1.2210299390511663,-0.8189612011797127,110.23259068846299,8,RAW_T4
A,55.405175081,2371534326,19757,2.771504262672642,1.2280629371652996,-0.8292940877602134,145.10797256896458,8,RAW_T4
A,55.505996190,2371654455,19758,2.765978401721043,1.1778926835568695,-0.8272050227754124,135.66669677580296,8,RAW_T4
A,55.655163925,2371774333,19759,2.8060733764164274,1.2382143393790233,-0.7504420307726577,126.05895286975996,8,RAW_T4
A,55.755188661,2371894251,19760,2.8207599379085075,1.2027446298259863,-0.8231290940860604,124.59775587218274,8,RAW_T4
A,55.905189931,2372014019,19761,2.8613931731080458,1.263892915134697,-0.8763352457952762,114.61913896385317,8,RAW_T4
A,56.005204825,2372134006,19762,2.84383180565507,1.1970589662424798,-0.9042274551932192,101.57553181456609,8,RAW_T4
A,56.110542476,2372254020,19763,2.856991209935466,1.2218061588111433,-0.8989764464096522,117.99126183619363,8,RAW_T4
A,56.255208916,2372374334,19764,2.8175812654635,1.2250371121122432,-0.8485320847357988,127.87203926458248,8,RAW_T4
A,56.355132719,2372494056,19765,2.8201678911491044,1.2243895794826058,-0.8680637350026081,131.8258556261289,8,RAW_T4
A,56.505216300,2372614360,19766,2.7872254286491702,1.217871943718405,-0.8792071774897221,117.09578803728448,8,RAW_T4
A,56.605328781,2372734030,19767,2.8154115021624806,1.1903897094192097,-0.8127425319279412,114.59204756969174,8,RAW_T4
A,56.706071299,2372854020,19768,2.8359668777532696,1.1781048928779712,-0.8689478378565996,123.95924540177342,8,RAW_T4
A,56.855203834,2372974035,19769,2.7995664252337398,1.2044697765606638,-0.8514827022005212,112.31998959715645,8,RAW_T4
A,56.955276130,2373094022,19770,2.830329215828065,1.1349183220221424,-0.801752467719437,133.24131358120206,8,RAW_T4
A,57.105164070,2373214008,19771,2.849470015132477,1.218605394106496,-0.859900705265775,101.1399902438126,8,RAW_T4
A,57.205220241,2373334025,19772,2.817226573663012,1.2185103707240867,-0.8163271737276983,99.3291148132105,8,RAW_T4
A,57.306025193,2373454043,19773,2.7997119262312307,1.2030698200801402,-0.7389662753397277,130.73264569836732,8,RAW_T4
A,57.454875133,2373574034,19774,2.856266166718978,1.2035884558448675,-0.7038154186426828,106.1229650785987,8,RAW_T4
A,57.555226185,2373694362,19775,2.8526363156920005,1.243601195760218,-0.8751014861250637,99.23092758431504,8,RAW_T4
A,57.705239151,2373814246,19776,2.764831797973408,1.146626741546006,-0.6622088860666964,139.71899637420904,8,RAW_T4
A,57.805161812,2373934024,19777,2.857419236529077,1.2488192190742566,-0.8767961541908553,114.12938798523886,8,RAW_T4
A,57.906100061,2374054039,19778,2.837390443559363,1.207463395510439,-0.8613201545843086,117.00229771511596,8,RAW_T4
A,58.055185180,2374174057,19779,2.8001386517293914,1.2283470280767432,-0.8380156392775686,120.16073459895897,8,RAW_T4
A,58.160381642,2374294041,19780,2.851475364476724,1.2294446863011286,-0.8301498546357531,113.57689871244887,8,RAW_T4
A,58.305204063,2374414035,19781,2.771698340536379,1.1696440614481973,-0.7266236437259166,150.43247647954482,8,RAW_T4
A,58.405280778,2374534021,19782,2.8208481483614243,1.1795488133510916,-0.8825089754665053,120.67785781019266,8,RAW_T4
A,58.506348733,2374654107,19783,2.8742551508297334,1.2217876470946716,-0.8924040609287746,121.67788802539069,8,RAW_T4
A,58.655327159,2374774365,19784,2.785238961945141,1.2096093732104973,-0.7983534664373984,127.06011963919538,8,RAW_T4
A,58.755236430,2374894330,19785,2.8232696449662202,1.2143554070818372,-0.7859698479968741,122.70997766197318,8,RAW_T4
A,58.905315903,2375014074,19786,2.7669130815889287,1.1506039846826865,-0.7906270161980397,129.24829014095604,8,RAW_T4
A,59.005238598,2375134044,19787,2.8357744050356204,1.2420924177211827,-0.8226322578051227,96.64495699467018,8,RAW_T4
A,59.107081670,2375254057,19788,2.875319623539935,1.2882805568648357,-0.9456112769073116,132.97336947291407,8,RAW_T4
A,59.255279092,2375374078,19789,2.830578109180664,1.2421602179723892,-0.7882037187595303,103.08075106611616,8,RAW_T4
A,59.355246736,2375494066,19790,2.8503963974357673,1.2318208094191492,-0.8368191035168643,106.8997904153533,8,RAW_T4
A,59.505476087,2375614054,19791,2.8515928624911715,1.2339992641708224,-0.9200184225737063,108.90828076065087,8,RAW_T4
A,59.605334206,2375734036,19792,2.8858290308392758,1.2102366489428267,-0.8804980561253231,119.83304689214212,8,RAW_T4
A,59.706243203,2375854367,19793,2.8464153800181466,1.2356465960591716,-0.8656817376355361,117.89401361057669,8,RAW_T4
A,59.905423990,2375974288,19794,2.8376776449845913,1.233892583422161,-0.8808457747415879,122.17048005456752,8,RAW_T4
A,59.955319710,2376094060,19795,2.802777575131972,1.2372832330254089,-0.7450386469099929,131.00263119628073,8,RAW_T4
A,60.105231642,2376214077,19796,2.7895964846460704,1.2716565374063444,-0.785841523639715,147.03268270565846,8,RAW_T4
A,60.205331953,2376334066,19797,2.8098325280016856,1.2233768118725623,-0.77298407814525,121.06318034031622,8,RAW_T4
A,60.306266501,2376454081,19798,2.829350897177248,1.197492301750258,-0.7837106721959072,134.72908447302814,8,RAW_T4
A,60.455408845,2376574080,19799,2.859483272739545,1.2994773489630298,-0.8512915772285866,119.46446797321428,8,RAW_T4
A,60.555287043,2376694085,19800,2.8580295976745633,1.2326153815905683,-0.8865051381516651,122.23691714866776,8,RAW_T4
A,60.704979837,2376814073,19801,2.857012846106006,1.2489597550160008,-0.9035718913376433,118.34281511134245,8,RAW_T4
A,60.805382919,2376934372,19802,2.838136710270268,1.1952700331242911,-0.7537134757242395,125.13486883652754,8,RAW_T4
A,60.906349993,2377054292,19803,2.7846157173428745,1.1443677560243921,-0.6319331381619291,152.00954070190912,8,RAW_T4
A,61.055373550,2377174281,19804,2.8240473940948716,1.1960573602961542,-0.7919848106450385,121.3135514617623,8,RAW_T4
A,61.161354895,2377294051,19805,2.794783695093319,1.2418707697112452,-0.7587874064988323,148.53789121223798,8,RAW_T4
A,61.305359422,2377414095,19806,2.836894899877207,1.2202329677287498,-0.8710116023066904,128.95190974333732,8,RAW_T4
A,61.405393573,2377534061,19807,2.7819854121414376,1.1975402147310925,-0.8662869394987878,128.68951562998382,8,RAW_T4
A,61.506323325,2377654075,19808,2.8636312752172732,1.2092288047774846,-0.853203183963702,118.20368294517627,8,RAW_T4
A,61.655283904,2377774092,19809,2.8587719352145737,1.2188639645719561,-0.8072873872003051,104.48849113048,8,RAW_T4
A,61.755670051,2377894079,19810,2.802886888087576,1.2392103078548262,-0.7861672755364542,132.40923391323872,8,RAW_T4
A,61.905386619,2378014384,19811,2.767604384589631,1.211999370000581,-0.7596253075303837,135.112517294361,8,RAW_T4
A,62.005394052,2378134085,19812,2.8049006207146543,1.1901100055941003,-0.6801982480010196,123.10196493141036,8,RAW_T4
A,62.106208297,2378254071,19813,2.857792768394704,1.2688778404374317,-0.8596943031275998,118.93261978549116,8,RAW_T4
A,62.255392737,2378374351,19814,2.866947717776475,1.2039058282566875,-0.9067075459277641,127.91651671413788,8,RAW_T4
A,62.355280619,2378494104,19815,2.8349836350598934,1.2250819500629597,-0.7518191704452885,109.47154513780067,8,RAW_T4
A,62.505360456,2378614090,19816,2.8207545926630035,1.2226490870851467,-0.7577069016180916,129.71561758571863,8,RAW_T4
A,62.605342533,2378734079,19817,2.8176069652073994,1.2234772315576863,-0.7877941213511873,120.29349444987108,8,RAW_T4
A,62.706255677,2378854093,19818,2.7989623574716265,1.2263301470617527,-0.833657798203136,124.84136701332262,8,RAW_T4
A,62.855681360,2378974114,19819,2.8116919664509856,1.225116283980058,-0.7443240793751817,119.38666817710873,8,RAW_T4
A,62.955283346,2379094413,19820,2.8414467537541963,1.243479118064606,-0.7733965497689116,109.58745221969222,8,RAW_T4
A,63.105305322,2379214307,19821,2.7977970365245373,1.2511747450421713,-0.822073124690459,143.68069730680742,8,RAW_T4
A,63.205337486,2379334270,19822,2.7668879569135942,1.2124671977888577,-0.7381210798484442,136.8927740542157,8,RAW_T4
A,63.307867575,2379454116,19823,2.7646566749213624,1.1856761084502287,-0.7622735290593263,144.2650371935333,8,RAW_T4
A,63.455373058,2379574106,19824,2.8213951344163353,1.1825138957945969,-0.7152346466457756,116.1095351455576,8,RAW_T4
A,63.555383369,2379694169,19825,2.830132095927354,1.2255259276592785,-0.7976807870171028,110.98208261704721,8,RAW_T4
A,63.705304107,2379814109,19826,2.8349820829489647,1.2099019188959672,-0.8545911087775514,112.45803727077494,8,RAW_T4
A,63.806502095,2379934095,19827,2.8270147209102516,1.241396813985734,-0.8272170766045697,142.38697863531155,8,RAW_T4
A,63.906329964,2380054114,19828,2.8325943794156703,1.2598677377351926,-0.8046413869000735,126.52656332736898,8,RAW_T4
