run_id,phase,layout_source,correction_source,correction_detail,tag_delay_mode,tag_delay_value_mm,tag_solver,n_positions,n_frames,median_3d_mm,p75_3d_mm,p95_3d_mm,rmse_3d_mm,median_horiz_mm,rmse_horiz_mm,median_vert_mm,rmse_vert_mm,signed_vertical_slope_mm_per_m,signed_vertical_slope_r2,fail_rate,notes
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=A-F; scale=0.993154,D_LOO_CV,49.621,T4,24,28818,72.54772223325031,111.47179244490984,162.68787019322755,92.61947237737117,36.10076715101728,40.61801364838016,59.51195241179255,83.2378737758397,103.98500466292184,0.5595906150351153,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=C-D; scale=0.997336,D_LOO_CV,49.621,T4,24,28818,72.47066827623658,97.15851229740082,159.12905513893602,86.16236822827175,33.5258159372931,40.15155819656122,58.078105826109436,76.2352023221061,87.23909415394382,0.4755744092127264,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=C-F; scale=1.047742,D_LOO_CV,49.621,T4,24,28818,99.14608206727908,141.8277202427082,166.9388473743063,112.77688481831139,57.566342467381574,70.00582411636366,59.744502966877334,88.4183823597301,-71.35658368037554,0.24212451583462513,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=D-E; scale=1.031073,D_LOO_CV,49.621,T4,24,28818,72.3013809793992,101.54439157458188,151.62703646401297,87.82002623600691,42.290417330797425,53.77770548628501,52.588791660654266,69.4284912750042,-25.504994253015834,0.05012860576696476,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=D-F; scale=1.030934,D_LOO_CV,49.621,T4,24,28818,72.06655403345846,101.26607084141739,151.30598952605789,87.65038561323402,42.20992104609698,53.66823722678678,52.69436753465091,69.29870425280663,-25.100980359947915,0.048735849085830396,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=D-G; scale=1.010757,D_LOO_CV,49.621,T4,24,28818,59.446954218932596,87.56569044350674,124.38197706816446,75.61803070417356,27.70922693152813,42.3418682217195,46.181459511013,62.651837667157665,38.15088859781135,0.13844175627513644,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=D-H; scale=0.989375,D_LOO_CV,49.621,T4,24,28818,73.79464230195487,122.66326768319232,166.87378236084083,99.5674996878577,35.3961661358102,41.55826869465277,65.86025237824008,90.47981707096113,119.74174479923026,0.6209220707072571,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=E-F; scale=1.019418,D_LOO_CV,49.621,T4,24,28818,61.2594083787714,85.92896686644997,139.10677717844902,77.30752777361107,35.57056702840218,46.12128743212975,47.19327840667029,62.04257164294947,9.751674424030274,0.00922063331995282,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=E-G; scale=1.004912,D_LOO_CV,49.621,T4,24,28818,63.940598134974465,87.46914515600403,139.44462805287657,78.21630967138884,27.458747881807316,40.77846545470715,54.72136089424809,66.74509610278385,58.670269583117914,0.2862826678721365,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=E-H; scale=1.045307,D_LOO_CV,49.621,T4,24,28818,94.38100559379689,136.31762636844417,163.32785395014227,108.74540120388973,54.316268545185515,67.32034348208728,57.359292501937304,85.40218753901289,-65.00694729129536,0.21547108727251862,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=F-G; scale=1.035440,D_LOO_CV,49.621,T4,24,28818,80.61810770182082,112.05090488348213,157.76870205870463,93.57034882971388,44.94325739656519,57.45848607568842,54.062720521997036,73.85074514183496,-38.03469276942087,0.09855220512683127,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=F-H; scale=1.044367,D_LOO_CV,49.621,T4,24,28818,92.71463923031786,134.17116398945612,162.010942765497,107.21031769547264,53.113942257192534,66.30646501271619,56.8269958232067,84.24669084232102,-62.521929954826234,0.20483363191814818,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=G-H; scale=1.006869,D_LOO_CV,49.621,T4,24,28818,62.78407140615701,86.67001098214533,134.1857339591806,76.99675173302833,25.838430282409004,41.20868369445611,50.52772487049093,65.04109597483631,51.659233988911474,0.23454881308722997,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
