run_id,phase,layout_source,correction_source,correction_detail,tag_delay_mode,tag_delay_value_mm,tag_solver,n_positions,n_frames,median_3d_mm,p75_3d_mm,p95_3d_mm,rmse_3d_mm,median_horiz_mm,rmse_horiz_mm,median_vert_mm,rmse_vert_mm,signed_vertical_slope_mm_per_m,signed_vertical_slope_r2,fail_rate,notes
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=A-F; scale=0.993154,D_LOO_CV,49.621,T4,24,28818,72.54772223325031,111.47179244490984,162.68787019322755,92.61947237737117,36.10076715101728,40.61801364838016,59.51195241179255,83.2378737758397,103.98500466292184,0.5595906150351153,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=A-D; scale=0.987223,D_LOO_CV,49.621,T4,24,28818,77.81485005349717,128.79279933515903,171.30840956070313,103.9342601737927,35.03764229241856,42.30325089930225,72.33576866876186,94.93558553684868,128.96448774161638,0.6502938077959465,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=A-E; scale=1.051250,D_LOO_CV,49.621,T4,24,28818,104.32733399522057,149.59916416481536,171.51167276520778,118.68448867571743,61.61559844580726,74.02007813369504,66.02377991907348,92.77411215041717,-80.29691664594496,0.27823457182107625,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=A-G; scale=0.980967,D_LOO_CV,49.621,T4,24,28818,93.54942763299576,147.12676579461814,188.57760848370984,118.08898026638036,35.96403101555145,45.16101470867288,81.00103449166079,109.11228166818162,156.82569561141543,0.7171630209466885,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=A-C; scale=0.979586,D_LOO_CV,49.621,T4,24,28818,96.39095176610262,151.25608458764367,192.43517222566467,121.46800331262125,37.58807113047466,45.901461462497,81.82430825173935,112.46124516633218,163.17191591546904,0.7288561640329467,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=A-B; scale=0.983045,D_LOO_CV,49.621,T4,24,28818,86.8765871777159,140.96967416510014,182.7293806646719,113.16686753458602,34.790502050478324,44.11371284294378,79.67825848166478,104.2147794067657,147.40890373586151,0.6976975645129397,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=B-F; scale=1.005329,D_LOO_CV,49.621,T4,24,28818,63.67481155846531,87.02187285645988,138.30586851829239,77.92716783802264,26.953105254153527,40.86148630334142,53.96459752640642,66.35497286818217,57.16438966233972,0.2752057043558024,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=A-H; scale=1.004321,D_LOO_CV,49.621,T4,24,28818,64.8583668457313,88.11153334661097,141.0778437518962,78.65328193176241,28.176771043816906,40.6686503504535,55.801176941496024,67.32309883917897,60.819242253485,0.3020055992325107,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=B-D; scale=1.009153,D_LOO_CV,49.621,T4,24,28818,58.36376613568662,90.58399247236913,128.31112840478562,76.01852609880484,26.425628739689422,41.83142210680669,49.66460421306374,63.47399809966943,43.65804731673971,0.1764045021355114,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=B-C; scale=1.013186,D_LOO_CV,49.621,T4,24,28818,59.665455368111566,82.05389023549601,126.83746029319396,75.45547878405655,29.820756022123156,43.23080510533064,46.12178613426204,61.843566912623395,29.962180191692116,0.08771986997953996,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=B-E; scale=1.022703,D_LOO_CV,49.621,T4,24,28818,60.459368152016424,89.73303371213896,145.37139920571818,79.44049509161785,35.51746171810212,47.98094213090802,47.258056914441,63.313675083917005,-0.49013710219177875,2.2329611727323062e-05,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=B-G; scale=0.997324,D_LOO_CV,49.621,T4,24,28818,72.49325910701407,97.2002188932355,159.1389781404791,86.17907057276251,33.528933295743414,40.1520321906511,58.07174906862588,76.25382951528468,87.28662430285718,0.47584294099726676,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=B-H; scale=1.016164,D_LOO_CV,49.621,T4,24,28818,60.37044394085665,81.06065382921645,132.8360297002377,75.95973333838717,32.66332544534283,44.50772604608276,47.40743222875062,61.55439392152061,20.167538789494547,0.04011194373289162,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=C-E; scale=1.016862,D_LOO_CV,49.621,T4,24,28818,60.851659561013406,82.45117006701827,134.0916423977553,76.18001014011591,33.3546214301294,44.83402229212219,48.11073518629996,61.5898075176214,17.909892571845067,0.031592233514047385,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=C-H; scale=0.997596,D_LOO_CV,49.621,T4,24,28818,71.98915270800109,96.26737422628322,158.9173757924691,85.808041287944,33.683156091364644,40.1426857408439,58.2147274238215,75.83920312862833,86.22323959010777,0.4697915805061532,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
20260617T193025,Phase4_static,L_V5,C_V5_scaled_one_baseline,baseline=C-G; scale=1.018651,D_LOO_CV,49.621,T4,24,28818,60.611536891550614,85.06293773407535,137.47635137063995,76.91810347226384,35.13782276709601,45.71978917251868,48.06428914817309,61.85544050275877,12.17983311258011,0.014476227331900904,0.0,single-baseline V5 scale correction; V5 delays scaled proportionally
