experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,U,P,R
X_A0_L5_I0_T11,imu_only_diagnostic_screening,Phase4 L5 single-I T11.,34,17,40661,5051.228833203412,19785.829863887502,25552.294347326526,11536.129805544026,40661,3181.9452295422066,14865.01523345181,19613.880833646443,8582.990630282427,40661,1694.558360386379,11413.186236258047,16009.683754540136,7708.08424518345,5461.982048393211,19629.92147097644,9779.245676896728,14177.993554500299,10352.369953981544,15223.166848162338,13929.3072531818,2444.182700549065,12601.809131710343,467.20590094992224,850.0840445888905,21594.586786148582,15426.835369251541,180.05476372222643,nan,nan,nan,nan,nan,17,29084.80580154256,12177.157855061756,62439.607459352046,A0,L5,I0,T11,imu_only,S02,X_A0_L5_I0_T11__S02,,,
X_A0_L5_I0_T12,imu_only_diagnostic_screening,Phase4 L5 single-I T12.,34,17,40661,5050.849510554101,19777.02388746319,25552.600926733827,11536.123103033951,40661,3183.2565791333773,14865.797720542028,19612.13463234549,8582.985509159089,40661,1694.2000806301664,11413.793513040311,16011.231755080782,7708.079916420093,5462.560937785422,19628.307076399036,9779.239466168638,14178.820636559802,10353.60908460556,15278.12194769354,13951.535404753065,2441.8269653525645,12630.944531060784,465.9136032296534,846.5298307658896,21594.586786148582,15426.835369251541,180.05476372222643,nan,nan,nan,nan,nan,17,29136.048213060072,12217.742529697634,62487.30543856564,A0,L5,I0,T12,imu_only,S02,X_A0_L5_I0_T12__S02,,,
X_A0_L5_I1_T11,imu_only_diagnostic_screening,Phase4 L5 single-I T11.,34,17,40661,2180.6146274826165,9528.700958617505,12036.237325887056,5430.5555954988,40661,1327.737726525641,7033.14141308318,9613.370321791896,4090.911152940625,40661,856.0436725569739,5865.8311199594045,8095.443344693524,3571.467487539168,2329.7252412718244,10237.444336856632,4853.975527572773,6146.813835248302,4981.360774389506,4495.263062449298,4313.667834553788,1239.1646268633026,2772.8296882948866,447.3919772235928,882.8992928126786,11471.259516059747,6854.941108786079,95.68457662155959,nan,nan,nan,nan,nan,17,14216.20308208106,2984.4046899114746,28662.680190985047,A0,L5,I1,T11,imu_only,S02,X_A0_L5_I1_T11__S02,,,
X_A0_L5_I1_T12,imu_only_diagnostic_screening,Phase4 L5 single-I T12.,34,17,40661,2181.2976571563654,9528.974822839356,12035.68587051368,5430.553122061322,40661,1328.4356410509029,7032.9324186076165,9613.796114781235,4090.9097322094017,40661,856.0092921952119,5867.238916686841,8095.699547628174,3571.4653539470846,2329.195322621382,10237.614755690032,4853.973768358088,6147.817196541719,4980.596534119237,4503.732053226548,4322.705187154894,1238.8964461308728,2779.1799053494988,446.5679743194303,880.1309465926411,11471.259516059747,6854.941108786079,95.68457662155959,nan,nan,nan,nan,nan,17,14228.642154648853,2994.9815406473767,28696.762127392198,A0,L5,I1,T12,imu_only,S02,X_A0_L5_I1_T12__S02,,,
X_A0_L5_I2_T11,imu_only_diagnostic_screening,Phase4 L5 single-I T11.,34,17,40661,2088.897524181603,9520.171565228247,12264.577048937716,5764.826709694015,40661,1654.884778774049,7838.109484083166,10478.91188401791,4911.54542350421,40661,613.442377495908,4862.783091016821,7511.6876409102815,3018.2691307529853,2688.4426380908517,9510.61747503285,4751.9725836283,7172.129084951772,2960.236996071005,5133.766325641669,5013.503423408754,770.6779901600385,3693.988632310867,421.21607990923974,828.0200864518199,10572.396250623842,7759.465899541543,90.84293590670798,nan,nan,nan,nan,nan,17,24206.619816583876,2605.093133820706,55986.3126968305,A0,L5,I2,T11,imu_only,S02,X_A0_L5_I2_T11__S02,,,
X_A0_L5_I2_T12,imu_only_diagnostic_screening,Phase4 L5 single-I T12.,34,17,40661,2090.03717737582,9520.567928690969,12265.092973217954,5764.823713890381,40661,1654.9228150563656,7836.653998952394,10479.74508341304,4911.543116028892,40661,613.5527863086309,4863.996537978899,7510.878017779776,3018.2671637252533,2689.479919324994,9511.973454319708,4751.97281708316,7173.132639652529,2961.1080369156525,5139.588032574122,5019.834549853973,769.7058862891306,3699.504698218878,420.0115095336416,825.1645733815997,10572.396250623842,7759.465899541543,90.84293590670798,nan,nan,nan,nan,nan,17,24230.48721669888,2614.122923311791,56101.26310569509,A0,L5,I2,T12,imu_only,S02,X_A0_L5_I2_T12__S02,,,
X_A0_L5_I3_T11,imu_only_diagnostic_screening,Phase4 L5 single-I T11.,34,17,40661,1221.27816696064,5189.265422490167,6407.582223758102,2939.0782110198634,40661,900.9681887624024,4447.45085942175,5617.367873939419,2487.0121942427136,40661,300.5843348324397,2285.9741816861624,3288.318605454063,1566.1899872556214,1450.9210030842487,5501.585814673503,2707.75263595909,5179.567637730997,1867.1046916987943,3006.8432856559593,2808.653012367739,363.70281700349375,1865.8266729143,476.9845287519936,976.7484206838469,6086.559601815173,5698.665361446534,52.2408012363081,nan,nan,nan,nan,nan,17,1708.3075186792157,1797.2565481847846,2606.0959978501237,A0,L5,I3,T11,imu_only,S02,X_A0_L5_I3_T11__S02,,,
X_A0_L5_I3_T12,imu_only_diagnostic_screening,Phase4 L5 single-I T12.,34,17,40661,1221.4990338958498,5190.306918813764,6408.365864996602,2939.0783229685435,40661,900.7687779048022,4447.355622537572,5618.232566729343,2487.012270767521,40661,300.5688697238112,2287.3009089213333,3288.6894639657266,1566.1900758194595,1451.4078345520084,5501.413973619514,2707.7516922349105,5178.997219390385,1867.0933069208274,3009.784993343206,2811.732408248512,363.5031194031263,1867.5253348439755,475.4887131845874,975.4995217657361,6086.559601815173,5698.665361446534,52.2408012363081,nan,nan,nan,nan,nan,17,1713.2383606385433,1800.930408645298,2615.095816979482,A0,L5,I3,T12,imu_only,S02,X_A0_L5_I3_T12__S02,,,
X_A0_L5_I4_T11,imu_only_diagnostic_screening,Phase4 L5 single-I T11.,34,17,40661,1957.3129799244923,7316.93853009363,8891.971863974732,4097.381322486653,40661,1213.7770692443848,5704.086633460651,7532.0031347003,3237.482825158736,40661,763.712861477999,4491.305426054901,5910.757158039753,2511.4216409565083,2323.4873612414553,8630.540896129658,4212.1356685114315,5588.97488514581,4324.597222612349,4153.58602910109,3813.5510533197194,1127.1818621306256,2455.350668928715,509.5557809980995,1016.2501995879577,9592.31390737815,6206.943074319151,79.97781077734058,nan,nan,nan,nan,nan,17,3616.960149901971,1532.464024445632,6508.652379587096,A0,L5,I4,T11,imu_only,S02,X_A0_L5_I4_T11__S02,,,
X_A0_L5_I4_T12,imu_only_diagnostic_screening,Phase4 L5 single-I T12.,34,17,40661,1957.924787587344,7314.88346859972,8892.185300201956,4097.380495979008,40661,1213.5602436306103,5703.651385156234,7531.833581965801,3237.4826240753896,40661,763.6902215881923,4490.870480643081,5910.601246793768,2511.420551727471,2323.020166842034,8632.066868875578,4212.132050879269,5589.132278539091,4326.072216027831,4157.268367095618,3817.1529751379644,1128.2759273592023,2460.5396605097494,508.8455564183738,1013.2404063502481,9592.31390737815,6206.943074319151,79.97781077734058,nan,nan,nan,nan,nan,17,3629.0271549144286,1539.6954051900423,6522.658771979025,A0,L5,I4,T12,imu_only,S02,X_A0_L5_I4_T12__S02,,,
