phase,material,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,75,,0,cuda:0,847,128,108416,0.024640042334794998,0.03958223760128021,0.034222520887851715,0.06350742280483246,0.07277227193117142,0.049666859209537506,0.10639836639165878,0.12267882376909256,0.06759735941886902,0.11475944519042969,0.12980273365974426,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,80,,0,cuda:0,847,128,108416,0.02135990746319294,0.03830663114786148,0.031549639999866486,0.05867505818605423,0.06726907193660736,0.04411466419696808,0.0964277982711792,0.11167946457862854,0.06118866056203842,0.1044217050075531,0.11852112412452698,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,85,,0,cuda:0,847,128,108416,0.018516432493925095,0.03720083087682724,0.029365498572587967,0.054585136473178864,0.06265436857938766,0.039165202528238297,0.08797232061624527,0.10223018378019333,0.055511556565761566,0.09566770493984222,0.10876627266407013,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,90,,0,cuda:0,847,128,108416,0.016051482409238815,0.03624223917722702,0.027691368013620377,0.051126979291439056,0.058604106307029724,0.03541070967912674,0.08059016615152359,0.09389079362154007,0.05105332285165787,0.08833375573158264,0.10040561854839325,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,95,,0,cuda:0,847,128,108416,0.013914676383137703,0.03541126102209091,0.02615385130047798,0.048207707703113556,0.05540025979280472,0.03230684995651245,0.07471458613872528,0.08753430843353271,0.047401316463947296,0.08213788270950317,0.09380631148815155,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,100,,0,cuda:0,847,128,108416,0.01206232700496912,0.03469090163707733,0.025025632232427597,0.046136822551488876,0.0528111532330513,0.029650229960680008,0.06962566822767258,0.08185780793428421,0.04440338909626007,0.07725244760513306,0.08809899538755417,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,105,,0,cuda:0,847,128,108416,0.010456560179591179,0.03406643867492676,0.024090148508548737,0.04429806396365166,0.05074599012732506,0.027633734047412872,0.06552840769290924,0.07728354632854462,0.042028892785310745,0.07297903299331665,0.0833163931965828,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,110,,0,cuda:0,847,128,108416,0.00906456634402275,0.03352510929107666,0.0231848806142807,0.04263920336961746,0.048806436359882355,0.02583967335522175,0.061963871121406555,0.07333420217037201,0.03979560732841492,0.06944506615400314,0.07961375266313553,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,115,,0,cuda:0,847,128,108416,0.007857869379222393,0.03305583819746971,0.02256733551621437,0.04141493886709213,0.04740367829799652,0.024423692375421524,0.05890239402651787,0.0699966698884964,0.038254715502262115,0.06647903472185135,0.07630440592765808,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,120,,0,cuda:0,847,128,108416,0.0068118153139948845,0.03264903649687767,0.02201741933822632,0.04038963466882706,0.046493977308273315,0.02349679544568062,0.05698303133249283,0.06784582883119583,0.037061452865600586,0.06452731788158417,0.07401992380619049,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,125,,0,cuda:0,847,128,108416,0.005905010271817446,0.03229639306664467,0.02161405235528946,0.03958125412464142,0.045180343091487885,0.022615646943449974,0.05496303364634514,0.06558500975370407,0.03603293001651764,0.06261957436800003,0.07177980244159698,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,130,,0,cuda:0,847,128,108416,0.005118922796100378,0.03199068829417229,0.02110474742949009,0.03894472494721413,0.044547874480485916,0.021919365972280502,0.05338485538959503,0.06348893791437149,0.03510025143623352,0.06087039038538933,0.06981748342514038,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,135,,0,cuda:0,847,128,108416,0.004437482450157404,0.0317256860435009,0.020814672112464905,0.038300395011901855,0.04391956329345703,0.02130874991416931,0.05218164250254631,0.062314942479133606,0.034309595823287964,0.05981320142745972,0.06851718574762344,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,140,,0,cuda:0,847,128,108416,0.003846754552796483,0.03149595856666565,0.02065565437078476,0.03789646923542023,0.043343331664800644,0.021026192232966423,0.051399555057287216,0.061461541801691055,0.03388207405805588,0.05896071344614029,0.06769372522830963,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,145,,0,cuda:0,847,128,108416,0.0033346673008054495,0.03129681199789047,0.020378509536385536,0.037339791655540466,0.042761534452438354,0.02050718665122986,0.050447046756744385,0.060458164662122726,0.03328322619199753,0.05807683244347572,0.06669024378061295,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,150,,0,cuda:0,847,128,108416,0.002890749368816614,0.0311241764575243,0.020274866372346878,0.03705704212188721,0.04242094233632088,0.020327717065811157,0.04993259534239769,0.05983478203415871,0.0330486074090004,0.05748690664768219,0.06605866551399231,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,155,,0,cuda:0,847,128,108416,0.002505925949662924,0.030974525958299637,0.020146921277046204,0.03687913715839386,0.042416252195835114,0.020126406103372574,0.04915020614862442,0.0587858110666275,0.03273208811879158,0.056869156658649445,0.06508976221084595,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,160,,0,cuda:0,847,128,108416,0.002172332489863038,0.03084479458630085,0.02001996338367462,0.03681609779596329,0.04221639782190323,0.019910398870706558,0.049000609666109085,0.058340687304735184,0.03256716579198837,0.05659194663167,0.0647764727473259,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,165,,0,cuda:0,847,128,108416,0.0018831462366506457,0.030732329934835434,0.019931066781282425,0.03644710034132004,0.041785161942243576,0.019917789846658707,0.048687830567359924,0.05831754580140114,0.03234763815999031,0.05626977980136871,0.06457884609699249,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,170,,0,cuda:0,847,128,108416,0.0016324587631970644,0.030634844675660133,0.019823282957077026,0.03644948825240135,0.041657187044620514,0.0197429321706295,0.048458248376846313,0.05796375125646591,0.0322132483124733,0.05606446415185928,0.0643048882484436,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,175,,0,cuda:0,847,128,108416,0.0014151422074064612,0.030550332739949226,0.0198037251830101,0.03633618354797363,0.0414581298828125,0.019581273198127747,0.04816898703575134,0.05763443186879158,0.03206909820437431,0.05584298074245453,0.06405007094144821,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,180,,0,cuda:0,847,128,108416,0.0012267548590898514,0.030477071180939674,0.019669119268655777,0.03608318418264389,0.041384007781744,0.01954061910510063,0.0478033646941185,0.05724231153726578,0.031836509704589844,0.05537140369415283,0.0636293813586235,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,185,,0,cuda:0,847,128,108416,0.0010634470963850617,0.030413562431931496,0.019677896052598953,0.036150675266981125,0.041358910501003265,0.01938774436712265,0.047525081783533096,0.057003676891326904,0.031813688576221466,0.05513329431414604,0.06352932006120682,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,190,,0,cuda:0,847,128,108416,0.0009218786144629121,0.030358508229255676,0.019544102251529694,0.03594377636909485,0.04115359112620354,0.019371824339032173,0.0475093349814415,0.05682658404111862,0.03169098496437073,0.05502721667289734,0.06331081688404083,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,195,,0,cuda:0,847,128,108416,0.0007991563761606812,0.03031078167259693,0.019513390958309174,0.0358143076300621,0.04104148969054222,0.019484149292111397,0.04745853692293167,0.056800730526447296,0.03172340244054794,0.055048227310180664,0.0630912259221077,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,200,,0,cuda:0,847,128,108416,0.0006927709328010678,0.030269410461187363,0.0195254348218441,0.03585270047187805,0.04113118723034859,0.019302867352962494,0.047395285218954086,0.056626103818416595,0.03161076456308365,0.054924383759498596,0.06301043182611465,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,205,,0,cuda:0,847,128,108416,0.0006005476461723447,0.03023354709148407,0.019485928118228912,0.03575218468904495,0.04078579694032669,0.019207607954740524,0.04732309281826019,0.056727711111307144,0.03151111304759979,0.0547683984041214,0.06304450333118439,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,210,,0,cuda:0,847,128,108416,0.0005206017522141337,0.030202455818653107,0.01954546943306923,0.03572250157594681,0.04082030430436134,0.019318215548992157,0.04727490246295929,0.05657126381993294,0.03156481310725212,0.05474495142698288,0.0629342570900917,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,215,,0,cuda:0,847,128,108416,0.0004512979066930711,0.030175505205988884,0.019493985921144485,0.03567931801080704,0.04071184992790222,0.019085492938756943,0.04739665612578392,0.05664549395442009,0.031409747898578644,0.054754793643951416,0.0630045235157013,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,220,,0,cuda:0,847,128,108416,0.0003912203828804195,0.03015213832259178,0.019520018249750137,0.035737887024879456,0.04083746671676636,0.019207801669836044,0.04738742113113403,0.05650428310036659,0.03145910054445267,0.054796990007162094,0.0629163533449173,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,225,,0,cuda:0,847,128,108416,0.00033914021332748234,0.030131887644529343,0.019459329545497894,0.03561563789844513,0.040630489587783813,0.019015589728951454,0.04712946340441704,0.05631633475422859,0.03133130073547363,0.054455168545246124,0.06251830607652664,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,230,,0,cuda:0,847,128,108416,0.0002939931000582874,0.03011433035135269,0.019505908712744713,0.03560308367013931,0.04072557017207146,0.019303832203149796,0.04724804311990738,0.05658593773841858,0.031509049236774445,0.054698385298252106,0.06278136372566223,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,235,,0,cuda:0,847,128,108416,0.0002548563352320343,0.030099108815193176,0.019416071474552155,0.03552502766251564,0.04059510678052902,0.019057217985391617,0.046924978494644165,0.05627240985631943,0.03132472559809685,0.05439680069684982,0.06258095800876617,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,240,,0,cuda:0,847,128,108416,0.00022092911240179092,0.030085915699601173,0.019343502819538116,0.03551897779107094,0.04062085971236229,0.01933298259973526,0.04733637720346451,0.05659159645438194,0.031481921672821045,0.05470985174179077,0.06275372207164764,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,245,,0,cuda:0,847,128,108416,0.00019151867309119552,0.030074477195739746,0.01951093040406704,0.035657934844493866,0.04079214856028557,0.019039902836084366,0.047043025493621826,0.05634850263595581,0.031389787793159485,0.054546233266592026,0.06268591433763504,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,250,,0,cuda:0,847,128,108416,0.00016602323739789426,0.03006456233561039,0.019363954663276672,0.035676419734954834,0.04085680842399597,0.01910765841603279,0.04709573835134506,0.05627042055130005,0.03139808401465416,0.05453512445092201,0.06258422136306763,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,255,,0,cuda:0,847,128,108416,0.0001439218904124573,0.030055969953536987,0.019436977803707123,0.03553459793329239,0.04059921205043793,0.019160181283950806,0.04705244302749634,0.05635208636522293,0.03142158314585686,0.05454794317483902,0.0626404657959938,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,260,,0,cuda:0,847,128,108416,0.00012476275151129812,0.030048517510294914,0.01944100297987461,0.035616435110569,0.0407739095389843,0.019090741872787476,0.04715106636285782,0.05640651285648346,0.031371988356113434,0.05454440414905548,0.06253376603126526,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,265,,0,cuda:0,847,128,108416,0.00010815398127306253,0.03004205785691738,0.019440293312072754,0.03552232310175896,0.04066016525030136,0.019096598029136658,0.04694522172212601,0.05626789107918739,0.03132620081305504,0.054379455745220184,0.0626380667090416,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,270,,0,cuda:0,847,128,108416,9.375636727781966e-05,0.03003646247088909,0.019356103613972664,0.0355672687292099,0.04068910703063011,0.019215889275074005,0.0468628965318203,0.056307271122932434,0.031359605491161346,0.05435391142964363,0.06249137222766876,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,275,,0,cuda:0,847,128,108416,8.127531327772886e-05,0.030031606554985046,0.019473299384117126,0.03553881123661995,0.04061335697770119,0.01913892850279808,0.04695149511098862,0.05620560795068741,0.031353455036878586,0.05437583103775978,0.06237645447254181,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,280,,0,cuda:0,847,128,108416,7.045573875075206e-05,0.030027396976947784,0.01939619705080986,0.03555358201265335,0.04065064713358879,0.01915782317519188,0.04707488417625427,0.056279949843883514,0.03134480118751526,0.05449053272604942,0.06261231750249863,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,285,,0,cuda:0,847,128,108416,6.107658555265516e-05,0.03002374991774559,0.019363421946763992,0.03540132939815521,0.040501274168491364,0.019089356064796448,0.046926841139793396,0.0561719611287117,0.031242266297340393,0.05440247058868408,0.06257237493991852,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,290,,0,cuda:0,847,128,108416,5.2945873903809115e-05,0.030020587146282196,0.019395262002944946,0.03553878143429756,0.04073254391551018,0.01913907378911972,0.04711389169096947,0.056684207171201706,0.031388748437166214,0.054604582488536835,0.06279312819242477,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,295,,0,cuda:0,847,128,108416,4.589765376294963e-05,0.030017847195267677,0.019254866987466812,0.03549967706203461,0.040663376450538635,0.019084632396697998,0.04706449806690216,0.056265391409397125,0.03125301003456116,0.05446149408817291,0.06232420727610588,0.0,0.0
phase1,phase1_default_wall,4,x_min+x_max+y_min+y_max,300,,0,cuda:0,847,128,108416,3.978766471846029e-05,0.030015472322702408,0.019347015768289566,0.03547555208206177,0.040527962148189545,0.019163481891155243,0.04697524756193161,0.0562715157866478,0.03132094442844391,0.054331179708242416,0.06250426173210144,0.0,0.0
