event_id,node,mode,false_suspected,temporary_unlock,persistent_false_platform,max_excursion_m,max_velocity_mps,fleet_context_classification,settling_time_s,filter_resets
E057,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E001,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E005,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E008,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E009,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E010,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E011,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E012,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E013,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E014,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E015,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E016,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E017,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E019,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E020,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E021,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E025,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E026,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E028,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E031,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E033,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E034,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E035,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E036,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E037,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E038,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E040,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E041,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E042,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E043,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E045,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E046,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E047,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E049,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E051,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E053,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E055,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E056,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E057,BSF44AD,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E001,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E005,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E008,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E009,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E010,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E011,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E012,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E013,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E014,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E015,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E016,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E017,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E019,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E020,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E021,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E025,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E026,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E028,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E031,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E033,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E034,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E035,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E036,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E037,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E038,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E040,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E041,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E042,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E043,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E045,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E046,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E047,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E049,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E051,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E053,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E055,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E056,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E057,BSF6C53,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E001,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E005,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E008,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E009,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E010,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E011,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E012,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E013,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E014,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E015,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E016,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E017,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E019,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E020,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E021,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E025,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E026,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E028,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E031,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E033,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E034,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E035,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E036,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E037,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E038,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E040,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E041,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E042,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E043,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E045,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E046,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E047,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E049,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E051,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E053,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E055,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E056,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E057,BSF6C53,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E001,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E005,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E008,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E009,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E010,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E011,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E012,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E013,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E014,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E015,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E016,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E017,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E019,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E020,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E021,BSF8BC4,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
