event_id,node,mode,false_suspected,temporary_unlock,persistent_false_platform,max_excursion_m,max_velocity_mps,fleet_context_classification,settling_time_s,filter_resets
E001,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E005,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E008,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E009,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E010,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E011,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E012,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E013,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E014,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E015,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E016,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E017,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E019,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E020,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E021,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E025,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E026,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E028,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E031,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E033,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E034,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E035,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E036,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E037,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E038,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E040,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E041,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E042,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E043,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E045,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E046,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E047,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E049,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E051,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E053,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E055,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E056,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E057,BSF3C79,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E001,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E005,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E008,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E009,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E010,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E011,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E012,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E013,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E014,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E015,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E016,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E017,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E019,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E020,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E021,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E025,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E026,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E028,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E031,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E033,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E034,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E035,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E036,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E037,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E038,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E040,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E041,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E042,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E043,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E045,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E046,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E047,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E049,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E051,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E053,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E055,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E056,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E057,BSF3C79,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E001,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E005,BSFC2CC,S2P,0,1,0,0.152717009462,0.881500760114,COMMON_MODE,10.3840854232,0
E008,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E009,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E010,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E011,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E012,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E013,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E014,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E015,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E016,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E017,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E019,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E020,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E021,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E025,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E026,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E028,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E031,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E033,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E034,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E035,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E036,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E037,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E038,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E040,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E041,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E042,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E043,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E045,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E046,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E047,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E049,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E051,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E053,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E055,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E056,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E057,BSFC2CC,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E001,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E005,BSFC2CC,S2R,0,1,0,0.182500495726,0.832045195667,COMMON_MODE,10.3840854232,0
E008,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E009,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E010,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E011,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E012,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E013,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E014,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E015,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E016,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E017,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E019,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E020,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E021,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E025,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E026,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E028,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E031,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E033,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E034,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E035,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E036,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E037,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E038,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E040,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E041,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E042,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E043,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E045,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E046,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E047,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E049,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E051,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E053,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E055,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E056,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E057,BSFC2CC,S2R,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E001,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E005,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E008,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E009,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E010,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E011,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E012,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E013,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E014,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E015,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E016,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E017,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E019,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E020,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E021,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E025,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E026,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E028,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E031,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E033,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E034,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E035,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E036,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E037,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E038,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E040,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E041,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E042,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E043,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E045,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E046,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E047,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E049,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E051,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E053,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E055,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
E056,BSF44AD,S2P,0,0,0,0.0,0.0,COMMON_MODE,0.0,0
