node,t0_s,imu_index,imu_seq,state_before,state_after,acc_x_g,acc_y_g,acc_z_g,acc_norm_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,gyro_norm_dps,gyro_bias_corrected_norm_dps,gyro_angle_025_deg,gyro_angle_1_deg,gyro_angle_3_deg,gravity_direction_change_deg,gyro_rms_short_dps,acc_dev_rms_short_g,gyro_std_short_dps,acc_std_short_g,gyro_std_long_dps,acc_std_long_g,active_votes,imu_quiet,platform_center_available,platform_scatter_m,platform_stable,candidate_shift_m,motion_predicate,speed_mps,speed_ok,motion_dwell_before_s,motion_dwell_after_s,quiet_dwell_before_s,quiet_dwell_after_s,settling_dwell_before_s,settling_dwell_after_s,published_x_m,published_y_m,published_z_m,locked_x_m,locked_y_m,locked_z_m,candidate_x_m,candidate_y_m,candidate_z_m,last_uwb_t0_s,t4_x_m,t4_y_m,t4_z_m,t4_velocity_like_mps,last_uwb_nis,range_change_l2_mm,range_0_mm,range_1_mm,range_2_mm,range_3_mm,range_4_mm,range_5_mm,range_6_mm,range_7_mm
BSFAA61,483.619934463,96719,570,STATIONARY,STATIONARY,-0.06396484375,0.00244140625,-1.00146484375,1.00350849272,0.1220703125,-0.30517578125,0.0,0.328684375435,0.06103515625,0.0124445079667,0.0533188237436,0.156935499048,0.0038463574474,0.0637225739069,0.00140506208933,0.0370733731704,0.00104624710083,0.0389002413406,0.00153356414731,0,1,1,0.141437203723,1,0.0122598339279,0,0.000224788921563,1,0.0,0.0,0.0,0.0,0.0,0.0,3.37850409689,0.503998662209,1.30787564965,3.37853064898,0.50397122474,1.30787461956,3.37860663207,0.506298854281,1.2958380131,483.575263676,3.45249131935,0.463805511209,1.09961125763,0.853333892843,7.36422099391,98.3819089061,3914.0,1394.0,3248.0,4156.0,3419.0,1468.0,2818.0,3711.0
BSFAA61,483.719931746,96739,590,STATIONARY,STATIONARY,-0.064453125,0.0029296875,-1.00146484375,1.00354104134,0.1220703125,-0.3662109375,0.0,0.386020222189,0.0,0.0131812474574,0.0542363319872,0.157672238538,0.00284621448811,0.0628395394347,0.00141299966868,0.0362549376506,0.00105693721059,0.0385284378143,0.00151039370989,0,1,1,0.150399013969,1,0.0264454277316,0,0.000115340486044,1,0.0,0.0,0.0,0.0,0.0,0.0,3.3785023074,0.504000455536,1.30787574309,3.37853064898,0.50397122474,1.30787461956,3.37860663207,0.506298854281,1.28153193528,483.695179418,3.41395665082,0.522507416404,1.28153193528,1.62616248397,1.24281775226,66.5507325279,3927.0,1408.0,3289.0,4138.0,3406.0,1461.0,2741.0,3692.0
BSFAA61,483.819929028,96759,610,STATIONARY,STATIONARY,-0.064453125,0.00390625,-1.00048828125,1.0025698305,0.06103515625,-0.3662109375,0.0,0.371262361468,0.06103515625,0.0115656937084,0.0523884818376,0.156935499047,0.00564136730538,0.0622438905468,0.00141351794779,0.0369287542079,0.00106081662291,0.0388597604497,0.00150033266882,0,1,1,0.150941768119,1,0.0356267246316,0,5.9162996646e-05,1,0.0,0.0,0.0,0.0,0.0,0.0,3.37850148684,0.504001270035,1.3078757892,3.37853064898,0.50397122474,1.30787461956,3.37860663207,0.50035955636,1.27243151606,483.815318154,3.35484766912,0.498604026259,1.2153806644,0.764750771406,0.815809151293,71.6868188721,3933.0,1428.0,3273.0,4086.0,3384.0,1364.0,2791.0,3699.0
BSFAA61,483.919926311,96779,630,STATIONARY,STATIONARY,-0.06494140625,0.00341796875,-1.0009765625,1.00308680952,0.1220703125,-0.3662109375,0.0,0.386020222189,0.0,0.0105237867292,0.0489922758418,0.15467292211,0.00803594765073,0.0604217220252,0.00139583594338,0.0377737545061,0.00103880922655,0.0387706193503,0.00149805497144,0,1,1,0.121560687992,1,0.041766534918,0,3.03446482146e-05,1,0.0,0.0,0.0,0.0,0.0,0.0,3.37850109161,0.504001660033,1.30787581237,3.37853064898,0.50397122474,1.30787461956,3.38929846912,0.503224702997,1.26752687869,483.815318154,3.35484766912,0.498604026259,1.2153806644,0.764750771406,0.815809151293,71.6868188721,3933.0,1428.0,3273.0,4086.0,3384.0,1364.0,2791.0,3699.0
BSFAA61,484.019923594,96799,650,STATIONARY,STATIONARY,-0.0634765625,0.00341796875,-1.001953125,1.00396763952,0.06103515625,-0.3662109375,0.0,0.371262361468,0.06103515625,0.0131308947735,0.0503046678787,0.157532839177,0.008010063951,0.0625424241086,0.00112982617935,0.0379892790885,0.000775655260138,0.0390214787643,0.00149298574553,0,1,1,0.154122956274,1,0.0405736397858,0,1.55633994429e-05,1,0.0,0.0,0.0,0.0,0.0,0.0,3.37850089565,0.504001852751,1.30787582412,3.37853064898,0.50397122474,1.30787461956,3.37784577856,0.499750916203,1.26752687869,483.935179897,3.34585491655,0.497872424416,1.48334840396,2.23690714489,2.19809304679,118.608600025,3930.0,1457.0,3203.0,4154.0,3357.0,1396.0,2761.0,3645.0
BSFAA61,484.119920877,96819,670,STATIONARY,STATIONARY,-0.064453125,0.00390625,-1.0029296875,1.00500618017,0.06103515625,-0.3662109375,0.0,0.371262361468,0.06103515625,0.0133993740511,0.050878314647,0.1588955839,0.00962374548952,0.0631352565478,0.000904914313223,0.0386381508625,0.000570202960167,0.0387729097152,0.00136628435592,0,1,1,0.156978286916,1,0.0356777416059,0,7.98223113218e-06,1,0.0,0.0,0.0,0.0,0.0,0.0,3.37850079692,0.504001949671,1.30787583012,3.37853064898,0.50397122474,1.30787461956,3.37708492506,0.500150551713,1.27243151606,484.055193636,3.30635391485,0.519923555694,1.70357100886,1.87329562149,11.081645551,108.415865998,3906.0,1450.0,3287.0,4185.0,3354.0,1404.0,2745.0,3632.0
BSFAA61,484.21991816,96839,690,STATIONARY,STATIONARY,-0.064453125,0.00341796875,-1.00244140625,1.00451712818,0.06103515625,-0.30517578125,0.0,0.311219452734,0.0863167457503,0.0151780205242,0.0516694183795,0.158897589678,0.00568458753588,0.0648812610641,0.00104065071474,0.0387811818766,0.000648861273192,0.0385453869928,0.00136622226091,0,1,1,0.156978286916,1,0.0356777416059,0,4.09395882649e-06,1,0.0,0.0,0.0,0.0,0.0,0.0,3.37850074675,0.504001998874,1.30787583319,3.37853064898,0.50397122474,1.30787461956,3.37708492506,0.500150551713,1.27243151606,484.175209375,3.39232763567,0.517228020882,1.22364964862,4.0625398499,0.621762256211,56.5066367783,3937.0,1433.0,3251.0,4108.0,3426.0,1405.0,2762.0,3726.0
BSFAA61,484.319915443,96859,710,STATIONARY,STATIONARY,-0.0634765625,0.00341796875,-1.001953125,1.00396763952,0.06103515625,-0.30517578125,0.0,0.311219452734,0.0863167457503,0.0132376174783,0.0511331294497,0.158413659213,0.00470397188009,0.0648812610641,0.00107870355562,0.0385817520104,0.000637312784194,0.0383393698694,0.00137278417388,0,1,1,0.145667655162,1,0.0382252268796,0,2.09972523478e-06,1,0.0,0.0,0.0,0.0,0.0,0.0,3.37850072115,0.504002023976,1.30787583476,3.37853064898,0.50397122474,1.30787461956,3.39232763567,0.500150551713,1.27243151606,484.295192114,3.40333496045,0.483273431667,1.3615927223,1.18755726592,0.966261296601,89.6604706657,3904.0,1402.0,3274.0,4175.0,3366.0,1420.0,2769.0,3770.0
BSFAA61,484.419912725,96879,730,STATIONARY,STATIONARY,-0.0634765625,0.0029296875,-1.00048828125,1.00250419349,0.06103515625,-0.3662109375,0.0,0.371262361468,0.06103515625,0.0126816467412,0.051564701452,0.158413659211,0.00634708231893,0.0676912628565,0.00109494377861,0.0380664676064,0.000648064608627,0.0385809186447,0.00138144295773,0,1,1,0.15738169781,1,0.0382252268796,0,1.07691498194e-06,1,0.0,0.0,0.0,0.0,0.0,0.0,3.38377875613,0.502380819532,1.30372516515,3.38377875613,0.502380819532,1.30372516515,3.39232763567,0.500150551713,1.27243151606,484.415486846,3.41197860023,0.499117161759,1.16085792498,1.67542270362,1.80329679579,48.0104155366,3925.0,1413.0,3282.0,4118.0,3408.0,1445.0,2784.0,3701.0
BSFAA61,484.519910008,96899,750,STATIONARY,STATIONARY,-0.0634765625,0.00390625,-1.0009765625,1.00299482125,0.1220703125,-0.42724609375,0.0,0.444342644609,0.06103515625,0.0137759121827,0.0510087307167,0.158718826697,0.00397545486213,0.0645935378678,0.0010176255065,0.037856392707,0.000616382124805,0.0388560064577,0.00138197292387,0,1,1,0.151992329075,1,0.0268884407864,0,0.00129759950256,1,0.0,0.0,0.0,0.0,0.0,0.0,3.38382898378,0.50236269873,1.30371825683,3.38377875613,0.502380819532,1.30372516515,3.38470628036,0.499750916203,1.27698172567,484.415486846,3.41197860023,0.499117161759,1.16085792498,1.67542270362,1.80329679579,48.0104155366,3925.0,1413.0,3282.0,4118.0,3408.0,1445.0,2784.0,3701.0
BSFAA61,484.619907291,96919,770,STATIONARY,STATIONARY,-0.0634765625,0.00390625,-1.0,1.00202022573,0.06103515625,-0.30517578125,0.0,0.311219452734,0.0863167457503,0.012570912478,0.0510807709851,0.159597640953,0.00329303018864,0.0648812610641,0.0010559736917,0.0384877897164,0.000650275271446,0.0393208973573,0.00139897499431,0,1,1,0.159176522449,1,0.0269438849705,0,0.000667405526468,1,0.0,0.0,0.0,0.0,0.0,0.0,3.38384740338,0.502356151203,1.30371524579,3.38377875613,0.502380819532,1.30372516515,3.38470628036,0.499234221226,1.27698172567,484.535388588,3.32331230019,0.464254142159,1.42796641369,2.36519841124,4.65188889476,85.7671265696,3926.0,1441.0,3292.0,4138.0,3370.0,1371.0,2804.0,3647.0
BSFAA61,484.719904574,96939,790,STATIONARY,STATIONARY,-0.0634765625,0.00390625,-1.0009765625,1.00299482125,0.1220703125,-0.3662109375,0.0,0.386020222189,0.0,0.0130221662867,0.0515843832578,0.160460784955,0.00442664378754,0.0651677139406,0.00153715058499,0.040371690858,0.00114226781778,0.0394361269184,0.00152701652894,0,1,1,0.168368732062,1,0.0233778726993,0,0.000342557115522,1,0.0,0.0,0.0,0.0,0.0,0.0,3.38385488112,0.502353532445,1.3037138419,3.38377875613,0.502380819532,1.30372516515,3.37708492506,0.499351280692,1.28153193528,484.655449325,3.36658125918,0.517831245863,1.39372911486,0.64057907851,0.801010036678,97.6012295005,3917.0,1461.0,3209.0,4134.0,3401.0,1374.0,2745.0,3738.0
BSFAA61,484.819901857,96959,810,STATIONARY,STATIONARY,-0.0625,0.00244140625,-1.01318359375,1.01511241009,0.06103515625,-0.42724609375,0.0,0.431583728752,0.0863167457503,0.0146417315914,0.0533303530755,0.161217206255,0.0123903406111,0.0685117929707,0.00282022632825,0.0415162609712,0.00235781674017,0.039251134384,0.00187585612374,0,1,1,0.14445170136,1,0.0326760892864,0,0.000175726504343,1,0.0,0.0,0.0,0.0,0.0,0.0,3.38385819474,0.502352385369,1.30371315885,3.38377875613,0.502380819532,1.30372516515,3.39232763567,0.506298854281,1.27243151606,484.775185072,3.4271430214,0.532488271585,1.25396339461,1.27803254439,2.29064012936,96.15612305,3917.0,1406.0,3221.0,4137.0,3407.0,1444.0,2732.0,3751.0
BSFAA61,484.91989914,96979,830,STATIONARY,STATIONARY,-0.06396484375,0.0048828125,-1.0,1.00205555889,0.06103515625,-0.30517578125,0.0,0.311219452734,0.0863167457503,0.0136345070481,0.0546230633047,0.158934947513,0.0262691531313,0.0687831278661,0.00368076280272,0.0435068634799,0.00300280793708,0.03885473697,0.00205846642188,0,1,1,0.145866828514,1,0.0325814965946,0,9.0131927158e-05,1,0.0,0.0,0.0,0.0,0.0,0.0,3.38385975667,0.502351848779,1.30371281827,3.38377875613,0.502380819532,1.30372516515,3.39232763567,0.499351280692,1.27243151606,484.895171812,3.2843689565,0.49108517846,1.62042222729,3.29588647921,11.7217839322,117.881296226,3916.0,1468.0,3312.0,4154.0,3431.0,1381.0,2780.0,3611.0
BSFAA61,485.019896423,96999,850,STATIONARY,STATIONARY,-0.06396484375,0.00341796875,-1.001953125,1.0039986297,0.06103515625,-0.30517578125,0.0,0.311219452734,0.0863167457503,0.0130044902613,0.0517107877732,0.158019445046,0.026401326409,0.066860663758,0.00369420671272,0.0431333178472,0.00298904265468,0.0390273018173,0.00204928358881,0,1,1,0.15721891957,1,0.0321675505728,0,4.62278290034e-05,1,0.0,0.0,0.0,0.0,0.0,0.0,3.38386052152,0.502351587195,1.30371264615,3.38377875613,0.502380819532,1.30372516515,3.37708492506,0.499117161759,1.27243151606,485.015186551,3.37600466111,0.442051067714,1.13134420295,4.16614463117,4.7709877289,177.524646176,3951.0,1400.0,3331.0,4117.0,3339.0,1366.0,2852.0,3830.0
BSFAA61,485.119893705,97019,870,STATIONARY,STATIONARY,-0.0625,0.00244140625,-1.001953125,1.00390351885,0.1220703125,-0.30517578125,0.0,0.328684375435,0.06103515625,0.0109009944928,0.0518195162552,0.155843909004,0.03141092892,0.0660196156396,0.00373206067347,0.0414210334405,0.00297484024706,0.0389823154325,0.00207279510596,0,1,1,0.153863672742,1,0.0406515241591,0,2.37095868695e-05,1,0.0,0.0,0.0,0.0,0.0,0.0,3.38386090427,0.502351456619,1.30371255854,3.38377875613,0.502380819532,1.30372516515,3.38416614839,0.499234221226,1.26319745533,485.015186551,3.37600466111,0.442051067714,1.13134420295,4.16614463117,4.7709877289,177.524646176,3951.0,1400.0,3331.0,4117.0,3339.0,1366.0,2852.0,3830.0
BSFAA61,485.219890988,97039,890,STATIONARY,STATIONARY,-0.064453125,0.0029296875,-0.9990234375,1.00110469835,0.1220703125,-0.3662109375,0.0,0.386020222189,0.0,0.0115310112806,0.050112910056,0.154191667046,0.0315613806618,0.0640142119244,0.00357699816376,0.0411062662385,0.00290892686511,0.0391424816029,0.00209535543667,0,1,1,0.169988202564,1,0.0282220271313,0,1.21602731427e-05,1,0.0,0.0,0.0,0.0,0.0,0.0,3.38386109807,0.502351390592,1.30371251379,3.38377875613,0.502380819532,1.30372516515,3.37547940239,0.498860594009,1.27698172567,485.13516729,3.37495414367,0.431306589391,1.34131818034,1.75237561211,4.80120129875,107.182088056,3939.0,1422.0,3272.0,4174.0,3396.0,1332.0,2828.0,3720.0
