version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v3-lite,all1000,A-B,3006.486131386861,2973.5822676404764,-32.90386374638456,32.90386374638456
v3-lite,all1000,A-C,5535.260273972603,5549.404453407373,14.144179434770194,14.144179434770194
v3-lite,all1000,A-D,4672.607634652258,4693.4932321273045,20.88559747504678,20.88559747504678
v3-lite,all1000,A-E,1459.711513583441,1462.7857577707457,3.0742441873046573,3.0742441873046573
v3-lite,all1000,A-F,3195.640533582963,3209.840630427503,14.200096844539985,14.200096844539985
v3-lite,all1000,A-G,5761.613793103448,5785.384841233124,23.771048129675364,23.771048129675364
v3-lite,all1000,A-H,4860.33524948264,4807.115372700772,-53.21987678186815,53.21987678186815
v3-lite,all1000,B-C,4570.5,4544.897515391223,-25.60248460877665,25.60248460877665
v3-lite,all1000,B-D,5435.75088715401,5479.546507086241,43.79561993223069,43.79561993223069
v3-lite,all1000,B-E,3214.52700729927,3228.834607446825,14.30760014755515,14.30760014755515
v3-lite,all1000,B-F,1439.1965317919075,1436.8275504351402,-2.3689813567673355,2.3689813567673355
v3-lite,all1000,B-G,5004.715923566879,4998.242978313045,-6.472945253834041,6.472945253834041
v3-lite,all1000,B-H,5659.000000000001,5654.039322316147,-4.960677683853646,4.960677683853646
v3-lite,all1000,C-D,3121.7760252365933,3055.4897425100385,-66.28628272655487,66.28628272655487
v3-lite,all1000,C-E,5671.238894373149,5734.239444024395,63.00054965124582,63.00054965124582
v3-lite,all1000,C-F,4802.762264150943,4760.322649415453,-42.43961473549007,42.43961473549007
v3-lite,all1000,C-G,1735.331681205393,1715.8805123454358,-19.45116885995708,19.45116885995708
v3-lite,all1000,C-H,3454.4298642533936,3488.4052929338122,33.975428680418645,33.975428680418645
v3-lite,all1000,D-E,5094.889391979302,5004.234743813128,-90.6546481661735,90.6546481661735
v3-lite,all1000,D-F,5592.598503740649,5633.893651647221,41.29514790657231,41.29514790657231
v3-lite,all1000,D-G,3277.6376470588234,3305.8343698408075,28.196722781984136,28.196722781984136
v3-lite,all1000,D-H,1522.3414287967196,1525.6007630881425,3.2593342914228742,3.2593342914228742
v3-lite,all1000,E-F,2790.9452054794524,2779.537043602451,-11.408161877001476,11.408161877001476
v3-lite,all1000,E-G,5604.619808306709,5541.868364818459,-62.751443488250516,62.751443488250516
v3-lite,all1000,E-H,4569.644412191582,4660.033194562235,90.38878237065273,90.38878237065273
v3-lite,all1000,F-G,4657.460063897764,4700.698696051141,43.238632153377694,43.238632153377694
v3-lite,all1000,F-H,5457.486131386861,5413.947538439083,-43.53859294777885,43.53859294777885
v3-lite,all1000,G-H,2940.8140293637844,2932.891985154675,-7.922044209109572,7.922044209109572
