host_elapsed_s,host_epoch_s,listener_t_ms,seq,pan,src,dst,code,q,level,cir,rxpacc,fp1,len
70.028,1777916675.605256,6133274,85113,0xdeca,0xb101,0xffff,0xe0,17394,7,1911,120,4183,17
70.041,1777916675.617658,6133286,85114,0xdeca,0xa107,0xb101,0xe1,15447,7,1641,118,6099,20
70.131,1777916675.708069,6133377,85115,0xdeca,0xb101,0xffff,0xe0,17676,7,1942,120,6277,17
70.231,1777916675.808105,6133477,85116,0xdeca,0xb101,0xffff,0xe0,19524,7,2145,120,5131,17
70.331,1777916675.908190,6133577,85117,0xdeca,0xb101,0xffff,0xe0,20161,7,2215,120,4138,17
70.431,1777916676.008302,6133677,85118,0xdeca,0xb101,0xffff,0xe0,19400,7,2096,119,4100,17
70.531,1777916676.108417,6133777,85119,0xdeca,0xb101,0xffff,0xe0,19787,7,2247,122,4175,17
70.641,1777916676.217971,6133886,85120,0xdeca,0xb101,0xffff,0xe0,18358,7,2119,123,4076,17
70.731,1777916676.307809,6133976,85121,0xdeca,0xb101,0xffff,0xe0,20194,7,2369,124,6763,17
70.831,1777916676.407879,6134076,85122,0xdeca,0xb101,0xffff,0xe0,19988,7,2196,120,4630,17
70.931,1777916676.507948,6134176,85123,0xdeca,0xb101,0xffff,0xe0,19146,7,2034,118,4555,17
71.031,1777916676.608113,6134277,85124,0xdeca,0xb101,0xffff,0xe0,18422,7,2024,120,4227,17
71.131,1777916676.708117,6134377,85125,0xdeca,0xb101,0xffff,0xe0,16821,7,1879,121,6079,17
71.231,1777916676.808217,6134477,85126,0xdeca,0xb101,0xffff,0xe0,17151,7,2012,124,4208,17
71.331,1777916676.908390,6134577,85127,0xdeca,0xb101,0xffff,0xe0,18780,7,2029,119,6695,17
71.431,1777916677.008485,6134677,85128,0xdeca,0xb101,0xffff,0xe0,17593,7,2165,127,5538,17
71.531,1777916677.108497,6134777,85129,0xdeca,0xb101,0xffff,0xe0,18451,7,1927,117,6644,17
71.641,1777916677.218115,6134887,85130,0xdeca,0xb101,0xffff,0xe0,21002,7,2385,122,7036,17
71.731,1777916677.307851,6134976,85131,0xdeca,0xb101,0xffff,0xe0,17790,7,1858,117,4124,17
71.831,1777916677.407915,6135077,85132,0xdeca,0xb101,0xffff,0xe0,19172,7,2213,123,5218,17
71.931,1777916677.508004,6135177,85133,0xdeca,0xb101,0xffff,0xe0,17838,7,1895,118,6612,17
72.031,1777916677.608097,6135277,85134,0xdeca,0xb101,0xffff,0xe0,22065,8,2845,130,6791,17
72.131,1777916677.708165,6135377,85135,0xdeca,0xb101,0xffff,0xe0,21621,7,2336,119,7094,17
72.231,1777916677.808333,6135477,85136,0xdeca,0xb101,0xffff,0xe0,17365,7,1972,122,4388,17
72.331,1777916677.908446,6135577,85137,0xdeca,0xb101,0xffff,0xe0,19276,7,2189,122,5172,17
72.432,1777916678.008579,6135677,85138,0xdeca,0xb101,0xffff,0xe0,17665,7,2039,123,6715,17
72.532,1777916678.108649,6135777,85139,0xdeca,0xb101,0xffff,0xe0,19527,7,2254,123,4257,17
72.641,1777916678.218133,6135887,85140,0xdeca,0xb101,0xffff,0xe0,16537,7,1940,124,6042,17
72.731,1777916678.307939,6135977,85141,0xdeca,0xb101,0xffff,0xe0,19955,7,2341,124,4727,17
72.831,1777916678.408044,6136077,85142,0xdeca,0xb101,0xffff,0xe0,19605,7,2190,121,4269,17
72.931,1777916678.508162,6136177,85143,0xdeca,0xb101,0xffff,0xe0,20532,7,2370,123,5131,17
73.031,1777916678.608258,6136277,85144,0xdeca,0xb101,0xffff,0xe0,19188,7,2251,124,7268,17
73.131,1777916678.708377,6136377,85145,0xdeca,0xb101,0xffff,0xe0,20177,7,2329,123,4806,17
