layout,sim3_scale,sim3_anchor_rmse_mm,rigid_anchor_rmse_mm,rigid_anchor_median_mm,rigid_anchor_p95_mm
v4-io,0.9582672713308588,67.12130071807093,105.41990950811795,92.77084899701543,156.8864917039047
v5-commonmode,1.0097822800764376,60.34003088941253,62.991902346555186,59.4524078278919,93.31651795465051
