row_type,name,scale,det,qw,qx,qy,qz,tx_mm,ty_mm,tz_mm,anchor_rmse_mm,anchor_median_mm,anchor_p95_mm,anchor_id,anchor_label,aligned_x_mm,aligned_y_mm,aligned_z_mm,truth_x_mm,truth_y_mm,truth_z_mm,residual_3d_mm
transform,v5_sim3,1.0097822800764376,-0.9999999999999991,0.46685649338919755,0.46208166662902456,-0.43482082283681806,0.5274221371358832,-1112.447604193955,244.9525915509281,-1701.839348345874,60.34003088941253,58.568324162141195,87.69276088169168,,,,,,,,,
anchor,v5_sim3,,,,,,,,,,,,,0,A,-1112.447604193955,244.9525915509281,-1701.839348345874,-1074.5663,248.27528999999998,-1624.25115,86.40579873467458
anchor,v5_sim3,,,,,,,,,,,,,1,B,-1337.3516473963978,276.3286473649214,1026.2763158783778,-1320.4328,270.326525,1029.3561,18.214223572304135
anchor,v5_sim3,,,,,,,,,,,,,2,C,823.7476523968055,231.45461259563805,1237.0044791673881,851.92169,222.394635,1194.2788,51.97444804145842
anchor,v5_sim3,,,,,,,,,,,,,3,D,1084.87475023282,254.6998618142101,-1419.9473551139397,1082.7741,240.904055,-1432.478,18.755108059304874
anchor,v5_sim3,,,,,,,,,,,,,4,E,-1149.4691918200726,1586.7179643213567,-1574.8585860824403,-1170.6309,1647.9726,-1581.653,65.16220028282397
anchor,v5_sim3,,,,,,,,,,,,,5,F,-1185.357015981431,1665.509406245833,1081.2175551809296,-1271.71245,1660.0999,1099.2596,88.38574049931627
anchor,v5_sim3,,,,,,,,,,,,,6,G,991.0294890327584,1615.3476477855088,1209.2344858083757,962.42352,1624.5165,1186.8443,37.465847591745444
anchor,v5_sim3,,,,,,,,,,,,,7,H,972.8129277294736,1669.7967733216037,-1537.818596492817,1028.0625,1630.318,-1552.0877,69.38801116874149
