host_time_iso,target,sweep,anchor_id,anchor,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,fp_amp_sum,max_growth_cir,std_noise,acc_len,bin_path
2026-06-02T00:41:52.593+02:00,BSF66F,24,0,A,2679,4038017378,5353,47950,11544,1787,36,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000024_A.bin
2026-06-02T00:41:53.492+02:00,BSF66F,25,4,E,2899,1011798498,7595,48086,6590,205,16,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000025_E.bin
2026-06-02T00:41:54.406+02:00,BSF66F,26,1,B,3267,3570789649,5126,47869,6226,271,28,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000026_B.bin
2026-06-02T00:41:55.357+02:00,BSF66F,28,2,C,2671,3836570664,6072,47644,6511,232,28,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000028_C.bin
2026-06-02T00:41:56.276+02:00,BSF66F,29,6,G,2445,1673351148,11433,48064,13757,1967,48,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000029_G.bin
2026-06-02T00:41:57.197+02:00,BSF66F,30,3,D,2786,785918998,6185,47626,6748,250,16,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000030_D.bin
2026-06-02T00:41:58.135+02:00,BSF66F,32,0,A,2748,1658543030,5436,48018,15140,2183,40,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000032_A.bin
2026-06-02T00:41:59.079+02:00,BSF66F,34,1,B,3224,1501517025,5254,47829,7161,242,24,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000034_B.bin
2026-06-02T00:42:00.031+02:00,BSF66F,36,2,C,2720,1785275344,5965,48068,7272,271,24,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000036_C.bin
2026-06-02T00:42:00.951+02:00,BSF66F,37,6,G,2534,3933189191,11380,48139,13422,2107,48,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000037_G.bin
2026-06-02T00:42:01.861+02:00,BSF66F,38,3,D,2687,2427393210,6320,47790,5431,206,16,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000038_D.bin
2026-06-02T00:42:02.803+02:00,BSF66F,40,0,A,2724,3595433144,5442,47772,15598,2063,40,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000040_A.bin
2026-06-02T00:42:03.703+02:00,BSF66F,41,4,E,2603,598094296,8330,48076,4650,105,12,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000041_E.bin
2026-06-02T00:42:04.616+02:00,BSF66F,42,1,B,3228,3159318921,5230,47997,6078,292,24,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000042_B.bin
2026-06-02T00:42:05.567+02:00,BSF66F,44,2,C,2704,3394436323,5995,47823,7868,316,28,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000044_C.bin
2026-06-02T00:42:06.486+02:00,BSF66F,45,6,G,2435,1230449073,11438,48005,13207,1902,52,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000045_G.bin
2026-06-02T00:42:07.402+02:00,BSF66F,46,3,D,2629,20746404,6376,47768,6044,223,20,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000046_D.bin
2026-06-02T00:42:08.344+02:00,BSF66F,48,0,A,2735,1184122409,5488,47629,17142,1978,40,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000048_A.bin
2026-06-02T00:42:09.289+02:00,BSF66F,50,1,B,3225,1041111528,5644,48084,9614,469,28,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000050_B.bin
2026-06-02T00:42:10.239+02:00,BSF66F,52,2,C,2595,1310367134,6498,48010,11849,685,40,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000052_C.bin
2026-06-02T00:42:11.160+02:00,BSF66F,53,6,G,2396,3440197973,11452,47921,16795,1982,44,4064,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151/accumulator_bin/sweep_00000053_G.bin
