row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L3:I0:T6,simulate_imu_prior,0.5889579359936761,,,,
R4:L3:I0:T6,cpu_golden,19.75824838799599,,,,
R4:L3:I0:T6,torch_gpu,2.190900474000955,0,1,2.190900474000955,2.190900474000955
R4:L3:I0:T8,simulate_imu_prior,0.5856050709990086,,,,
R4:L3:I0:T8,cpu_golden,19.99747377099993,,,,
R4:L3:I0:T8,torch_gpu,2.0594833100039978,0,1,2.0594833100039978,2.0594833100039978
R4:L3:I1:T6,simulate_imu_prior,0.5819193160132272,,,,
R4:L3:I1:T6,cpu_golden,20.1031568999897,,,,
R4:L3:I1:T6,torch_gpu,2.035066540003754,0,1,2.035066540003754,2.035066540003754
R4:L3:I1:T8,simulate_imu_prior,0.5518800199934049,,,,
R4:L3:I1:T8,cpu_golden,20.48004201700678,,,,
R4:L3:I1:T8,torch_gpu,2.1332547909987625,0,1,2.1332547909987625,2.1332547909987625
