version,ID,path,location,height,facing,status,N_frames,mean_x,mean_y,mean_z,X_std,Y_std,Z_std,D3_std,radial_p50,radial_p75,radial_p95,radial_max,median_anchors,pct_ge7,pct_ge8
v4-io-wand,ID01,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID01_20260513_152958,edge,low,ABEF,ok,601,1480.4952866410858,1104.9926862103273,64.16649285496416,27.07024686420622,21.64353181414713,33.617832542375155,48.284566887632366,40.12772309471128,55.52222787031541,79.44458920649491,164.2035673990782,7.0,99.66722129783693,24.958402662229616
v4-io-wand,ID02,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID02_20260513_153316,edge,mid,ABEF,ok,601,1677.1209627548449,1064.6389480096025,-814.4094794092396,18.898045607729625,16.762649094232277,38.16644309391747,45.76898415837341,37.635241726796515,52.284274194420775,78.14990779713038,118.6467431322612,7.0,99.83361064891847,26.955074875207984
v4-io-wand,ID03,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID03_20260513_154008,edge,high,ABEF,ok,600,1635.1560619908291,1081.343864497192,-1445.5541650548714,23.90124567503413,18.816674571705548,23.812736611765533,38.631376000566256,32.50411045149788,44.585212064247045,62.335314419825224,145.82085250675016,7.0,100.0,30.5
v4-io-wand,ID04,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID04_20260513_163638,edge,low,BCGF,ok,601,2306.964267833267,2471.580456411962,-4.318085659099348,25.659622530851962,14.275522249497904,45.730143478663436,54.34567863685998,39.32549717674477,54.86087858153876,89.50412729178726,311.9310572112795,8.0,99.83361064891847,58.069883527454245
v4-io-wand,ID05,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID05_20260513_163117,edge,mid,BCGF,ok,601,2223.6523345720198,2443.4184947216636,-1022.9485023974705,28.081536476828934,16.0258313185889,39.38449471443397,50.95623989525342,41.96373489496176,58.193627474488125,86.92159170913148,192.07645792774207,7.0,100.0,26.622296173044923
v4-io-wand,ID06,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID06_20260513_154321,edge,high,BCGF,ok,600,2051.049892500227,2471.733845589271,-1452.188912692585,21.68839224198762,14.268446796496486,19.28824329884747,32.342097359050385,27.204287002272675,38.74030207321577,54.050221530123125,80.9406862175129,7.0,99.83333333333333,35.66666666666667
v4-io-wand,ID07,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID07_20260513_164048,edge,low,CDHG,ok,600,688.0214903935548,2573.9527021388258,135.82442679289773,26.46876853542844,18.528542174576966,67.6939503130344,75.00915605364945,54.565486197350644,85.4845596662222,142.79740218803283,236.54295424477283,7.0,100.0,14.833333333333334
v4-io-wand,ID08,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID08_20260513_162857,edge,mid,CDHG,ok,601,1730.040895367238,3655.517395825022,-892.8446095216522,41.064144752343644,29.80428708965701,66.33931511808503,83.51924474934331,57.69057903660045,82.85721954120812,148.54678240313484,599.3302041514124,7.0,99.83361064891847,19.467554076539102
v4-io-wand,ID09,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID09_20260513_154629,edge,high,CDHG,ok,601,1620.8463079873252,3419.76209242833,-1433.7077079355904,46.557145145682085,23.231226493455765,57.51234861179414,77.55596618797867,65.6090155415119,87.62111450380515,136.81498454460143,190.57742259823544,7.0,100.0,35.44093178036606
v4-io-wand,ID10,,edge,low,ADHE,missing,,,,,,,,,,,,,,,
