row_spec,seed_id,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L7:I8:T6,,simulate_imu_prior,0.6204098729940597,,,,
R2:L7:I8:T6,,cpu_golden,26.847191795008257,,,,
R2:L7:I8:T6,,torch_gpu,3.1165302650188096,0,1,3.1165302650188096,3.1165302650188096
R2:L7:I8:T8,,simulate_imu_prior,0.943279792991234,,,,
R2:L7:I8:T8,,cpu_golden,28.461939860979328,,,,
R2:L7:I8:T8,,torch_gpu,2.3764887890138198,0,1,2.3764887890138198,2.3764887890138198
