capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.00048599907664907015,0.0008786872357073142,0.0011994122729622025,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R01,BSDC91,1200,1200,0.00042304169488384516,0.0007916337305927554,0.0012016921035690657,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R02,BS2DCE,1201,1201,0.00038225971918450126,0.000658322449326025,0.000888620452580256,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R02,BSDC91,1200,1200,0.0003788982577173137,0.0007062161664327568,0.0010294344068095009,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R03,BS2DCE,1200,1200,0.00041800794851537743,0.0007080821694626643,0.0009619238350659831,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R03,BSDC91,1200,1200,0.0004202345595514247,0.0007537564828583477,0.0011589444049932057,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R04,BS2DCE,1200,1200,0.0004337405827179336,0.0007246678456993035,0.0010305741292340718,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R04,BSDC91,1200,1200,0.00046308429733131604,0.0008419955068636306,0.001232800712357396,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R05,BS2DCE,1200,1200,0.000371636653277955,0.0006612657886209012,0.0008785261294132802,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R05,BSDC91,1201,1201,0.0003667850660224033,0.0006512438039541373,0.0009008849146397726,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R06,BS2DCE,1200,1200,0.00043791458716275957,0.0008381447838316077,0.0012467624903421946,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R06,BSDC91,1201,1201,0.0003976991031938585,0.0007423210032650678,0.0010691230476747786,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R07,BS2DCE,1200,1200,0.00036458036593960374,0.0005516043322666784,0.0008262776316239291,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R07,BSDC91,1201,1201,0.0006874255552901978,0.001382008972327782,0.0018977841098390613,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R08,BS2DCE,1201,1201,0.0003008795353946264,0.0004568384641797869,0.0006363603482400452,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
R08,BSDC91,1200,1200,0.0003973384081429572,0.0006925546205363418,0.0010343206701566015,1.0,1.0,R2:L14:I3:T6,R2,L14,I3,T6,80.75600000000001,1.0,False
