pair,pred_mm,fused_mm,err_mm,abs_err_mm
A-B,4432.66835610597,4432.321266968326,0.34708913764370664,0.34708913764370664
A-C,5029.541735887145,5029.450124688279,0.09161119886539382,0.09161119886539382
A-D,1799.207501462392,1799.0000000000002,0.20750146239174683,0.20750146239174683
A-E,1500.0512348724628,1499.7071104387292,0.3441244337336684,0.3441244337336684
A-F,4726.362801210701,4726.773803526448,-0.4110023157472824,0.4110023157472824
A-G,5002.979353025618,5003.0,-0.02064697438163421,0.02064697438163421
A-H,2403.8789701661526,2404.228910891089,-0.34994072493645945,0.34994072493645945
B-C,1653.5788714464386,1653.5344418052257,0.044429641212900606,0.044429641212900606
B-D,3786.5747981453,3786.5,0.07479814530006479,0.07479814530006479
B-E,4514.794756379123,4514.409174311926,0.3855820671969923,0.3855820671969923
B-F,1460.1887685787985,1460.2412307692307,-0.052462190432152056,0.052462190432152056
B-G,1660.3535577739424,1660.0000000000002,0.3535577739421569,0.3535577739421569
B-H,3852.860386300464,3853.7049180327876,-0.8445317323235031,0.8445317323235031
C-D,3799.384822156322,3800.204705882353,-0.8198837260310938,0.8198837260310938
C-E,5115.963292144993,5116.271698113207,-0.3084059682141742,0.3084059682141742
C-F,2407.2441979103,2407.0,0.2441979103000449,0.2441979103000449
C-G,1308.2852968443415,1308.7840866641761,-0.49878981983465565,0.49878981983465565
C-H,3883.0732346634504,3882.0,1.073234663450421,1.073234663450421
D-E,2271.5260725973717,2272.081598667777,-0.555526070405449,0.555526070405449
D-F,4193.821773288608,4193.574504249292,0.24726903931605193,0.24726903931605193
D-G,3949.961219883677,3949.5,0.4612198836771313,0.4612198836771313
D-H,1462.6408564950525,1462.5114927344782,0.12936376057427879,0.12936376057427879
E-F,4330.710454472779,4330.576470588235,0.13398388454425003,0.13398388454425003
E-G,4717.849164340989,4718.23889437315,-0.3897300321614239,0.3897300321614239
E-H,1821.4121513706534,1820.72,0.6921513706533915,0.6921513706533915
F-G,1442.1612453870314,1442.456603773585,-0.29535838655351654,0.29535838655351654
F-H,3727.644070275809,3727.6097560975604,0.03431417824867822,0.03431417824867822
G-H,3563.9281469213784,3564.0,-0.07185307862164336,0.07185307862164336
