row_spec,seed_id,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L0:I0:T6,S00,simulate_imu_prior,0.06902028900003643,,,,
R2:L0:I0:T6,S00,cpu_golden,0.08016386400049669,,,,
R2:L0:I0:T6,S00,torch_gpu,0.2531940070002747,0,1,0.2531940070002747,0.2531940070002747
R2:L2:I3:T6,S00,simulate_imu_prior,0.3240844800020568,,,,
R2:L2:I3:T6,S00,cpu_golden,0.07414296899878536,,,,
R2:L2:I3:T6,S00,torch_gpu,0.10531352799807792,0,1,0.10531352799807792,0.10531352799807792
