layout_id,solver,success,fit_rms_mm,coord_rms_mm,pair_rms_to_truth_mm,max_pair_abs_to_truth_mm,weirdness_score,lower_area_mm2,extent_x_mm,extent_y_mm,extent_z_mm,sweep_rows,sets,error
0,v1-old,True,0.5173842914685998,2.6300951332103564,0.88928591773123,2.077285348992973,758.2425707619129,66498333.88380869,9034.36597492182,9658.727039762596,1405.9868057493616,56000,1000,
0,v2,True,0.8595539917810109,1.2559954568976468,0.9998128892085872,3.4883637034233743,758.2425707619129,66498333.88380869,9034.36597492182,9658.727039762596,1405.9868057493616,56000,1000,
0,v3-lite,True,0.4567060038989655,1.7554577013364303,0.5850335687750227,1.1438579032947018,758.2425707619129,66498333.88380869,9034.36597492182,9658.727039762596,1405.9868057493616,56000,1000,
0,v3-full,False,0.3141284350149067,4.928428739176079,2.8770921802414047,7.470291741055917,758.2425707619129,66498333.88380869,9034.36597492182,9658.727039762596,1405.9868057493616,56000,1000,
0,v4-io,True,0.6428472078500678,2.3053886421994196,1.970786131759266,5.080508281584116,758.2425707619129,66498333.88380869,9034.36597492182,9658.727039762596,1405.9868057493616,56000,1000,
1,v1-old,True,0.7970649384527126,1.8374264134436036,1.113390667443675,3.1477345138757755,376.8822504236764,63752057.74077687,9668.420180781672,8507.040548313315,1302.3760312573593,56000,1000,
1,v2,True,1.0472074626931178,4.93332935836663,1.2098801507722743,2.387289269715211,376.8822504236764,63752057.74077687,9668.420180781672,8507.040548313315,1302.3760312573593,56000,1000,
1,v3-lite,True,0.407347138565304,1.7357330940995264,0.7303309552884404,1.4682372965107788,376.8822504236764,63752057.74077687,9668.420180781672,8507.040548313315,1302.3760312573593,56000,1000,
1,v3-full,False,0.3889261131260484,4.243019602818724,2.628829655940961,5.6281545493966405,376.8822504236764,63752057.74077687,9668.420180781672,8507.040548313315,1302.3760312573593,56000,1000,
1,v4-io,True,2.37587191879153,25.73073173004621,4.734081529123652,12.11592455011214,376.8822504236764,63752057.74077687,9668.420180781672,8507.040548313315,1302.3760312573593,56000,1000,
2,v1-old,True,0.9128861624216216,1.199240501226044,1.001437633379979,2.985364849097323,1710.8902854293503,63643839.98765162,9471.264068317363,9572.300048069763,1557.2998211651777,56000,1000,
2,v2,True,1.134480845953894,1.9190295630788865,0.9439158924385832,2.220080311576112,1710.8902854293503,63643839.98765162,9471.264068317363,9572.300048069763,1557.2998211651777,56000,1000,
2,v3-lite,True,0.6721630756614754,0.6916206869668613,0.431825121923089,1.1687042960732015,1710.8902854293503,63643839.98765162,9471.264068317363,9572.300048069763,1557.2998211651777,56000,1000,
