solver,n,success_n,success_rate,fit_rms_mm_median,fit_rms_mm_p90,fit_rms_mm_mean,coord_rms_mm_median,coord_rms_mm_p90,coord_rms_mm_mean,pair_rms_to_truth_mm_median,pair_rms_to_truth_mm_p90,pair_rms_to_truth_mm_mean,max_pair_abs_to_truth_mm_median,max_pair_abs_to_truth_mm_p90,max_pair_abs_to_truth_mm_mean
v1-old,1000,1000,1.0,0.7003194565005573,0.8407533871223224,0.6998598894484211,1.277053937645029,1.8961070414887644,1.386209765354341,0.8711606685307982,1.0117261093506233,0.8713438334098328,2.0792214154871544,2.7566290273496863,2.135784907333419
v2,1000,1000,1.0,1.0391355429700138,1.4935708995327097,1.167349256785696,2.1293371875392055,5.28028545424434,2.8916118938139665,1.031711093063259,1.4394781769650753,1.1505152039017943,2.8229027182369464,3.8664069280731157,3.0384483900900014
v3-lite,1000,1000,1.0,0.4366658128359939,0.5727637520814062,0.4414365582352909,0.9776929647261319,1.619651986036303,1.0856392113711104,0.6280595909535729,0.7798597978731516,0.632356008026944,1.4747029033068202,2.0917412928838077,1.543997212290767
v3-full,1000,527,0.527,0.3838811033343622,0.5707595925961604,0.40139739905173255,2.6754830050973855,4.44716497655919,2.81682481345786,2.45849996040332,4.288692212449867,2.625472692505595,5.488144855229621,9.702014156038059,5.8976535167094415
v4-io,1000,1000,1.0,1.1086448040511807,2.584563136611819,1.4144317147862997,7.575712644246583,19.474970498571356,9.624879998809527,3.2061850993021457,5.477135888080622,3.452340217935465,7.349470249084334,12.238572385179692,7.731840994069367
