version,tag_method,eval_set,n_sessions,frames_solved_total,frames_input_total,err_3d_median_mm,err_3d_p75_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,d3_std_median_mm,radial_p95_median_mm,residual_rms_median_mm,pct_solved_ge8_median,median_scale_bias_expected_mm
v4-io,T4,all8,24,28818,28818,110.73397588729418,162.62686415181872,231.59704544560742,151.3882988685987,42.12679904582393,102.78389076702342,67.05901820724401,120.37753685900802,79.59724289805993,91.88176519567027,31.037393484167744
