host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
0.282719,1777208478.906026,7724,,BSF66F,,0,ok,3131,3131,100,5,0
0.282719,1777208478.906026,7724,,BSF66F,,1,ok,2627,2627,100,5,0
0.282719,1777208478.906026,7724,,BSF66F,,2,ok,2406,2406,100,5,0
0.409611,1777208479.032918,7725,,BSF66F,,4,ok,3119,3119,100,6,0
0.409611,1777208479.032918,7725,,BSF66F,,5,ok,2511,2511,100,6,0
0.641282,1777208479.264589,7726,,BSF66F,,0,ok,3166,3166,100,6,0
0.644956,1777208479.268263,7726,,BSF66F,,1,ok,2602,2602,100,6,0
0.644956,1777208479.268263,7726,,BSF66F,,2,ok,2447,2447,100,6,0
0.644956,1777208479.268263,7726,,BSF66F,,3,ok,3059,3059,100,6,0
0.800091,1777208479.423398,7727,,BSF66F,,4,ok,3148,3148,100,7,0
0.800091,1777208479.423398,7727,,BSF66F,,5,ok,2511,2511,100,7,0
0.800091,1777208479.423398,7727,,BSF66F,,6,ok,2482,2482,100,7,0
1.054864,1777208479.678171,7728,,BSF66F,,0,ok,3130,3130,100,7,0
1.054864,1777208479.678171,7728,,BSF66F,,1,ok,2735,2735,100,7,0
1.203626,1777208479.826933,7729,,BSF66F,,4,ok,3100,3100,100,8,0
1.207084,1777208479.830391,7729,,BSF66F,,5,ok,2499,2499,100,8,0
1.207084,1777208479.830391,7729,,BSF66F,,6,ok,2501,2501,100,8,0
1.207084,1777208479.830391,7729,,BSF66F,,7,ok,3128,3128,100,8,0
1.437266,1777208480.060573,7730,,BSF66F,,0,ok,3150,3150,100,8,0
1.437266,1777208480.060573,7730,,BSF66F,,1,ok,2631,2631,100,8,0
1.437266,1777208480.060573,7730,,BSF66F,,2,ok,2421,2421,100,8,0
1.594548,1777208480.217855,7731,,BSF66F,,4,ok,3150,3150,100,9,0
1.594548,1777208480.217855,7731,,BSF66F,,5,ok,2474,2474,100,9,0
1.848585,1777208480.471892,7732,,BSF66F,,0,ok,3154,3154,100,9,0
1.852479,1777208480.475786,7732,,BSF66F,,1,ok,2678,2678,100,9,0
1.852479,1777208480.475786,7732,,BSF66F,,2,ok,2428,2428,100,9,0
1.852479,1777208480.475786,7732,,BSF66F,,3,ok,3094,3094,100,9,0
2.007365,1777208480.630672,7733,,BSF66F,,4,ok,3118,3118,100,10,0
2.007365,1777208480.630672,7733,,BSF66F,,5,ok,2463,2463,100,10,0
2.007365,1777208480.630672,7733,,BSF66F,,6,ok,2532,2532,100,10,0
2.239552,1777208480.862859,7734,,BSF66F,,0,ok,3208,3208,100,10,0
2.239552,1777208480.862859,7734,,BSF66F,,1,ok,2685,2685,100,10,0
2.441044,1777208481.064351,7735,,BSF66F,,4,ok,3147,3147,100,11,0
2.444844,1777208481.068151,7735,,BSF66F,,5,ok,2511,2511,100,11,0
