case_id,case_label,condition,frame_keep_fraction,anchor_keep,anchor_subset_mode,fixed_anchor_subset,subset_selection_criterion,gdop_median,gdop_p95,ID,frames_input_after_packet_drop,n_frames_attempted,frames_solved,n_frames_failed,solve_fraction,nonconvergence_rate,position_err_3d_mm,sample_err_3d_p50_mm,sample_err_3d_p95_mm,repeatability_d3_std_mm,tag_truth_source
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1301924999663182,1.199002974856082,ID01,120,120,120,0,1.0,0.0,139.34008798535416,144.62145864099378,222.093766704007,59.98053759382792,reconstructed_from_relabelled_balls
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1991697095238467,1.2975752296517298,ID02,120,120,120,0,1.0,0.0,57.85941823137338,68.42061251619752,122.4842986660823,54.60621408372834,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1475712524595911,1.228052546887408,ID03,120,120,120,0,1.0,0.0,187.44021573317295,193.56280995097376,313.88316349172965,89.41018818408517,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.113520291644203,1.3022945074415684,ID04,120,120,120,0,1.0,0.0,277.7902900715141,276.3804725021762,351.40264384954804,56.77110040993034,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1576482637429701,1.2681209388929682,ID05,120,120,120,0,1.0,0.0,54.02211444624346,70.90214933310108,139.88494911755993,83.28328805375408,reconstructed_from_relabelled_balls
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.112855671655266,1.112855671655266,ID06,120,120,120,0,1.0,0.0,132.1695830879609,141.01384192511648,204.91232973349375,65.80654380417167,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1401236627365923,1.390151039329513,ID07,120,120,120,0,1.0,0.0,144.0026181369527,152.31127556747003,283.740309175424,88.4971628892804,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.194008344897491,1.2754523137466973,ID08,120,120,120,0,1.0,0.0,59.39166053571757,87.69326961796436,161.79009090395292,77.11071050718182,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1535613457412615,1.1558397048452065,ID09,120,120,120,0,1.0,0.0,32.53656248401165,50.70797273035208,109.82344392641188,62.26052722366098,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1197906209476705,1.2036177806050308,ID10,120,120,120,0,1.0,0.0,111.10452454747123,114.02892813817971,177.86588858745864,47.47096244175499,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1607361288225369,1.231945945924967,ID11,120,120,120,0,1.0,0.0,68.25379263413747,76.37358757312353,109.60049204086297,43.02890050069557,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1301165230218944,1.192511807572079,ID12,120,120,120,0,1.0,0.0,133.29177218974783,137.80220091934518,173.44250841341983,39.922264166740796,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.196395327549938,1.2862698690712095,ID13,120,120,120,0,1.0,0.0,85.62909080722096,95.68234428749713,191.46167477133696,80.5176233468667,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1967929104330357,1.2871291976378314,ID14,120,120,120,0,1.0,0.0,58.74084954095086,61.086349807699236,110.25804342812938,45.92174313029916,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1966824981199014,1.1966824981199014,ID15,120,120,120,0,1.0,0.0,86.39280583604311,89.17129325549607,165.32759957669614,54.557979946709146,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1973090955596264,1.2896029344131819,ID16,120,120,120,0,1.0,0.0,9.061710026064976,38.95093880849932,210.42547210358413,77.60071838664209,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1254116123043336,1.2617233407455593,ID17,120,120,120,0,1.0,0.0,40.42628680947239,60.538982962667994,144.42217059862548,67.0273786818543,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1266134216045611,1.1266134216045611,ID18,120,120,120,0,1.0,0.0,59.722700419358226,65.42383911607023,108.98915725769045,40.34843485624557,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.125312608316971,1.26716350829735,ID19,120,120,120,0,1.0,0.0,126.2339578985665,126.18248909518212,244.78208641720542,93.29558712669244,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1253600192303257,1.2827697966890355,ID20,120,120,120,0,1.0,0.0,84.33332265480661,90.95275315171106,169.2578702735407,63.91303544205619,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1398698569869032,1.1988886089479796,ID21,120,120,120,0,1.0,0.0,57.87552089900338,76.52704144007706,119.97224452545807,56.416472338664136,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1401382002275464,1.2061264071547126,ID22,120,120,120,0,1.0,0.0,22.205047968836425,38.91112890124231,69.77392759825378,38.183742944608326,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.1399962876318246,1.1399962876318246,ID23,120,120,120,0,1.0,0.0,103.82324585567277,123.02111263124115,228.9291454561681,78.77717713675226,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,baseline_all_frames_all8,1.0,8,all_available,,,1.139814806850802,1.204997950660795,ID24,120,120,120,0,1.0,0.0,41.029483854670836,64.66414279495892,135.7994464664924,77.90650878967342,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1301924999663182,1.230954354233891,ID01,98,98,98,0,1.0,0.0,131.26510117428606,139.24131880965575,221.30500875231664,57.58302115587158,reconstructed_from_relabelled_balls
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1991697095238467,1.1991697095238467,ID02,93,93,93,0,1.0,0.0,63.345245244881085,71.94614575519275,135.55999810880041,53.85387697994308,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1475712524595911,1.1977244316077273,ID03,87,87,87,0,1.0,0.0,188.3072442229106,193.7835659135572,277.92410401098226,84.74015248098722,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.113520291644203,1.1634898573648493,ID04,89,89,89,0,1.0,0.0,274.91591254840193,275.43815768701376,341.25304779095876,57.2014153943348,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1576482637429701,1.2681209388929682,ID05,90,90,90,0,1.0,0.0,53.44030276285462,68.53169685892178,126.65747630530228,72.99591228399952,reconstructed_from_relabelled_balls
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.112855671655266,1.1457176008843761,ID06,90,90,90,0,1.0,0.0,145.91460247731226,154.8610747860846,197.1102171137355,59.267073565556444,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1401236627365923,1.1401236627365923,ID07,97,97,97,0,1.0,0.0,172.07687361288555,178.3673324646178,284.7542261085671,83.10065219308686,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.194008344897491,1.2754523137466973,ID08,90,90,90,0,1.0,0.0,71.1243008904628,104.73665470015476,145.87636308122762,78.47804571565064,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1535613457412615,1.1717882185728223,ID09,93,93,93,0,1.0,0.0,25.47971083036019,51.485976340610804,120.5693187391198,67.69032897383809,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1197906209476705,1.2155424259483447,ID10,92,92,92,0,1.0,0.0,122.6278356097761,127.6789832638269,222.81212064590844,55.207534400152284,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1607361288225369,1.2347650766031648,ID11,87,87,87,0,1.0,0.0,64.90655740835909,74.12512924226442,101.12385207740145,42.141794033460805,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1301165230218944,1.192511807572079,ID12,97,97,97,0,1.0,0.0,135.33376614793679,139.47139698012558,183.16989049309876,41.612208970389766,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.196395327549938,1.2862698690712095,ID13,89,89,89,0,1.0,0.0,85.04869187543343,88.30253208749139,189.40531007492308,74.02059216241709,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1967929104330357,1.287754125736931,ID14,93,93,93,0,1.0,0.0,58.31377359772075,63.56873514526203,119.5603322883136,45.9462151252149,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1966824981199014,1.1966824981199014,ID15,85,85,85,0,1.0,0.0,89.04278306396927,95.02126563330305,161.48217076860269,52.55546283419183,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1973090955596264,1.2886877066354236,ID16,94,94,94,0,1.0,0.0,13.090800303593623,37.94564753831168,144.7512394728739,64.67276901463364,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1254116123043336,1.2617233407455593,ID17,85,85,85,0,1.0,0.0,43.38161583899764,59.78402320068927,144.10809124040537,68.09838991934774,motive_iantenna
original_selfcal,FULL original self-cal v4-io/T4,frame_keep_75_all8,0.75,8,all_available,,,1.1266134216045611,1.1266134216045611,ID18,89,89,89,0,1.0,0.0,59.1668480393993,63.63624916329594,107.53403136652021,40.117688136888844,motive_iantenna
