experiment,layout_solver,baseline_pair,scale_factor,delay_mode,tag_method,tracks_ok,captures_ok,n_overlap_total,err3d_p50_track_median_mm,err3d_p95_track_median_mm,err3d_rmse_track_median_mm,err_horizontal_xz_p50_track_median_mm,err_horizontal_xz_p95_track_median_mm,err_vertical_y_p50_track_median_mm,err_vertical_y_p95_track_median_mm,turn_center_abs_error_3d_track_median_mm,turn_center_abs_error_3d_track_p95_mm,radius_error_abs_track_median_mm,radius_error_abs_track_p95_mm,axis_angle_abs_track_median_deg,residual_rms_track_median_mm,sample_weighted_err3d_p50_mm,sample_weighted_err3d_p95_mm,sample_weighted_err3d_rmse_mm,sample_weighted_horizontal_xz_p50_mm,sample_weighted_horizontal_xz_p95_mm,sample_weighted_vertical_y_p50_mm,sample_weighted_vertical_y_p95_mm,layout_variant,scale_source
one_baseline,v2,A-B,0.9241985405116028,solver_delay,T4,34,17,40661,318.67285213254195,506.50465253163,342.06679367356,153.37108418985255,308.3218588198899,244.62287010504167,468.07305892510055,103.50939002201132,171.46214294654854,212.3652990448468,263.0473946176163,9.263638062025857,203.70403355485763,,,,,,,,one_baseline_scale,A-B
one_baseline,v2,A-C,0.9160620584055892,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,114.85741809693072,209.75377151185765,133.08686221064184,65.15324563069977,148.4594650609289,71.88492977176577,187.39470637632635,73.40045018689813,109.2445286803684,20.39751681966172,49.62158836863632,3.2684255072072017,88.60473812477986,,,,,,,,one_baseline_scale,A-C
one_baseline,v2,A-C,0.9160620584055892,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,114.80800891360954,209.50219884151696,133.07716039098597,65.06393298686416,148.46016348943436,72.38106153666193,187.9199803484463,73.43800830606078,109.31477503353725,20.321632901819868,49.6290030529675,3.2770069751488844,88.56144431268416,,,,,,,,one_baseline_scale,A-C
one_baseline,v2,A-C,0.9160620584055892,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,119.87797508125124,209.256320962236,132.52791987259408,67.3830334886703,149.2578192293538,79.10660070364912,186.20544626511284,73.23676462413552,109.5571634953332,19.584852443154062,50.67440138261655,3.381254126475034,89.54806274735355,,,,,,,,one_baseline_scale,A-C
one_baseline,v2,A-C,0.9160620584055892,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,114.79537535225056,211.3504380224794,134.46891334460702,64.85870395880615,148.8750956099452,71.23696770265747,188.42974809376705,73.08735315550865,111.451094136194,20.814192007437185,51.56371844727772,3.149840012078333,88.59991572000874,,,,,,,,one_baseline_scale,A-C
one_baseline,v2,A-C,0.9160620584055892,solver_delay,T1,34,17,40661,370.6497978436592,573.3327286319368,382.4824763913166,186.9106420690928,353.4384383122512,305.4262735591391,500.7626393268934,100.136092248015,192.73542475425097,303.2737180993178,361.8753503476215,8.390472561466263,219.53635336187983,,,,,,,,one_baseline_scale,A-C
one_baseline,v2,A-C,0.9160620584055892,solver_delay,T2,34,17,40661,370.9113356977556,573.2663901106164,383.3076708039395,186.41939633253747,356.0088976849688,305.91710898126524,501.4303847371839,100.9336737327358,194.84962104552508,303.35042753292254,361.4557956936465,8.348885247744947,219.40829372222424,,,,,,,,one_baseline_scale,A-C
one_baseline,v2,A-C,0.9160620584055892,solver_delay,T3,34,17,40661,398.5476148848393,663.0837760705743,449.34012400426775,179.2630783995538,373.60719816099567,335.4098612660697,585.1016738023415,149.64127453235756,471.18103251444273,185.8890081846108,279.4780756143864,8.952328019881307,240.1942355207148,,,,,,,,one_baseline_scale,A-C
one_baseline,v2,A-C,0.9160620584055892,solver_delay,T4,34,17,40661,345.4540572891875,553.5671043977327,374.14481081680384,158.13212721837067,324.5863342494193,272.53343414114363,499.1286530385964,107.03501547801298,189.9456442908829,225.4527807840969,277.08703755048623,9.963249155614502,218.66487096849943,,,,,,,,one_baseline_scale,A-C
one_baseline,v2,A-D,0.9171772155908032,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,114.46629381182107,208.87788357591583,132.5718624980138,65.13137314817197,147.9390652445387,72.24335748847584,186.8064291743616,73.52585061088547,109.0702281518474,20.32970574088631,48.61856450338515,3.196807805645376,88.18422380786683,,,,,,,,one_baseline_scale,A-D
one_baseline,v2,A-D,0.9171772155908032,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,114.67123740240122,209.1343180581181,132.55926974687455,65.00130692972084,147.9792238658594,72.59730545391001,186.863492592286,73.5624271826383,109.13776598968668,20.253373846477672,48.6277887522296,3.2054296749307047,88.24182697263672,,,,,,,,one_baseline_scale,A-D
one_baseline,v2,A-D,0.9171772155908032,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,119.49418315393898,208.6805333690436,132.32809288507124,67.033040576703,148.89144526514517,79.15155791849486,184.91808680008955,73.48176813990379,109.0293484626318,18.92143447049156,49.656623146586654,3.3148560387189514,89.0909117430244,,,,,,,,one_baseline_scale,A-D
one_baseline,v2,A-D,0.9171772155908032,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,114.48731079501064,210.51066291521863,133.86327451560322,64.83119665605642,148.1065927461734,70.98703141580683,188.28640956148584,73.15730807277683,111.14087571196175,20.443906800908508,50.54951207137202,3.0873285613613617,88.28525869428047,,,,,,,,one_baseline_scale,A-D
one_baseline,v2,A-D,0.9171772155908032,solver_delay,T1,34,17,40661,366.4535226102158,567.8744537951054,376.048883155672,185.7907031716464,348.5908168605058,301.3789033038364,497.3384639762629,97.87001604815153,190.77251473732545,299.64271330388993,358.6467225685482,8.328247744404953,217.6431671185256,,,,,,,,one_baseline_scale,A-D
one_baseline,v2,A-D,0.9171772155908032,solver_delay,T2,34,17,40661,367.0843801541861,567.0633038901965,378.17830461336496,186.08041672240608,353.069705511074,301.69619775579554,497.29964517236687,98.41991603673895,192.84478177536712,299.7267815318,358.5678353851054,8.282701525968669,217.55743908334975,,,,,,,,one_baseline_scale,A-D
one_baseline,v2,A-D,0.9171772155908032,solver_delay,T3,34,17,40661,394.1230720784025,669.5056447828573,443.09600797415817,183.22959739222117,376.5704245137952,330.4408769847776,580.9664046922378,142.1590409793622,467.3143871298476,190.7268806371369,277.1253210808196,9.285286815585591,238.60375167688483,,,,,,,,one_baseline_scale,A-D
one_baseline,v2,A-D,0.9171772155908032,solver_delay,T4,34,17,40661,342.77045791689045,548.601677659051,370.0702649381447,157.69278854965967,322.4739740264984,268.1618476988506,496.0732321799686,106.39460677788271,186.9294732539352,223.9368993444732,274.7239963317101,9.89381823890488,216.6601806778104,,,,,,,,one_baseline_scale,A-D
one_baseline,v2,A-E,0.928880022701508,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,112.53109456000148,207.2697203086529,128.07925684933502,64.49659447340207,142.78158520419032,72.23520630307428,179.32264670248532,73.37763186334757,106.15755003367566,17.99559020473143,45.060465645485344,2.643248410428668,84.43655085742631,,,,,,,,one_baseline_scale,A-E
one_baseline,v2,A-E,0.928880022701508,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,112.8229662586013,207.181585008079,128.14644291389442,64.51712876612183,142.21367654494438,72.10837667195031,179.45768647824048,73.40575972387063,106.209079514775,18.000925858577233,45.07164322538912,2.648187614545381,84.45281438336914,,,,,,,,one_baseline_scale,A-E
one_baseline,v2,A-E,0.928880022701508,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,112.60085582088084,205.63382522528164,128.00540209007576,64.07494734158627,142.72521039315126,74.3039497545337,182.67586933955204,74.55055682094621,103.64009112333903,16.521623791154383,43.46011605879151,2.8693962559591792,84.84047948825754,,,,,,,,one_baseline_scale,A-E
one_baseline,v2,A-E,0.928880022701508,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,113.7105556330642,207.2170025034096,129.83738843302075,63.060301944006696,142.20208098296712,72.1396131062051,179.49040065502965,73.03125598616778,108.49774700962206,17.115762402528304,44.67633183128501,2.603260549478416,84.0421087897742,,,,,,,,one_baseline_scale,A-E
one_baseline,v2,A-E,0.928880022701508,solver_delay,T1,34,17,40661,321.95727676555566,516.8045530301829,334.7563521074394,171.53167771940903,330.050935359807,254.8431291740104,441.2931389144384,89.68809677925185,169.398803927511,259.5303663026272,324.0442019519175,7.5239337195769345,198.21610189694195,,,,,,,,one_baseline_scale,A-E
one_baseline,v2,A-E,0.928880022701508,solver_delay,T2,34,17,40661,321.8090831495951,515.923844556921,334.09473977936966,171.6299010873983,330.3519814105159,254.5529466870584,441.3206491588774,89.80101246806016,170.95477455784888,259.4599969044441,324.0430240463771,7.513259685723787,198.10357102367772,,,,,,,,one_baseline_scale,A-E
one_baseline,v2,A-E,0.928880022701508,solver_delay,T3,34,17,40661,348.6097028186708,615.0728434093967,395.5798989939091,177.1689407895281,356.84863885554626,268.0949588050833,528.3457170737506,134.6738926830534,315.80144845106264,186.27562228187236,256.5591587956195,7.978713727907747,218.69292641625304,,,,,,,,one_baseline_scale,A-E
one_baseline,v2,A-E,0.928880022701508,solver_delay,T4,34,17,40661,302.5771889628543,487.546732623232,325.00653618584323,149.63911288922753,301.4345382728603,228.29148366111556,437.5988472961531,101.20109243055154,165.1651571976214,203.30922948403224,253.85090055627364,8.764714047911426,196.0661647730293,,,,,,,,one_baseline_scale,A-E
one_baseline,v2,A-F,0.9281634534739808,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,112.69591653042156,207.48555862905624,128.35126032920567,64.6343177645771,142.56788905290523,72.03508639165904,179.43555010162777,73.38921555251191,106.36849120596044,18.12175329817825,45.47129441068317,2.6683013083359834,84.44898292310535,,,,,,,,one_baseline_scale,A-F
one_baseline,v2,A-F,0.9281634534739808,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,112.918790430566,207.12433241986628,128.38655547603724,64.5616132445393,143.036579592507,72.10881598389443,179.4356789560773,73.41984671708195,106.42223839721508,18.12703197931677,45.436522551753775,2.673336023748244,84.49123039623802,,,,,,,,one_baseline_scale,A-F
one_baseline,v2,A-F,0.9281634534739808,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,112.97946628388156,205.67435562471653,128.07387119480168,64.06932852535778,143.39701090617552,74.29171642732956,182.39989899322632,74.45745672307123,103.95683611652504,16.18689685016608,43.53650260370738,2.91482134072948,85.29717292460911,,,,,,,,one_baseline_scale,A-F
one_baseline,v2,A-F,0.9281634534739808,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,113.86982916553472,206.9688770301576,130.01565947513367,63.06276896427392,141.97694238453704,71.62430058261668,179.73034713960715,73.05798725345961,108.61263269004064,16.894176364240934,45.00348331835386,2.6136794608880995,84.30081137108431,,,,,,,,one_baseline_scale,A-F
one_baseline,v2,A-F,0.9281634534739808,solver_delay,T1,34,17,40661,324.4597994621615,519.304823245111,336.9997422965489,172.6180605531152,330.6829115739956,258.13874151089743,447.6088951950888,89.92655647299938,170.63504657272338,261.78783960222387,326.21375153168003,7.585515865498985,199.40011073924825,,,,,,,,one_baseline_scale,A-F
one_baseline,v2,A-F,0.9281634534739808,solver_delay,T2,34,17,40661,324.96509801442426,518.373563546152,336.3241819074408,172.77142586188552,331.5503645235299,257.83016079046774,445.54149789553554,90.04496195451443,172.26400967285696,261.723342801512,326.2079233509934,7.570106654578889,199.0879444311332,,,,,,,,one_baseline_scale,A-F
one_baseline,v2,A-F,0.9281634534739808,solver_delay,T3,34,17,40661,350.5532650473188,621.3710388510979,398.4296399041725,178.23842047894794,358.25789780104145,272.2783678351393,530.971381967257,136.4387267619513,301.64176197174623,185.22990723172765,258.1209385679557,8.12278666610306,220.1213403052135,,,,,,,,one_baseline_scale,A-F
one_baseline,v2,A-F,0.9281634534739808,solver_delay,T4,34,17,40661,304.9883787375147,491.5212698979892,327.58605784975526,150.0935916248918,302.71976716927423,230.477074725596,445.2165199886184,101.59049671864328,166.13432549854875,204.6474070594812,255.3023430160573,8.842367141771707,197.21310180226288,,,,,,,,one_baseline_scale,A-F
one_baseline,v2,A-G,0.9224379978802332,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,113.95390139069086,206.5753644773455,130.89350674542777,65.11164865973684,147.33104766523596,71.3707513672008,180.7277617366775,73.58790979863967,108.0011097390528,19.15349478885082,47.699832227177815,2.8995954453746595,86.66084221028251,,,,,,,,one_baseline_scale,A-G
one_baseline,v2,A-G,0.9224379978802332,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,114.24030968799286,207.03207139603825,130.88774875656532,65.02567378898696,147.21632264434265,71.43777204179398,180.78441625476376,73.63858102516596,108.0660209432623,19.174971872500294,47.66359829477036,2.905101277995892,86.67486354743178,,,,,,,,one_baseline_scale,A-G
one_baseline,v2,A-G,0.9224379978802332,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,115.94106929722756,205.4108493121749,129.5879827126642,65.23726181581713,147.07519841333772,75.88630930256141,184.22784321274625,73.93844231875664,106.58895918033386,16.97769643080599,44.97442002920133,3.13545468800902,87.47916935607267,,,,,,,,one_baseline_scale,A-G
one_baseline,v2,A-G,0.9224379978802332,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,114.50750592199785,208.5388298354765,132.05071515951232,64.61695359285059,144.9528390178728,71.29722851462998,184.14763146532903,73.42082620063535,109.66883036876185,17.1724198059502,46.495210646497576,2.823388148533762,86.74294689408171,,,,,,,,one_baseline_scale,A-G
one_baseline,v2,A-G,0.9224379978802332,solver_delay,T1,34,17,40661,347.07008288319423,543.3838764107761,354.7280857316413,180.36156280725288,337.6863042286882,282.3029775033019,473.6900411826757,92.34756180949626,181.6052812538018,281.7814662287405,343.8255287676975,7.903956048092548,208.9885334251608,,,,,,,,one_baseline_scale,A-G
one_baseline,v2,A-G,0.9224379978802332,solver_delay,T2,34,17,40661,346.93558536528644,543.419118261545,354.5085295881879,180.6681354305488,337.7107611089497,282.4222474400383,473.6784154900305,92.38685844790928,183.55316436149505,281.8519259430769,343.8118730422309,7.93249120341636,208.8471050100132,,,,,,,,one_baseline_scale,A-G
one_baseline,v2,A-G,0.9224379978802332,solver_delay,T3,34,17,40661,367.1924159675479,638.1628210114282,417.13958594598273,175.81253091774278,364.1694692937348,301.7454737911761,559.634618718406,131.6280481907714,408.3414661322684,195.4584385828507,264.17520083239543,8.00066954730493,230.78815501246072,,,,,,,,one_baseline_scale,A-G
one_baseline,v2,A-G,0.9224379978802332,solver_delay,T4,34,17,40661,324.5774165499668,516.8832797102407,348.78471957228555,154.33115999763703,312.146063470939,251.14509905887732,475.3508273198528,104.19543484529426,174.80027578597466,213.83864965131303,266.27884967455435,9.446091054108456,207.57659489171556,,,,,,,,one_baseline_scale,A-G
one_baseline,v2,A-H,0.9180554801856402,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,114.5393703338188,208.5889561037502,132.17599222988684,65.11623936151642,148.28716579837737,72.1600360849599,185.72055173093952,73.62601690274477,108.92709270557168,20.275980010778653,48.5835767718803,3.141264947424017,87.91857092401617,,,,,,,,one_baseline_scale,A-H
one_baseline,v2,A-H,0.9180554801856402,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,114.52625587705934,208.88897015090768,132.1610097605543,65.08184520944286,148.36394565131735,72.35730243276664,185.7523757471096,73.66265348381273,108.9932768704691,20.199426494307914,48.55862282721161,3.1499727784995635,87.99643917225066,,,,,,,,one_baseline_scale,A-H
one_baseline,v2,A-H,0.9180554801856402,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,119.12473586064482,208.1660849489272,131.86597969717226,66.83624041860271,149.05721266867658,78.87540791153116,184.3253617927768,73.70014416739195,108.6132635680256,18.40647835523509,48.86068918821618,3.280612396500577,88.86687894734517,,,,,,,,one_baseline_scale,A-H
one_baseline,v2,A-H,0.9180554801856402,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,114.5885915453504,210.0739784954677,133.53496648047548,64.76200557480121,147.7612980412298,71.28986669579331,187.7488497506045,73.21117772335303,110.89557387899808,19.88972390908546,49.75509539360799,3.038650620217634,88.05423544641617,,,,,,,,one_baseline_scale,A-H
one_baseline,v2,A-H,0.9180554801856402,solver_delay,T1,34,17,40661,362.98752079814864,563.6403426458294,370.83596367288624,185.2390269066157,344.9739503493344,298.23990457314824,493.8865643059861,96.51932891890144,189.31034710514564,296.75087443939725,356.25796310966564,8.275992993716013,216.39105567548728,,,,,,,,one_baseline_scale,A-H
one_baseline,v2,A-H,0.9180554801856402,solver_delay,T2,34,17,40661,363.6352758831817,563.4136538423459,371.80005265786497,184.8940945320632,347.6009543072024,298.7354841829021,493.8374674816198,97.05896566020624,191.35144474276055,296.8408587551635,355.6500500968096,8.23798815401287,216.17543718601016,,,,,,,,one_baseline_scale,A-H
one_baseline,v2,A-H,0.9180554801856402,solver_delay,T3,34,17,40661,385.6770308107812,653.5040052558546,435.86822902587625,184.15044614197245,374.1593308214153,326.5588014487066,574.9344945881151,141.97988201688906,449.8406507462342,192.7654375695937,274.96050553505967,9.31893394318126,237.3658317322675,,,,,,,,one_baseline_scale,A-H
one_baseline,v2,A-H,0.9180554801856402,solver_delay,T4,34,17,40661,340.2649719042001,545.3877113171679,366.3913178648848,156.76174933275334,321.55544556977327,264.9260187836073,493.09689861236217,105.93799930847284,184.66201550634287,221.96627122062432,272.85802522854,9.836911623702417,215.2519268434481,,,,,,,,one_baseline_scale,A-H
one_baseline,v2,B-C,0.943605499792396,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,110.36977526477249,206.69737422255164,124.29443553660506,63.65716291345141,138.70993922319775,70.91563531154748,178.61532161041796,74.89661221819478,101.85587317721776,22.029594159844663,44.53675933204371,2.4048061248022288,81.77396520126408,,,,,,,,one_baseline_scale,B-C
one_baseline,v2,B-C,0.943605499792396,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,110.29344061665286,206.25626230531267,124.2384069697418,63.795953402769214,138.7653399974135,71.04980970857935,178.50753137235176,74.94650413400296,101.87339752264486,22.052693683564115,44.48178175126541,2.3885825423250084,81.7855460885553,,,,,,,,one_baseline_scale,B-C
one_baseline,v2,B-C,0.943605499792396,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,109.27835803933816,206.14686331222373,124.67112283450004,62.84771992366335,138.21296218963,71.76919897736872,175.2147459704425,77.31462566553671,99.37347286740544,18.99821526676081,43.26190429702382,2.467456333404207,82.32776331849752,,,,,,,,one_baseline_scale,B-C
one_baseline,v2,B-C,0.943605499792396,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,110.69300869984636,202.8595267344904,124.8592726426754,63.84746052035796,137.3302310611034,70.01231291938052,177.81782536241684,74.20770494458831,104.95683772187964,19.20323832138729,41.07286018134831,2.477712793734552,81.66794254819925,,,,,,,,one_baseline_scale,B-C
one_baseline,v2,B-C,0.943605499792396,solver_delay,T1,34,17,40661,264.4513320228112,446.89147167050953,291.97320083389127,149.76142753036487,292.2902249553,188.5969391000692,388.85266074223375,85.02391765793877,139.52067587496757,210.68985960250683,274.67612026898706,6.377139152207888,172.35119729321326,,,,,,,,one_baseline_scale,B-C
one_baseline,v2,B-C,0.943605499792396,solver_delay,T2,34,17,40661,264.5547767998928,448.6025491420923,291.5916807696543,150.27276505867627,292.22251240772505,189.26192057108076,388.7373121486826,85.00240497685763,140.012689240273,210.7776304924622,274.63211579038966,6.364563543773821,172.5557821427513,,,,,,,,one_baseline_scale,B-C
one_baseline,v2,B-C,0.943605499792396,solver_delay,T3,34,17,40661,274.4378634788989,507.9472034908701,329.40452860454525,153.47556364174218,317.54831693468805,199.89990760400187,450.7654083286207,110.97712293912682,250.2178279802606,169.47797040322476,222.24341721667005,6.287104454456821,190.71407222775537,,,,,,,,one_baseline_scale,B-C
one_baseline,v2,B-C,0.943605499792396,solver_delay,T4,34,17,40661,252.76847086618235,438.2689583058554,275.0174069410408,133.82223099423248,277.7814320064288,181.1232363919658,379.97347621303663,88.2701560630461,143.2961200836268,171.70346847826536,219.8598929071985,7.065395302724312,171.94811577598722,,,,,,,,one_baseline_scale,B-C
one_baseline,v2,B-D,0.9418024724436448,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,111.16854089306284,206.1612006778116,124.61621874444536,63.940905356646624,139.11745610507046,71.42041469143851,179.7384232086016,74.59800446578137,102.37237819096526,22.185687219957455,43.51153355919999,2.450765445278361,81.62082460025692,,,,,,,,one_baseline_scale,B-D
one_baseline,v2,B-D,0.9418024724436448,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,111.11908377634548,205.6877681834627,124.59947487691008,63.82227115968068,138.9858212717986,71.2630329824664,179.5059717927636,74.56196535260426,102.39536939894536,22.20927502338003,43.457165209055866,2.443997974582947,81.60756810505235,,,,,,,,one_baseline_scale,B-D
one_baseline,v2,B-D,0.9418024724436448,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,109.32490999213444,206.2251356310808,125.36603689820004,62.760520651027214,137.1812657484689,72.25796691780762,176.5032168085752,76.59873197600844,99.3066429890263,18.108727457917013,43.42532731398476,2.476722350189097,82.02680870615853,,,,,,,,one_baseline_scale,B-D
one_baseline,v2,B-D,0.9418024724436448,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,111.34165499401246,204.2115818207138,125.62417200759089,63.90539792688493,137.53233129530852,70.85065279207748,179.17345269867684,73.98384195277977,105.45953636124229,18.489853767680017,41.71150842350092,2.435800009719,81.38245796889788,,,,,,,,one_baseline_scale,B-D
one_baseline,v2,B-D,0.9418024724436448,solver_delay,T1,34,17,40661,271.0922098347273,458.3781149770364,297.2162382141539,152.85825786692266,297.7888025193942,196.2435125392235,394.7417242991684,85.6296798354148,143.81367788152158,217.1032581929005,279.22438305339915,6.5205881856591095,175.40016317029873,,,,,,,,one_baseline_scale,B-D
one_baseline,v2,B-D,0.9418024724436448,solver_delay,T2,34,17,40661,270.88383084195755,458.2452425862489,296.84444692456384,153.02613451461667,297.26437069512394,196.432334022918,396.73849604667873,85.58635193500595,143.8964469557509,216.93051000025224,279.2151441353343,6.520877892198394,175.44326030825258,,,,,,,,one_baseline_scale,B-D
one_baseline,v2,B-D,0.9418024724436448,solver_delay,T3,34,17,40661,282.4853990705646,519.5634303658006,336.28471058079026,158.10132286185188,323.58621102941606,205.3712197024689,456.74059631559714,113.50115186109448,257.19021651166014,171.63936928557646,227.2421898919928,6.4220790801370775,194.4498925880598,,,,,,,,one_baseline_scale,B-D
one_baseline,v2,B-D,0.9418024724436448,solver_delay,T4,34,17,40661,259.2434003383403,440.8809453010444,280.9328072109652,136.68931987085625,279.5128828756515,185.55890156641016,385.02323297542966,90.53309899466106,145.59660836701843,174.3259921997122,223.46607711165612,7.200199732592373,174.94665976290378,,,,,,,,one_baseline_scale,B-D
one_baseline,v2,B-E,0.9518037399184718,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,109.12200484947414,204.98248286382145,123.22242340994516,63.55387993320353,140.27585579402316,69.86337639594637,174.92339435416136,76.01122311880343,100.94153538260709,21.35277327212393,49.28635841405707,2.3185025680918083,80.22241620603648,,,,,,,,one_baseline_scale,B-E
one_baseline,v2,B-E,0.9518037399184718,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,109.16829002097585,205.1096075291539,123.20228233351658,63.47442472882483,139.98894186395012,69.83671597570691,174.749824860881,76.02154956166225,100.90156217404314,21.352484077152184,49.22099981787687,2.3114703126533565,80.26804643854673,,,,,,,,one_baseline_scale,B-E
one_baseline,v2,B-E,0.9518037399184718,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,107.04456003090894,202.9927532862458,122.06779199646908,62.92474520276011,137.88294198274872,69.50236637343329,175.36484220288094,77.04314139534851,99.2199578077232,20.95918830929384,47.44170476032409,2.229639205107897,80.65631528508546,,,,,,,,one_baseline_scale,B-E
one_baseline,v2,B-E,0.9518037399184718,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,108.23405578734835,200.4035780710905,122.4293819737341,63.19834075171959,136.62272847564196,70.87396312845382,175.7873820680803,75.56667495053652,102.87864247092944,20.75683234975409,43.521364588513336,2.335448633570261,80.04774537272291,,,,,,,,one_baseline_scale,B-E
one_baseline,v2,B-E,0.9518037399184718,solver_delay,T1,34,17,40661,235.89114357859876,405.907160573878,266.33819929600094,133.36128686622044,275.10118202617616,156.00417474842226,356.2948637712006,77.73440914587326,130.55581621593169,180.76681082891807,247.1343976254818,5.663011509053847,158.58002188339927,,,,,,,,one_baseline_scale,B-E
one_baseline,v2,B-E,0.9518037399184718,solver_delay,T2,34,17,40661,235.26735438566536,404.6554250888505,265.9367751748459,133.42948093851436,274.72515628247646,156.7231863069884,354.93840366835843,78.04358240740476,131.02882960767883,180.2439155150574,247.3194802842769,5.669998615897908,158.55262951391353,,,,,,,,one_baseline_scale,B-E
one_baseline,v2,B-E,0.9518037399184718,solver_delay,T3,34,17,40661,240.32777439970272,446.5242872317074,284.6605456288376,149.65812485459014,300.69559193072496,157.81415750146778,368.5042776743073,97.44816791935612,181.86265206183893,165.8148426361624,216.14282453117897,6.076932188777279,173.261654755127,,,,,,,,one_baseline_scale,B-E
one_baseline,v2,B-E,0.9518037399184718,solver_delay,T4,34,17,40661,225.60705176155443,405.2208408969458,249.18086263069492,122.34771947741793,258.09716887884576,156.65702515710456,351.7068316164309,84.44409911678517,132.71952329246488,151.94883829283404,204.268696154994,6.282082946719306,158.7540319585675,,,,,,,,one_baseline_scale,B-E
one_baseline,v2,B-F,0.8949440371981706,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,123.4086729527334,225.32734533717613,141.63894421057253,70.06256326748831,154.8408706806417,77.83573905039961,203.0454650205006,72.98095020015073,112.8419034729929,20.72379168076884,69.80600715447274,4.349032150757151,98.04763907211724,,,,,,,,one_baseline_scale,B-F
one_baseline,v2,B-F,0.8949440371981706,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,123.33499679411756,224.9927468573482,141.43876172603353,70.02821427769068,154.85305081768493,77.77530656552119,203.12076824078804,73.05738624143939,113.004998718206,20.752307451101444,69.80050640484093,4.347843614644891,98.04763907143794,,,,,,,,one_baseline_scale,B-F
one_baseline,v2,B-F,0.8949440371981706,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,134.42406373246826,224.3195621807045,145.05512822402497,73.67170023309609,158.27399554551135,82.25599002110553,200.70759167108963,75.2563735275718,117.33996775851604,21.83337693149753,71.35820120199757,4.535757865677295,99.05319179483068,,,,,,,,one_baseline_scale,B-F
one_baseline,v2,B-F,0.8949440371981706,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,121.65101234438936,225.3077997447551,140.03725042876945,69.18397831123715,155.71191484398437,76.90702641169867,199.14533799715508,73.55309135140786,115.93913523041218,19.15375183663284,71.55629242930867,4.214248772955871,97.84683121943888,,,,,,,,one_baseline_scale,B-F
one_baseline,v2,B-F,0.8949440371981706,solver_delay,T1,34,17,40661,449.0157708093442,673.4829831726965,479.3682916393383,212.20294175404376,403.9837582975557,387.0757693248291,591.5330765861752,104.70225854156992,286.6970573140544,354.3565720884725,406.9616518682145,9.44499041804659,249.6812290684748,,,,,,,,one_baseline_scale,B-F
one_baseline,v2,B-F,0.8949440371981706,solver_delay,T2,34,17,40661,448.6354111732287,670.8086069084213,479.3110881010299,212.3247233084373,400.0824443934213,387.3338506016646,592.2064897126538,105.20184575871848,288.0825774298724,354.08080790782486,406.840377741022,9.450105054971694,249.72099587525736,,,,,,,,one_baseline_scale,B-F
one_baseline,v2,B-F,0.8949440371981706,solver_delay,T3,34,17,40661,502.59616770733294,812.7761536801476,573.3538265075326,196.3114257269216,457.7165567693141,451.8049622845236,785.0287278678404,208.36650180187297,524.7679564493492,207.9997580368855,315.44473717080376,9.01998074259535,287.3826520566296,,,,,,,,one_baseline_scale,B-F
