timestamp,id,type,path,notes
2026-06-23T22:57:39+02:00,"CODEX_RANGEFULLFIX_FULL","static","/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_rangefullfix_verify_20260623/static_CODEX_RANGEFULLFIX_FULL_BSF66F_30s_20260623_225634","duration_s=30; targets=BSF66F; cir=full; rc=0"
