seed_id,capture_id,tag,imu_endpoint_drift_3d_mm,imu_drift_rate_3d_mm_s,imu_prior_p50_mm,imu_prior_p95_mm,fused_p50_mm,fused_p95_mm,correction_p50_mm,correction_p95_mm
S01,R08,BSDC91,3177.32522398054,26.499685063676885,871.900045352593,2808.604963012161,45.23851541834984,63.85634363342548,856.1818989772054,2786.89079715865
S01,R09,BS2DCE,3139.3508574635125,26.188056693346404,718.6203798740662,2885.3896146175025,98.9110287353758,156.31412417929107,673.9109665806285,2854.841113283562
S01,R09,BSDC91,4148.653829682741,34.60319179718937,1184.1918422849953,3753.6482254393795,71.15425836694133,97.75671361139415,1174.1983138500427,3703.2144191893512
S01,R10,BS2DCE,2096.873811859735,17.49186710082254,204.7903565522808,1786.132948062517,52.53744445470158,138.10189027479973,247.48205578374882,1743.6562225212338
S01,R10,BSDC91,9944.338924116872,82.95582592754425,2069.165846948664,8814.00873899777,37.876267550220206,66.02486117779944,2064.7175436859734,8769.614976643667
S01,R11,BS2DCE,3559.2489263902185,29.661565756881583,609.6271281789478,3175.295494596092,73.06229614666839,139.91979043329258,612.8485196776812,3136.5326546546776
S01,R11,BSDC91,4783.954167760184,39.90288665168829,1198.6588669061252,4362.897482996725,82.38103496846861,109.44712511645155,1137.0332350919057,4263.98173708383
S01,R12,BS2DCE,3225.385194480782,26.90124549052005,1107.3808974407593,2927.5072344161717,91.40654070555325,127.80470168343332,1062.0103363638777,2839.9631108234507
S01,R12,BSDC91,5550.744678249874,46.304503564525255,1243.8032972868966,5013.114407322497,53.88380684094432,93.64583035285038,1199.3442681326683,4980.012463476041
S01,R13,BS2DCE,8804.509841886378,73.37419334114067,2322.9884560302166,7959.248094555592,72.26347262885005,113.2354717393606,2308.833669078594,7941.051390652627
S01,R13,BSDC91,4995.586833266239,41.66821809316134,1183.1597047706343,4499.982903179746,52.88479097249768,79.8768083552437,1188.8509883248153,4517.520275062545
S01,R14,BS2DCE,2805.8439534736017,23.382899476896466,480.92865635434833,2453.2485635350235,71.82447642645404,131.57539703158503,513.2909532890999,2492.9665113734145
S01,R14,BSDC91,6063.574794303231,50.57276964224714,1776.7073020399398,5537.07443222262,58.0090410014938,87.1008830608818,1753.0371713714476,5468.593481954533
S01,R15,BS2DCE,2767.4213424701725,23.083165671276475,778.2136411545646,2448.3447143764256,85.37492990932917,124.44971993810093,691.3335099328822,2355.2215944190316
S01,R15,BSDC91,6450.913991381973,53.81396564672818,2020.2987298799867,5898.524123293362,44.96572162554114,79.2953796959234,2069.9059099479427,5914.441786417517
S01,R16,BS2DCE,5667.8141057927405,47.23373969176274,1450.435917424514,5108.198284378949,79.83179892173483,121.13238200577678,1516.9265445193062,5147.274423071463
S01,R16,BSDC91,4550.767723207654,37.95798000797412,1107.669700973487,4125.506289878028,71.20587949802183,102.81441658119473,1079.4326566313994,4108.8739162129
S01,R17,BS2DCE,6584.87577083557,54.87540706557879,1698.6277838577712,5970.157830070553,117.48753220084429,168.41385612014787,1607.7747928470217,5889.860777775175
S01,R17,BSDC91,3842.227135186965,32.04740185449874,1132.4721844357794,3568.3869018663,64.73314233228385,99.9266034399605,1115.661166215939,3530.6000957868587
S02,R01,BS2DCE,3353.944878427578,27.958175536077466,740.8113209633244,3002.678599119354,81.7780608512924,155.47092837395678,753.2321895666809,2979.53675272741
S02,R01,BSDC91,4498.2086773020565,37.507828623041306,1112.0892020343654,4011.879713994316,56.508536940505294,101.03471462825014,1113.7529814636678,4002.5924368933474
S02,R02,BS2DCE,3194.537200267132,26.623122986612845,1123.305862807933,2973.1853478294643,51.48187350969943,99.03975358521096,1098.0889666001783,2929.5843671560883
S02,R02,BSDC91,5992.1368388745,49.97244688680267,1213.4357927775782,5350.275852815009,85.4399838598577,136.93327548462133,1159.121150612585,5268.900326238266
S02,R03,BS2DCE,2121.886135512971,20.22705154811805,518.4153493788037,1910.570815468761,69.74326676728879,171.30227145242836,547.513950311941,1921.2880091978905
S02,R03,BSDC91,3769.74223202963,31.43956545405865,1134.1316690939343,3422.6806760306763,75.36120735600423,105.88153323374848,1088.9022731229998,3335.036384649394
S02,R04,BS2DCE,6708.953548445118,55.95664343860582,1910.1527050814202,5989.086144208648,76.15041873046346,150.63383296837242,1888.6844125455355,5894.2926967504945
S02,R04,BSDC91,6118.816049426949,51.034629988534405,1990.8589906490035,5620.608659692869,61.41638632305552,91.39535038231661,1964.785132477457,5565.252105106296
S02,R05,BS2DCE,3632.534644721549,30.296022845456637,723.1384723006039,3286.7461500737445,79.70226595512923,142.70899928772346,701.1335042365781,3232.8088601387194
S02,R05,BSDC91,2774.182584924394,23.11881549823047,792.7500105981946,2536.095866113501,48.55418286028443,64.70119329435586,797.4221705102974,2555.5167550931824
S02,R06,BS2DCE,5369.23434776385,44.77884895095384,1023.5437381605326,4731.283392905376,79.76801124573518,131.59460292979176,1035.0823315320213,4674.2238355138325
S02,R06,BSDC91,3459.812942826549,28.836472465527084,727.6601999580274,3043.048967902742,56.129701898776666,93.89344676491896,725.7867340299815,3031.810830320876
S02,R07,BS2DCE,5518.142530650566,46.02643966868297,1250.3653063746447,4945.606257315337,80.09309505961298,130.07399777138556,1267.110836297882,4907.1250676345535
S02,R07,BSDC91,3243.727442966781,27.035816273014785,1077.712564654934,2884.0567007009045,55.41916925599688,95.9310587050763,1055.2017953288616,2860.6867637152823
S02,R08,BS2DCE,5016.364160584327,41.81415235774544,1435.6000987790385,4583.024319731854,87.48929296690483,131.33430781820562,1400.0129320567478,4507.627430317809
S02,R08,BSDC91,4075.686635776105,33.99224336594542,1248.674709482695,3672.213296579307,44.23804439044346,62.355077102247385,1232.4433300274127,3632.657377914023
S02,R09,BS2DCE,4354.2545948709885,36.322625716285,1465.4596029976615,4041.303381447305,97.05638343320956,156.0283531378148,1402.5568108554694,4026.4302027412314
S02,R09,BSDC91,3819.090030384136,31.85435812132393,1365.5879603664744,3517.4452771650804,65.76152740145989,90.39391547075583,1352.4681964533004,3505.114041109714
S02,R10,BS2DCE,3710.117268838821,30.94934841951112,969.787895333282,3365.4860607550163,60.42238835414861,148.42997015714585,906.4376952230542,3340.6360417863716
S02,R10,BSDC91,2451.462724454882,20.45013917863853,538.0433648104826,2121.3285388085483,40.768188953817784,74.98392770175577,531.7506499909618,2151.4003099666957
S02,R11,BS2DCE,1061.5381619892785,8.846496731887227,387.8504069617038,842.9446618650754,62.790827511289855,136.48924383433908,357.39688894154136,859.0105332455917
S02,R11,BSDC91,4275.036163615384,35.65800956418452,1324.3141373616704,3811.900400874425,57.56718321083151,79.78933283176872,1354.6592703955157,3824.2701593686525
S02,R12,BS2DCE,4957.948941942082,41.35165060126054,1151.6029437949637,4402.235884152258,82.58879020882677,123.8471839439326,1115.4879237840628,4397.196442079828
S02,R12,BSDC91,5950.492649830172,49.639214931719295,945.7053006209055,5267.899833687359,63.635988839161435,114.78503195702226,870.3463403553319,5206.910282124537
S02,R13,BS2DCE,3089.3163164171474,25.745452814914067,643.084559376743,2742.107395772532,76.50209760054116,116.04777806603668,599.6436622993805,2656.755944994167
S02,R13,BSDC91,3844.050987904864,32.063251079658635,992.1131255197996,3492.1042134244603,55.19944133480767,82.49099326566936,989.3557248929108,3511.4845913564463
S02,R14,BS2DCE,3918.7867911346752,32.65776683519826,1220.2685997636518,3640.530760605519,78.43765313989839,139.98995668238155,1224.0733660915903,3604.8301621370792
S02,R14,BSDC91,3930.957324823653,32.78584102707598,979.7178288999357,3468.372836637667,42.74720840881872,72.44902883315993,967.3183219235543,3449.057991132602
S02,R15,BS2DCE,4782.104260608482,39.887711788192384,1140.4159965284948,4296.8063594640425,77.25389476982326,113.06333430272323,1112.5161680066349,4304.676498298351
S02,R15,BSDC91,6060.064380241134,50.55347146325756,1507.1560869722132,5474.899087790366,67.95408032591111,98.0740026284292,1461.3871133638488,5438.270858688378
S02,R16,BS2DCE,1599.72710063745,13.331611100678318,652.357099939756,1519.915538837014,92.57672082325996,128.9895430635105,689.6456812794038,1518.2509518429474
S02,R16,BSDC91,4876.9691781129895,40.67882823776275,1567.3595565083817,4491.025129908749,76.0795608384443,109.15352532213552,1525.8102079557243,4438.72110664027
S02,R17,BS2DCE,4645.166501314082,38.71073829152211,1456.8165060782103,4360.701206184649,84.99128540872684,140.95787129076908,1518.1253490117742,4375.280465714098
S02,R17,BSDC91,2781.122139628699,23.196894842289765,668.1299318468043,2582.0168424253875,69.82128204148611,97.81843507875436,687.8947425913666,2565.9322725628167
S03,R01,BS2DCE,5280.672482992423,44.019199354657545,1487.2830590328213,4849.671030958912,93.98440688641084,165.9203950504906,1432.9508167255988,4758.304461256522
S03,R01,BSDC91,2901.7877459726583,24.19624461301424,770.2330717498352,2578.8231479793976,57.125531093644604,101.38359860941462,795.3033851315839,2581.7208179277254
S03,R02,BS2DCE,5303.511316167896,44.19921421463612,1269.742182205639,4788.476806177872,47.79033024595434,93.99397468172624,1265.1042525845758,4794.484456219052
S03,R02,BSDC91,1990.010201552488,16.596029392405534,423.458113318924,1628.740653901627,69.77492032285717,121.86461001502838,450.69091160456804,1593.8773594623667
S03,R03,BS2DCE,2480.550804851555,23.64605157539633,1171.4494371517144,2383.1123928516326,67.36899054987373,161.4915638246278,1179.4873917897223,2409.9757013357653
S03,R03,BSDC91,4519.961684272291,37.696378817393615,1160.8177688287042,4073.25162453375,79.13909893550309,109.81595416875454,1119.9919975318608,3979.843754907052
S03,R04,BS2DCE,5479.988427188736,45.70634693676697,1424.446218391618,5024.199217148029,57.6396259867944,118.0154619818632,1446.8010866682653,5058.755815006872
S03,R04,BSDC91,4903.970746567647,40.90208473404192,1306.1048218641877,4415.481426113256,46.781054018807865,78.99922465652304,1320.8235661073732,4437.009104668412
S03,R05,BS2DCE,3820.810247895473,31.8662768231545,931.8995530271707,3350.5443670281466,65.91765293309625,126.04303851864931,957.5483074149222,3396.4279173482983
S03,R05,BSDC91,5239.435521544887,43.66314740627368,1140.4634487417409,4725.494150613829,66.07329457489939,99.8652464316392,1090.4975616515353,4629.557779739635
S03,R06,BS2DCE,2141.453748876689,17.859498719093832,893.8484370414708,1999.993615087108,85.31059986156063,139.49953072716946,844.0824926248756,1969.962172060384
S03,R06,BSDC91,4940.801062093266,41.180051100769056,1276.4503343586612,4423.196236088466,61.610422496313824,93.39980430873216,1254.9217509830466,4366.927620781905
S03,R07,BS2DCE,6900.490197316688,57.556504564170886,1588.1546913158122,6281.193380423687,71.56777210076558,151.0201706302473,1608.6058835095241,6203.59477613797
S03,R07,BSDC91,1640.1521101201088,13.670338179969852,539.5763267446481,1449.0829568323422,58.92180715952107,97.16962963926238,535.9856267747697,1407.3025986598634
S03,R08,BS2DCE,10653.254649389652,88.80073271306328,2681.315673854984,9651.330818525092,98.66074174160174,147.89773444579268,2658.1458333319747,9545.687557938842
S03,R08,BSDC91,4108.878941364146,34.26907547553931,1352.1129347071715,3737.480007727863,56.36172430451798,75.10471135391734,1312.475120549424,3694.6218042034247
S03,R09,BS2DCE,3157.653018670759,26.34073094259977,948.2795321785165,2957.916506855633,96.53725042768352,156.35655574161265,898.2414563347345,2930.566895087979
S03,R09,BSDC91,3900.841038472616,32.53622889884203,1050.8351351427364,3569.5078804117725,63.6256526601958,103.50712828705116,1058.4801230062262,3518.600157399624
S03,R10,BS2DCE,4333.344356642873,36.1482332221367,1173.7704396868705,3918.2821104066293,65.1211036973234,145.05032212546266,1135.3297991845793,3869.5168721468353
S03,R10,BSDC91,1718.831204388344,14.338515941393608,532.9393412858894,1515.1194201768994,51.400778905482625,85.15563501670852,488.87095702040006,1489.2480010145416
S03,R11,BS2DCE,4282.349690589267,35.6876407265506,1432.5952881268702,3910.04713945682,78.91975287962472,150.21305379711532,1357.6300940518229,3846.8100823301447
S03,R11,BSDC91,3803.805499551496,31.727481988970567,1139.730709470587,3512.1394505916765,76.97616082188199,99.78873204920019,1084.5171762166242,3463.7959643973677
S03,R12,BS2DCE,7794.893314610843,65.0131150188143,1838.6912402890134,7032.666601641006,71.87059547304752,112.27701593917416,1869.358936651428,7017.031007578311
S03,R12,BSDC91,5857.685334801051,48.86501310859835,1505.275304850513,5346.226395997518,53.17888373619189,93.11119780511422,1466.852901772294,5310.888784331005
S03,R13,BS2DCE,3182.722884944249,26.523875662013943,1286.0251611289211,2882.2370655353666,77.79089508739796,115.40879312138895,1254.6786235153234,2802.742037867164
S03,R13,BSDC91,7105.4564448283245,59.266652482744746,1738.6443005176238,6396.105363805654,75.38567544631898,116.44916764137297,1648.5464361262548,6304.281759784418
S03,R14,BS2DCE,5893.855392044174,49.11728180496967,1715.9102531689016,5355.534235714365,65.89403730377673,123.47176025205934,1733.815935376932,5406.632704375445
S03,R14,BSDC91,2848.456881910065,23.75733104835308,370.9159093629536,2480.5452438249354,47.043619614586575,76.3110747343315,366.79227881478573,2466.2658536366575
S03,R15,BS2DCE,6724.424212255226,56.088675675559216,2018.303198653577,6135.668337443645,74.95270784349185,113.02164107925226,2005.1878790565133,6096.2121882921365
S03,R15,BSDC91,4922.727998285138,41.06573359090029,1109.3422015295728,4355.140197711799,54.387177261108135,86.98766839136864,1148.0911062691453,4363.202729827837
S03,R16,BS2DCE,6363.195668846204,53.028825967113406,1450.5050872260206,5798.366888915815,86.81564538815591,127.63971560867913,1472.402190340849,5802.894973067655
S03,R16,BSDC91,4947.803563088582,41.269658254216665,912.9912815363932,4375.627841991464,64.58780110645462,91.62663213111658,921.2041876165433,4357.86034677109
S03,R17,BS2DCE,3572.1867182117685,29.76900508044827,597.7655248414435,3146.940262489115,99.62989620799291,150.0580540193736,575.14792111938,3127.8206394248937
S03,R17,BSDC91,3559.8373443037844,29.69203378550488,1109.0114803059264,3223.407981578574,73.68448829235444,99.95818409792398,1079.2653691355658,3190.6567487390353
S04,R01,BS2DCE,1657.8975560199751,13.820081298942304,497.733662081128,1481.7507455265154,74.09671390486363,145.98414766139618,522.6796913558322,1517.6782418346377
S04,R01,BSDC91,5499.178595835661,45.854308489710455,1285.4361245928385,4886.404809475818,60.726368333339174,105.72396144374619,1276.6970218760803,4850.386017182967
S04,R02,BS2DCE,3874.419030830536,32.289226229968214,1188.679550242132,3501.2085793119304,56.17915203080941,103.34704367247625,1187.740883250646,3488.2915804394406
S04,R02,BSDC91,2996.3428253366665,24.988511898188456,986.1630781556958,2754.655672501043,74.16648065419392,125.77379520117044,905.655653582035,2705.930210641002
S04,R03,BS2DCE,3083.2575411302764,29.39140238337477,792.3437895818238,2805.5967214395737,69.81220670442686,176.1210546053237,803.0762424310221,2789.9973030401957
S04,R03,BSDC91,2568.385464475788,21.42027702466121,538.9349942505738,2223.7339533114246,67.76302093058348,98.74733662636359,507.47180630522166,2154.6848183285842
S04,R04,BS2DCE,4605.263166510882,38.41062053695665,991.073715415345,4066.9221533287678,82.96431521149592,137.7404632385044,951.45512437517,3995.80361507994
S04,R04,BSDC91,1650.347580051253,13.764897885478492,429.5739373978197,1456.0511364408228,57.68395615635167,85.57842382846214,440.15296830017894,1416.7121956545093
S04,R05,BS2DCE,4383.743087632655,36.56124269166112,961.0007924274006,3864.952843073837,89.16122945462459,150.12479158440397,918.313887288,3748.7886519706317
S04,R05,BSDC91,4254.613486760979,35.456074431161056,1485.73262925495,3907.938842674202,45.91458228271608,62.80317458445219,1500.9149754741347,3924.9889871147698
S04,R06,BS2DCE,4039.392824891374,33.68811071446513,1021.318828664796,3631.9694636766817,79.87652539749469,151.4555188033339,991.5797236795527,3605.090583299928
S04,R06,BSDC91,6424.5143254931645,53.54634297081871,1722.9928182100853,5844.431553271718,61.8778447646055,114.47560806839172,1637.3367919208645,5814.535948206949
S04,R07,BS2DCE,6095.056014714742,50.83843456023191,1877.4470857957538,5562.648496435852,90.0329977668469,133.41022721597307,1845.4575995977586,5523.858248740797
S04,R07,BSDC91,4582.545076200095,38.19459215403108,1182.0739699333108,4107.913033590388,68.06179550039505,104.57377418070745,1124.4574972709513,4030.183340764004
S04,R08,BS2DCE,4752.011663619048,39.61062900290012,1134.6007837467307,4199.2362041200895,84.26410308095497,122.18496730642084,1102.0571628207297,4147.2368362353445
S04,R08,BSDC91,3982.8512065633217,33.21797272524342,1012.946295075657,3565.9828043890416,53.97342735815906,72.35350551559286,977.3177593635955,3502.2173009583234
S04,R09,BS2DCE,4206.622336531706,35.091096611481575,945.3815276578443,3692.025366257539,93.99995956751604,153.39585264536657,945.0152241431982,3693.5626346061013
S04,R09,BSDC91,7775.081387047709,64.85058612261786,1805.1870053065982,6922.996365791778,71.81826673743127,119.53929739451102,1805.144783176495,6832.398171805753
S04,R10,BS2DCE,4045.6698094392,33.74848702877228,1601.7291183627556,3801.240471412723,61.76610713994445,148.9438364941889,1522.9632498910273,3796.734179073796
S04,R10,BSDC91,2328.519238178201,19.42454275394713,521.500044007988,2024.7042969188144,54.595485833888716,91.564485095835,483.1826273365287,1968.5471323897937
S04,R11,BS2DCE,2831.3907361925208,23.595844022681398,541.2409399947536,2522.7056225402885,63.15584199821871,132.63761989456538,558.57635356158,2520.0496156391755
S04,R11,BSDC91,5005.982897732611,41.75482480469448,829.6766607643111,4375.523453901368,75.12996826689616,99.20918349023475,810.5323916426307,4322.741887519845
S04,R12,BS2DCE,3607.9730553501513,30.092210087415783,1101.064979072114,3368.628121113972,78.11024582841131,122.27318644063782,1108.366663602057,3381.730118088451
S04,R12,BSDC91,2500.78082900496,20.86159993351865,552.3407570911143,2261.49609596536,52.53538023695829,91.84335871646479,509.0720890070508,2216.2266224992572
S04,R13,BS2DCE,9396.787808692005,78.31006357452354,1850.2575109523505,8371.140678231384,61.59563145862292,118.1469492373372,1889.6984818851515,8289.133361628805
S04,R13,BSDC91,5075.752313425491,42.336878817578125,1080.9535687009911,4473.896575448362,56.917157986752564,85.31158071064317,1063.2813602929405,4475.598357175952
S04,R14,BS2DCE,1239.1337787355556,10.326497505583024,350.9615032609806,1155.085133275733,73.99373969295341,132.08845889345957,398.45042700303975,1195.287694228079
S04,R14,BSDC91,3338.9324727297144,27.84810421618328,1124.86938801421,3033.139211989605,39.594185666139936,69.29898328811434,1120.6848640838066,3045.1805321942284
S04,R15,BS2DCE,4460.055830438164,37.201493699998935,573.1835342917099,3841.535351554818,78.63566088923865,114.94543362670099,570.2201397679515,3769.4583231082
S04,R15,BSDC91,4148.978623035929,34.611063391535545,547.7051948246205,3675.5122092820857,78.01124984939857,119.32323341256911,459.277429843905,3582.1562551983898
S04,R16,BS2DCE,3855.856366057029,32.133466709330335,751.8914601429126,3387.7707826121764,95.26079431681188,135.5884142409873,686.3103339620268,3352.968048396868
S04,R16,BSDC91,5573.717388291514,46.49040910524474,1093.4740515391572,4920.41141210193,63.44627188476372,93.74646672553563,1100.6986550367142,4887.238584728878
S04,R17,BS2DCE,2089.8629955397696,17.415982712910385,654.2931553968527,1929.8426744010544,94.78999308623936,146.72764699054318,724.2707924946839,1954.1957342083783
S04,R17,BSDC91,2176.631864736441,18.154938165861804,487.98700294739433,1917.9063179319323,68.11905851438624,107.78212877134013,481.2066914470182,1885.2288274157843
