seed_id,capture_id,tag,imu_endpoint_drift_3d_mm,imu_drift_rate_3d_mm_s,imu_prior_p50_mm,imu_prior_p95_mm,fused_p50_mm,fused_p95_mm,correction_p50_mm,correction_p95_mm
S00,R01,BS2DCE,3652.011964821453,30.442835309864225,805.6615969539372,3250.590959709736,81.08949187147515,151.37192086779007,779.1758663151377,3195.731402351532
S00,R01,BSDC91,2187.705158225104,18.24194385789732,778.6063161372431,2103.1651635846465,63.40075957846106,108.91446640100284,743.6686956594536,2079.57029652476
S00,R02,BS2DCE,2680.131409371775,22.336089285803936,813.6381567623876,2506.918650195036,58.05620862374297,109.32414910527004,794.0503484946771,2437.315262470005
S00,R02,BSDC91,2153.509913162388,17.95956311570547,539.8822166114624,1840.6814143848417,68.56289180176964,122.00408299951546,485.0172689565235,1832.2116415315554
S00,R03,BS2DCE,1491.4992948195595,14.21783790156281,355.77538648459125,1411.609218219395,66.32426658997892,167.52493400761614,378.9575510370372,1422.6101267285594
S00,R03,BSDC91,9684.334491545938,80.7671319113055,1922.8828173740387,8603.48467687539,92.21303444524673,138.6910310447417,1853.2518575286304,8463.183149946264
S00,R04,BS2DCE,6016.506785643587,50.18122759669971,1489.4374153574006,5396.921546570175,61.3169063380324,114.73186758861146,1526.9359399392706,5423.0188310194235
S00,R04,BSDC91,5845.007764164127,48.75090313462909,1383.8236354902165,5265.422675404647,45.215459391077424,73.81237748707936,1404.083002465661,5289.038363051577
S00,R05,BS2DCE,3188.2261379617817,26.59040624774998,937.3691846740934,2871.4622961932287,76.65078960702508,135.53078409600056,875.724526268856,2840.8262840665557
S00,R05,BSDC91,3761.295083594856,31.34497619031109,757.3970804169873,3369.4218326675723,57.06395853090036,76.02783092300426,725.7037816735158,3329.643757088674
S00,R06,BS2DCE,5581.599490277395,46.54995187236427,1819.1132221335445,5133.983017118401,83.28164243563913,129.93872923982772,1814.4477016820097,5084.271654743558
S00,R06,BSDC91,3886.8001904244456,32.39527931779257,856.9770544993155,3469.0786358220253,66.29778865109427,102.5981911616242,794.4652875462318,3435.687058202266
S00,R07,BS2DCE,7591.0264808584225,63.31621925383895,1812.1751236588793,6788.795055232649,91.51631635939872,145.00027248914293,1800.5462983661016,6693.153788416155
S00,R07,BSDC91,2596.5867304100057,21.642028504129165,909.1274530863571,2488.530038090258,54.150139221891166,97.1804710422319,900.9735530712328,2495.583695652774
S00,R08,BS2DCE,889.6460554302975,7.415688836652664,492.1170197824864,855.0771394127685,77.15528095545149,131.11953415161346,542.3462091132538,913.5093028527804
S00,R08,BSDC91,4805.498523627135,40.07905658790164,1830.1493725674072,4428.097800624298,51.33936990741431,70.58025127234397,1814.9063555211324,4392.0560607130255
S00,R09,BS2DCE,4666.52813367513,38.92757097705212,941.3219593056592,4167.4368527367515,96.85225605670112,144.37693639801094,996.7713640674904,4119.2948186486965
S00,R09,BSDC91,4681.353476472737,39.04634584303535,1512.1985086453838,4264.552934083055,59.54560242712836,99.29984451905462,1483.7985742278593,4264.736028008615
S00,R10,BS2DCE,4835.664463100314,40.33852664586531,1604.9076629642002,4457.858411188554,54.51847086658824,126.55559515006732,1663.456537137926,4403.511284239763
S00,R10,BSDC91,1654.819445545609,13.804528879569338,577.5859487683703,1452.4824642067904,51.100555678740534,87.79841692775906,581.3112108612606,1413.9742381791882
S00,R11,BS2DCE,3447.525032551652,28.73049695774916,881.9882338811266,3062.345233323399,68.82758286906258,137.29703242856309,892.17508325774,3012.354169725675
S00,R11,BSDC91,5211.971927692327,43.4729760715621,1466.8279009833332,4720.946908822664,71.46612025720177,96.59661872803586,1457.3551674010732,4700.643969726909
S00,R12,BS2DCE,3098.0730399883278,25.839401612837133,1035.5556683060308,2829.0652234037157,88.35112415801328,129.5940198985466,991.7714866324325,2738.9163933572017
S00,R12,BSDC91,2400.283895183567,20.023251045199085,351.9282766649867,2104.366732974118,43.87068349571746,82.01443927137494,392.23573259843374,2091.094303290183
S00,R13,BS2DCE,6344.7780970088415,52.875513021951264,1520.4784450745128,5727.14771717954,85.94587702572625,129.68863343015616,1483.47064549623,5614.562742137452
S00,R13,BSDC91,2153.601583587398,17.963203016135996,730.2838265814454,2003.6480521254102,60.647461487930926,88.64946133978755,706.2716573460284,1952.9593259991743
S00,R14,BS2DCE,3934.5871198992977,32.789441121199694,1172.6026322842874,3612.846410857521,82.69073877366233,142.36747452656465,1121.0808499219652,3527.1289641002345
S00,R14,BSDC91,6312.34656637448,52.64763108112522,1399.494507702474,5669.33860351285,44.432154551851475,71.26926650688384,1387.1662096620717,5637.798916507693
S00,R15,BS2DCE,6010.342828427464,50.1324959523235,1529.8838378642859,5413.243770154635,68.57672519306595,101.20978301112774,1548.8910431817867,5411.125026513093
S00,R15,BSDC91,3358.57363228684,28.01745090871561,574.6823048424884,3008.049218315513,54.82236041100828,88.37054194221388,603.7288748765079,3039.280839094715
S00,R16,BS2DCE,4553.165860043819,37.944619740955766,1243.14166571005,4063.8514551348,94.70084887544446,127.661208933719,1259.3460082194238,4000.143801689331
S00,R16,BSDC91,4748.193162457737,39.60470674331231,991.6061868901108,4246.271932118661,74.00648707284792,104.45890903371766,986.0892762494395,4212.23051013207
S00,R17,BS2DCE,4222.845077840806,35.19130059335731,776.4787115489816,3773.7918164941593,102.3933915662475,156.74756298518344,770.5291012332632,3749.7341414744856
S00,R17,BSDC91,6957.506622870267,58.03144967836735,1666.3857611414235,6319.851618704296,55.88138920889468,88.45254120581001,1682.042097140254,6320.61150477107
S01,R01,BS2DCE,5127.964825394403,42.74624238858174,1196.0245484868262,4561.895299319896,80.87268758763784,150.71853950113925,1177.384620035983,4523.514692186902
S01,R01,BSDC91,6172.979881127593,51.472727942378654,1459.8479341384887,5482.349824770956,72.81792610932013,111.75731051654903,1422.5257348391888,5417.770665878606
S01,R02,BS2DCE,2180.6670499423526,18.17357677306582,702.2405860003029,1947.4831645311244,52.96806069892356,102.25677751499288,681.8803863854652,1933.6519254677596
S01,R02,BSDC91,5030.175416059026,41.95000557722993,1365.3666652373956,4493.595328142187,64.27912492877677,113.76930265470803,1440.9251417863184,4491.670612332238
S01,R03,BS2DCE,2734.4858665180805,26.066708130071277,805.372174778885,2442.6514794918044,78.05704825780015,177.4990898530354,751.7504185337427,2417.702718421454
S01,R03,BSDC91,4698.186518795126,39.18276993000362,1142.584242437993,4197.644767774189,51.709285634240054,85.26565653907775,1158.3836556086353,4217.772736865039
S01,R04,BS2DCE,7232.29446641268,60.32161644551098,1351.4725084691713,6419.7535030976505,85.30145340690014,154.77128685998076,1316.925055797978,6308.5577030307895
S01,R04,BSDC91,5086.976512782969,42.42846361013869,1144.3125210673088,4527.328262277379,69.9534545512654,109.44626762154631,1076.3187482529988,4422.806505414656
S01,R05,BS2DCE,4235.178546758012,35.322186450063185,1007.3049482015836,3862.147315017698,68.01524367078122,124.58104334263665,1006.1143948456553,3901.0243691639757
S01,R05,BSDC91,4416.303950204368,36.803531520858336,1009.5798596193866,3901.587154572973,44.95539779303517,63.89573255049572,1037.0917149183613,3906.4849961412033
S01,R06,BS2DCE,5226.600431218552,43.58929710974488,1126.3493220550358,4702.817826805874,88.00236611924697,142.63909695237297,1036.4687533332253,4645.177684482888
S01,R06,BSDC91,7467.359016232167,62.238131430847005,1741.6209784901755,6702.359500139678,50.68705125644957,81.23174634808548,1789.2148991641766,6632.94966730478
S01,R07,BS2DCE,2787.385623551322,23.24938790963305,866.5042661089415,2603.512329080878,81.71344763929338,134.1533671184754,880.4341816515941,2608.345637398293
S01,R07,BSDC91,3068.0092079672563,25.571240102299125,817.7441549321354,2779.0341683832603,62.17502960028699,98.96784068064578,798.2880333782499,2716.022105189971
S01,R08,BS2DCE,2560.42719167058,21.342567897015847,325.23404781683297,2137.087187720932,80.75518696237117,134.76446903197757,271.7749148509043,2102.067114339636
