seed_id,rows,capture_tags,fused_err3d_p50_mm,fused_err3d_p95_mm,imu_prior_err3d_p95_mm,correction_from_imu_prior_p50_mm,correction_from_imu_prior_p95_mm,fused_acc_norm_p95_mm_s2,opti_acc_norm_p95_mm_s2,imu_acc_correction_norm_p50_mm_s2,imu_acc_correction_norm_p95_mm_s2,imu_acc_correction_ratio_p50,imu_gyro_correction_norm_p50_dps,imu_gyro_correction_norm_p95_dps
S00,40661,34,66.51004779832303,128.95786333884595,4529.121023495887,923.5520279321654,4499.102194488294,1836.1562912558907,1486.1738691755143,278.71058924620297,1366.800185137483,0.3348503031181277,0.00461810077908732,0.008998524169840835
S01,40661,34,66.74807917824597,130.93360777570504,4814.532723921126,1003.0338744949873,4772.441851218969,1862.704438108993,1486.1738691755143,279.0055650228753,1387.7208823137962,0.3363550600214284,0.004605865619584942,0.008908848112291553
S02,40661,34,67.30818627660183,129.01217394630154,4105.666257771732,967.8831155280994,4082.7677640879697,1831.0660348494775,1486.1738691755143,276.6727712551075,1330.6449872863768,0.33304596106303774,0.004804291668451331,0.00895152916733918
S03,40661,34,67.73740819391124,129.51229063627827,4801.176740245907,1052.0734301755074,4774.263538171144,1854.0129611081122,1486.1738691755143,278.1180711949601,1365.9333079595958,0.33453805858686486,0.00523533514503282,0.009564507714203625
S04,40661,34,68.07017811264235,129.70097029990072,4057.764470312627,849.5058537923345,4018.940813297583,1835.0059894518092,1486.1738691755143,276.98331150512047,1356.4065040959385,0.33303909281798677,0.004931099610868963,0.008479284115319365
