row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L8:I1+I2+I3+I8:T8,simulate_imu_prior,1.0350100309879053,,,,
R4:L8:I1+I2+I3+I8:T8,cpu_golden,0.37154350499622524,,,,
R4:L8:I1+I2+I3+I8:T8,torch_gpu,0.8166394389991183,0,1,0.8166394389991183,0.8166394389991183
R4:L14:I1+I2+I3+I8:T8,simulate_imu_prior,0.8691344600229058,,,,
R4:L14:I1+I2+I3+I8:T8,cpu_golden,0.20407653498114087,,,,
R4:L14:I1+I2+I3+I8:T8,torch_gpu,0.4510718479868956,0,1,0.4510718479868956,0.4510718479868956
