host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count
0.061269,1777924641.731485,5,,BS2DCE,,f,0,0,3317,3317,100,1,O,100,0,701,8
0.061269,1777924641.731485,5,,BS2DCE,,f,0,1,2561,2561,100,1,O,100,0,701,8
0.061269,1777924641.731485,5,,BS2DCE,,f,0,2,2546,2546,100,1,O,100,0,701,8
0.061269,1777924641.731485,5,,BS2DCE,,f,0,3,3104,3104,100,1,O,100,0,701,8
0.061269,1777924641.731485,5,,BS2DCE,,f,0,4,3233,3233,100,1,O,100,0,701,8
0.061269,1777924641.731485,5,,BS2DCE,,f,0,5,2521,2521,100,1,O,100,0,701,8
0.061269,1777924641.731485,5,,BS2DCE,,f,0,6,2601,2601,100,1,O,100,0,701,8
0.061269,1777924641.731485,5,,BS2DCE,,f,0,7,3161,3161,100,1,O,100,0,701,8
0.128933,1777924641.799149,6,,BS2DCE,,f,0,0,3525,3525,100,1,O,100,0,701,8
0.128933,1777924641.799149,6,,BS2DCE,,f,0,1,2544,2544,100,1,O,100,0,701,8
0.128933,1777924641.799149,6,,BS2DCE,,f,0,2,2777,2777,100,1,O,100,0,701,8
0.128933,1777924641.799149,6,,BS2DCE,,f,0,3,3075,3075,100,1,O,100,0,701,8
0.128933,1777924641.799149,6,,BS2DCE,,f,0,4,3187,3187,100,1,O,100,0,701,8
0.128933,1777924641.799149,6,,BS2DCE,,f,0,5,2502,2502,100,1,O,100,0,701,8
0.128933,1777924641.799149,6,,BS2DCE,,f,0,6,2571,2571,100,1,O,100,0,701,8
0.128933,1777924641.799149,6,,BS2DCE,,f,0,7,3242,3242,100,1,O,100,0,701,8
0.246103,1777924641.916319,7,,BS2DCE,,f,0,0,3679,3679,100,1,O,100,0,701,8
0.246103,1777924641.916319,7,,BS2DCE,,f,0,1,2463,2463,100,1,O,100,0,701,8
0.246103,1777924641.916319,7,,BS2DCE,,f,0,2,2810,2810,100,1,O,100,0,701,8
0.246103,1777924641.916319,7,,BS2DCE,,f,0,3,3120,3120,100,1,O,100,0,701,8
