a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,C,A,5101,96,5101,1,0
A,D,A,2783,100,2783,1,0
A,E,A,1621,100,1621,1,0
A,F,A,4584,100,4584,1,0
A,G,A,5129,100,5129,1,0
A,H,A,3106,100,3106,1,0
A,B,A,4343,100,4343,1,0
A,C,A,5045,100,5045,1,0
A,D,A,2738,100,2738,1,0
A,E,A,1568,100,1568,1,0
A,F,A,4607,100,4607,1,0
A,G,A,5190,100,5190,1,0
A,H,A,3118,100,3118,1,0
A,B,A,4267,100,4267,1,0
A,C,A,5107,100,5107,1,0
A,D,A,2796,100,2796,1,0
A,E,A,1601,100,1601,1,0
A,F,A,4596,100,4596,1,0
A,G,A,5134,100,5134,1,0
A,H,A,3131,100,3131,1,0
A,B,A,4354,100,4354,1,0
A,C,A,5082,100,5082,1,0
A,D,A,2735,100,2735,1,0
A,E,A,1605,100,1605,1,0
A,F,A,4620,100,4620,1,0
A,G,A,5165,100,5165,1,0
A,H,A,3148,100,3148,1,0
A,B,A,4338,100,4338,1,0
A,C,A,5102,100,5102,1,0
A,D,A,2748,100,2748,1,0
A,E,A,1594,100,1594,1,0
A,F,A,4590,100,4590,1,0
A,G,A,5185,100,5185,1,0
A,H,A,3128,100,3128,1,0
A,B,A,4289,100,4289,1,0
A,C,A,5101,100,5101,1,0
A,D,A,2783,100,2783,1,0
A,E,A,1588,100,1588,1,0
A,F,A,4570,100,4570,1,0
A,G,A,5146,100,5146,1,0
A,H,A,3130,100,3130,1,0
A,B,A,4344,100,4344,1,0
A,C,A,5087,100,5087,1,0
A,D,A,2751,100,2751,1,0
A,E,A,1597,100,1597,1,0
A,F,A,4608,100,4608,1,0
A,G,A,5174,100,5174,1,0
A,H,A,3138,100,3138,1,0
A,B,A,4306,100,4306,1,0
A,C,A,5058,100,5058,1,0
A,D,A,2778,100,2778,1,0
A,E,A,1587,100,1587,1,0
A,F,A,4585,100,4585,1,0
A,G,A,5159,100,5159,1,0
A,H,A,3140,100,3140,1,0
A,B,A,4347,100,4347,1,0
A,C,A,5058,100,5058,1,0
A,D,A,2766,100,2766,1,0
A,E,A,1623,100,1623,1,0
A,F,A,4599,100,4599,1,0
A,G,A,5144,100,5144,1,0
A,H,A,3131,100,3131,1,0
A,B,A,4285,100,4285,1,0
A,C,A,5074,100,5074,1,0
A,D,A,2790,100,2790,1,0
A,E,A,1591,100,1591,1,0
A,F,A,4595,100,4595,1,0
A,G,A,5179,100,5179,1,0
A,H,A,3108,100,3108,1,0
A,B,A,4298,100,4298,1,0
A,C,A,5098,100,5098,1,0
A,D,A,2761,100,2761,1,0
A,E,A,1594,100,1594,1,0
A,F,A,4617,100,4617,1,0
A,G,A,5174,100,5174,1,0
A,H,A,3119,100,3119,1,0
A,B,A,4301,100,4301,1,0
A,C,A,5077,100,5077,1,0
A,D,A,2739,100,2739,1,0
A,E,A,1542,100,1542,1,0
A,F,A,4589,100,4589,1,0
A,G,A,5174,100,5174,1,0
A,H,A,3129,100,3129,1,0
A,B,A,4355,100,4355,1,0
A,C,A,5064,100,5064,1,0
A,D,A,2759,100,2759,1,0
A,E,A,1610,100,1610,1,0
A,F,A,4593,100,4593,1,0
A,G,A,5182,100,5182,1,0
A,H,A,3146,100,3146,1,0
A,B,A,4248,100,4248,1,0
A,C,A,5076,100,5076,1,0
A,D,A,2728,100,2728,1,0
A,E,A,1579,100,1579,1,0
A,F,A,4596,100,4596,1,0
A,G,A,5130,100,5130,1,0
A,H,A,3166,100,3166,1,0
A,B,A,4321,100,4321,1,0
A,C,A,5071,100,5071,1,0
A,D,A,2736,100,2736,1,0
A,E,A,1627,100,1627,1,0
A,F,A,4667,100,4667,1,0
A,G,A,5117,100,5117,1,0
A,H,A,3162,100,3162,1,0
A,B,A,4288,100,4288,1,0
A,C,A,5101,100,5101,1,0
A,D,A,2812,100,2812,1,0
A,E,A,1625,100,1625,1,0
A,F,A,4612,100,4612,1,0
A,G,A,5106,100,5106,1,0
A,H,A,3121,100,3121,1,0
A,B,A,4325,100,4325,1,0
A,C,A,5088,100,5088,1,0
A,D,A,2793,100,2793,1,0
A,E,A,1625,100,1625,1,0
A,F,A,4626,100,4626,1,0
A,G,A,5136,100,5136,1,0
A,H,A,3113,100,3113,1,0
A,B,A,4371,100,4371,1,0
A,C,A,5070,100,5070,1,0
A,D,A,2801,100,2801,1,0
A,E,A,1574,100,1574,1,0
A,F,A,4655,100,4655,1,0
A,G,A,5182,100,5182,1,0
A,H,A,3114,100,3114,1,0
A,B,A,4300,100,4300,1,0
A,C,A,5093,100,5093,1,0
A,D,A,2754,100,2754,1,0
A,E,A,1596,100,1596,1,0
A,F,A,4623,100,4623,1,0
A,G,A,5095,100,5095,1,0
A,H,A,3129,100,3129,1,0
A,B,A,4324,100,4324,1,0
A,C,A,5095,100,5095,1,0
A,D,A,2770,100,2770,1,0
A,E,A,1598,100,1598,1,0
A,F,A,4648,100,4648,1,0
A,G,A,5164,100,5164,1,0
A,H,A,3129,100,3129,1,0
A,B,A,4324,100,4324,1,0
A,C,A,5081,100,5081,1,0
A,D,A,2771,100,2771,1,0
A,E,A,1616,100,1616,1,0
A,F,A,4649,100,4649,1,0
A,G,A,5081,100,5081,1,0
A,H,A,3115,95,3115,1,0
A,B,A,4274,100,4274,1,0
A,C,A,5086,100,5086,1,0
A,D,A,2734,100,2734,1,0
A,E,A,1575,100,1575,1,0
A,F,A,4649,100,4649,1,0
A,G,A,5186,100,5186,1,0
A,H,A,3107,95,3107,1,0
A,B,A,4361,100,4361,1,0
A,C,A,5081,100,5081,1,0
A,D,A,2809,100,2809,1,0
A,E,A,1599,100,1599,1,0
A,F,A,4634,100,4634,1,0
A,G,A,5173,100,5173,1,0
A,H,A,3075,95,3075,1,0
A,B,A,4318,100,4318,1,0
A,C,A,5104,100,5104,1,0
A,D,A,2750,100,2750,1,0
A,E,A,1580,100,1580,1,0
A,F,A,4706,100,4706,1,0
A,G,A,5118,100,5118,1,0
A,H,A,3119,95,3119,1,0
A,B,A,4286,100,4286,1,0
A,C,A,5076,100,5076,1,0
A,D,A,2742,100,2742,1,0
A,E,A,1593,100,1593,1,0
A,F,A,4748,100,4748,1,0
A,G,A,5180,100,5180,1,0
A,H,A,3119,95,3119,1,0
A,B,A,4329,100,4329,1,0
A,C,A,5082,100,5082,1,0
A,D,A,2740,100,2740,1,0
A,E,A,1634,100,1634,1,0
A,F,A,4752,100,4752,1,0
A,G,A,5099,100,5099,1,0
A,H,A,3115,92,3115,1,0
A,B,A,4265,100,4265,1,0
A,C,A,5104,100,5104,1,0
A,D,A,2757,100,2757,1,0
A,E,A,1632,100,1632,1,0
A,F,A,4688,100,4688,1,0
A,G,A,5190,100,5190,1,0
A,H,A,3143,92,3143,1,0
A,B,A,4353,100,4353,1,0
A,C,A,5084,100,5084,1,0
A,D,A,2815,100,2815,1,0
A,E,A,1626,100,1626,1,0
A,F,A,4711,100,4711,1,0
A,G,A,5137,100,5137,1,0
A,H,A,3147,92,3147,1,0
A,B,A,4327,100,4327,1,0
A,C,A,5080,100,5080,1,0
A,D,A,2736,100,2736,1,0
A,E,A,1581,100,1581,1,0
A,F,A,4702,100,4702,1,0
A,G,A,5087,100,5087,1,0
A,H,A,3098,92,3098,1,0
A,B,A,4299,100,4299,1,0
A,C,A,5086,100,5086,1,0
A,D,A,2775,100,2775,1,0
A,E,A,1577,100,1577,1,0
A,F,A,4691,100,4691,1,0
A,G,A,5111,100,5111,1,0
A,H,A,3122,93,3122,1,0
A,B,A,4259,100,4259,1,0
A,C,A,5107,100,5107,1,0
A,D,A,2752,100,2752,1,0
A,E,A,1632,100,1632,1,0
A,F,A,4680,100,4680,1,0
A,G,A,5142,100,5142,1,0
A,H,A,3116,93,3116,1,0
A,B,A,4257,100,4257,1,0
A,C,A,5068,100,5068,1,0
A,D,A,2756,100,2756,1,0
A,E,A,1571,100,1571,1,0
A,F,A,4709,100,4709,1,0
A,G,A,5164,100,5164,1,0
A,H,A,3140,93,3140,1,0
A,B,A,4331,100,4331,1,0
A,C,A,5076,100,5076,1,0
A,D,A,2700,100,2700,1,0
A,E,A,1586,100,1586,1,0
A,F,A,4731,100,4731,1,0
A,G,A,5127,100,5127,1,0
A,H,A,3114,93,3114,1,0
A,B,A,4333,100,4333,1,0
A,C,A,5102,100,5102,1,0
A,D,A,2736,100,2736,1,0
A,E,A,1543,100,1543,1,0
A,F,A,4722,100,4722,1,0
A,G,A,5138,100,5138,1,0
A,H,A,3112,94,3112,1,0
A,B,A,4331,100,4331,1,0
A,C,A,5092,100,5092,1,0
A,D,A,2811,100,2811,1,0
A,E,A,1626,100,1626,1,0
A,F,A,4710,100,4710,1,0
A,G,A,5104,100,5104,1,0
A,H,A,3136,94,3136,1,0
A,B,A,4330,100,4330,1,0
A,C,A,5121,100,5121,1,0
A,D,A,2790,100,2790,1,0
A,E,A,1621,100,1621,1,0
A,F,A,4704,100,4704,1,0
A,G,A,5167,100,5167,1,0
A,H,A,3179,94,3179,1,0
A,B,A,4284,100,4284,1,0
A,C,A,5085,100,5085,1,0
A,D,A,2764,100,2764,1,0
A,E,A,1571,100,1571,1,0
A,F,A,4704,100,4704,1,0
A,G,A,5112,100,5112,1,0
A,H,A,3139,95,3139,1,0
A,B,A,4259,100,4259,1,0
A,C,A,5084,100,5084,1,0
A,D,A,2788,100,2788,1,0
A,E,A,1608,100,1608,1,0
A,F,A,4701,95,4701,1,0
A,G,A,5096,100,5096,1,0
A,H,A,3141,95,3141,1,0
A,B,A,4290,100,4290,1,0
A,C,A,5054,100,5054,1,0
A,D,A,2740,100,2740,1,0
A,E,A,1595,100,1595,1,0
A,F,A,4699,95,4699,1,0
A,G,A,5118,100,5118,1,0
A,H,A,3136,95,3136,1,0
A,B,A,4321,100,4321,1,0
A,C,A,5060,100,5060,1,0
A,D,A,2743,100,2743,1,0
A,E,A,1569,100,1569,1,0
A,F,A,4720,95,4720,1,0
A,G,A,5122,100,5122,1,0
A,H,A,3153,95,3153,1,0
A,B,A,4287,100,4287,1,0
A,C,A,5108,100,5108,1,0
A,D,A,2796,100,2796,1,0
A,E,A,1558,100,1558,1,0
A,F,A,4718,95,4718,1,0
A,G,A,5138,100,5138,1,0
A,H,A,3148,95,3148,1,0
A,B,A,4282,100,4282,1,0
A,C,A,5087,100,5087,1,0
A,D,A,2703,100,2703,1,0
A,E,A,1569,100,1569,1,0
A,F,A,4710,96,4710,1,0
A,G,A,5136,100,5136,1,0
A,H,A,3149,96,3149,1,0
A,B,A,4348,100,4348,1,0
A,C,A,5065,100,5065,1,0
A,D,A,2773,100,2773,1,0
A,E,A,1615,100,1615,1,0
A,F,A,4689,96,4689,1,0
A,G,A,5126,100,5126,1,0
A,H,A,3145,96,3145,1,0
A,B,A,4326,100,4326,1,0
A,C,A,5119,100,5119,1,0
A,D,A,2739,100,2739,1,0
A,E,A,1637,100,1637,1,0
A,F,A,4708,96,4708,1,0
A,G,A,5130,100,5130,1,0
A,H,A,3157,96,3157,1,0
A,B,A,4288,100,4288,1,0
A,C,A,5061,100,5061,1,0
A,D,A,2738,100,2738,1,0
A,E,A,1605,100,1605,1,0
A,F,A,4682,96,4682,1,0
A,G,A,5147,100,5147,1,0
A,H,A,3154,96,3154,1,0
A,B,A,4290,100,4290,1,0
A,C,A,5087,100,5087,1,0
A,D,A,2775,100,2775,1,0
A,E,A,1597,100,1597,1,0
A,F,A,4693,96,4693,1,0
A,G,A,5159,100,5159,1,0
A,H,A,3140,96,3140,1,0
A,B,A,4283,100,4283,1,0
A,C,A,5131,100,5131,1,0
A,D,A,2785,100,2785,1,0
A,E,A,1574,100,1574,1,0
A,F,A,4793,96,4793,1,0
A,G,A,5098,100,5098,1,0
A,H,A,3122,96,3122,1,0
A,B,A,4276,100,4276,1,0
A,C,A,5085,100,5085,1,0
A,D,A,2752,100,2752,1,0
A,E,A,1615,100,1615,1,0
A,F,A,4735,96,4735,1,0
A,G,A,5183,100,5183,1,0
A,H,A,3164,96,3164,1,0
A,B,A,4283,100,4283,1,0
A,C,A,5107,100,5107,1,0
A,D,A,2752,100,2752,1,0
A,E,A,1599,100,1599,1,0
A,F,A,4727,96,4727,1,0
A,G,A,5122,100,5122,1,0
A,H,A,3134,96,3134,1,0
A,B,A,4311,100,4311,1,0
A,C,A,5109,100,5109,1,0
A,D,A,2771,100,2771,1,0
A,E,A,1586,100,1586,1,0
A,F,A,4738,100,4738,1,0
A,G,A,5103,100,5103,1,0
A,H,A,3140,100,3140,1,0
A,B,A,4327,100,4327,1,0
A,C,A,5097,100,5097,1,0
A,D,A,2760,100,2760,1,0
A,E,A,1638,100,1638,1,0
A,F,A,4756,100,4756,1,0
A,G,A,5149,100,5149,1,0
A,H,A,3120,100,3120,1,0
A,B,A,4270,100,4270,1,0
A,C,A,5045,100,5045,1,0
A,D,A,2730,100,2730,1,0
A,E,A,1615,100,1615,1,0
A,F,A,4752,100,4752,1,0
A,G,A,5100,100,5100,1,0
A,H,A,3154,100,3154,1,0
A,B,A,4306,100,4306,1,0
A,C,A,5097,100,5097,1,0
A,D,A,2753,100,2753,1,0
A,E,A,1611,100,1611,1,0
A,F,A,4765,100,4765,1,0
A,G,A,5163,100,5163,1,0
A,H,A,3129,100,3129,1,0
A,B,A,4275,100,4275,1,0
A,C,A,5097,100,5097,1,0
A,D,A,2765,100,2765,1,0
A,E,A,1630,100,1630,1,0
A,F,A,4701,100,4701,1,0
A,G,A,5117,100,5117,1,0
A,H,A,3127,100,3127,1,0
A,B,A,4328,100,4328,1,0
A,C,A,5032,100,5032,1,0
A,D,A,2785,100,2785,1,0
A,E,A,1611,100,1611,1,0
A,F,A,4721,100,4721,1,0
A,G,A,5104,100,5104,1,0
A,H,A,3150,100,3150,1,0
A,B,A,4288,100,4288,1,0
A,C,A,5079,100,5079,1,0
A,D,A,2816,100,2816,1,0
A,E,A,1616,100,1616,1,0
A,F,A,4724,100,4724,1,0
A,G,A,5115,100,5115,1,0
A,H,A,3157,100,3157,1,0
A,B,A,4290,100,4290,1,0
A,C,A,5084,100,5084,1,0
A,D,A,2778,100,2778,1,0
A,E,A,1634,100,1634,1,0
A,F,A,4739,100,4739,1,0
A,G,A,5156,100,5156,1,0
A,H,A,3138,100,3138,1,0
A,B,A,4355,100,4355,1,0
A,C,A,5069,100,5069,1,0
A,D,A,2743,100,2743,1,0
A,E,A,1600,100,1600,1,0
A,F,A,4738,100,4738,1,0
A,G,A,5142,100,5142,1,0
A,H,A,3132,100,3132,1,0
A,B,A,4277,100,4277,1,0
A,C,A,5065,100,5065,1,0
A,D,A,2786,100,2786,1,0
A,E,A,1590,100,1590,1,0
A,F,A,4693,100,4693,1,0
A,G,A,5159,100,5159,1,0
A,H,A,3159,100,3159,1,0
A,B,A,4276,100,4276,1,0
A,C,A,5086,100,5086,1,0
A,D,A,2746,100,2746,1,0
A,E,A,1626,100,1626,1,0
A,F,A,4683,100,4683,1,0
A,G,A,5158,100,5158,1,0
A,H,A,3144,100,3144,1,0
A,B,A,4293,100,4293,1,0
A,C,A,5081,100,5081,1,0
A,D,A,2781,100,2781,1,0
A,E,A,1584,100,1584,1,0
A,F,A,4676,100,4676,1,0
A,G,A,5122,100,5122,1,0
A,H,A,3155,100,3155,1,0
A,B,A,4354,100,4354,1,0
A,C,A,5073,100,5073,1,0
A,D,A,2817,100,2817,1,0
A,E,A,1623,100,1623,1,0
A,F,A,4676,100,4676,1,0
A,G,A,5160,100,5160,1,0
A,H,A,3153,100,3153,1,0
A,B,A,4334,100,4334,1,0
A,C,A,5034,100,5034,1,0
A,D,A,2771,100,2771,1,0
A,E,A,1627,100,1627,1,0
A,F,A,4609,100,4609,1,0
A,G,A,5123,100,5123,1,0
A,H,A,3177,100,3177,1,0
A,B,A,4309,100,4309,1,0
A,C,A,5086,100,5086,1,0
A,D,A,2807,100,2807,1,0
A,E,A,1581,100,1581,1,0
A,F,A,4675,100,4675,1,0
A,G,A,5141,100,5141,1,0
A,H,A,3133,100,3133,1,0
A,B,A,4317,100,4317,1,0
A,C,A,5077,100,5077,1,0
A,D,A,2756,100,2756,1,0
A,E,A,1626,100,1626,1,0
A,F,A,4574,100,4574,1,0
A,G,A,5154,100,5154,1,0
A,H,A,3150,100,3150,1,0
A,B,A,4294,100,4294,1,0
A,C,A,5088,100,5088,1,0
A,D,A,2783,100,2783,1,0
A,E,A,1620,100,1620,1,0
A,F,A,4635,100,4635,1,0
A,G,A,5138,100,5138,1,0
A,H,A,3154,100,3154,1,0
A,B,A,4292,100,4292,1,0
A,C,A,5093,100,5093,1,0
A,D,A,2710,100,2710,1,0
A,E,A,1618,100,1618,1,0
A,F,A,4591,100,4591,1,0
A,G,A,5131,100,5131,1,0
A,H,A,3174,100,3174,1,0
A,B,A,4294,100,4294,1,0
A,C,A,5080,100,5080,1,0
A,D,A,2770,100,2770,1,0
A,E,A,1615,100,1615,1,0
A,F,A,4613,100,4613,1,0
A,G,A,5167,100,5167,1,0
A,H,A,3157,100,3157,1,0
A,B,A,4279,100,4279,1,0
A,C,A,5091,100,5091,1,0
A,D,A,2768,100,2768,1,0
A,E,A,1597,100,1597,1,0
A,F,A,4610,100,4610,1,0
A,G,A,5118,100,5118,1,0
A,H,A,3123,100,3123,1,0
A,B,A,4335,100,4335,1,0
A,C,A,5061,100,5061,1,0
A,D,A,2784,100,2784,1,0
A,E,A,1635,100,1635,1,0
A,F,A,4634,100,4634,1,0
A,G,A,5182,100,5182,1,0
A,H,A,3135,100,3135,1,0
A,B,A,4311,100,4311,1,0
A,C,A,5064,100,5064,1,0
A,D,A,2756,100,2756,1,0
A,E,A,1565,100,1565,1,0
A,F,A,4595,100,4595,1,0
A,G,A,5121,100,5121,1,0
A,H,A,3126,100,3126,1,0
A,B,A,4336,100,4336,1,0
A,C,A,5099,100,5099,1,0
A,D,A,2783,100,2783,1,0
A,E,A,1579,100,1579,1,0
A,F,A,4625,100,4625,1,0
A,G,A,5121,100,5121,1,0
A,H,A,3110,100,3110,1,0
A,B,A,4279,100,4279,1,0
A,C,A,5050,100,5050,1,0
A,D,A,2741,100,2741,1,0
A,E,A,1589,100,1589,1,0
A,F,A,4638,100,4638,1,0
A,G,A,5153,100,5153,1,0
A,H,A,3127,100,3127,1,0
A,B,A,4306,100,4306,1,0
A,C,A,5083,100,5083,1,0
A,D,A,2746,100,2746,1,0
A,E,A,1568,100,1568,1,0
A,F,A,4595,100,4595,1,0
A,G,A,5104,100,5104,1,0
A,H,A,3167,100,3167,1,0
A,B,A,4238,100,4238,1,0
A,C,A,5083,100,5083,1,0
A,D,A,2725,100,2725,1,0
A,E,A,1608,100,1608,1,0
A,F,A,4612,100,4612,1,0
A,G,A,5123,100,5123,1,0
A,H,A,3139,100,3139,1,0
A,B,A,4347,100,4347,1,0
A,C,A,5071,96,5071,1,0
A,D,A,2762,100,2762,1,0
A,E,A,1597,100,1597,1,0
A,F,A,4600,100,4600,1,0
A,G,A,5130,100,5130,1,0
A,H,A,3166,100,3166,1,0
A,B,A,4305,100,4305,1,0
A,C,A,5094,96,5094,1,0
A,D,A,2775,100,2775,1,0
A,E,A,1615,100,1615,1,0
A,F,A,4600,100,4600,1,0
A,G,A,5152,100,5152,1,0
A,H,A,3114,100,3114,1,0
A,B,A,4258,100,4258,1,0
A,C,A,5085,96,5085,1,0
A,D,A,2781,100,2781,1,0
A,E,A,1582,100,1582,1,0
A,F,A,4614,100,4614,1,0
A,G,A,5163,100,5163,1,0
A,H,A,3166,100,3166,1,0
A,B,A,4316,100,4316,1,0
A,C,A,5065,96,5065,1,0
A,D,A,2775,100,2775,1,0
A,E,A,1627,100,1627,1,0
A,F,A,4625,100,4625,1,0
A,G,A,5151,100,5151,1,0
A,H,A,3112,100,3112,1,0
A,B,B,4262,100,4262,1,0
B,C,B,3021,100,3021,1,0
B,D,B,5078,100,5078,1,0
B,E,B,4371,100,4371,1,0
B,F,B,1498,100,1498,1,0
B,G,B,3625,100,3625,1,0
B,H,B,5294,100,5294,1,0
A,B,B,4288,100,4288,1,0
B,C,B,3040,100,3040,1,0
B,D,B,5621,100,5621,1,0
B,E,B,4364,100,4364,1,0
B,F,B,1544,100,1544,1,0
B,G,B,3655,100,3655,1,0
B,H,B,5310,100,5310,1,0
A,B,B,4296,100,4296,1,0
B,C,B,3009,100,3009,1,0
B,D,B,6209,100,6209,1,0
B,E,B,4401,100,4401,1,0
B,F,B,1493,100,1493,1,0
B,G,B,3664,100,3664,1,0
B,H,B,5323,100,5323,1,0
A,B,B,4317,100,4317,1,0
B,C,B,3070,100,3070,1,0
B,D,B,5534,100,5534,1,0
B,E,B,4419,100,4419,1,0
B,F,B,1503,100,1503,1,0
B,G,B,3669,100,3669,1,0
B,H,B,5305,100,5305,1,0
A,B,B,4264,100,4264,1,0
B,C,B,3047,100,3047,1,0
B,D,B,5234,100,5234,1,0
B,E,B,4414,100,4414,1,0
B,F,B,1475,100,1475,1,0
B,G,B,3628,100,3628,1,0
B,H,B,5290,100,5290,1,0
A,B,B,4287,100,4287,1,0
B,C,B,3010,100,3010,1,0
B,D,B,5771,100,5771,1,0
B,E,B,4402,100,4402,1,0
B,F,B,1485,100,1485,1,0
B,G,B,3682,100,3682,1,0
B,H,B,5275,100,5275,1,0
A,B,B,4279,100,4279,1,0
B,C,B,2991,100,2991,1,0
B,D,B,5699,100,5699,1,0
B,E,B,4414,100,4414,1,0
B,F,B,1464,100,1464,1,0
B,G,B,3687,100,3687,1,0
B,H,B,5304,100,5304,1,0
A,B,B,4220,100,4220,1,0
B,C,B,3049,100,3049,1,0
B,D,B,6217,100,6217,1,0
B,E,B,4478,100,4478,1,0
B,F,B,1486,100,1486,1,0
B,G,B,3680,100,3680,1,0
B,H,B,5283,100,5283,1,0
A,B,B,4307,100,4307,1,0
B,C,B,3018,100,3018,1,0
B,D,B,6262,100,6262,1,0
B,E,B,4432,100,4432,1,0
B,F,B,1534,100,1534,1,0
B,G,B,3672,100,3672,1,0
B,H,B,5295,100,5295,1,0
A,B,B,4297,100,4297,1,0
B,C,B,3008,100,3008,1,0
B,D,B,5715,100,5715,1,0
B,E,B,4411,100,4411,1,0
B,F,B,1518,100,1518,1,0
B,G,B,3621,100,3621,1,0
B,H,B,5298,100,5298,1,0
A,B,B,4286,100,4286,1,0
B,C,B,3037,100,3037,1,0
B,D,B,5807,100,5807,1,0
B,E,B,4420,100,4420,1,0
