host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
71.437,1777922264.351228,11722433,24135,H,7,0xa107,0xb101,0xe1,15746,7,1730,120,6363,20
76.137,1777922269.050908,11727133,24136,H,7,0xa107,0xb101,0xe1,14780,7,1706,123,5796,20
80.537,1777922273.450594,11731533,24137,H,7,0xa107,0xb101,0xe1,14869,7,1661,121,4391,20
107.121,1777922300.034736,11758120,24138,H,7,0xa107,0xb101,0xe1,15428,7,1695,120,4544,20
108.621,1777922301.534539,11759619,24139,H,7,0xa107,0xb101,0xe1,15682,7,1666,118,6292,20
113.120,1777922306.034116,11764119,24140,H,7,0xa107,0xb101,0xe1,14732,7,1673,122,6605,20
117.120,1777922310.033918,11768119,24141,H,7,0xa107,0xb101,0xe1,15596,7,1685,119,4689,20
121.220,1777922314.133531,11772219,24142,H,7,0xa107,0xb101,0xe1,14984,7,1565,117,6768,20
123.319,1777922316.233362,11774319,24143,H,7,0xa107,0xb101,0xe1,14755,7,1541,117,3889,20
125.419,1777922318.333252,11776419,24144,H,7,0xa107,0xb101,0xe1,15608,7,1831,124,5534,20
125.920,1777922318.833588,11776920,24145,H,7,0xa107,0xb101,0xe1,15633,7,1689,119,6474,20
126.219,1777922319.133180,11777219,24146,H,7,0xa107,0xb101,0xe1,15111,7,1688,121,5831,20
126.620,1777922319.533493,11777620,24147,H,7,0xa107,0xb101,0xe1,15971,7,1668,117,5541,20
127.019,1777922319.933063,11778019,24148,H,7,0xa107,0xb101,0xe1,15022,7,1623,119,3923,20
127.420,1777922320.333519,11778420,24149,H,7,0xa107,0xb101,0xe1,15281,7,1651,119,6850,20
127.819,1777922320.733037,11778819,24150,H,7,0xa107,0xb101,0xe1,16502,7,1874,122,6688,20
128.233,1777922321.146703,11779220,24151,H,7,0xa107,0xb101,0xe1,15314,7,1739,122,4704,20
129.020,1777922321.933489,11780020,24152,H,7,0xa107,0xb101,0xe1,15243,7,1731,122,6805,20
129.319,1777922322.233226,11780320,24153,H,7,0xa107,0xb101,0xe1,15174,7,1695,121,4803,20
129.820,1777922322.733491,11780820,24154,H,7,0xa107,0xb101,0xe1,15339,7,1602,117,4035,20
130.119,1777922323.033162,11781120,24155,H,7,0xa107,0xb101,0xe1,14956,7,1562,117,4708,20
130.419,1777922323.332886,11781419,24156,H,7,0xa107,0xb101,0xe1,14547,7,1652,122,6737,20
130.919,1777922323.833148,11781920,24157,H,7,0xa107,0xb101,0xe1,15667,7,1838,124,6629,20
131.219,1777922324.132875,11782219,24158,H,7,0xa107,0xb101,0xe1,14550,7,1572,119,6688,20
131.619,1777922324.533280,11782620,24159,H,7,0xa107,0xb101,0xe1,15712,7,1641,117,6365,20
132.019,1777922324.932782,11783019,24160,H,7,0xa107,0xb101,0xe1,15096,7,1631,119,6373,20
132.719,1777922325.633013,11783720,24161,H,7,0xa107,0xb101,0xe1,15750,7,1645,117,5719,20
133.219,1777922326.133272,11784220,24162,H,7,0xa107,0xb101,0xe1,15992,7,1757,120,6409,20
133.519,1777922326.432949,11784520,24163,H,7,0xa107,0xb101,0xe1,15051,7,1572,117,6655,20
133.919,1777922326.832514,11784919,24164,H,7,0xa107,0xb101,0xe1,15212,7,1616,118,6332,20
134.319,1777922327.232936,11785320,24165,H,7,0xa107,0xb101,0xe1,15684,7,1752,121,5543,20
134.619,1777922327.532586,11785619,24166,H,7,0xa107,0xb101,0xe1,14887,7,1663,121,6539,20
