row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L4:I7:T6,simulate_imu_prior,0.7040757140057394,,,,
R4:L4:I7:T6,cpu_golden,20.036752454005182,,,,
R4:L4:I7:T6,torch_gpu,2.1655698329996085,0,1,2.1655698329996085,2.1655698329996085
R4:L4:I7:T8,simulate_imu_prior,0.6307009890006157,,,,
R4:L4:I7:T8,cpu_golden,20.651679596994654,,,,
R4:L4:I7:T8,torch_gpu,2.1530054500035476,0,1,2.1530054500035476,2.1530054500035476
R4:L4:I8:T6,simulate_imu_prior,0.6642854800011264,,,,
R4:L4:I8:T6,cpu_golden,20.313758702002815,,,,
R4:L4:I8:T6,torch_gpu,2.061990791989956,0,1,2.061990791989956,2.061990791989956
R4:L4:I8:T8,simulate_imu_prior,0.5857533030066406,,,,
R4:L4:I8:T8,cpu_golden,20.316611312999157,,,,
R4:L4:I8:T8,torch_gpu,2.0725050759938313,0,1,2.0725050759938313,2.0725050759938313
