capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.000531255869449989,0.0009997461466372893,0.0014465847582895938,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R01,BSDC91,1200,1200,0.0006719757145473384,0.0013463971748082309,0.0026533959395445,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R02,BS2DCE,1201,1201,0.0005718861738402455,0.0010650004880231492,0.0022606681064271453,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R02,BSDC91,1200,1200,0.0006330537702452773,0.0012356217783707209,0.002202138713660421,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R03,BS2DCE,1200,1200,0.0004934007514042032,0.000953938383967535,0.002135251226853883,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R03,BSDC91,1200,1200,0.0005437233675223193,0.000998304317958062,0.0015791273501769417,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R04,BS2DCE,1200,1200,0.00042515479920106336,0.0007083970451437546,0.00141557338455252,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R04,BSDC91,1200,1200,0.0005036224986390735,0.0009409190879098408,0.0017411555219126328,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R05,BS2DCE,1200,1200,0.0006101268981144915,0.0011717790135630382,0.0023746102672606443,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R05,BSDC91,1201,1201,0.0005320959052962731,0.0009525758326414237,0.0012593342043088636,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R06,BS2DCE,1200,1200,0.00046339341611787544,0.0009408373207798433,0.0016882844830595153,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R06,BSDC91,1201,1201,0.0006273318023980716,0.0011602740459641227,0.0021571042764325634,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R07,BS2DCE,1200,1200,0.0006628221468190912,0.0013035581659766775,0.002191402067403641,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R07,BSDC91,1201,1201,0.0008180808077718073,0.0015829808303602845,0.0028993989021119924,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R08,BS2DCE,1201,1201,0.00048794978862447546,0.0009680771532018309,0.0016076481857643073,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R08,BSDC91,1200,1200,0.0005560278981433152,0.0010917840194718917,0.0019430358104050476,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R09,BS2DCE,1200,1200,0.0007707240595433207,0.0015744155396408054,0.0034219694114762654,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R09,BSDC91,1200,1200,0.0008622802259411494,0.0016237403985726593,0.0032091623905810447,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R10,BS2DCE,1200,1200,0.0005582051351678968,0.0010815267978837842,0.0020722986331971932,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R10,BSDC91,1200,1200,0.0006354288569278754,0.0012502422724163184,0.002319534976092184,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R11,BS2DCE,1201,1201,0.0005837933947046359,0.0012054968533291184,0.0028146573443479494,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R11,BSDC91,1200,1200,0.0008159338535810512,0.001689758432191943,0.004038230438196584,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R12,BS2DCE,1200,1200,0.0005355044717257684,0.001077987395592879,0.00219112615930235,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R12,BSDC91,1200,1200,0.000575265565706807,0.0011904022562893325,0.0031998351877749235,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R13,BS2DCE,1201,1201,11.639754438738644,0.0016328462882792484,378.14701209492296,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R13,BSDC91,1200,1200,0.0002807373837199071,0.0004434335277100934,0.0006399570891548894,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R14,BS2DCE,1201,1201,0.00031130742548986007,0.0005179154962083527,0.0008710149585364161,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R14,BSDC91,1200,1200,0.0006681142000902913,0.0013984307886887861,0.002926500093916226,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R15,BS2DCE,1200,1200,0.00038833689976665255,0.0006694617588061927,0.0011404983402463523,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R15,BSDC91,1200,1200,0.0004699618615939465,0.0008204044964319738,0.0014853312790934687,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R16,BS2DCE,1201,1201,0.0008284787840961472,0.0017194752076810363,0.003994151700541077,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R16,BSDC91,1200,1200,0.0009624389124197508,0.002030647166519453,0.004104810547249597,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R17,BS2DCE,1201,1201,0.0004947665950116975,0.0009502738796013352,0.001961064180854544,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R17,BSDC91,1200,1200,0.0006024867375414067,0.0012419397499816506,0.0024736115938912184,1.0,1.0,R4:L4:I7:T6,R4,L4,I7,T6,175.4601875,1.35,True
R01,BS2DCE,1201,1201,0.00047076738106098965,0.0009288208401919485,0.001550494405477721,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R01,BSDC91,1200,1200,0.0006062733095157471,0.0011923878837591022,0.0027358064033942624,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R02,BS2DCE,1201,1201,0.000545302019157511,0.0010888117129666676,0.0021864503275231153,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R02,BSDC91,1200,1200,0.0005978815382928235,0.001183261875172126,0.0019814840731282837,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R03,BS2DCE,1200,1200,0.00042896243327541936,0.0007335234384997432,0.0018183332278217906,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R03,BSDC91,1200,1200,0.0005530203917589432,0.0011067353133352355,0.0020428914124115357,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R04,BS2DCE,1200,1200,0.00036744505895350087,0.0005978598096855567,0.0012487175690817924,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R04,BSDC91,1200,1200,0.00043533845570057006,0.0008058468384560204,0.0017476178621001273,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R05,BS2DCE,1200,1200,0.0006185230932042414,0.0011261764618607194,0.0025416648563312163,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R05,BSDC91,1201,1201,0.0005994732792646976,0.00118821808484057,0.0019468924634322162,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R06,BS2DCE,1200,1200,0.0004617552050820738,0.0010102059718230189,0.001915330802754358,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R06,BSDC91,1201,1201,0.0006603205121636507,0.001351878366459156,0.002402891431457385,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R07,BS2DCE,1200,1200,0.0005969274247585692,0.0011300484516132666,0.00220162834432453,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R07,BSDC91,1201,1201,0.0007432369081720707,0.001493008616591711,0.002737617332571443,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R08,BS2DCE,1201,1201,0.00043506361883338603,0.0007934872745030048,0.0013778954163504611,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R08,BSDC91,1200,1200,0.0005024156252162643,0.0009761491493295915,0.0018422484975481697,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R09,BS2DCE,1200,1200,0.0006846253830521764,0.0013467471282714253,0.0031475003727535244,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R09,BSDC91,1200,1200,0.0008796393168350352,0.001642450600736993,0.0029262418969268843,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R10,BS2DCE,1200,1200,0.0005084097486370891,0.0009925229260751931,0.0017714291850202003,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R10,BSDC91,1200,1200,0.0005936432473507595,0.0011870933530128633,0.0025317951693042892,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R11,BS2DCE,1201,1201,0.0005595819944078384,0.001099415596354512,0.0025856571061908004,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R11,BSDC91,1200,1200,0.0007570832824376317,0.0015935173890958578,0.003725362879591321,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R12,BS2DCE,1200,1200,0.0004849618053434914,0.0009747340084070549,0.00205869551389052,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R12,BSDC91,1200,1200,0.000517332641960421,0.0010490811872057614,0.0026573549431380006,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R13,BS2DCE,1201,1201,6.647155508019923,0.0013107013599163045,226.0801832497118,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R13,BSDC91,1200,1200,0.000281775123552239,0.00044746437997880624,0.0006853867944132269,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R14,BS2DCE,1201,1201,0.00029279232017058915,0.0004955117300650567,0.0008372349232499746,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R14,BSDC91,1200,1200,0.0005849621864120981,0.0011648945974425545,0.002953250173296541,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R15,BS2DCE,1200,1200,0.00036708379208316613,0.0006237277238954406,0.000983131010215293,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R15,BSDC91,1200,1200,0.00043579704297289724,0.0007345497719394215,0.0012603754590928295,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R16,BS2DCE,1201,1201,0.0007130823132300361,0.0015065321555308808,0.0038896680382218916,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R16,BSDC91,1200,1200,0.0008300250032676869,0.0017203358896757124,0.0037464213545916904,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R17,BS2DCE,1201,1201,0.0004533090802090554,0.000846999149370711,0.0017136431002514087,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R17,BSDC91,1200,1200,0.0005524863058868083,0.0011183184453369662,0.002508223605604751,1.0,1.0,R4:L4:I7:T8,R4,L4,I7,T8,256.44181249999997,1.35,True
R01,BS2DCE,1201,1201,0.0006689123028878738,0.0012330576435916037,0.0022161437590875305,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R01,BSDC91,1200,1200,0.0006111280543232528,0.0011850725441853618,0.002020014434734901,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R02,BS2DCE,1201,1201,0.0006060538995783037,0.0012476339263348438,0.002403282091899821,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R02,BSDC91,1200,1200,0.0005295842589950425,0.0010346661665998455,0.0022064004132414227,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R03,BS2DCE,1200,1200,0.0007063021138806326,0.0014200644423935681,0.002184317064556399,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R03,BSDC91,1200,1200,0.0006574120280122926,0.0013079917024107377,0.002970619722407244,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R04,BS2DCE,1200,1200,0.0007143415818815967,0.0015041505327238636,0.0029740273801843477,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R04,BSDC91,1200,1200,0.0004321665367144272,0.0007847827338679793,0.0013292546702528575,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R05,BS2DCE,1200,1200,0.00038193185229551835,0.0006338345179150587,0.0009047693628741889,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R05,BSDC91,1201,1201,0.0004860551038408595,0.0008157404473485223,0.0010708896573998036,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R06,BS2DCE,1200,1200,0.0006806156189654159,0.0013477774986137968,0.002292664780977585,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R06,BSDC91,1201,1201,0.0008425738550745938,0.001653594613044035,0.003441051596923843,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R07,BS2DCE,1200,1200,0.0005959253661853522,0.0010675093088465975,0.0019224161637376583,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R07,BSDC91,1201,1201,0.0007762194231996015,0.001531520669645176,0.0038285717027859113,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R08,BS2DCE,1201,1201,0.00041440949364990575,0.0008194990763673324,0.0019207018717708436,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R08,BSDC91,1200,1200,0.00045373232378365986,0.0008114679746342014,0.001205652219613671,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R09,BS2DCE,1200,1200,0.0004452990109558573,0.000878598022306787,0.001862614622242494,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R09,BSDC91,1200,1200,0.0004643113529850971,0.0007624530813588899,0.001325545928939342,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R10,BS2DCE,1200,1200,0.0004707776445227792,0.0008834637430041607,0.0016536564345306013,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R10,BSDC91,1200,1200,0.0007334447341905572,0.001455900061783497,0.002787007958756504,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R11,BS2DCE,1201,1201,0.0003972788166331262,0.0006691499921270002,0.0013916968288823078,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R11,BSDC91,1200,1200,0.000408474701016949,0.0006802710280765396,0.0012799677838911286,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R12,BS2DCE,1200,1200,0.0004293764779828606,0.0008374189761884106,0.0014164135889048366,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R12,BSDC91,1200,1200,0.0005397327978773826,0.001119630972923212,0.0021834683870193506,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R13,BS2DCE,1201,1201,17.22583945723076,0.0014631239869171595,518.0826747101983,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R13,BSDC91,1200,1200,0.0004156949705815467,0.0008240734937610387,0.0015949788782133902,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R14,BS2DCE,1201,1201,0.0005429267135216109,0.0010907136394462135,0.001977776545541123,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R14,BSDC91,1200,1200,0.0006472923583385843,0.0013722706761335683,0.0023184792979441707,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R15,BS2DCE,1200,1200,0.0010522958585475752,0.0022272975702825014,0.004275183074107923,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R15,BSDC91,1200,1200,0.000557296768196553,0.0009570963366804529,0.001624705764848117,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R16,BS2DCE,1201,1201,0.00046630984505117333,0.0009157919016785737,0.0018493750200812903,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R16,BSDC91,1200,1200,0.0003809248773513496,0.0007206069000400018,0.0010993267554748238,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R17,BS2DCE,1201,1201,0.0004004433612395649,0.0007420654696718077,0.0012688513279490482,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R17,BSDC91,1200,1200,0.0004912047779763711,0.0009559696681236844,0.0016009930193706275,1.0,1.0,R4:L4:I8:T6,R4,L4,I8,T6,128.207625,1.35,True
R01,BS2DCE,1201,1201,0.0006112808387538895,0.0011287741919883847,0.002203909717953977,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R01,BSDC91,1200,1200,0.0006256920814475113,0.0012176646408952798,0.0024685788444957506,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R02,BS2DCE,1201,1201,0.0005769027654447461,0.001200418936120977,0.002541376904581933,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R02,BSDC91,1200,1200,0.0005436404244944192,0.0010613965946912876,0.002097345508149265,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R03,BS2DCE,1200,1200,0.0006184556804555418,0.0012834987028874625,0.002372352289142873,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R03,BSDC91,1200,1200,0.0006274543909523637,0.0012087839803118622,0.0026475867997855377,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R04,BS2DCE,1200,1200,0.0006345423469288235,0.0012906824031281411,0.0028593159826257363,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R04,BSDC91,1200,1200,0.00036352209401144654,0.000628100932728921,0.00115925248741716,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R05,BS2DCE,1200,1200,0.0004196139195092993,0.0007755620335988518,0.00098974116705948,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R05,BSDC91,1201,1201,0.0005424287976028286,0.0009713251957173131,0.001241748110384939,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R06,BS2DCE,1200,1200,0.0006755789651001606,0.0013250296491219514,0.0022311232346705918,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R06,BSDC91,1201,1201,0.0008092947870464466,0.001572230748725728,0.0030285308143901254,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R07,BS2DCE,1200,1200,0.000528072071132957,0.0009202579475495827,0.0014760821062132987,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R07,BSDC91,1201,1201,0.0007392783668769448,0.0014685903913976939,0.003809410603233625,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R08,BS2DCE,1201,1201,0.0003858169869979648,0.0007361464621806179,0.001917572984146636,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R08,BSDC91,1200,1200,0.0003935884825312129,0.0007018050329855592,0.0010989665727045197,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
R09,BS2DCE,1200,1200,0.00043249366895748673,0.0008148413297247072,0.0018387481279111021,1.0,1.0,R4:L4:I8:T8,R4,L4,I8,T8,187.38037500000002,1.35,True
