capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.0005145122601646128,0.0009192005626902717,0.0015058103514697173,1.0,1.0,R4:L14:I0:T6,,R4,L14,I0,T6,202.74150000000003,1.35,True
R01,BSDC91,1200,1200,0.0005533923781506261,0.0010759755823706201,0.002237955953301691,1.0,1.0,R4:L14:I0:T6,,R4,L14,I0,T6,202.74150000000003,1.35,True
R02,BS2DCE,1201,1201,0.00043632054826917444,0.0008862429609025196,0.001394034111001632,1.0,1.0,R4:L14:I0:T6,,R4,L14,I0,T6,202.74150000000003,1.35,True
R02,BSDC91,1200,1200,0.0005510401416598379,0.0010833219255513356,0.0017133782961799994,1.0,1.0,R4:L14:I0:T6,,R4,L14,I0,T6,202.74150000000003,1.35,True
R03,BS2DCE,1200,1200,0.00037214940772902535,0.0005930231269855668,0.0008734887530805313,1.0,1.0,R4:L14:I0:T6,,R4,L14,I0,T6,202.74150000000003,1.35,True
R03,BSDC91,1200,1200,0.0004464958789257554,0.000793202567581084,0.00154306663972062,1.0,1.0,R4:L14:I0:T6,,R4,L14,I0,T6,202.74150000000003,1.35,True
R04,BS2DCE,1200,1200,0.00036059884312158677,0.0005837838495706,0.0010137862220483767,1.0,1.0,R4:L14:I0:T6,,R4,L14,I0,T6,202.74150000000003,1.35,True
R04,BSDC91,1200,1200,0.0005934918009836086,0.001207436446791797,0.0025515885863700853,1.0,1.0,R4:L14:I0:T6,,R4,L14,I0,T6,202.74150000000003,1.35,True
R05,BS2DCE,1200,1200,0.0004536301378191547,0.0008319064822491673,0.001125320962196046,1.0,1.0,R4:L14:I0:T6,,R4,L14,I0,T6,202.74150000000003,1.35,True
R05,BSDC91,1201,1201,0.0005326188679281533,0.0009779233839249991,0.001366556202915772,1.0,1.0,R4:L14:I0:T6,,R4,L14,I0,T6,202.74150000000003,1.35,True
R06,BS2DCE,1200,1200,0.0005684546100749985,0.0011787527673804965,0.001853704024275476,1.0,1.0,R4:L14:I0:T6,,R4,L14,I0,T6,202.74150000000003,1.35,True
