version,tag_method,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,tag_truth_permutation,tag_truth_shift_from_motive_mm,tag_ball_fingerprint_as_is_max_abs_dev_mm,tag_ball_fingerprint_corrected_max_abs_dev_mm,point_estimator,frames_input,frames_solved,solve_fraction,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_fit_vertical_shift_mm,anchor_fit_method,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v1-old,T4,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,"0,1,4,2,3",54.12208743140742,29.051378695780997,1.5155498742221383,median,1201,1201,1.0,ok,1360.200619930138,1482.4262079244668,-51.03878427269955,1360.4289123521958,1485.0557338656208,-55.41150859688595,1360.200619930138,1482.4262079244668,-51.03878427269955,20.097494250806246,31.979970429443703,48.80667568696678,61.925815437203106,46.44947784335525,119.02082710229894,8.0,8.0,99.75020815986679,91.75686927560366,86.36595495576921,160.74593833318764,0,{},-463.5720923531878,-66.06065093936627,-376.02999275575644,-542.215344349341,182.54280058407934,-383.3240609304319,78.64325199615314,-248.6034515234456,7.294068174675488,78.98078573341277,248.6034515234456,260.84792624139726,1.0000000000000004,1.0,-15.02186666666671,height_preserving_2d_horizontal_FGH_vertical_shift,0.9549735987772423,889.8367413746068,40.06614613988432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T4,all8,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6572220380767959,0.6572220380767959,median,1201,1201,1.0,ok,1485.0729603572406,1534.4120197957907,1008.1855050090411,1484.7841618388431,1534.2820770458172,1006.4901328065342,1485.0729603572406,1534.4120197957907,1008.1855050090411,26.398405680153196,33.44065671312894,50.702191764012305,66.24832201755369,50.80596397388387,120.32031987445683,8.0,8.0,99.91673605328893,95.67027477102414,90.06762249928309,154.02938106595553,0,{},-524.1542258176225,993.1636383423744,-255.09434398104509,-543.22998,1105.589,-259.92136,19.07575418237741,-112.42536165762556,4.827016018954907,19.67700386933276,112.42536165762556,114.13433499662422,1.0000000000000004,1.0,-15.02186666666671,height_preserving_2d_horizontal_FGH_vertical_shift,0.9549735987772423,461.6346339824702,20.785746248015595,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T4,all8,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6213212809211015,0.6213212809211015,median,1201,1201,1.0,ok,1456.346947712933,1598.714247546442,1797.9152491050913,1447.503886564441,1596.3204631375527,1795.1641124065347,1456.346947712933,1598.714247546442,1797.9152491050913,43.99189319184516,55.53190574106046,62.92574130311321,95.23773846427379,59.36050397573609,202.43705214787386,8.0,8.0,100.0,92.2564529558701,159.53216543110662,212.94242299119617,0,{},-586.2926196401488,1782.8933824384246,-288.2421992554698,-554.00287,1625.5614500000001,-256.2951,-32.289749640148784,157.33193243842447,-31.947099255469823,45.42295766088255,157.33193243842447,163.75769309400792,1.0000000000000004,1.0,-15.02186666666671,height_preserving_2d_horizontal_FGH_vertical_shift,0.9549735987772423,813.3092827400905,36.620390082848594,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T4,all8,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.6855830977794,1.6855830977794,median,1201,1201,1.0,ok,2230.4077621362508,1191.9266228028368,-159.39334728749358,2231.4546458627083,1195.176896217703,-162.30511236713028,2230.4077621362508,1191.9266228028368,-159.39334728749358,19.066755462844068,25.668360944983956,48.89127538460232,58.59096641037755,35.33166336752075,129.15576371809289,8.0,8.0,100.0,93.83846794338052,82.81578778311851,114.28977296775838,0,{},-234.57309849089393,-174.4152139541603,512.3448943906703,-321.178815,182.16379,479.93381999999997,86.60571650910606,-356.57900395416027,32.411074390670365,92.47176799009098,356.57900395416027,368.3742851179412,1.0000000000000004,1.0,-15.02186666666671,height_preserving_2d_horizontal_FGH_vertical_shift,0.9549735987772423,1047.8906733259494,47.18274589475991,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T4,all8,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,"3,4,2,0,1",2.0942332073721013,5.490229164285438,0.8401003929094628,median,1200,1200,1.0,ok,2244.2068963671745,1138.091804332991,1172.976692639435,2237.193486354892,1138.2066337947733,1148.7161872519284,2244.2068963671745,1138.091804332991,1172.976692639435,38.2575382097907,52.96703857192212,107.90990213624353,128.65250332375834,47.38910520090794,360.00414404634034,8.0,8.0,99.75,91.5,154.5442647842512,252.15270853564485,0,{},-181.83378042833192,1157.9548259727683,529.8711066312046,-184.9818897969324,1103.5866165595767,473.70402893394925,3.1481093686004726,54.36820941319161,56.167077697255365,56.25523273124191,54.36820941319161,78.23396579774573,1.0000000000000004,1.0,-15.02186666666671,height_preserving_2d_horizontal_FGH_vertical_shift,0.9549735987772423,705.9514108073571,31.7864514667839,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T4,all8,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.4652634113752043,1.4652634113752043,median,1201,1201,1.0,ok,2171.125482381256,1188.2595132744052,1895.4137433680685,2172.31047611972,1185.735411949933,1892.6426171462338,2171.125482381256,1188.2595132744052,1895.4137433680685,25.930731573626616,38.113738581489834,37.0077549826217,59.2459979715856,38.85282843697104,112.16996097549037,8.0,8.0,99.83347210657784,92.83930058284763,85.66430588040991,169.41191235165368,0,{},-226.77360943041754,1880.3918767014018,453.46362100397687,-193.231255,1684.95255,476.52297999999996,-33.54235443041753,195.4393267014018,-23.059358996023093,40.704097804069086,195.4393267014018,199.6330483650953,1.0000000000000004,1.0,-15.02186666666671,height_preserving_2d_horizontal_FGH_vertical_shift,0.9549735987772423,1013.9317064581626,45.65369582746061,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T4,all8,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,3.010748996927397,3.010748996927397,median,1201,1201,1.0,ok,1791.9047233496765,633.9283951794303,-36.73224144551484,1791.8541936821264,632.581956460122,-32.05136236839682,1791.9047233496765,633.9283951794303,-36.73224144551484,15.990997531166618,24.712806096270423,83.86402703036336,89.01312204585294,77.57226388782722,144.94056845254076,8.0,8.0,100.0,90.84096586178185,80.44839329414415,185.13662990700635,0,{},352.69483399353953,-51.75410811218155,113.89375242796677,352.14755,211.565355,53.795866000000004,0.5472839935395086,-263.31946311218155,60.09788642796677,60.10037830894559,263.31946311218155,270.0910867218056,1.0000000000000004,1.0,-15.02186666666671,height_preserving_2d_horizontal_FGH_vertical_shift,0.9549735987772423,906.6934696461826,40.825143950343296,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T4,all8,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,0.8379427491692439,0.8379427491692439,median,1201,1201,1.0,ok,1567.5137255332352,533.9032002493087,1090.8949468817796,1566.1933569627113,530.2722331674312,1090.1593041034935,1567.5137255332352,533.9032002493087,1090.8949468817796,30.10810281692741,39.94300041572909,56.96807608732551,75.91291916364345,59.146925048608146,132.71674391606572,8.0,8.0,100.0,90.25811823480433,144.20665577577313,181.59734413477364,0,{},468.151157143005,1075.8730802151129,-102.96149184035426,391.90054,1132.2804,-71.53192899999999,76.250617143005,-56.40731978488725,-31.429562840354265,82.47408098927144,56.40731978488725,99.91876580672641,1.0000000000000004,1.0,-15.02186666666671,height_preserving_2d_horizontal_FGH_vertical_shift,0.9549735987772423,557.6228692802323,25.107751043197105,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T4,all8,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,1.1233421057233244,1.1233421057233244,median,1201,1201,1.0,ok,1595.228470133199,558.2674514384237,1603.7774680344537,1589.80493103109,558.3779769604844,1596.518739245433,1595.228470133199,558.2674514384237,1603.7774680344537,42.35461207842947,38.35951274662122,68.3955631367941,89.58478986517363,52.410343479849246,139.3510780993034,8.0,8.0,99.91673605328893,93.42214820982515,146.66779875840462,237.24019969725202,0,{},441.9103338455884,1588.755601367787,-77.01649238147456,408.80994,1568.1853500000002,-62.425788499999996,33.10039384558843,20.570251367786796,-14.590703881474568,36.17353607943168,20.570251367786796,41.61321849874003,1.0000000000000004,1.0,-15.02186666666671,height_preserving_2d_horizontal_FGH_vertical_shift,0.9549735987772423,828.1828777899989,37.29009454119059,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
v1-old,T4,all8,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,1.700334281718746,1.700334281718746,median,1201,1201,1.0,ok,710.7158504621235,949.978513250773,36.83294764857691,709.1446435839266,951.8401242027724,36.19609176881707,710.7158504621235,949.978513250773,36.83294764857691,23.149891627243267,23.723556860812167,36.73986251786066,49.546765808828326,34.62345590234674,95.41787579409426,8.0,8.0,99.91673605328893,90.75770191507078,75.53984889256273,124.47316500255539,0,{},112.9464793803412,21.8110809819102,-986.7323341468659,65.499245,238.64973,-938.19342,47.4472343803412,-216.8386490180898,-48.53891414686598,67.87684610307006,216.8386490180898,227.21414116399134,1.0000000000000004,1.0,-15.02186666666671,height_preserving_2d_horizontal_FGH_vertical_shift,0.9549735987772423,1028.888366883956,46.327140420744925,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v1-old/layout.json
