version,tag_method,eval_set,n_sessions,frames_solved_total,frames_input_total,err_3d_median_mm,err_3d_p75_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,d3_std_median_mm,radial_p95_median_mm,residual_rms_median_mm,pct_solved_ge8_median,median_scale_bias_expected_mm
v1-old,T4,all8,24,28818,28818,130.8242433827823,201.06478144491757,269.8328955805114,170.28987371681293,50.66175662676048,118.4428360068938,67.99888278674581,124.93619332957459,89.47006206162357,91.88176519567027,33.48695799419673
v2,T4,all8,24,28818,28818,136.20927986988306,198.44194980507854,266.3457503537222,176.52984965600135,51.82570739826879,133.48471486946664,62.7385962846362,115.93478727375467,86.7306857901599,91.88176519567027,45.7619693143254
v3-lite,T4,all8,24,28818,28818,137.16987459833354,199.13692748610194,266.57163046613886,177.19451679933056,51.658962962563805,134.3402268819922,62.704770385736666,116.27390875245075,86.71866977698076,91.88176519567027,45.72465972116619
v3-full,T4,all8,24,28818,28818,112.44027115649476,160.3872302189646,240.26244827071739,141.74173677626968,47.90140360878263,90.90080155871942,61.53221861407795,120.40143697743449,91.6819860558391,91.88176519567027,26.87404130997929
v4-io,T4,all8,24,28818,28818,109.18149931690058,162.47775968155435,230.50280107858143,149.68358396918114,41.30213389492789,100.29146621275535,67.43906137380525,120.53155025356895,79.59724289805993,91.88176519567027,31.037393484167744
