host_time_iso,target,sweep,anchor_id,anchor,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,fp_amp_sum,max_growth_cir,std_noise,acc_len,bin_path
2026-06-02T01:05:18.458+02:00,BSF66F,2024,0,A,2727,652422373,5477,47809,15765,1956,44,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_010516/accumulator_bin/sweep_00002024_A.bin
2026-06-02T01:05:19.372+02:00,BSF66F,2025,4,E,2679,2837183088,8403,47700,12541,650,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_010516/accumulator_bin/sweep_00002025_E.bin
2026-06-02T01:05:20.306+02:00,BSF66F,2026,1,B,3226,2401996277,5955,48097,9728,517,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_010516/accumulator_bin/sweep_00002026_B.bin
2026-06-02T01:05:21.227+02:00,BSF66F,2027,5,F,2966,728089588,-12,47584,20349,2196,56,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_010516/accumulator_bin/sweep_00002027_F.bin
2026-06-02T01:05:22.157+02:00,BSF66F,2028,2,C,2632,38164393,6550,48013,11622,683,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_010516/accumulator_bin/sweep_00002028_C.bin
2026-06-02T01:05:23.190+02:00,BSF66F,2031,7,H,2266,461041892,7550,47808,19792,1750,60,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_010516/accumulator_bin/sweep_00002031_H.bin
2026-06-02T01:05:24.094+02:00,BSF66F,2032,0,A,2764,16709710,5441,47666,17149,2102,44,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_010516/accumulator_bin/sweep_00002032_A.bin
2026-06-02T01:05:25.054+02:00,BSF66F,2034,1,B,3256,847516022,5936,47970,9068,451,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_010516/accumulator_bin/sweep_00002034_B.bin
2026-06-02T01:05:25.981+02:00,BSF66F,2035,5,F,2998,3770728683,-59,47839,20896,2114,56,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_010516/accumulator_bin/sweep_00002035_F.bin
2026-06-02T01:05:26.912+02:00,BSF66F,2036,2,C,2641,3156618371,6468,47711,10809,613,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_010516/accumulator_bin/sweep_00002036_C.bin
2026-06-02T01:05:27.848+02:00,BSF66F,2037,6,G,2447,2004292856,11682,47812,14400,2201,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_010516/accumulator_bin/sweep_00002037_G.bin
2026-06-02T01:05:28.779+02:00,BSF66F,2038,3,D,2621,1848468897,6620,48013,12304,757,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_010516/accumulator_bin/sweep_00002038_D.bin
