chunk_id,stage,seed_id,row_spec,R,L,I,T,status,max_tracks,max_frames
partial_raw_0132,partial_raw,S04,R2:L18:I7:T8,R2,L18,I7,T8,done,0,0
partial_raw_0133,partial_raw,S04,R2:L18:I8:T6,R2,L18,I8,T6,done,0,0
partial_raw_0133,partial_raw,S04,R2:L18:I8:T8,R2,L18,I8,T8,done,0,0
partial_raw_0134,partial_raw,S04,R2:L18:I1+I3+I7:T6,R2,L18,I1+I3+I7,T6,done,0,0
partial_raw_0134,partial_raw,S04,R2:L18:I1+I3+I7:T8,R2,L18,I1+I3+I7,T8,done,0,0
partial_raw_0135,partial_raw,S04,R2:L18:I1+I2+I3+I8:T6,R2,L18,I1+I2+I3+I8,T6,done,0,0
partial_raw_0135,partial_raw,S04,R2:L18:I1+I2+I3+I8:T8,R2,L18,I1+I2+I3+I8,T8,done,0,0
partial_raw_0136,partial_raw,S04,R2:L19:I0:T6,R2,L19,I0,T6,done,0,0
partial_raw_0136,partial_raw,S04,R2:L19:I0:T8,R2,L19,I0,T8,done,0,0
partial_raw_0137,partial_raw,S04,R2:L19:I1:T6,R2,L19,I1,T6,done,0,0
partial_raw_0137,partial_raw,S04,R2:L19:I1:T8,R2,L19,I1,T8,done,0,0
partial_raw_0138,partial_raw,S04,R2:L19:I3:T6,R2,L19,I3,T6,done,0,0
partial_raw_0138,partial_raw,S04,R2:L19:I3:T8,R2,L19,I3,T8,done,0,0
partial_raw_0139,partial_raw,S04,R2:L19:I4:T6,R2,L19,I4,T6,done,0,0
partial_raw_0139,partial_raw,S04,R2:L19:I4:T8,R2,L19,I4,T8,done,0,0
partial_raw_0140,partial_raw,S04,R2:L19:I7:T6,R2,L19,I7,T6,done,0,0
partial_raw_0140,partial_raw,S04,R2:L19:I7:T8,R2,L19,I7,T8,done,0,0
partial_raw_0141,partial_raw,S04,R2:L19:I8:T6,R2,L19,I8,T6,done,0,0
partial_raw_0141,partial_raw,S04,R2:L19:I8:T8,R2,L19,I8,T8,done,0,0
partial_raw_0142,partial_raw,S04,R2:L19:I1+I3+I7:T6,R2,L19,I1+I3+I7,T6,done,0,0
partial_raw_0142,partial_raw,S04,R2:L19:I1+I3+I7:T8,R2,L19,I1+I3+I7,T8,done,0,0
partial_raw_0143,partial_raw,S04,R2:L19:I1+I2+I3+I8:T6,R2,L19,I1+I2+I3+I8,T6,done,0,0
partial_raw_0143,partial_raw,S04,R2:L19:I1+I2+I3+I8:T8,R2,L19,I1+I2+I3+I8,T8,done,0,0
partial_raw_0144,partial_raw,S04,R4:L0:I0:T6,R4,L0,I0,T6,done,0,0
partial_raw_0144,partial_raw,S04,R4:L0:I0:T8,R4,L0,I0,T8,done,0,0
partial_raw_0145,partial_raw,S04,R4:L0:I1:T6,R4,L0,I1,T6,done,0,0
partial_raw_0145,partial_raw,S04,R4:L0:I1:T8,R4,L0,I1,T8,done,0,0
partial_raw_0146,partial_raw,S04,R4:L0:I3:T6,R4,L0,I3,T6,done,0,0
partial_raw_0146,partial_raw,S04,R4:L0:I3:T8,R4,L0,I3,T8,done,0,0
partial_raw_0147,partial_raw,S04,R4:L0:I4:T6,R4,L0,I4,T6,done,0,0
partial_raw_0147,partial_raw,S04,R4:L0:I4:T8,R4,L0,I4,T8,done,0,0
partial_raw_0148,partial_raw,S04,R4:L0:I7:T6,R4,L0,I7,T6,done,0,0
partial_raw_0148,partial_raw,S04,R4:L0:I7:T8,R4,L0,I7,T8,done,0,0
partial_raw_0149,partial_raw,S04,R4:L0:I8:T6,R4,L0,I8,T6,done,0,0
partial_raw_0149,partial_raw,S04,R4:L0:I8:T8,R4,L0,I8,T8,done,0,0
partial_raw_0150,partial_raw,S04,R4:L0:I1+I3+I7:T6,R4,L0,I1+I3+I7,T6,done,0,0
partial_raw_0150,partial_raw,S04,R4:L0:I1+I3+I7:T8,R4,L0,I1+I3+I7,T8,done,0,0
partial_raw_0151,partial_raw,S04,R4:L0:I1+I2+I3+I8:T6,R4,L0,I1+I2+I3+I8,T6,done,0,0
partial_raw_0151,partial_raw,S04,R4:L0:I1+I2+I3+I8:T8,R4,L0,I1+I2+I3+I8,T8,done,0,0
partial_raw_0152,partial_raw,S04,R4:L1:I0:T6,R4,L1,I0,T6,done,0,0
partial_raw_0152,partial_raw,S04,R4:L1:I0:T8,R4,L1,I0,T8,done,0,0
partial_raw_0153,partial_raw,S04,R4:L1:I1:T6,R4,L1,I1,T6,done,0,0
partial_raw_0153,partial_raw,S04,R4:L1:I1:T8,R4,L1,I1,T8,done,0,0
partial_raw_0154,partial_raw,S04,R4:L1:I3:T6,R4,L1,I3,T6,done,0,0
partial_raw_0154,partial_raw,S04,R4:L1:I3:T8,R4,L1,I3,T8,done,0,0
partial_raw_0155,partial_raw,S04,R4:L1:I4:T6,R4,L1,I4,T6,done,0,0
partial_raw_0155,partial_raw,S04,R4:L1:I4:T8,R4,L1,I4,T8,done,0,0
partial_raw_0156,partial_raw,S04,R4:L1:I7:T6,R4,L1,I7,T6,done,0,0
partial_raw_0156,partial_raw,S04,R4:L1:I7:T8,R4,L1,I7,T8,done,0,0
partial_raw_0157,partial_raw,S04,R4:L1:I8:T6,R4,L1,I8,T6,done,0,0
partial_raw_0157,partial_raw,S04,R4:L1:I8:T8,R4,L1,I8,T8,done,0,0
partial_raw_0158,partial_raw,S04,R4:L1:I1+I3+I7:T6,R4,L1,I1+I3+I7,T6,done,0,0
partial_raw_0158,partial_raw,S04,R4:L1:I1+I3+I7:T8,R4,L1,I1+I3+I7,T8,done,0,0
partial_raw_0159,partial_raw,S04,R4:L1:I1+I2+I3+I8:T6,R4,L1,I1+I2+I3+I8,T6,done,0,0
partial_raw_0159,partial_raw,S04,R4:L1:I1+I2+I3+I8:T8,R4,L1,I1+I2+I3+I8,T8,done,0,0
partial_raw_0160,partial_raw,S04,R4:L2:I0:T6,R4,L2,I0,T6,done,0,0
partial_raw_0160,partial_raw,S04,R4:L2:I0:T8,R4,L2,I0,T8,done,0,0
partial_raw_0161,partial_raw,S04,R4:L2:I1:T6,R4,L2,I1,T6,done,0,0
partial_raw_0161,partial_raw,S04,R4:L2:I1:T8,R4,L2,I1,T8,done,0,0
partial_raw_0162,partial_raw,S04,R4:L2:I3:T6,R4,L2,I3,T6,done,0,0
partial_raw_0162,partial_raw,S04,R4:L2:I3:T8,R4,L2,I3,T8,done,0,0
partial_raw_0163,partial_raw,S04,R4:L2:I4:T6,R4,L2,I4,T6,done,0,0
partial_raw_0163,partial_raw,S04,R4:L2:I4:T8,R4,L2,I4,T8,done,0,0
partial_raw_0164,partial_raw,S04,R4:L2:I7:T6,R4,L2,I7,T6,done,0,0
partial_raw_0164,partial_raw,S04,R4:L2:I7:T8,R4,L2,I7,T8,done,0,0
partial_raw_0165,partial_raw,S04,R4:L2:I8:T6,R4,L2,I8,T6,done,0,0
partial_raw_0165,partial_raw,S04,R4:L2:I8:T8,R4,L2,I8,T8,done,0,0
partial_raw_0166,partial_raw,S04,R4:L2:I1+I3+I7:T6,R4,L2,I1+I3+I7,T6,done,0,0
partial_raw_0166,partial_raw,S04,R4:L2:I1+I3+I7:T8,R4,L2,I1+I3+I7,T8,done,0,0
partial_raw_0167,partial_raw,S04,R4:L2:I1+I2+I3+I8:T6,R4,L2,I1+I2+I3+I8,T6,done,0,0
partial_raw_0167,partial_raw,S04,R4:L2:I1+I2+I3+I8:T8,R4,L2,I1+I2+I3+I8,T8,done,0,0
partial_raw_0168,partial_raw,S04,R4:L3:I0:T6,R4,L3,I0,T6,done,0,0
partial_raw_0168,partial_raw,S04,R4:L3:I0:T8,R4,L3,I0,T8,done,0,0
partial_raw_0169,partial_raw,S04,R4:L3:I1:T6,R4,L3,I1,T6,done,0,0
partial_raw_0169,partial_raw,S04,R4:L3:I1:T8,R4,L3,I1,T8,done,0,0
partial_raw_0170,partial_raw,S04,R4:L3:I3:T6,R4,L3,I3,T6,done,0,0
partial_raw_0170,partial_raw,S04,R4:L3:I3:T8,R4,L3,I3,T8,done,0,0
partial_raw_0171,partial_raw,S04,R4:L3:I4:T6,R4,L3,I4,T6,done,0,0
partial_raw_0171,partial_raw,S04,R4:L3:I4:T8,R4,L3,I4,T8,done,0,0
partial_raw_0172,partial_raw,S04,R4:L3:I7:T6,R4,L3,I7,T6,done,0,0
partial_raw_0172,partial_raw,S04,R4:L3:I7:T8,R4,L3,I7,T8,done,0,0
partial_raw_0173,partial_raw,S04,R4:L3:I8:T6,R4,L3,I8,T6,done,0,0
partial_raw_0173,partial_raw,S04,R4:L3:I8:T8,R4,L3,I8,T8,done,0,0
partial_raw_0174,partial_raw,S04,R4:L3:I1+I3+I7:T6,R4,L3,I1+I3+I7,T6,done,0,0
partial_raw_0174,partial_raw,S04,R4:L3:I1+I3+I7:T8,R4,L3,I1+I3+I7,T8,done,0,0
partial_raw_0175,partial_raw,S04,R4:L3:I1+I2+I3+I8:T6,R4,L3,I1+I2+I3+I8,T6,done,0,0
partial_raw_0175,partial_raw,S04,R4:L3:I1+I2+I3+I8:T8,R4,L3,I1+I2+I3+I8,T8,done,0,0
partial_raw_0176,partial_raw,S04,R4:L4:I0:T6,R4,L4,I0,T6,done,0,0
partial_raw_0176,partial_raw,S04,R4:L4:I0:T8,R4,L4,I0,T8,done,0,0
partial_raw_0177,partial_raw,S04,R4:L4:I1:T6,R4,L4,I1,T6,done,0,0
partial_raw_0177,partial_raw,S04,R4:L4:I1:T8,R4,L4,I1,T8,done,0,0
partial_raw_0178,partial_raw,S04,R4:L4:I3:T6,R4,L4,I3,T6,done,0,0
partial_raw_0178,partial_raw,S04,R4:L4:I3:T8,R4,L4,I3,T8,done,0,0
partial_raw_0179,partial_raw,S04,R4:L4:I4:T6,R4,L4,I4,T6,done,0,0
partial_raw_0179,partial_raw,S04,R4:L4:I4:T8,R4,L4,I4,T8,done,0,0
partial_raw_0180,partial_raw,S04,R4:L4:I7:T6,R4,L4,I7,T6,done,0,0
partial_raw_0180,partial_raw,S04,R4:L4:I7:T8,R4,L4,I7,T8,done,0,0
partial_raw_0181,partial_raw,S04,R4:L4:I8:T6,R4,L4,I8,T6,done,0,0
partial_raw_0181,partial_raw,S04,R4:L4:I8:T8,R4,L4,I8,T8,done,0,0
partial_raw_0182,partial_raw,S04,R4:L4:I1+I3+I7:T6,R4,L4,I1+I3+I7,T6,done,0,0
partial_raw_0182,partial_raw,S04,R4:L4:I1+I3+I7:T8,R4,L4,I1+I3+I7,T8,done,0,0
partial_raw_0183,partial_raw,S04,R4:L4:I1+I2+I3+I8:T6,R4,L4,I1+I2+I3+I8,T6,done,0,0
partial_raw_0183,partial_raw,S04,R4:L4:I1+I2+I3+I8:T8,R4,L4,I1+I2+I3+I8,T8,done,0,0
partial_raw_0184,partial_raw,S04,R4:L5:I0:T6,R4,L5,I0,T6,done,0,0
partial_raw_0184,partial_raw,S04,R4:L5:I0:T8,R4,L5,I0,T8,done,0,0
partial_raw_0185,partial_raw,S04,R4:L5:I1:T6,R4,L5,I1,T6,done,0,0
partial_raw_0185,partial_raw,S04,R4:L5:I1:T8,R4,L5,I1,T8,done,0,0
partial_raw_0186,partial_raw,S04,R4:L5:I3:T6,R4,L5,I3,T6,done,0,0
partial_raw_0186,partial_raw,S04,R4:L5:I3:T8,R4,L5,I3,T8,done,0,0
partial_raw_0187,partial_raw,S04,R4:L5:I4:T6,R4,L5,I4,T6,done,0,0
partial_raw_0187,partial_raw,S04,R4:L5:I4:T8,R4,L5,I4,T8,done,0,0
partial_raw_0188,partial_raw,S04,R4:L5:I7:T6,R4,L5,I7,T6,done,0,0
partial_raw_0188,partial_raw,S04,R4:L5:I7:T8,R4,L5,I7,T8,done,0,0
partial_raw_0189,partial_raw,S04,R4:L5:I8:T6,R4,L5,I8,T6,done,0,0
partial_raw_0189,partial_raw,S04,R4:L5:I8:T8,R4,L5,I8,T8,done,0,0
partial_raw_0190,partial_raw,S04,R4:L5:I1+I3+I7:T6,R4,L5,I1+I3+I7,T6,done,0,0
partial_raw_0190,partial_raw,S04,R4:L5:I1+I3+I7:T8,R4,L5,I1+I3+I7,T8,done,0,0
partial_raw_0191,partial_raw,S04,R4:L5:I1+I2+I3+I8:T6,R4,L5,I1+I2+I3+I8,T6,done,0,0
partial_raw_0191,partial_raw,S04,R4:L5:I1+I2+I3+I8:T8,R4,L5,I1+I2+I3+I8,T8,done,0,0
partial_raw_0192,partial_raw,S04,R4:L7:I0:T6,R4,L7,I0,T6,done,0,0
partial_raw_0192,partial_raw,S04,R4:L7:I0:T8,R4,L7,I0,T8,done,0,0
partial_raw_0193,partial_raw,S04,R4:L7:I1:T6,R4,L7,I1,T6,done,0,0
partial_raw_0193,partial_raw,S04,R4:L7:I1:T8,R4,L7,I1,T8,done,0,0
partial_raw_0194,partial_raw,S04,R4:L7:I3:T6,R4,L7,I3,T6,done,0,0
partial_raw_0194,partial_raw,S04,R4:L7:I3:T8,R4,L7,I3,T8,done,0,0
partial_raw_0195,partial_raw,S04,R4:L7:I4:T6,R4,L7,I4,T6,done,0,0
partial_raw_0195,partial_raw,S04,R4:L7:I4:T8,R4,L7,I4,T8,done,0,0
partial_raw_0196,partial_raw,S04,R4:L7:I7:T6,R4,L7,I7,T6,done,0,0
partial_raw_0196,partial_raw,S04,R4:L7:I7:T8,R4,L7,I7,T8,done,0,0
partial_raw_0197,partial_raw,S04,R4:L7:I8:T6,R4,L7,I8,T6,done,0,0
partial_raw_0197,partial_raw,S04,R4:L7:I8:T8,R4,L7,I8,T8,done,0,0
partial_raw_0198,partial_raw,S04,R4:L7:I1+I3+I7:T6,R4,L7,I1+I3+I7,T6,done,0,0
partial_raw_0198,partial_raw,S04,R4:L7:I1+I3+I7:T8,R4,L7,I1+I3+I7,T8,done,0,0
partial_raw_0199,partial_raw,S04,R4:L7:I1+I2+I3+I8:T6,R4,L7,I1+I2+I3+I8,T6,done,0,0
partial_raw_0199,partial_raw,S04,R4:L7:I1+I2+I3+I8:T8,R4,L7,I1+I2+I3+I8,T8,done,0,0
partial_raw_0200,partial_raw,S04,R4:L8:I0:T6,R4,L8,I0,T6,done,0,0
partial_raw_0200,partial_raw,S04,R4:L8:I0:T8,R4,L8,I0,T8,done,0,0
partial_raw_0201,partial_raw,S04,R4:L8:I1:T6,R4,L8,I1,T6,done,0,0
partial_raw_0201,partial_raw,S04,R4:L8:I1:T8,R4,L8,I1,T8,done,0,0
partial_raw_0202,partial_raw,S04,R4:L8:I3:T6,R4,L8,I3,T6,done,0,0
partial_raw_0202,partial_raw,S04,R4:L8:I3:T8,R4,L8,I3,T8,done,0,0
partial_raw_0203,partial_raw,S04,R4:L8:I4:T6,R4,L8,I4,T6,done,0,0
partial_raw_0203,partial_raw,S04,R4:L8:I4:T8,R4,L8,I4,T8,done,0,0
partial_raw_0204,partial_raw,S04,R4:L8:I7:T6,R4,L8,I7,T6,done,0,0
partial_raw_0204,partial_raw,S04,R4:L8:I7:T8,R4,L8,I7,T8,done,0,0
partial_raw_0205,partial_raw,S04,R4:L8:I8:T6,R4,L8,I8,T6,done,0,0
partial_raw_0205,partial_raw,S04,R4:L8:I8:T8,R4,L8,I8,T8,done,0,0
partial_raw_0206,partial_raw,S04,R4:L8:I1+I3+I7:T6,R4,L8,I1+I3+I7,T6,done,0,0
partial_raw_0206,partial_raw,S04,R4:L8:I1+I3+I7:T8,R4,L8,I1+I3+I7,T8,done,0,0
partial_raw_0207,partial_raw,S04,R4:L8:I1+I2+I3+I8:T6,R4,L8,I1+I2+I3+I8,T6,done,0,0
partial_raw_0207,partial_raw,S04,R4:L8:I1+I2+I3+I8:T8,R4,L8,I1+I2+I3+I8,T8,done,0,0
partial_raw_0208,partial_raw,S04,R4:L10:I0:T6,R4,L10,I0,T6,done,0,0
partial_raw_0208,partial_raw,S04,R4:L10:I0:T8,R4,L10,I0,T8,done,0,0
partial_raw_0209,partial_raw,S04,R4:L10:I1:T6,R4,L10,I1,T6,done,0,0
partial_raw_0209,partial_raw,S04,R4:L10:I1:T8,R4,L10,I1,T8,done,0,0
partial_raw_0210,partial_raw,S04,R4:L10:I3:T6,R4,L10,I3,T6,done,0,0
partial_raw_0210,partial_raw,S04,R4:L10:I3:T8,R4,L10,I3,T8,done,0,0
partial_raw_0211,partial_raw,S04,R4:L10:I4:T6,R4,L10,I4,T6,done,0,0
partial_raw_0211,partial_raw,S04,R4:L10:I4:T8,R4,L10,I4,T8,done,0,0
partial_raw_0212,partial_raw,S04,R4:L10:I7:T6,R4,L10,I7,T6,done,0,0
partial_raw_0212,partial_raw,S04,R4:L10:I7:T8,R4,L10,I7,T8,done,0,0
partial_raw_0213,partial_raw,S04,R4:L10:I8:T6,R4,L10,I8,T6,done,0,0
partial_raw_0213,partial_raw,S04,R4:L10:I8:T8,R4,L10,I8,T8,done,0,0
partial_raw_0214,partial_raw,S04,R4:L10:I1+I3+I7:T6,R4,L10,I1+I3+I7,T6,done,0,0
partial_raw_0214,partial_raw,S04,R4:L10:I1+I3+I7:T8,R4,L10,I1+I3+I7,T8,done,0,0
partial_raw_0215,partial_raw,S04,R4:L10:I1+I2+I3+I8:T6,R4,L10,I1+I2+I3+I8,T6,done,0,0
partial_raw_0215,partial_raw,S04,R4:L10:I1+I2+I3+I8:T8,R4,L10,I1+I2+I3+I8,T8,done,0,0
partial_raw_0216,partial_raw,S04,R4:L11:I0:T6,R4,L11,I0,T6,done,0,0
partial_raw_0216,partial_raw,S04,R4:L11:I0:T8,R4,L11,I0,T8,done,0,0
partial_raw_0217,partial_raw,S04,R4:L11:I1:T6,R4,L11,I1,T6,done,0,0
partial_raw_0217,partial_raw,S04,R4:L11:I1:T8,R4,L11,I1,T8,done,0,0
partial_raw_0218,partial_raw,S04,R4:L11:I3:T6,R4,L11,I3,T6,done,0,0
partial_raw_0218,partial_raw,S04,R4:L11:I3:T8,R4,L11,I3,T8,done,0,0
partial_raw_0219,partial_raw,S04,R4:L11:I4:T6,R4,L11,I4,T6,done,0,0
partial_raw_0219,partial_raw,S04,R4:L11:I4:T8,R4,L11,I4,T8,done,0,0
partial_raw_0220,partial_raw,S04,R4:L11:I7:T6,R4,L11,I7,T6,done,0,0
partial_raw_0220,partial_raw,S04,R4:L11:I7:T8,R4,L11,I7,T8,done,0,0
partial_raw_0221,partial_raw,S04,R4:L11:I8:T6,R4,L11,I8,T6,done,0,0
partial_raw_0221,partial_raw,S04,R4:L11:I8:T8,R4,L11,I8,T8,done,0,0
partial_raw_0222,partial_raw,S04,R4:L11:I1+I3+I7:T6,R4,L11,I1+I3+I7,T6,done,0,0
partial_raw_0222,partial_raw,S04,R4:L11:I1+I3+I7:T8,R4,L11,I1+I3+I7,T8,done,0,0
partial_raw_0223,partial_raw,S04,R4:L11:I1+I2+I3+I8:T6,R4,L11,I1+I2+I3+I8,T6,done,0,0
partial_raw_0223,partial_raw,S04,R4:L11:I1+I2+I3+I8:T8,R4,L11,I1+I2+I3+I8,T8,done,0,0
partial_raw_0224,partial_raw,S04,R4:L12:I0:T6,R4,L12,I0,T6,done,0,0
partial_raw_0224,partial_raw,S04,R4:L12:I0:T8,R4,L12,I0,T8,done,0,0
partial_raw_0225,partial_raw,S04,R4:L12:I1:T6,R4,L12,I1,T6,done,0,0
partial_raw_0225,partial_raw,S04,R4:L12:I1:T8,R4,L12,I1,T8,done,0,0
partial_raw_0226,partial_raw,S04,R4:L12:I3:T6,R4,L12,I3,T6,done,0,0
partial_raw_0226,partial_raw,S04,R4:L12:I3:T8,R4,L12,I3,T8,done,0,0
partial_raw_0227,partial_raw,S04,R4:L12:I4:T6,R4,L12,I4,T6,done,0,0
partial_raw_0227,partial_raw,S04,R4:L12:I4:T8,R4,L12,I4,T8,done,0,0
partial_raw_0228,partial_raw,S04,R4:L12:I7:T6,R4,L12,I7,T6,done,0,0
partial_raw_0228,partial_raw,S04,R4:L12:I7:T8,R4,L12,I7,T8,done,0,0
partial_raw_0229,partial_raw,S04,R4:L12:I8:T6,R4,L12,I8,T6,done,0,0
partial_raw_0229,partial_raw,S04,R4:L12:I8:T8,R4,L12,I8,T8,done,0,0
partial_raw_0230,partial_raw,S04,R4:L12:I1+I3+I7:T6,R4,L12,I1+I3+I7,T6,done,0,0
partial_raw_0230,partial_raw,S04,R4:L12:I1+I3+I7:T8,R4,L12,I1+I3+I7,T8,done,0,0
partial_raw_0231,partial_raw,S04,R4:L12:I1+I2+I3+I8:T6,R4,L12,I1+I2+I3+I8,T6,done,0,0
partial_raw_0231,partial_raw,S04,R4:L12:I1+I2+I3+I8:T8,R4,L12,I1+I2+I3+I8,T8,done,0,0
partial_raw_0232,partial_raw,S04,R4:L13:I0:T6,R4,L13,I0,T6,done,0,0
partial_raw_0232,partial_raw,S04,R4:L13:I0:T8,R4,L13,I0,T8,done,0,0
partial_raw_0233,partial_raw,S04,R4:L13:I1:T6,R4,L13,I1,T6,done,0,0
partial_raw_0233,partial_raw,S04,R4:L13:I1:T8,R4,L13,I1,T8,done,0,0
partial_raw_0234,partial_raw,S04,R4:L13:I3:T6,R4,L13,I3,T6,done,0,0
partial_raw_0234,partial_raw,S04,R4:L13:I3:T8,R4,L13,I3,T8,done,0,0
partial_raw_0235,partial_raw,S04,R4:L13:I4:T6,R4,L13,I4,T6,done,0,0
partial_raw_0235,partial_raw,S04,R4:L13:I4:T8,R4,L13,I4,T8,done,0,0
partial_raw_0236,partial_raw,S04,R4:L13:I7:T6,R4,L13,I7,T6,done,0,0
partial_raw_0236,partial_raw,S04,R4:L13:I7:T8,R4,L13,I7,T8,done,0,0
partial_raw_0237,partial_raw,S04,R4:L13:I8:T6,R4,L13,I8,T6,done,0,0
partial_raw_0237,partial_raw,S04,R4:L13:I8:T8,R4,L13,I8,T8,done,0,0
partial_raw_0238,partial_raw,S04,R4:L13:I1+I3+I7:T6,R4,L13,I1+I3+I7,T6,done,0,0
partial_raw_0238,partial_raw,S04,R4:L13:I1+I3+I7:T8,R4,L13,I1+I3+I7,T8,done,0,0
partial_raw_0239,partial_raw,S04,R4:L13:I1+I2+I3+I8:T6,R4,L13,I1+I2+I3+I8,T6,done,0,0
partial_raw_0239,partial_raw,S04,R4:L13:I1+I2+I3+I8:T8,R4,L13,I1+I2+I3+I8,T8,done,0,0
partial_raw_0240,partial_raw,S04,R4:L14:I0:T6,R4,L14,I0,T6,done,0,0
partial_raw_0240,partial_raw,S04,R4:L14:I0:T8,R4,L14,I0,T8,done,0,0
partial_raw_0241,partial_raw,S04,R4:L14:I1:T6,R4,L14,I1,T6,done,0,0
partial_raw_0241,partial_raw,S04,R4:L14:I1:T8,R4,L14,I1,T8,done,0,0
partial_raw_0242,partial_raw,S04,R4:L14:I3:T6,R4,L14,I3,T6,done,0,0
partial_raw_0242,partial_raw,S04,R4:L14:I3:T8,R4,L14,I3,T8,done,0,0
partial_raw_0243,partial_raw,S04,R4:L14:I4:T6,R4,L14,I4,T6,done,0,0
partial_raw_0243,partial_raw,S04,R4:L14:I4:T8,R4,L14,I4,T8,done,0,0
partial_raw_0244,partial_raw,S04,R4:L14:I7:T6,R4,L14,I7,T6,done,0,0
partial_raw_0244,partial_raw,S04,R4:L14:I7:T8,R4,L14,I7,T8,done,0,0
partial_raw_0245,partial_raw,S04,R4:L14:I8:T6,R4,L14,I8,T6,done,0,0
partial_raw_0245,partial_raw,S04,R4:L14:I8:T8,R4,L14,I8,T8,done,0,0
partial_raw_0246,partial_raw,S04,R4:L14:I1+I3+I7:T6,R4,L14,I1+I3+I7,T6,done,0,0
partial_raw_0246,partial_raw,S04,R4:L14:I1+I3+I7:T8,R4,L14,I1+I3+I7,T8,done,0,0
partial_raw_0247,partial_raw,S04,R4:L14:I1+I2+I3+I8:T6,R4,L14,I1+I2+I3+I8,T6,done,0,0
partial_raw_0247,partial_raw,S04,R4:L14:I1+I2+I3+I8:T8,R4,L14,I1+I2+I3+I8,T8,done,0,0
partial_raw_0248,partial_raw,S04,R4:L15:I0:T6,R4,L15,I0,T6,done,0,0
partial_raw_0248,partial_raw,S04,R4:L15:I0:T8,R4,L15,I0,T8,done,0,0
partial_raw_0249,partial_raw,S04,R4:L15:I1:T6,R4,L15,I1,T6,done,0,0
partial_raw_0249,partial_raw,S04,R4:L15:I1:T8,R4,L15,I1,T8,done,0,0
partial_raw_0250,partial_raw,S04,R4:L15:I3:T6,R4,L15,I3,T6,done,0,0
partial_raw_0250,partial_raw,S04,R4:L15:I3:T8,R4,L15,I3,T8,done,0,0
partial_raw_0251,partial_raw,S04,R4:L15:I4:T6,R4,L15,I4,T6,done,0,0
partial_raw_0251,partial_raw,S04,R4:L15:I4:T8,R4,L15,I4,T8,done,0,0
partial_raw_0252,partial_raw,S04,R4:L15:I7:T6,R4,L15,I7,T6,done,0,0
partial_raw_0252,partial_raw,S04,R4:L15:I7:T8,R4,L15,I7,T8,done,0,0
partial_raw_0253,partial_raw,S04,R4:L15:I8:T6,R4,L15,I8,T6,done,0,0
partial_raw_0253,partial_raw,S04,R4:L15:I8:T8,R4,L15,I8,T8,done,0,0
partial_raw_0254,partial_raw,S04,R4:L15:I1+I3+I7:T6,R4,L15,I1+I3+I7,T6,done,0,0
partial_raw_0254,partial_raw,S04,R4:L15:I1+I3+I7:T8,R4,L15,I1+I3+I7,T8,done,0,0
partial_raw_0255,partial_raw,S04,R4:L15:I1+I2+I3+I8:T6,R4,L15,I1+I2+I3+I8,T6,done,0,0
partial_raw_0255,partial_raw,S04,R4:L15:I1+I2+I3+I8:T8,R4,L15,I1+I2+I3+I8,T8,done,0,0
partial_raw_0256,partial_raw,S04,R4:L16:I0:T6,R4,L16,I0,T6,done,0,0
partial_raw_0256,partial_raw,S04,R4:L16:I0:T8,R4,L16,I0,T8,done,0,0
partial_raw_0257,partial_raw,S04,R4:L16:I1:T6,R4,L16,I1,T6,done,0,0
partial_raw_0257,partial_raw,S04,R4:L16:I1:T8,R4,L16,I1,T8,done,0,0
partial_raw_0258,partial_raw,S04,R4:L16:I3:T6,R4,L16,I3,T6,done,0,0
partial_raw_0258,partial_raw,S04,R4:L16:I3:T8,R4,L16,I3,T8,done,0,0
partial_raw_0259,partial_raw,S04,R4:L16:I4:T6,R4,L16,I4,T6,done,0,0
partial_raw_0259,partial_raw,S04,R4:L16:I4:T8,R4,L16,I4,T8,done,0,0
partial_raw_0260,partial_raw,S04,R4:L16:I7:T6,R4,L16,I7,T6,done,0,0
partial_raw_0260,partial_raw,S04,R4:L16:I7:T8,R4,L16,I7,T8,done,0,0
partial_raw_0261,partial_raw,S04,R4:L16:I8:T6,R4,L16,I8,T6,done,0,0
partial_raw_0261,partial_raw,S04,R4:L16:I8:T8,R4,L16,I8,T8,done,0,0
partial_raw_0262,partial_raw,S04,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,done,0,0
partial_raw_0262,partial_raw,S04,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,done,0,0
partial_raw_0263,partial_raw,S04,R4:L16:I1+I2+I3+I8:T6,R4,L16,I1+I2+I3+I8,T6,done,0,0
partial_raw_0263,partial_raw,S04,R4:L16:I1+I2+I3+I8:T8,R4,L16,I1+I2+I3+I8,T8,done,0,0
partial_raw_0264,partial_raw,S04,R4:L17:I0:T6,R4,L17,I0,T6,done,0,0
partial_raw_0264,partial_raw,S04,R4:L17:I0:T8,R4,L17,I0,T8,done,0,0
partial_raw_0265,partial_raw,S04,R4:L17:I1:T6,R4,L17,I1,T6,done,0,0
partial_raw_0265,partial_raw,S04,R4:L17:I1:T8,R4,L17,I1,T8,done,0,0
partial_raw_0266,partial_raw,S04,R4:L17:I3:T6,R4,L17,I3,T6,done,0,0
partial_raw_0266,partial_raw,S04,R4:L17:I3:T8,R4,L17,I3,T8,done,0,0
