host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,quality_flag_percent,targets,statuses,qualities
0.021928,1777241397.209656,625,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
0.283131,1777241397.470859,626,,BSF66F,,cal_static,4,95,"A,B,C,D","ok,ok,ok,ok","100,100,80,100"
0.432866,1777241397.620594,627,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
0.71923,1777241397.906958,628,,BSF66F,,cal_static,4,95,"A,B,C,D","ok,ok,ok,ok","100,100,83,100"
0.822876,1777241398.010604,629,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
0.891608,1777241398.079336,898,,BS2DCE,,cal_roto,5,100,"B,D,E,G","ok,ok,ok,ok","100,100,100,100"
1.092753,1777241398.280481,899,,BS2DCE,,cal_roto,5,100,"B,D,E,G","ok,ok,ok,ok","100,100,100,100"
1.100201,1777241398.287929,630,,BSF66F,,cal_static,4,96,"A,B,C,D","ok,ok,ok,ok","100,100,85,100"
1.237945,1777241398.425673,631,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1.272671,1777241398.460399,900,,BS2DCE,,cal_roto,5,100,"D,B,E,G","ok,ok,ok,ok","100,100,100,100"
1.484114,1777241398.671842,901,,BS2DCE,,cal_roto,5,100,"D,B,E,G","ok,ok,ok,ok","100,100,100,100"
1.4884,1777241398.676128,632,,BSF66F,,cal_static,4,96,"A,B,C,D","ok,ok,ok,ok","100,100,87,100"
1.617671,1777241398.805399,633,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1.685311,1777241398.873039,902,,BS2DCE,,cal_roto,5,100,"B,D,E,G","ok,ok,ok,ok","100,100,100,100"
1.86514,1777241399.052868,903,,BS2DCE,,cal_roto,5,100,"B,D,G,E","ok,ok,ok,ok","100,100,100,100"
1.874117,1777241399.061845,634,,BSF66F,,cal_static,4,97,"A,B,C,D","ok,ok,ok,ok","100,100,88,100"
2.030162,1777241399.21789,635,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
2.096029,1777241399.283757,904,,BS2DCE,,cal_roto,5,100,"B,D,G,E","ok,ok,ok,ok","100,100,100,100"
2.277772,1777241399.4655,905,,BS2DCE,,cal_roto,5,100,"B,D,E,G","ok,ok,ok,ok","100,100,100,100"
2.285477,1777241399.473205,636,,BSF66F,,cal_static,4,97,"A,B,C,D","ok,ok,ok,ok","100,100,90,100"
2.444281,1777241399.632009,637,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
2.48012,1777241399.667848,906,,BS2DCE,,cal_roto,5,100,"B,D,E,G","ok,ok,ok,ok","100,100,100,100"
2.675257,1777241399.862985,638,,BSF66F,,cal_static,4,97,"A,B,C,D","ok,ok,ok,ok","100,100,90,100"
2.691552,1777241399.87928,907,,BS2DCE,,cal_roto,5,100,"B,D,E,G","ok,ok,ok,ok","100,100,100,100"
2.825211,1777241400.012939,639,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
2.892672,1777241400.0804,908,,BS2DCE,,cal_roto,5,100,"D,B,E,G","ok,ok,ok,ok","100,100,100,100"
2.936819,1777241400.124547,22,,BSDC91,,cal_roto,5,98,"A,C,E,G","ok,ok,ok,ok","100,92,100,100"
3.07254,1777241400.260268,909,,BS2DCE,,cal_roto,5,100,"D,B,E,G","ok,ok,ok,ok","100,100,100,100"
3.080429,1777241400.268157,640,,BSF66F,,cal_static,4,97,"A,B,C,D","ok,ok,ok,ok","100,100,91,100"
3.118724,1777241400.306452,23,,BSDC91,,cal_roto,5,98,"C,A,E,G","ok,ok,ok,ok","93,100,100,100"
3.260544,1777241400.448272,641,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
3.283969,1777241400.471697,910,,BS2DCE,,cal_roto,5,100,"B,D,E,G","ok,ok,ok,ok","100,100,100,100"
3.317664,1777241400.505392,24,,BSDC91,,cal_roto,5,98,"C,A,E,G","ok,ok,ok,ok","93,100,100,100"
3.470037,1777241400.657765,642,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,100,92,100"
3.486498,1777241400.674226,911,,BS2DCE,,cal_roto,5,100,"B,D,G,E","ok,ok,ok,ok","100,100,100,100"
3.529409,1777241400.717137,25,,BSDC91,,cal_roto,5,98,"A,C,E,G","ok,ok,ok,ok","100,94,100,100"
3.621488,1777241400.809216,643,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
3.693219,1777241400.880947,912,,BS2DCE,,cal_roto,5,100,"B,D,G,E","ok,ok,ok,ok","100,100,100,100"
3.733925,1777241400.921653,26,,BSDC91,,cal_roto,5,98,"A,C,E,G","ok,ok,ok,ok","100,94,100,100"
3.88318,1777241401.070908,644,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,100,92,100"
3.893972,1777241401.0817,913,,BS2DCE,,cal_roto,5,100,"B,D,E,G","ok,ok,ok,ok","100,100,100,100"
3.964966,1777241401.152694,27,,BSDC91,,cal_roto,5,98,"A,C,G,E","ok,ok,ok,ok","100,94,100,100"
4.032647,1777241401.220375,645,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
4.14262,1777241401.330348,28,,BSDC91,,cal_roto,5,98,"A,C,G,E","ok,ok,ok,ok","100,95,100,100"
4.151396,1777241401.339124,914,,BS2DCE,,cal_roto,5,100,"B,D,E,G","ok,ok,ok,ok","100,100,100,100"
4.266584,1777241401.454312,646,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,100,93,100"
4.280019,1777241401.467747,915,,BS2DCE,,cal_roto,5,100,"B,D,E,G","ok,ok,ok,ok","100,100,100,100"
4.358271,1777241401.545999,29,,BSDC91,,cal_roto,5,98,"A,C,E,G","ok,ok,ok,ok","100,95,100,100"
4.422757,1777241401.610485,647,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
4.491538,1777241401.679266,916,,BS2DCE,,cal_roto,5,100,"D,B,E,G","ok,ok,ok,ok","100,100,100,100"
4.556787,1777241401.744515,30,,BSDC91,,cal_roto,5,98,"A,C,E,G","ok,ok,ok,ok","100,95,100,100"
4.692573,1777241401.880301,917,,BS2DCE,,cal_roto,5,100,"D,B,E,G","ok,ok,ok,ok","100,100,100,100"
4.698381,1777241401.886109,648,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,100,93,100"
4.736785,1777241401.924513,31,,BSDC91,,cal_roto,5,98,"C,A,E,G","ok,ok,ok,ok","95,100,100,100"
4.836382,1777241402.02411,649,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
4.872384,1777241402.060112,918,,BS2DCE,,cal_roto,5,100,"B,D,E,G","ok,ok,ok,ok","100,100,100,100"
4.916912,1777241402.10464,32,,BSDC91,,cal_roto,5,98,"C,A,E,G","ok,ok,ok,ok","95,100,100,100"
5.08372,1777241402.271448,919,,BS2DCE,,cal_roto,5,100,"B,D,G,E","ok,ok,ok,ok","100,100,100,100"
5.089898,1777241402.277626,650,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,100,94,100"
5.122371,1777241402.310099,33,,BSDC91,,cal_roto,5,99,"A,C,E,G","ok,ok,ok,ok","100,96,100,100"
5.217539,1777241402.405267,651,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
5.283185,1777241402.470913,920,,BS2DCE,,cal_roto,5,100,"B,D,G,E","ok,ok,ok,ok","100,100,100,100"
5.329261,1777241402.516989,34,,BSDC91,,cal_roto,5,99,"A,C,E,G","ok,ok,ok,ok","100,96,100,100"
5.473832,1777241402.66156,652,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,100,94,100"
5.492706,1777241402.680434,921,,BS2DCE,,cal_roto,5,100,"B,D,E,G","ok,ok,ok,ok","100,100,100,100"
5.533357,1777241402.721085,35,,BSDC91,,cal_roto,5,99,"A,C,G,E","ok,ok,ok,ok","100,96,100,100"
5.629894,1777241402.817622,653,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
