host_elapsed_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
207.001,3678549,614,E,4,0xa104,0xb101,0xe1,18598,7,2112,122,4228,20
207.566,3679114,615,F,5,0xa105,0xb102,0xe1,20650,7,2345,122,7333,20
207.718,3679266,616,G,6,0xa106,0xb103,0xe1,16021,7,1702,118,6798,20
207.922,3679470,617,C,2,0xa102,0xb103,0xe1,17885,7,1900,118,6701,20
208.166,3679714,618,F,5,0xa105,0xb102,0xe1,20703,7,2351,122,6916,20
208.317,3679865,619,C,2,0xa102,0xb103,0xe1,18990,7,2192,123,7067,20
209.125,3680673,620,E,4,0xa104,0xb101,0xe1,17148,7,1884,120,5274,20
209.366,3680914,621,F,5,0xa105,0xb102,0xe1,21104,7,2436,123,7188,20
209.719,3681267,622,F,5,0xa105,0xb103,0xe1,20739,7,2166,117,7106,20
209.920,3681468,623,D,3,0xa103,0xb103,0xe1,19016,7,2195,123,6939,20
209.965,3681514,624,F,5,0xa105,0xb102,0xe1,21171,7,2326,120,6947,20
210.001,3681549,625,G,6,0xa106,0xb101,0xe1,17311,7,1808,117,7095,20
210.200,3681748,626,G,6,0xa106,0xb101,0xe1,16060,7,1794,121,6389,20
210.319,3681867,627,C,2,0xa102,0xb101,0xe1,19239,7,2257,124,7079,20
210.520,3682068,628,E,4,0xa104,0xb101,0xe1,16526,7,566,67,2564,20
210.718,3682266,629,C,2,0xa102,0xb103,0xe1,18856,7,2212,124,6566,20
211.000,3682548,630,G,6,0xa106,0xb101,0xe1,15170,7,600,72,3487,20
211.317,3682866,631,H,7,0xa107,0xb103,0xe1,18576,7,2075,121,7160,20
211.600,3683148,632,G,6,0xa106,0xb101,0xe1,17387,7,2007,123,6818,20
211.919,3683467,633,C,2,0xa102,0xb101,0xe1,18977,7,2155,122,6716,20
211.965,3683513,634,F,5,0xa105,0xb102,0xe1,20569,7,2413,124,6642,20
212.521,3684069,635,E,4,0xa104,0xb101,0xe1,16946,7,1956,123,3287,20
212.567,3684115,636,F,5,0xa105,0xb102,0xe1,20025,7,2274,122,7093,20
213.118,3684666,637,D,3,0xa103,0xb103,0xe1,18886,7,2180,123,6839,20
213.920,3685468,638,D,3,0xa103,0xb103,0xe1,17421,7,1946,121,6338,20
214.120,3685669,639,G,6,0xa106,0xb101,0xe1,9451,6,1004,118,5519,20
214.565,3686114,640,F,5,0xa105,0xb102,0xe1,18841,7,2070,120,6905,20
214.994,3686543,641,G,6,0xa106,0xb101,0xe1,16765,7,1751,117,6778,20
215.321,3686869,642,H,7,0xa107,0xb103,0xe1,18233,7,1937,118,6549,20
215.518,3687066,643,C,2,0xa102,0xb103,0xe1,19003,7,2158,122,6236,20
215.721,3687270,644,G,6,0xa106,0xb103,0xe1,14189,7,1061,99,5678,20
216.165,3687714,645,F,5,0xa105,0xb102,0xe1,20729,7,2354,122,6896,20
217.717,3689266,646,G,6,0xa106,0xb103,0xe1,16697,7,1804,119,6601,20
217.999,3689548,647,G,6,0xa106,0xb101,0xe1,17461,7,1855,118,6943,20
218.118,3689666,648,G,6,0xa106,0xb103,0xe1,16784,7,1783,118,7280,20
218.517,3690066,649,G,6,0xa106,0xb103,0xe1,14954,7,608,73,3776,20
218.717,3690266,650,D,3,0xa103,0xb103,0xe1,18444,7,2129,123,5088,20
219.317,3690866,651,H,7,0xa107,0xb103,0xe1,19047,7,2163,122,6515,20
220.332,3691868,652,D,3,0xa103,0xb103,0xe1,20083,7,2356,124,5832,20
220.401,3691949,653,G,6,0xa106,0xb101,0xe1,16767,7,1873,121,7309,20
220.717,3692266,654,E,4,0xa104,0xb101,0xe1,18431,7,1925,117,4554,20
220.966,3692515,655,F,5,0xa105,0xb102,0xe1,19059,7,2200,123,6778,20
223.117,3694666,656,C,2,0xa102,0xb103,0xe1,17185,7,2016,124,6574,20
223.201,3694750,657,E,4,0xa104,0xb101,0xe1,17292,7,1806,117,3375,20
223.319,3694868,658,E,4,0xa104,0xb101,0xe1,17535,7,2024,123,3079,20
223.365,3694914,659,F,5,0xa105,0xb102,0xe1,20038,7,1294,92,5750,20
223.919,3695468,660,C,2,0xa102,0xb103,0xe1,17831,7,1959,120,5869,20
223.965,3695514,661,F,5,0xa105,0xb102,0xe1,19919,7,2262,122,6871,20
224.166,3695715,662,F,5,0xa105,0xb102,0xe1,20174,7,2107,117,7078,20
224.517,3696066,663,C,2,0xa102,0xb101,0xe1,18977,7,2155,122,6121,20
225.316,3696865,664,G,6,0xa106,0xb103,0xe1,16409,7,1833,121,5342,20
225.917,3697466,665,C,2,0xa102,0xb103,0xe1,18823,7,2068,120,6277,20
226.517,3698066,666,G,6,0xa106,0xb103,0xe1,16501,7,1753,118,6747,20
226.720,3698269,667,D,3,0xa103,0xb103,0xe1,19906,7,2079,117,4969,20
226.918,3698467,668,A,0,0xa100,0xb101,0xe1,17873,7,2063,123,3654,20
227.717,3699266,669,D,3,0xa103,0xb103,0xe1,18713,7,2160,123,5484,20
227.999,3699548,670,G,6,0xa106,0xb101,0xe1,16558,7,1759,118,6532,20
228.517,3700067,671,C,2,0xa102,0xb103,0xe1,16159,7,829,82,3298,20
229.118,3700668,672,E,4,0xa104,0xb101,0xe1,18562,7,1388,99,4962,20
229.164,3700714,673,F,5,0xa105,0xb102,0xe1,20671,7,2425,124,7013,20
229.519,3701069,674,E,4,0xa104,0xb101,0xe1,18378,7,2087,122,4495,20
230.117,3701666,675,D,3,0xa103,0xb103,0xe1,19734,7,2241,122,6851,20
230.519,3702069,676,D,3,0xa103,0xb103,0xe1,19032,7,2126,121,3540,20
232.000,3703550,677,G,6,0xa106,0xb101,0xe1,16812,7,1878,121,6306,20
232.716,3704266,678,G,6,0xa106,0xb103,0xe1,15710,7,1784,122,7227,20
233.196,3704746,679,E,4,0xa104,0xb101,0xe1,19369,7,1887,113,3461,20
233.516,3705066,680,H,7,0xa107,0xb103,0xe1,18862,7,1970,117,6740,20
234.165,3705714,681,F,5,0xa105,0xb102,0xe1,18892,7,2007,118,6439,20
234.528,3706078,682,D,3,0xa103,0xb103,0xe1,19086,7,2239,124,3997,20
234.564,3706113,683,F,5,0xa105,0xb102,0xe1,18901,7,1974,117,7098,20
234.718,3706268,684,E,4,0xa104,0xb101,0xe1,17991,7,2043,122,3123,20
234.764,3706314,685,F,5,0xa105,0xb102,0xe1,20149,7,2402,125,7262,20
235.717,3707267,686,C,2,0xa102,0xb103,0xe1,17725,7,1883,118,6011,20
235.993,3707543,687,E,4,0xa104,0xb101,0xe1,19104,7,2134,121,4467,20
236.563,3708114,688,E,4,0xa104,0xb102,0xe1,18404,7,2022,120,4733,20
236.718,3708268,689,G,6,0xa106,0xb101,0xe1,15377,7,993,92,5255,20
236.764,3708314,690,F,5,0xa105,0xb102,0xe1,20441,7,2398,124,7400,20
237.715,3709266,691,E,4,0xa104,0xb101,0xe1,16938,7,363,53,2618,20
237.997,3709548,692,G,6,0xa106,0xb101,0xe1,16686,7,1926,123,6605,20
238.116,3709666,693,C,2,0xa102,0xb103,0xe1,18498,7,2170,124,6579,20
240.397,3711948,694,E,4,0xa104,0xb101,0xe1,18122,7,1991,120,4304,20
240.715,3712266,695,H,7,0xa107,0xb103,0xe1,20245,7,2375,124,7215,20
241.392,3712943,696,G,6,0xa106,0xb101,0xe1,16349,7,1918,124,6878,20
241.515,3713065,697,E,4,0xa104,0xb101,0xe1,17372,7,2038,124,4288,20
241.718,3713269,698,D,3,0xa103,0xb103,0xe1,18635,7,2151,123,6778,20
242.515,3714066,699,A,0,0xa100,0xb101,0xe1,19579,7,2260,123,5588,20
242.715,3714265,700,A,0,0xa100,0xb101,0xe1,15335,7,1713,121,3178,20
243.316,3714866,701,D,3,0xa103,0xb103,0xe1,18470,7,1929,117,6823,20
243.515,3715066,702,H,7,0xa107,0xb103,0xe1,18800,7,2100,121,7177,20
243.715,3715266,703,B,1,0xa101,0xb103,0xe1,13798,6,379,60,659,20
243.917,3715468,704,E,4,0xa104,0xb101,0xe1,17103,7,1879,120,3296,20
243.963,3715514,705,F,5,0xa105,0xb102,0xe1,21550,7,2569,125,7406,20
244.316,3715867,706,E,4,0xa104,0xb101,0xe1,17537,7,1959,121,5441,20
245.115,3716666,707,E,4,0xa104,0xb101,0xe1,17027,7,1902,121,1406,20
245.318,3716869,708,E,4,0xa104,0xb101,0xe1,17764,7,521,62,2218,20
245.563,3717114,709,F,5,0xa105,0xb102,0xe1,19842,7,2180,120,6907,20
245.715,3717266,710,G,6,0xa106,0xb101,0xe1,17331,7,1936,121,7438,20
245.915,3717466,711,G,6,0xa106,0xb103,0xe1,16438,7,1776,119,6140,20
246.316,3717867,712,E,4,0xa104,0xb101,0xe1,17747,7,2082,124,1557,20
246.515,3718066,713,D,3,0xa103,0xb103,0xe1,19261,7,2081,119,3646,20
247.116,3718666,714,H,7,0xa107,0xb103,0xe1,20170,7,2216,120,6898,20
247.515,3719067,715,H,7,0xa107,0xb103,0xe1,13070,6,144,38,1798,20
248.566,3720117,716,F,5,0xa105,0xb102,0xe1,19844,7,2328,124,7695,20
249.515,3721066,717,G,6,0xa106,0xb103,0xe1,17110,7,1975,123,6717,20
249.762,3721313,718,F,5,0xa105,0xb102,0xe1,20272,7,2340,123,7485,20
250.115,3721666,719,D,3,0xa103,0xb103,0xe1,18930,7,2011,118,4770,20
250.597,3722148,720,G,6,0xa106,0xb101,0xe1,14413,7,652,77,4227,20
250.715,3722266,721,F,5,0xa105,0xb103,0xe1,20492,7,2404,124,7368,20
250.799,3722350,722,G,6,0xa106,0xb101,0xe1,15084,7,1418,111,6273,20
250.963,3722514,723,E,4,0xa104,0xb102,0xe1,18958,7,2224,124,3525,20
251.717,3723269,724,D,3,0xa103,0xb103,0xe1,14581,7,178,40,541,20
251.763,3723314,725,F,5,0xa105,0xb102,0xe1,19333,7,2268,124,7570,20
251.914,3723465,726,C,2,0xa102,0xb101,0xe1,18845,7,2002,118,7038,20
252.962,3724514,727,F,5,0xa105,0xb102,0xe1,19492,7,2106,119,7163,20
253.915,3725467,728,G,6,0xa106,0xb103,0xe1,16886,7,1981,124,6559,20
254.113,3725665,729,C,2,0xa102,0xb103,0xe1,12743,6,126,36,1550,20
254.315,3725866,730,G,6,0xa106,0xb103,0xe1,16772,7,1936,123,7473,20
255.113,3726665,731,E,4,0xa104,0xb101,0xe1,17537,7,1959,121,3376,20
255.317,3726868,732,E,4,0xa104,0xb101,0xe1,17586,7,1900,119,5155,20
255.563,3727114,733,F,5,0xa105,0xb102,0xe1,21469,7,2438,122,6949,20
256.117,3727669,734,G,6,0xa106,0xb101,0xe1,16661,7,1770,118,6864,20
256.163,3727714,735,F,5,0xa105,0xb102,0xe1,19675,7,2271,123,6888,20
256.718,3728269,736,A,0,0xa100,0xb101,0xe1,18594,7,1942,117,5665,20
256.762,3728314,737,E,4,0xa104,0xb102,0xe1,18583,7,2180,124,4927,20
257.565,3729117,738,F,5,0xa105,0xb102,0xe1,19067,7,2060,119,6621,20
257.918,3729470,739,D,3,0xa103,0xb103,0xe1,17994,7,2010,121,6375,20
258.317,3729868,740,C,2,0xa102,0xb103,0xe1,18182,7,1899,117,6805,20
258.363,3729914,741,F,5,0xa105,0xb102,0xe1,19824,7,2106,118,7096,20
259.596,3731148,742,G,6,0xa106,0xb101,0xe1,16101,7,1769,120,6530,20
260.562,3732114,743,F,5,0xa105,0xb102,0xe1,19515,7,2144,120,7256,20
260.714,3732266,744,C,2,0xa102,0xb103,0xe1,18619,7,1978,118,6430,20
260.914,3732466,745,E,4,0xa104,0xb101,0xe1,18287,7,2180,125,6202,20
261.361,3732913,746,F,5,0xa105,0xb102,0xe1,21849,7,2522,123,7548,20
261.391,3732944,747,E,4,0xa104,0xb101,0xe1,15340,7,237,45,1880,20
261.562,3733114,748,F,5,0xa105,0xb102,0xe1,20307,7,2231,120,7031,20
261.796,3733348,749,G,6,0xa106,0xb101,0xe1,15828,7,1739,120,7270,20
261.914,3733466,750,A,0,0xa100,0xb101,0xe1,15409,7,1637,118,2430,20
262.316,3733868,751,D,3,0xa103,0xb103,0xe1,17969,7,2108,124,5148,20
262.791,3734343,752,E,4,0xa104,0xb101,0xe1,18627,7,1751,111,3956,20
262.961,3734513,753,F,5,0xa105,0xb102,0xe1,20255,7,2338,123,7340,20
262.997,3734549,754,G,6,0xa106,0xb101,0xe1,15225,7,1185,101,5659,20
263.316,3734868,755,H,7,0xa107,0xb103,0xe1,18872,7,2039,119,7070,20
263.762,3735314,756,E,4,0xa104,0xb102,0xe1,18370,7,2155,124,2699,20
263.916,3735468,757,D,3,0xa103,0xb103,0xe1,18844,7,2036,119,3628,20
266.113,3737665,758,G,6,0xa106,0xb103,0xe1,16718,7,1776,118,6341,20
266.313,3737866,759,C,2,0xa102,0xb103,0xe1,18450,7,2027,120,6305,20
266.537,3738090,760,C,2,0xa102,0xb101,0xe1,14532,7,205,43,1953,20
266.915,3738467,761,C,2,0xa102,0xb101,0xe1,18629,7,2081,121,6583,20
266.961,3738513,762,E,4,0xa104,0xb102,0xe1,18915,7,2148,122,5407,20
267.713,3739265,763,H,7,0xa107,0xb103,0xe1,18805,7,2066,120,7069,20
268.316,3739868,764,G,6,0xa106,0xb101,0xe1,18303,7,2182,125,7537,20
268.362,3739914,765,F,5,0xa105,0xb102,0xe1,20526,7,2408,124,7222,20
268.513,3740066,766,G,6,0xa106,0xb103,0xe1,16336,7,1765,119,6713,20
268.761,3740314,767,F,5,0xa105,0xb102,0xe1,19316,7,2266,124,7624,20
269.718,3741270,768,G,6,0xa106,0xb101,0xe1,16810,7,1972,124,7355,20
270.113,3741665,769,D,3,0xa103,0xb103,0xe1,17445,7,1822,117,5193,20
270.715,3742268,770,H,7,0xa107,0xb103,0xe1,19469,7,2139,120,7194,20
270.761,3742314,771,F,5,0xa105,0xb102,0xe1,20593,7,2377,123,7670,20
270.916,3742469,772,D,3,0xa103,0xb103,0xe1,18987,7,2086,120,6820,20
270.962,3742515,773,F,5,0xa105,0xb102,0xe1,20177,7,2180,119,7292,20
271.314,3742867,774,C,2,0xa102,0xb101,0xe1,18393,7,1921,117,6547,20
271.514,3743067,775,G,6,0xa106,0xb101,0xe1,16356,7,1827,121,6156,20
271.962,3743515,776,F,5,0xa105,0xb102,0xe1,21480,7,1542,97,5586,20
272.113,3743667,777,D,3,0xa103,0xb103,0xe1,15249,7,378,57,2821,20
272.390,3743943,778,G,6,0xa106,0xb101,0xe1,16464,7,1749,118,5629,20
272.761,3744314,779,F,5,0xa105,0xb102,0xe1,19955,7,2341,124,7150,20
272.962,3744514,780,F,5,0xa105,0xb102,0xe1,21601,7,2256,117,6971,20
273.161,3744714,781,F,5,0xa105,0xb102,0xe1,19441,7,2244,123,7379,20
273.515,3745068,782,G,6,0xa106,0xb101,0xe1,15693,7,1639,117,6734,20
273.796,3745349,783,G,6,0xa106,0xb101,0xe1,15897,7,1835,123,6793,20
274.114,3745667,784,E,4,0xa104,0xb101,0xe1,18732,7,1990,118,5143,20
274.361,3745915,785,F,5,0xa105,0xb102,0xe1,19195,7,914,79,4354,20
274.913,3746466,786,D,3,0xa103,0xb103,0xe1,20031,7,2128,118,1481,20
275.717,3747270,787,G,6,0xa106,0xb101,0xe1,17085,7,1815,118,7100,20
277.360,3748913,788,F,5,0xa105,0xb102,0xe1,19371,7,2236,123,7504,20
277.514,3749068,789,G,6,0xa106,0xb101,0xe1,17573,7,1963,121,7216,20
277.759,3749313,790,F,5,0xa105,0xb102,0xe1,21017,7,2426,123,7457,20
278.590,3750143,791,G,6,0xa106,0xb101,0xe1,16574,7,1731,117,6284,20
278.916,3750470,792,G,6,0xa106,0xb101,0xe1,17517,7,2022,123,7234,20
279.160,3750713,793,F,5,0xa105,0xb102,0xe1,23254,8,2728,124,7895,20
279.314,3750868,794,D,3,0xa103,0xb103,0xe1,18911,7,2009,118,6471,20
279.360,3750914,795,F,5,0xa105,0xb102,0xe1,20386,7,2315,122,7399,20
279.911,3751465,796,E,4,0xa104,0xb101,0xe1,17881,7,2064,123,2308,20
280.760,3752314,797,F,5,0xa105,0xb102,0xe1,19603,7,2118,119,7305,20
280.960,3752514,798,F,5,0xa105,0xb102,0xe1,19713,7,2202,121,6470,20
281.515,3753069,799,G,6,0xa106,0xb103,0xe1,12255,6,128,37,1710,20
281.561,3753114,800,F,5,0xa105,0xb102,0xe1,20991,7,2230,118,7087,20
281.960,3753513,801,F,5,0xa105,0xb102,0xe1,21390,7,2311,119,7671,20
282.160,3753713,802,F,5,0xa105,0xb102,0xe1,19955,7,2341,124,7614,20
282.312,3753865,803,G,6,0xa106,0xb103,0xe1,16027,7,1820,122,6243,20
282.714,3754267,804,G,6,0xa106,0xb101,0xe1,15373,7,1689,120,6910,20
282.760,3754313,805,F,5,0xa105,0xb102,0xe1,19633,7,2157,120,7310,20
282.915,3754468,806,G,6,0xa106,0xb103,0xe1,15663,7,1608,116,6707,20
282.960,3754514,807,E,4,0xa104,0xb102,0xe1,18583,7,2180,124,789,20
283.125,3754665,808,D,3,0xa103,0xb103,0xe1,20059,7,2095,117,3116,20
283.160,3754714,809,F,5,0xa105,0xb102,0xe1,21424,7,2276,118,7124,20
283.759,3755313,810,F,5,0xa105,0xb102,0xe1,19688,7,2163,120,6530,20
284.789,3756343,811,G,6,0xa106,0xb101,0xe1,15560,7,1653,118,5968,20
285.359,3756913,812,F,5,0xa105,0xb102,0xe1,20880,7,2294,120,7401,20
285.514,3757068,813,D,3,0xa103,0xb103,0xe1,18782,7,2168,123,7012,20
285.560,3757114,814,F,5,0xa105,0xb102,0xe1,19054,7,1990,117,7005,20
286.114,3757668,815,G,6,0xa106,0xb101,0xe1,15284,7,1793,124,7457,20
286.619,3758173,816,E,4,0xa104,0xb101,0xe1,17260,7,1960,122,4525,20
286.795,3758349,817,E,4,0xa104,0xb101,0xe1,17885,7,2031,122,4361,20
287.395,3758949,818,G,6,0xa106,0xb101,0xe1,16603,7,1734,117,6024,20
287.760,3759314,819,E,4,0xa104,0xb102,0xe1,17219,7,505,62,1281,20
287.915,3759469,820,D,3,0xa103,0xb103,0xe1,19141,7,2068,119,6410,20
287.994,3759548,821,G,6,0xa106,0xb101,0xe1,16642,7,1859,121,6724,20
288.112,3759666,822,E,4,0xa104,0xb101,0xe1,12758,6,106,33,1489,20
289.760,3761314,823,F,5,0xa105,0xb102,0xe1,18508,7,1933,117,6801,20
291.360,3762914,824,F,5,0xa105,0xb102,0xe1,22257,8,2611,124,7451,20
292.760,3764314,825,F,5,0xa105,0xb102,0xe1,18453,7,632,67,3871,20
293.111,3764665,826,B,1,0xa101,0xb103,0xe1,16708,7,1775,118,1589,20
293.360,3764914,827,F,5,0xa105,0xb102,0xe1,19988,7,2196,120,6701,20
293.514,3765068,828,D,3,0xa103,0xb103,0xe1,19579,7,2260,123,5683,20
293.560,3765114,829,F,5,0xa105,0xb102,0xe1,19321,7,874,77,4436,20
293.789,3765343,830,E,4,0xa104,0xb101,0xe1,17612,7,1871,118,4545,20
293.912,3765466,831,D,3,0xa103,0xb103,0xe1,15901,7,1389,107,2766,20
295.111,3766665,832,D,3,0xa103,0xb103,0xe1,19549,7,2220,122,3898,20
296.712,3768266,833,C,2,0xa102,0xb103,0xe1,17110,7,1943,122,6674,20
297.194,3768748,834,G,6,0xa106,0xb101,0xe1,17028,7,1809,118,5772,20
297.511,3769065,835,D,3,0xa103,0xb103,0xe1,19546,7,2293,124,7498,20
298.159,3769714,836,F,5,0xa105,0xb102,0xe1,20636,7,2382,123,7256,20
298.314,3769868,837,D,3,0xa103,0xb103,0xe1,18150,7,2095,123,7468,20
298.388,3769942,838,E,4,0xa104,0xb101,0xe1,18114,7,2057,122,2599,20
298.759,3770314,839,F,5,0xa105,0xb102,0xe1,19501,7,2251,123,7528,20
299.910,3771465,840,G,6,0xa106,0xb103,0xe1,15033,7,1170,101,5736,20
