capture_id,tag,n_samples,opti_circle_radius_mm,angular_speed_deg_s_median,angular_speed_deg_s_p95,abs_radius_error_p50_mm,abs_radius_error_p95_mm
R01,BS2DCE,1201,426.48582848840823,95.00996679269068,99.12082074644721,63.05497417480757,167.07881469444573
R01,BSDC91,1200,553.5374362567889,94.99786640531997,99.20681637168391,47.25394188915732,135.38958424453398
R02,BS2DCE,1201,426.5872672453299,86.01727343481309,98.42872008061893,61.88249087060268,181.50681031569997
R02,BSDC91,1200,553.7579522299013,86.28914456975616,97.52563148139856,45.294050814469955,126.64312853175987
R03,BS2DCE,1050,426.57234620164684,87.70762700594005,98.1662836171793,84.41000831914263,215.87782165980585
R03,BSDC91,1200,553.5575033917082,87.95108822634904,97.53762377183163,43.92824910874444,156.23257740239745
R04,BS2DCE,1200,426.43337333690476,86.6805473605806,98.41673313480067,70.96720927544081,213.3595269441384
R04,BSDC91,1200,553.4706845883857,86.59369199793035,97.26347013008463,53.746184048415046,169.99647285719695
R05,BS2DCE,1200,426.4908337551261,87.61553983746961,98.40646762272841,80.61077417756752,271.62391135634726
R05,BSDC91,1201,553.5314134827562,87.51664641584217,97.4254564365186,65.72204778729167,157.45252078582985
R06,BS2DCE,1200,426.6440400664725,72.11910922305408,98.6240660312769,89.21228647554489,192.78906834982328
R06,BSDC91,1201,553.9352277035896,73.06448008325974,95.90846243158424,53.2516554095788,156.9227842235025
R07,BS2DCE,1200,426.63347228151616,70.32161357659135,98.09277554119382,68.49174711707263,234.862958867068
R07,BSDC91,1201,553.710088338652,71.2544064030481,95.07889455961778,45.46611037434445,142.75222820036527
R08,BS2DCE,1201,426.4998438737726,71.30998719446376,97.34807111489826,74.48727990529318,263.52748536557846
R08,BSDC91,1200,553.6862544616728,72.07390415052595,94.70867622018294,41.637826564627744,128.86143362682733
R09,BS2DCE,1200,426.5535566940207,71.56600705843792,98.51331249082314,97.97987832912352,271.7045119590151
R09,BSDC91,1200,553.6949651923159,72.54475130470767,96.10701609836559,68.673368074037,174.5663432170796
R10,BS2DCE,1200,426.71442181080937,69.42136088988983,90.72244373312014,73.1205643311767,217.91627420802538
R10,BSDC91,1200,553.8753944619384,68.568130666506,91.88016697658696,45.13463472621501,163.04767518195112
R11,BS2DCE,1201,426.8423177244342,69.6301303216274,90.67506327060373,67.16044718342573,212.24013575691197
R11,BSDC91,1200,553.6302994130274,69.00278158213155,91.63729274059453,47.41588021410101,141.69870694745703
R12,BS2DCE,1200,426.60555995623366,70.54094373152583,89.92102805843362,64.80756266546737,208.9414544299019
R12,BSDC91,1200,553.7074846405566,69.81452678026244,90.94381755941062,54.619219005039895,143.23426934640528
R13,BS2DCE,1201,426.619674136456,69.51390854614834,91.0413643869908,73.90041275264764,192.5012761921405
R13,BSDC91,1200,553.772122596342,68.58887381882454,92.23183897368914,50.87494060730276,130.926599346135
R14,BS2DCE,1201,426.68697811414734,68.5746070558491,90.57837282930886,56.44725654476542,172.67125551716072
R14,BSDC91,1200,553.6911689203672,67.86325211433314,91.85536087949228,46.72890818901027,115.52268770663622
R15,BS2DCE,1200,426.7388268270692,68.2662866574774,91.51219343396014,66.17027897555101,183.4327745025958
R15,BSDC91,1200,553.7239696599694,67.35468607927479,92.47236984990096,45.61423420415207,124.09272530827828
R16,BS2DCE,1201,426.7546691537481,68.615332604909,90.80536198612772,55.00355246781754,188.71597643100574
R16,BSDC91,1200,553.8570986645638,67.22652830681508,91.6619437262034,52.44829797281869,128.4443855656276
R17,BS2DCE,1201,426.77989847218157,68.87454490737977,91.01282263150316,69.02445206798512,186.33140625398948
R17,BSDC91,1200,553.9448837938895,67.81898199091333,92.28944565473574,44.35561409612518,130.57589793425421
