experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,U,P,T,kind,seed_id,experiment_uid,delta_vs_B0_trackmedian_err3d_p50_mm,delta_vs_B0_trackmedian_err3d_p95_mm,delta_vs_B0_sample_err3d_rmse_mm,delta_vs_B0_legacy_deltaR_error_rms_mm,delta_vs_B0_trackmedian_radius_error_abs_mm,verdict,screening_score,L,I,R
B0_A0_U4_P0_T1,online_deployable_uwb_only,Phase 3 repeated B0 control.,34,17,40661,102.63336074100665,208.3503804473449,256.9324074144989,141.2659848479643,40661,66.14323345844781,145.82607164755368,178.9530610667181,93.41834672726387,40661,61.57092076688957,163.1159939953268,205.89630418252534,105.96740522354024,105.83784720842489,231.80213799547772,132.8297379891087,167.47209082957747,187.38314568289843,81.85817424679978,68.97030504345278,38.73430278830949,59.73216676551942,97.22019722085115,173.57057176081128,nan,nan,nan,nan,nan,nan,nan,nan,17,80.07935390701411,26.37186507012177,172.16272100899008,A0,U4,P0,T1,baseline,S02,B0_A0_U4_P0_T1__S02,0.0,0.0,0.0,0.0,0.0,BASELINE_UWB_ONLY,272.8902266245117,,,
X_A0_L0_I0_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I0/S02.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S02,X_A0_L0_I0_T11__S02,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I0,
X_A0_L0_I1_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I1/S02.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S02,X_A0_L0_I1_T11__S02,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I1,
X_A0_L0_I3_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I3/S02.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S02,X_A0_L0_I3_T11__S02,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I3,
X_A0_L0_I4_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I4/S02.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S02,X_A0_L0_I4_T11__S02,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I4,
X_A0_L0_I7_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I7/S02.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S02,X_A0_L0_I7_T11__S02,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I7,
X_A0_L0_I8_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I8/S02.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S02,X_A0_L0_I8_T11__S02,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I8,
X_A0_L0_I1+I3+I7_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I1+I3+I7/S02.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S02,X_A0_L0_I1+I3+I7_T11__S02,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I1+I3+I7,
X_A0_L0_I1+I2+I3+I8_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I1+I2+I3+I8/S02.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S02,X_A0_L0_I1+I2+I3+I8_T11__S02,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I1+I2+I3+I8,
X_A0_L1_I0_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L1/I0/S02.,34,17,40661,1528.5399469152756,6586.363315860073,8461.285469079057,3847.608671589069,40661,1133.9272379137196,5181.262650131479,6588.2052347516765,3003.1871888278765,40661,525.883349932622,4070.104008499816,5799.071639795267,2405.1942122305873,1716.040806266992,6677.8623667407155,3248.828879048384,5463.472867560005,2459.54256531821,3684.3844743180694,3420.9787120584683,609.2351618553932,2546.4136170593983,565.363136568548,1063.30924617666,7449.342180197464,5912.857297472783,62.12945645650215,nan,nan,nan,nan,nan,17,3677.52548500203,1814.2945093906792,7316.168158710269,A0,,,T11,imu_only,S02,X_A0_L1_I0_T11__S02,1610.202959058567,6446.0602287452375,3706.342686741105,3597.446131095016,2486.6814502938787,IMU_ONLY_DRIFTS_AS_EXPECTED,7900.767282657362,L1,I0,
X_A0_L1_I1_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L1/I1/S02.,34,17,40661,901.3307541977243,3798.9855532655192,4735.851922244964,2144.1510880155415,40661,621.0656532619902,3125.6442264448606,3945.0082745384757,1745.7866617223829,40661,368.86657363088864,2079.997680634581,2839.6273442988568,1244.834454853515,1116.643825919546,4272.87058813391,2048.0087316258737,3279.5188634689002,1768.9968581649177,1934.7287652250984,1877.1744727085875,510.28419941129795,1173.3206020520552,465.46263768274883,859.0091524478116,4823.523711025724,3574.739577782003,40.22964043123598,nan,nan,nan,nan,nan,17,1803.8034201134594,1071.799404112696,3751.0142505880517,A0,,,T11,imu_only,S02,X_A0_L1_I1_T11__S02,1010.8059787111212,4041.0684501384326,2002.8851031675772,1723.7240662064453,1113.5884352865357,IMU_ONLY_DRIFTS_AS_EXPECTED,4461.471226871864,L1,I1,
X_A0_L1_I3_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L1/I3/S02.,34,17,40661,414.1760009085708,2132.5882108981277,2775.7022399550315,1230.4439667476524,40661,335.403585261271,1659.3286041530828,2260.74307685249,989.3140912345274,40661,163.00464477516016,1178.0997660213452,1772.3455131121254,731.6078076336389,494.2334824809958,2191.6336628912595,1030.1606884149583,1509.1018292968229,986.897574378731,1059.9065011952239,1044.7622006868403,283.42681846869283,511.4346304001789,268.0892269598123,494.82150268369355,2483.16700445288,1677.752996761264,20.703948503282767,nan,nan,nan,nan,nan,17,2425.1123235881846,348.084458983226,5904.296802035709,A0,,,T11,imu_only,S02,X_A0_L1_I3_T11__S02,388.3956352725709,1959.8315248957817,1089.1779818996881,2345.0329696811705,451.70246363465947,IMU_ONLY_DRIFTS_AS_EXPECTED,3214.6012062047557,L1,I3,
X_A0_L1_I4_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L1/I4/S02.,34,17,40661,630.8276349563931,2722.1873677005856,3440.7207751368005,1554.9217466631144,40661,407.28757957421396,2182.9795656653273,2756.720697473182,1234.1372688428742,40661,285.26873300908255,1663.3441484480068,2311.3889863856416,945.8788716843831,730.4013835446518,2735.211557568846,1353.566872749254,2359.320338931996,1084.1066604338027,1270.7519406968768,1158.1667347362402,345.82364725109903,589.6370379328869,362.9183037090644,654.3458442738779,3066.4840797615134,2604.51593550662,25.567126646792964,nan,nan,nan,nan,nan,17,2144.4094903495966,540.0981821663288,2632.32880468834,A0,,,T11,imu_only,S02,X_A0_L1_I4_T11__S02,624.5635363362269,2503.4094195733683,1413.65576181515,2064.3301364425824,529.9048711673674,IMU_ONLY_DRIFTS_AS_EXPECTED,3483.630590904909,L1,I4,
X_A0_L1_I7_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L1/I7/S02.,34,17,40661,789.5464632054244,3305.0446837674945,4371.036377650398,1933.1888934006051,40661,562.5162695582917,2427.0876632977433,3281.870528933607,1436.0095214681087,40661,363.61095276657966,1924.5129714175093,2655.921495382707,1294.2549794458548,906.5225022112334,3139.30858205024,1549.9109738773461,2352.7482658229164,1721.0683651849288,1746.5026358834452,1195.9082388258253,489.442951258424,629.4847494198393,371.71241009737696,683.6342191661743,3505.1378901852913,2557.9199198325496,29.231615107284984,nan,nan,nan,nan,nan,17,665.6216858429287,551.3429353014594,1151.5678490811292,A0,,,T11,imu_only,S02,X_A0_L1_I7_T11__S02,800.6846550028084,2907.5064440547626,1791.9229085526408,585.5423319359146,569.7525826543199,IMU_ONLY_DRIFTS_AS_EXPECTED,2785.958060728787,L1,I7,
X_A0_L1_I8_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L1/I8/S02.,34,17,40661,594.7157186875027,2346.032904638978,2845.6264298788224,1325.7939840321903,40661,425.9968215259649,1816.4373157422424,2292.6630850652064,1028.5993910504649,40661,217.33693323494344,1427.8430267945707,1968.0401895301545,836.4884821840407,574.0199674976138,2575.0755945967685,1215.2379451351537,1910.342599247555,1236.8118322721334,1202.0989010295943,1074.9576809329747,374.0519045057381,522.3030710638518,320.6843905036525,614.8847832209127,2883.7899856898157,2147.8829429666757,24.041154507538653,nan,nan,nan,nan,nan,17,377.0852083707863,123.03539146056062,814.964950702925,A0,,,T11,imu_only,S02,X_A0_L1_I8_T11__S02,468.18212028918896,2343.273456601291,1184.527999184226,297.00585446377215,462.5709042983324,IMU_ONLY_DRIFTS_AS_EXPECTED,2000.4076069979592,L1,I8,
