host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
0.808537,1777208479.431844,3744,,BSDC91,,0,ok,3259,3259,100,3,0
0.808537,1777208479.431844,3744,,BSDC91,,1,ok,2901,2901,100,3,0
0.808537,1777208479.431844,3744,,BSDC91,,2,ok,2689,2689,100,3,0
0.810069,1777208479.433376,3744,,BSDC91,,3,ok,3348,3348,100,3,0
0.810069,1777208479.433376,3744,,BSDC91,,4,ok,3072,3072,100,3,0
0.810069,1777208479.433376,3744,,BSDC91,,5,ok,2345,2345,100,3,0
0.956538,1777208479.579845,3745,,BSDC91,,1,ok,2778,2778,100,4,0
0.959924,1777208479.583231,3745,,BSDC91,,3,ok,3309,3309,100,4,0
0.959924,1777208479.583231,3745,,BSDC91,,4,ok,3034,3034,100,4,0
0.959924,1777208479.583231,3745,,BSDC91,,6,ok,2398,2398,100,4,0
1.062366,1777208479.685673,3746,,BSDC91,,1,ok,2802,2802,100,5,0
1.062366,1777208479.685673,3746,,BSDC91,,3,ok,3281,3281,100,5,0
1.062366,1777208479.685673,3746,,BSDC91,,4,ok,2990,2990,100,5,0
1.265054,1777208479.888361,3747,,BSDC91,,1,ok,2822,2822,100,6,0
1.265054,1777208479.888361,3747,,BSDC91,,3,ok,3298,3298,100,6,0
1.474061,1777208480.097368,3748,,BSDC91,,3,ok,3289,3289,100,7,0
1.477424,1777208480.100731,3748,,BSDC91,,1,ok,2799,2799,100,7,0
1.477424,1777208480.100731,3748,,BSDC91,,4,ok,3051,3051,100,7,0
1.477424,1777208480.100731,3748,,BSDC91,,6,ok,2421,2421,100,7,0
1.677692,1777208480.300999,3749,,BSDC91,,1,ok,2825,2825,100,8,0
1.677692,1777208480.300999,3749,,BSDC91,,3,ok,3318,3318,100,8,0
1.677692,1777208480.300999,3749,,BSDC91,,4,ok,2953,2953,100,8,0
1.834598,1777208480.457905,3750,,BSDC91,,1,ok,2927,2927,100,9,0
1.834598,1777208480.457905,3750,,BSDC91,,3,ok,3306,3306,100,9,0
1.908954,1777208480.532261,3751,,BSDC91,,0,ok,3366,3366,100,4,0
1.939816,1777208480.563123,3751,,BSDC91,,2,ok,2734,2734,100,4,0
1.939816,1777208480.563123,3751,,BSDC91,,5,ok,2296,2296,100,4,0
1.939816,1777208480.563123,3751,,BSDC91,,7,ok,3122,3122,100,4,0
2.089698,1777208480.713005,3752,,BSDC91,,0,ok,3270,3270,100,5,0
2.089698,1777208480.713005,3752,,BSDC91,,2,ok,2737,2737,100,5,0
2.089698,1777208480.713005,3752,,BSDC91,,7,ok,3134,3134,100,5,0
2.26971,1777208480.893017,3753,,BSDC91,,0,ok,3316,3316,100,6,0
2.26971,1777208480.893017,3753,,BSDC91,,2,ok,2695,2695,100,6,0
2.478758,1777208481.102065,3754,,BSDC91,,2,ok,2762,2762,100,7,0
2.482515,1777208481.105822,3754,,BSDC91,,0,ok,3313,3313,100,7,0
2.482515,1777208481.105822,3754,,BSDC91,,5,ok,2352,2352,100,7,0
