capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,200,200,0.0004513767823792896,0.0007740355081978969,0.0010377059291951348,1.0,1.0,R2:L2:I3:T6,S00,R2,L2,I3,T6,100.88000000000001,1.0,False
R01,BSDC91,200,200,0.0004661901849684913,0.0008834606888950871,0.0010396368914874997,1.0,1.0,R2:L2:I3:T6,S00,R2,L2,I3,T6,100.88000000000001,1.0,False
