phase,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase2,0,none,5,2,6,cuda:0,847,96,81312,0.05157976970076561,0.0643865093588829,0.05213052034378052,0.1592438817024231,0.2058783918619156,0.07156132161617279,0.21455878019332886,0.27761995792388916,0.10296250879764557,0.26565060019493103,0.3274890184402466,0.005546536762267351,0.0
phase2,0,none,5,3,6,cuda:0,847,96,81312,0.05157976970076561,0.0643865093588829,0.058570653200149536,0.14385844767093658,0.17558927834033966,0.08082310855388641,0.19672518968582153,0.24101561307907104,0.11562983691692352,0.23359012603759766,0.27737852931022644,0.0008239866001531482,0.0
phase2,0,none,5,4,6,cuda:0,847,96,81312,0.05157976970076561,0.0643865093588829,0.05225633829832077,0.15924984216690063,0.20548278093338013,0.0721096396446228,0.21616415679454803,0.2786829173564911,0.10376615077257156,0.26687997579574585,0.328416109085083,0.00528827216476202,1.229830741067417e-05
phase2,0,none,5,5,6,cuda:0,847,96,81312,0.05157976970076561,0.0643865093588829,0.04568451642990112,0.1750664860010147,0.2340894192457199,0.06171029061079025,0.23798243701457977,0.3184220492839813,0.09159363806247711,0.2996523380279541,0.38019612431526184,0.01549586746841669,1.229830741067417e-05
phase2,0,none,5,6,6,cuda:0,847,96,81312,0.05157976970076561,0.0643865093588829,0.056915901601314545,0.14457131922245026,0.18690377473831177,0.07868865877389908,0.1991698443889618,0.2523384392261505,0.11162099242210388,0.24104541540145874,0.29769423604011536,0.0028901023324579,0.0
phase2,0,none,5,7,6,cuda:0,847,96,81312,0.05157976970076561,0.0643865093588829,0.05589137226343155,0.15028223395347595,0.18596819043159485,0.0774572491645813,0.2061844766139984,0.2557133138179779,0.11186643689870834,0.24669137597084045,0.29290416836738586,0.0017709562089294195,1.229830741067417e-05
phase2,0,none,5,8,6,cuda:0,847,96,81312,0.05157976970076561,0.0643865093588829,0.056247614324092865,0.14976072311401367,0.18628446757793427,0.07838140428066254,0.20250867307186127,0.2526487410068512,0.11173129826784134,0.24292625486850739,0.2941247820854187,0.0020046241115778685,0.0
phase2,0,none,5,9,6,cuda:0,847,96,81312,0.05157976970076561,0.0643865093588829,0.056836433708667755,0.14462171494960785,0.18632683157920837,0.07807335257530212,0.1992131620645523,0.25258776545524597,0.11145670711994171,0.2411119043827057,0.29898321628570557,0.003099173540249467,0.0
phase2,0,none,5,10,6,cuda:0,847,96,81312,0.05157976970076561,0.0643865093588829,0.056024327874183655,0.15101929008960724,0.18666715919971466,0.07767439633607864,0.20630061626434326,0.25527504086494446,0.1121225357055664,0.2472928762435913,0.29350030422210693,0.0014634985709562898,0.0
phase2,0,none,5,11,6,cuda:0,847,96,81312,0.05157976970076561,0.0643865093588829,0.05235841125249863,0.1595679223537445,0.20705361664295197,0.07101991772651672,0.21609258651733398,0.2796357572078705,0.10270054638385773,0.26727378368377686,0.3297983407974243,0.0053005702793598175,1.229830741067417e-05
phase2,0,none,10,0,6,cuda:0,847,96,81312,0.047097526490688324,0.061398349702358246,0.054603274911642075,0.1331949084997177,0.16319014132022858,0.07459904253482819,0.1821403056383133,0.22329139709472656,0.10731640458106995,0.21575388312339783,0.2560478150844574,0.00038124751881696284,0.0
phase2,0,none,10,1,6,cuda:0,847,96,81312,0.04709753021597862,0.061398349702358246,0.05228498578071594,0.13876040279865265,0.1713780164718628,0.07165762782096863,0.1905200481414795,0.237070232629776,0.10364086925983429,0.2279903143644333,0.2728210687637329,0.0006518103182315826,0.0
phase2,0,none,10,2,6,cuda:0,847,96,81312,0.047097526490688324,0.061398349702358246,0.053298868238925934,0.13311848044395447,0.1720573604106903,0.07312873750925064,0.18345794081687927,0.23334901034832,0.1035471111536026,0.22225496172904968,0.2746720314025879,0.0012298307847231627,0.0
phase2,0,none,10,3,6,cuda:0,847,96,81312,0.047097526490688324,0.061398349702358246,0.0548417791724205,0.13237571716308594,0.1619148850440979,0.07493066042661667,0.1815403252840042,0.22252584993839264,0.10754672437906265,0.21416611969470978,0.254955917596817,0.0005042306147515774,0.0
phase2,0,none,10,4,6,cuda:0,847,96,81312,0.047097526490688324,0.06139834225177765,0.05252505838871002,0.14023295044898987,0.17189602553844452,0.07171554863452911,0.18972641229629517,0.23530974984169006,0.10400871932506561,0.22796283662319183,0.2703217566013336,0.0006764068966731429,0.0
phase2,0,none,10,5,6,cuda:0,847,96,81312,0.047097522765398026,0.061398349702358246,0.04898614436388016,0.14680975675582886,0.1885555386543274,0.0664440244436264,0.19956821203231812,0.2567722201347351,0.09601131826639175,0.24487099051475525,0.3027331829071045,0.0026933292392641306,0.0
phase2,0,none,10,6,6,cuda:0,847,96,81312,0.04709753021597862,0.061398349702358246,0.05489077791571617,0.1333446055650711,0.1637648642063141,0.0748177021741867,0.18208880722522736,0.22254636883735657,0.10719530284404755,0.2158193290233612,0.25649189949035645,0.0004427390522323549,0.0
phase2,0,none,10,7,6,cuda:0,847,96,81312,0.047097526490688324,0.061398349702358246,0.05298531800508499,0.13806454837322235,0.17258119583129883,0.07210085541009903,0.18646733462810516,0.2332625538110733,0.10397640615701675,0.2244158387184143,0.27141642570495605,0.0009469696669839323,0.0
phase2,0,none,10,8,6,cuda:0,847,96,81312,0.047097526490688324,0.061398349702358246,0.054893553256988525,0.13250945508480072,0.16249261796474457,0.07465724647045135,0.1808375120162964,0.2223936915397644,0.10696333646774292,0.21473127603530884,0.25571706891059875,0.0005042306147515774,0.0
phase2,0,none,10,9,6,cuda:0,847,96,81312,0.04709753021597862,0.061398349702358246,0.050087735056877136,0.14497333765029907,0.1853036731481552,0.0673486739397049,0.19645117223262787,0.2518557012081146,0.09798518568277359,0.24046696722507477,0.2957773208618164,0.0023858717177063227,0.0
phase2,0,none,10,10,6,cuda:0,847,96,81312,0.047097526490688324,0.06139834225177765,0.049256011843681335,0.14600016176700592,0.18832537531852722,0.0663699135184288,0.19970014691352844,0.25620463490486145,0.09615708887577057,0.24507561326026917,0.3008074164390564,0.0029761902987957,0.0
phase2,0,none,10,11,6,cuda:0,847,96,81312,0.04709753021597862,0.061398349702358246,0.052465714514255524,0.13972122967243195,0.17234446108341217,0.07163652777671814,0.19079779088497162,0.23515670001506805,0.1041201651096344,0.22768846154212952,0.2702239155769348,0.0008485832368023694,0.0
phase2,0,none,15,0,6,cuda:0,847,96,81312,0.043004777282476425,0.05866985023021698,0.051526740193367004,0.12289774417877197,0.1505252569913864,0.06909498572349548,0.16788524389266968,0.20546703040599823,0.09970147162675858,0.19855740666389465,0.23554828763008118,0.0001598779927007854,0.0
phase2,0,none,15,1,6,cuda:0,847,96,81312,0.04300477355718613,0.05866985023021698,0.05242924392223358,0.1216958537697792,0.14715847373008728,0.07056733220815659,0.16669631004333496,0.20109467208385468,0.10213671624660492,0.19528323411941528,0.22765067219734192,2.459661482134834e-05,0.0
phase2,0,none,15,2,6,cuda:0,847,96,81312,0.043004777282476425,0.05866984277963638,0.04944233596324921,0.12893079221248627,0.15923452377319336,0.06620115041732788,0.17619194090366364,0.21842388808727264,0.0966702252626419,0.2108737975358963,0.250247597694397,0.0003320543037261814,0.0
phase2,0,none,15,3,6,cuda:0,847,96,81312,0.043004777282476425,0.05866985023021698,0.0473184660077095,0.13369044661521912,0.17021296918392181,0.06318388879299164,0.18070656061172485,0.23059307038784027,0.09156978130340576,0.22166872024536133,0.2699148952960968,0.001033057807944715,0.0
phase2,0,none,15,4,6,cuda:0,847,96,81312,0.04300477355718613,0.05866985023021698,0.05153373256325722,0.12325283885002136,0.15020447969436646,0.06960055232048035,0.1678367406129837,0.2053435742855072,0.1001320630311966,0.1987358033657074,0.23562884330749512,0.00025826445198617876,0.0
phase2,0,none,15,5,6,cuda:0,847,96,81312,0.043004777282476425,0.05866985023021698,0.05145357549190521,0.12242298573255539,0.1510242372751236,0.06938458979129791,0.16806566715240479,0.20642277598381042,0.09985411167144775,0.19953575730323792,0.23669672012329102,0.00019677291857078671,0.0
phase2,0,none,15,6,6,cuda:0,847,96,81312,0.043004777282476425,0.05866985395550728,0.05138705298304558,0.12322718650102615,0.150037482380867,0.06907248497009277,0.16740597784519196,0.2057655304670334,0.09997563809156418,0.19871297478675842,0.23603464663028717,0.0001598779927007854,0.0
phase2,0,none,15,7,6,cuda:0,847,96,81312,0.043004777282476425,0.05866985023021698,0.049749650061130524,0.1273871213197708,0.1580900400876999,0.06709472835063934,0.17360860109329224,0.2165345698595047,0.09693874418735504,0.2079324722290039,0.2512035667896271,0.0006026170449331403,0.0
phase2,0,none,15,8,6,cuda:0,847,96,81312,0.04300476983189583,0.05866984277963638,0.04713539034128189,0.13395489752292633,0.1700005978345871,0.06329702585935593,0.18229299783706665,0.23294894397258759,0.0914510190486908,0.22325433790683746,0.27251869440078735,0.001266725710593164,0.0
phase2,0,none,15,9,6,cuda:0,847,96,81312,0.043004777282476425,0.05866985023021698,0.042140040546655655,0.1486697942018509,0.19198696315288544,0.055668506771326065,0.20065978169441223,0.2606889605522156,0.08264332264661789,0.24896833300590515,0.30732062458992004,0.003763281973078847,1.229830741067417e-05
phase2,0,none,15,10,6,cuda:0,847,96,81312,0.04300477355718613,0.05866985023021698,0.052334219217300415,0.12185858935117722,0.146389901638031,0.0702536553144455,0.16562631726264954,0.19974854588508606,0.1015644520521164,0.19441086053848267,0.22637753188610077,3.689492223202251e-05,0.0
phase2,0,none,15,11,6,cuda:0,847,96,81312,0.043004777282476425,0.05866985023021698,0.05150965601205826,0.12273133546113968,0.15051843225955963,0.06932683289051056,0.1670597940683365,0.2043260633945465,0.09996984899044037,0.1981946974992752,0.23490867018699646,0.0001598779927007854,0.0
phase2,0,none,20,0,6,cuda:0,847,96,81312,0.03926769271492958,0.05617845430970192,0.0403502956032753,0.13679516315460205,0.17579050362110138,0.05226879194378853,0.1857483983039856,0.23987597227096558,0.07768534123897552,0.22973966598510742,0.28358444571495056,0.0019431326072663069,0.0
phase2,0,none,20,1,6,cuda:0,847,96,81312,0.03926769271492958,0.05617845430970192,0.04017871618270874,0.13286496698856354,0.1914069652557373,0.052007243037223816,0.17674121260643005,0.2495332509279251,0.07390744239091873,0.2341083437204361,0.3102620542049408,0.005448149982839823,0.0
phase2,0,none,20,2,6,cuda:0,847,96,81312,0.03926769271492958,0.056178465485572815,0.04687921702861786,0.11818548291921616,0.14749601483345032,0.062489189207553864,0.15920451283454895,0.1986381858587265,0.09036276489496231,0.19168893992900848,0.23164460062980652,0.00024596613366156816,0.0
phase2,0,none,20,3,6,cuda:0,847,96,81312,0.03926769644021988,0.056178465485572815,0.037393081933259964,0.14222833514213562,0.20075088739395142,0.047874048352241516,0.19263827800750732,0.26710474491119385,0.06963706016540527,0.25027889013290405,0.32710108160972595,0.007452774327248335,1.229830741067417e-05
phase2,0,none,20,4,6,cuda:0,847,96,81312,0.03926769644021988,0.05617845430970192,0.046712346374988556,0.11761848628520966,0.14656782150268555,0.06195942312479019,0.1603168398141861,0.1997893750667572,0.08988487720489502,0.19146767258644104,0.23129048943519592,0.00018447461479809135,0.0
phase2,0,none,20,5,6,cuda:0,847,96,81312,0.03926769271492958,0.05617845803499222,0.04649074375629425,0.1189572736620903,0.14659160375595093,0.06143546849489212,0.16207322478294373,0.20129261910915375,0.0897621363401413,0.19430872797966003,0.2300165742635727,0.00019677291857078671,0.0
phase2,0,none,20,6,6,cuda:0,847,96,81312,0.03926769271492958,0.05617845803499222,0.046924836933612823,0.11481647938489914,0.1457432210445404,0.062247782945632935,0.15689803659915924,0.1985374242067337,0.0896344780921936,0.190052792429924,0.23338830471038818,0.00023366784444078803,0.0
phase2,0,none,20,7,6,cuda:0,847,96,81312,0.03926769271492958,0.05617845803499222,0.0439675971865654,0.12432368844747543,0.16059087216854095,0.05770684778690338,0.16952462494373322,0.21808791160583496,0.08407691866159439,0.20890697836875916,0.2564011812210083,0.0007133018225431442,0.0
phase2,0,none,20,8,6,cuda:0,847,96,81312,0.03926769271492958,0.05617845430970192,0.049151137471199036,0.11259725689888,0.13552901148796082,0.06506688892841339,0.1540026068687439,0.18597912788391113,0.09498922526836395,0.18004970252513885,0.21010397374629974,0.0,0.0
phase2,0,none,20,9,6,cuda:0,847,96,81312,0.03926769271492958,0.05617845803499222,0.04362652450799942,0.12294948101043701,0.16776613891124725,0.056895662099123,0.16674427688121796,0.22281157970428467,0.08197098970413208,0.21105550229549408,0.2709493041038513,0.0016725697787478566,0.0
phase2,0,none,20,10,6,cuda:0,847,96,81312,0.03926769644021988,0.05617845803499222,0.04694107919931412,0.11838226020336151,0.14773951470851898,0.06187446415424347,0.15956872701644897,0.19913049042224884,0.08998066931962967,0.19188165664672852,0.2309037744998932,0.000172176311025396,0.0
phase2,0,none,20,11,6,cuda:0,847,96,81312,0.03926769271492958,0.05617845430970192,0.043947115540504456,0.12464193999767303,0.15965139865875244,0.0577925480902195,0.16995581984519958,0.2172517627477646,0.08426748216152191,0.20779719948768616,0.2566050887107849,0.0006272136815823615,0.0
phase2,0,none,25,0,6,cuda:0,847,96,81312,0.035855360329151154,0.053903572261333466,0.045504629611968994,0.10583243519067764,0.1294407695531845,0.05959196761250496,0.1442207396030426,0.176583394408226,0.08695445954799652,0.1705072671175003,0.2016589641571045,4.919322964269668e-05,0.0
phase2,0,none,25,1,6,cuda:0,847,96,81312,0.035855360329151154,0.053903572261333466,0.04442732781171799,0.10635237395763397,0.13425230979919434,0.057873986661434174,0.1460823267698288,0.18365226686000824,0.08417831361293793,0.17536817491054535,0.21609866619110107,0.00011068476305808872,0.0
phase2,0,none,25,2,6,cuda:0,847,96,81312,0.035855360329151154,0.053903572261333466,0.04415227472782135,0.11016774922609329,0.13641494512557983,0.056891851127147675,0.14935454726219177,0.18469321727752686,0.0840706080198288,0.17934222519397736,0.21218587458133698,4.919322964269668e-05,0.0
phase2,0,none,25,3,6,cuda:0,847,96,81312,0.035855360329151154,0.053903572261333466,0.044204648584127426,0.11003696918487549,0.13551804423332214,0.057091809809207916,0.15033143758773804,0.1857752650976181,0.08429097384214401,0.1796024590730667,0.21282047033309937,4.919322964269668e-05,0.0
phase2,0,none,25,4,6,cuda:0,847,96,81312,0.035855360329151154,0.053903572261333466,0.04627448320388794,0.10490613430738449,0.12603262066841125,0.06024704873561859,0.1422848403453827,0.1721273809671402,0.08806121349334717,0.16707587242126465,0.19510148465633392,0.0,0.0
phase2,0,none,25,5,6,cuda:0,847,96,81312,0.035855360329151154,0.053903572261333466,0.04132659733295441,0.1146630123257637,0.15584427118301392,0.05330353230237961,0.15466123819351196,0.20661874115467072,0.0769549012184143,0.19580456614494324,0.2510605752468109,0.0008239866001531482,0.0
phase2,0,none,25,6,6,cuda:0,847,96,81312,0.035855360329151154,0.053903572261333466,0.04463326185941696,0.10599496960639954,0.13553696870803833,0.057823553681373596,0.14608581364154816,0.183855801820755,0.08405795693397522,0.17554695904254913,0.2159825563430786,0.00011068476305808872,0.0
phase2,0,none,25,7,6,cuda:0,847,96,81312,0.035855360329151154,0.053903572261333466,0.04460752010345459,0.10688000172376633,0.13613180816173553,0.05807821452617645,0.14625543355941772,0.1834108680486679,0.08412924408912659,0.1761527955532074,0.2164369821548462,0.000172176311025396,0.0
phase2,0,none,25,8,6,cuda:0,847,96,81312,0.035855360329151154,0.053903572261333466,0.046331219375133514,0.10510436445474625,0.12609444558620453,0.060378558933734894,0.1432032734155655,0.17375308275222778,0.08858439326286316,0.1680423468351364,0.1956581473350525,0.0,0.0
phase2,0,none,25,9,6,cuda:0,847,96,81312,0.035855360329151154,0.053903572261333466,0.04615560173988342,0.10440011322498322,0.12607407569885254,0.060269374400377274,0.14325366914272308,0.173796609044075,0.08812201023101807,0.1675809621810913,0.19552114605903625,1.229830741067417e-05,0.0
phase2,0,none,25,10,6,cuda:0,847,96,81312,0.035855360329151154,0.053903572261333466,0.042343683540821075,0.11472787708044052,0.1461678147315979,0.05489720404148102,0.15465742349624634,0.1966300755739212,0.08014050126075745,0.18915849924087524,0.23068857192993164,0.00025826445198617876,0.0
phase2,0,none,25,11,6,cuda:0,847,96,81312,0.035855360329151154,0.053903572261333466,0.04453117400407791,0.10647948086261749,0.1355276107788086,0.05730549991130829,0.1451975554227829,0.18365588784217834,0.08365251123905182,0.17543180286884308,0.21537071466445923,0.00011068476305808872,0.0
phase2,0,none,30,0,6,cuda:0,847,96,81312,0.032739557325839996,0.05182637274265289,0.04373808950185776,0.09749375283718109,0.11755121499300003,0.05568087846040726,0.13343004882335663,0.16053704917430878,0.08209507912397385,0.1555759459733963,0.18133078515529633,1.229830741067417e-05,0.0
phase2,0,none,30,1,6,cuda:0,847,96,81312,0.032739561051130295,0.051826369017362595,0.04282061383128166,0.09810623526573181,0.11981752514839172,0.05547362193465233,0.13445468246936798,0.16354960203170776,0.08111771196126938,0.15838059782981873,0.1868150681257248,1.229830741067417e-05,0.0
phase2,0,none,30,2,6,cuda:0,847,96,81312,0.032739557325839996,0.051826369017362595,0.042005330324172974,0.09905052930116653,0.1254882663488388,0.05383723974227905,0.13646042346954346,0.17045439779758453,0.0784008651971817,0.16320012509822845,0.20007818937301636,2.459661482134834e-05,0.0
phase2,0,none,30,3,6,cuda:0,847,96,81312,0.032739557325839996,0.05182637274265289,0.043619342148303986,0.09734642505645752,0.11713337153196335,0.05602157860994339,0.1329561173915863,0.16063489019870758,0.08249568939208984,0.15551216900348663,0.18149057030677795,0.0,0.0
phase2,0,none,30,4,6,cuda:0,847,96,81312,0.032739557325839996,0.051826369017362595,0.041752561926841736,0.10117531567811966,0.12513147294521332,0.053289495408535004,0.13791538774967194,0.17085802555084229,0.07855654507875443,0.16475237905979156,0.19686909019947052,1.229830741067417e-05,0.0
phase2,0,none,30,5,6,cuda:0,847,96,81312,0.032739557325839996,0.051826369017362595,0.0400790274143219,0.10580884665250778,0.13471528887748718,0.05099627003073692,0.1434127539396286,0.18229816854000092,0.07515627145767212,0.1752367913722992,0.213682621717453,0.0001598779927007854,0.0
phase2,0,none,30,6,6,cuda:0,847,96,81312,0.032739561051130295,0.051826369017362595,0.03676104545593262,0.11297807097434998,0.1611478626728058,0.045475203543901443,0.15060116350650787,0.2108723372220993,0.06593279540538788,0.19752191007137299,0.2610473930835724,0.0015249900752678514,0.0
phase2,0,none,30,7,6,cuda:0,847,96,81312,0.032739557325839996,0.051826369017362595,0.039176732301712036,0.10563591122627258,0.14179377257823944,0.04978964477777481,0.14317341148853302,0.19024597108364105,0.0722627341747284,0.17991037666797638,0.23008182644844055,0.000405844155466184,0.0
phase2,0,none,30,8,6,cuda:0,847,96,81312,0.032739557325839996,0.051826369017362595,0.04021330922842026,0.10626642405986786,0.13397909700870514,0.0509723499417305,0.143511563539505,0.18266284465789795,0.07545195519924164,0.17475871741771698,0.21349088847637177,0.00012298306683078408,0.0
phase2,0,none,30,9,6,cuda:0,847,96,81312,0.032739557325839996,0.051826369017362595,0.04306534305214882,0.09771448373794556,0.11955563724040985,0.05512135475873947,0.1343562752008438,0.16370698809623718,0.08099600672721863,0.15843267738819122,0.1863665133714676,0.0,0.0
phase2,0,none,30,10,6,cuda:0,847,96,81312,0.032739557325839996,0.051826369017362595,0.041847821325063705,0.1021401584148407,0.12582184374332428,0.053035035729408264,0.13951602578163147,0.17178532481193542,0.07871058583259583,0.16621163487434387,0.19734905660152435,1.229830741067417e-05,0.0
phase2,0,none,30,11,6,cuda:0,847,96,81312,0.032739561051130295,0.051826369017362595,0.04192642122507095,0.10225893557071686,0.12516742944717407,0.05374967306852341,0.13959874212741852,0.1726398915052414,0.07937082648277283,0.16652779281139374,0.19765347242355347,1.229830741067417e-05,0.0
phase2,0,none,35,0,6,cuda:0,847,96,81312,0.02989451214671135,0.0499296709895134,0.037830233573913574,0.09935614466667175,0.12640520930290222,0.04737793654203415,0.13416096568107605,0.1712355613708496,0.06989564001560211,0.16423431038856506,0.2012406289577484,2.459661482134834e-05,0.0
phase2,0,none,35,1,6,cuda:0,847,96,81312,0.02989451214671135,0.0499296709895134,0.03611380606889725,0.1034674420952797,0.14040501415729523,0.04464631900191307,0.1390017718076706,0.18628685176372528,0.06577272713184357,0.17652983963489532,0.22413530945777893,0.00022136952611617744,0.0
phase2,0,none,35,2,6,cuda:0,847,96,81312,0.0298945140093565,0.049929674714803696,0.039510078728199005,0.09444552659988403,0.117014579474926,0.049738265573978424,0.12831002473831177,0.15860550105571747,0.07371509075164795,0.15304724872112274,0.18330401182174683,0.0,0.0
phase2,0,none,35,3,6,cuda:0,847,96,81312,0.0298945140093565,0.0499296709895134,0.03961944207549095,0.09551824629306793,0.11719094961881638,0.049854181706905365,0.1295863837003708,0.15937542915344238,0.07412513345479965,0.15406180918216705,0.18250520527362823,0.0,0.0
phase2,0,none,35,4,6,cuda:0,847,96,81312,0.0298945140093565,0.049929674714803696,0.03996986150741577,0.09283432364463806,0.1170678362250328,0.05011606216430664,0.12615761160850525,0.15797244012355804,0.07390670478343964,0.15121276676654816,0.1842489093542099,1.229830741067417e-05,0.0
phase2,0,none,35,5,6,cuda:0,847,96,81312,0.0298945140093565,0.049929674714803696,0.03960598260164261,0.09427129477262497,0.1168384924530983,0.050094857811927795,0.1284959763288498,0.15895289182662964,0.07385244965553284,0.15312522649765015,0.1831824630498886,1.229830741067417e-05,0.0
phase2,0,none,35,6,6,cuda:0,847,96,81312,0.02989451214671135,0.0499296709895134,0.037939075380563736,0.09941703081130981,0.12756960093975067,0.047116003930568695,0.13496246933937073,0.17344480752944946,0.06994550675153732,0.16531524062156677,0.20291581749916077,3.689492223202251e-05,0.0
phase2,0,none,35,7,6,cuda:0,847,96,81312,0.0298945140093565,0.049929674714803696,0.04126036912202835,0.09086847305297852,0.10896745324134827,0.052370209246873856,0.12422934174537659,0.14938105642795563,0.07711338996887207,0.14478781819343567,0.16846252977848053,0.0,0.0
phase2,0,none,35,8,6,cuda:0,847,96,81312,0.0298945140093565,0.049929674714803696,0.037426866590976715,0.09868253767490387,0.13148491084575653,0.04655752331018448,0.13271482288837433,0.17607244849205017,0.06827744096517563,0.1664285659790039,0.21216240525245667,4.919322964269668e-05,0.0
phase2,0,none,35,9,6,cuda:0,847,96,81312,0.0298945140093565,0.0499296709895134,0.035520099103450775,0.10840699821710587,0.1396624892950058,0.04371253028512001,0.14565415680408478,0.18788105249404907,0.06561279296875,0.1802748441696167,0.22187970578670502,0.00022136952611617744,0.0
phase2,0,none,35,10,6,cuda:0,847,96,81312,0.0298945140093565,0.049929674714803696,0.039593618363142014,0.09532743692398071,0.11613152176141739,0.049606092274188995,0.12955622375011444,0.1602206528186798,0.07388319075107574,0.1541614532470703,0.18288889527320862,0.0,0.0
phase2,0,none,35,11,6,cuda:0,847,96,81312,0.0298945140093565,0.0499296709895134,0.03959069401025772,0.09424632787704468,0.1164385974407196,0.04975683614611626,0.12824459373950958,0.15867848694324493,0.07360972464084625,0.15319852530956268,0.1833486258983612,0.0,0.0
phase2,0,none,40,0,6,cuda:0,847,96,81312,0.02729669399559498,0.04819779470562935,0.03615252673625946,0.09205201268196106,0.11704377084970474,0.044431619346141815,0.12500368058681488,0.15898147225379944,0.06611211597919464,0.15233051776885986,0.18649053573608398,2.459661482134834e-05,0.0
