row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L19:I0:T6,simulate_imu_prior,0.592181043990422,,,,
R4:L19:I0:T6,cpu_golden,20.096740259003127,,,,
R4:L19:I0:T6,torch_gpu,2.223540408987901,0,1,2.223540408987901,2.223540408987901
R4:L19:I0:T8,simulate_imu_prior,0.5694510570028797,,,,
R4:L19:I0:T8,cpu_golden,20.295042658995953,,,,
R4:L19:I0:T8,torch_gpu,2.0767098409996834,0,1,2.0767098409996834,2.0767098409996834
R4:L19:I1:T6,simulate_imu_prior,0.5530453599931207,,,,
R4:L19:I1:T6,cpu_golden,21.184470301988767,,,,
R4:L19:I1:T6,torch_gpu,2.0403681759926258,0,1,2.0403681759926258,2.0403681759926258
R4:L19:I1:T8,simulate_imu_prior,0.5539067259960575,,,,
R4:L19:I1:T8,cpu_golden,19.91003289600485,,,,
R4:L19:I1:T8,torch_gpu,1.9170876900025178,0,1,1.9170876900025178,1.9170876900025178
