version,capture_pairs,deltaR_error_mean_mm,deltaR_error_rms_mm,abs_deltaR_error_median_mm,abs_deltaR_error_p95_mm,inner_outer_center_sep_median_mm,inner_outer_center_sep_p95_mm,turn_center_rms_median_mm,turn_center_rms_p95_mm,circle_thickness_rms_median_mm_diagnostic,circle_thickness_rms_p95_mm_diagnostic
v4-io-commonmode,17,-31.1029440846836,34.16698198332434,35.268016709099925,49.940695410412374,43.69932271469271,59.731515298154044,15.68257675200527,27.054043344543604,91.60913560780594,170.11271491975515
