version,eval_set,anchor,n_pairs,rms,p50_abs,p95_abs,max_abs
v4-io-commonmode,all1000,A,7,17.948549156713483,14.143781340308124,28.866297318115492,29.15917807380174
v4-io-commonmode,all1000,B,7,53.94544449265194,20.85958963835128,103.15877634057594,134.87288988347927
v4-io-commonmode,all1000,C,7,11.163057769347436,9.874447973557835,15.839778349994685,16.053800375291303
v4-io-commonmode,all1000,D,7,14.925664797385013,12.285193597950183,22.377565436172382,22.38223598289096
v4-io-commonmode,all1000,E,7,38.18832771747333,20.85958963835128,71.82066097571855,92.25903685232561
v4-io-commonmode,all1000,F,7,46.74454075765729,15.69148802308382,87.87431171212478,92.25903685232561
v4-io-commonmode,all1000,G,7,55.626114612270236,14.143781340308124,109.6376473220785,134.87288988347927
v4-io-commonmode,all1000,H,7,37.580968356767755,14.581013420389354,69.57692487313574,77.64328638498955
v4-io-commonmode,solve,A,7,17.948549156713483,14.143781340308124,28.866297318115492,29.15917807380174
v4-io-commonmode,solve,B,7,53.94544449265194,20.85958963835128,103.15877634057594,134.87288988347927
v4-io-commonmode,solve,C,7,11.163057769347436,9.874447973557835,15.839778349994685,16.053800375291303
v4-io-commonmode,solve,D,7,14.925664797385013,12.285193597950183,22.377565436172382,22.38223598289096
v4-io-commonmode,solve,E,7,38.18832771747333,20.85958963835128,71.82066097571855,92.25903685232561
v4-io-commonmode,solve,F,7,46.74454075765729,15.69148802308382,87.87431171212478,92.25903685232561
v4-io-commonmode,solve,G,7,55.626114612270236,14.143781340308124,109.6376473220785,134.87288988347927
v4-io-commonmode,solve,H,7,37.580968356767755,14.581013420389354,69.57692487313574,77.64328638498955
