version,ID,tilt,facing,inner_radius_mm,outer_radius_mm,deltaR_mm,deltaR_error_mm,abs_deltaR_error_mm,inner_radius_bias_mm,outer_radius_bias_mm,inner_outer_center_sep_mm,inner_turn_center_rms_3d_mm,outer_turn_center_rms_3d_mm,inner_turn_center_p95_3d_mm,outer_turn_center_p95_3d_mm,inner_turn_count,outer_turn_count,inner_circle_thickness_rms_diagnostic,outer_circle_thickness_rms_diagnostic
v4-io-commonmode,ID25,planar,none,493.92118749876295,612.3743494978206,118.45316199905767,-1.54683800094233,1.54683800094233,53.92118749876295,52.37434949782062,49.978618317276364,29.994784446688058,20.91462812235595,46.11031235217043,37.83957976722003,31,31,230.129482397487,138.58758170477253
v4-io-commonmode,ID26,small,BCGF,497.3807575040135,601.446737225928,104.06597972191452,-15.934020278085484,15.934020278085484,57.3807575040135,41.44673722592802,58.55247417605664,27.008471732821256,13.506652483595646,45.65567117822616,25.429028538594387,28,28,187.58329118180362,112.4694628927512
v4-io-commonmode,ID27,small,CDHG,550.8701478718219,617.8436080554649,66.97346018364294,-53.02653981635706,53.02653981635706,110.87014787182193,57.84360805546487,50.59846150170732,23.612269413867438,14.529220776277763,39.09602003907962,21.179856062758844,29,29,114.1857144796352,98.36519880014121
v4-io-commonmode,ID28,small,ADHE,524.9165609349451,619.1386075115214,94.2220465765763,-25.777953423423696,25.777953423423696,84.9165609349451,59.1386075115214,48.306206768630595,22.699796985053965,16.00309016181936,35.536164548635355,24.34120459591895,28,28,143.08464721088433,108.44205274924074
v4-io-commonmode,ID29,mid,ABEF,531.1815475286912,635.1321094810539,103.9505619523627,-16.049438047637295,16.049438047637295,91.18154752869123,75.13210948105393,56.521986190687215,27.138676337742254,15.312740998631316,45.037221824980264,22.416703079127718,29,29,160.70548154788298,85.02694968959666
v4-io-commonmode,ID30,mid,BCGF,547.2462582117637,622.2925345682655,75.04627635650183,-44.953723643498165,44.953723643498165,107.24625821176369,62.29253456826552,32.75900918244477,21.393361413153347,15.629702782862411,35.99481704189318,26.515041140225403,24,24,123.53075328908695,91.20541603979744
v4-io-commonmode,ID31,mid,CDHG,547.6406794432569,623.8398576854019,76.19917824214497,-43.80082175785503,43.80082175785503,107.64067944325689,63.83985768540185,50.415628722612766,15.437413503011031,12.03054353153827,23.3861861837372,19.676365724377337,23,23,96.50183145933288,68.69118662078763
v4-io-commonmode,ID32,mid,ADHE,536.7574723872629,618.3684654749236,81.61099308766075,-38.389006912339255,38.389006912339255,96.75747238726285,58.368465474923596,54.50702824674577,18.201962642789805,14.454451525234322,27.45031404369886,29.705079175750818,24,24,122.4010583684086,86.68447450454515
v4-io-commonmode,ID33,high,ABEF,563.099940336872,647.8319236277721,84.73198329090008,-35.268016709099925,35.268016709099925,123.09994033687201,87.83192362777208,64.44767978654366,18.425203824057228,13.035576279515508,26.697875544261777,20.64703394439166,24,24,144.6280232571955,88.63515294348797
v4-io-commonmode,ID34,high,BCGF,538.894044367996,615.9604268875507,77.06638251955474,-42.933617480445264,42.933617480445264,98.894044367996,55.96042688755074,18.092460443623228,17.03212457650927,11.182065334421582,29.23344439207745,19.19566752811464,23,23,102.48954294099966,72.37795275581547
v4-io-commonmode,ID35,high,CDHG,526.6306327827816,605.4148000470875,78.78416726430589,-41.21583273569411,41.21583273569411,86.63063278278162,45.41480004708751,22.642526027521434,13.702584982663709,11.085099822103734,25.122713418802434,13.630687401642067,23,23,77.07698300864811,59.22899399451649
v4-io-commonmode,ID36,high,ADHE,515.401790266748,622.5438723274925,107.14208206074454,-12.857917939255458,12.857917939255458,75.40179026674798,62.54387232749252,43.69932271469271,21.02645634103007,16.089812474343937,36.17368867949218,24.57309953938098,23,23,104.64881357871057,81.51484446035322
v4-io-commonmode,ID37,high-extra,suspect,539.2585768949903,621.7755766264517,82.5169997314614,-37.4830002685386,37.4830002685386,99.25857689499026,61.77557662645165,29.29426714950668,13.68630396470354,11.665495797392072,21.817663817152155,18.991180792349116,23,23,82.98371094178314,62.025508670902035
v4-io-commonmode,ID38,vertical,ABEF,515.1437214827889,611.4333526443103,96.28963116152136,-23.710368838478644,23.710368838478644,75.14372148278892,51.433352644310276,26.01494199750616,26.866576327731632,13.853966038728991,49.79544059047822,20.492093655103737,23,23,92.01285517581445,63.075527137008315
v4-io-commonmode,ID39,vertical,BCGF,494.85556151941415,594.6153293336138,99.75976781419962,-20.24023218580038,20.24023218580038,54.85556151941415,34.61532933361377,25.974028098985393,14.658246268302854,10.396795114191427,25.958651537479014,20.376433578635602,22,22,87.21004746417024,66.38828266993323
v4-io-commonmode,ID40,vertical,CDHG,515.3161487259828,608.9226616327385,93.60651290675571,-26.39348709324429,26.39348709324429,75.31614872598277,48.92266163273848,41.769320226824725,22.98762601028572,15.111543043369482,36.85088047738393,32.065435540676816,23,23,97.61840205369606,64.77585130881909
v4-io-commonmode,ID41,vertical,ADHE,536.6072629159279,607.4380286070017,70.8307656910738,-49.16923430892621,49.16923430892621,96.60726291592789,47.438028607001684,22.223483435998542,15.735450721148128,16.20159115034255,22.808961923378217,29.403178501810007,23,23,77.65525782572057,58.2578179482823
