host_time_iso,target,port_label,stream,seq,receiver_anchor_id,receiver_anchor,source_kind,source_id,source_anchor,source_addr,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,fp_amp_sum,max_growth_cir,std_noise,acc_len,bin_path
2026-06-23T23:30:23.862+02:00,BSF66F,TAG,tag,4822,5,F,T,-1,BSF66F,,3022,547664346,-1051,48094,19753,2270,64,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_LONG_FULL120_BSF66F_120s_20260623_232747/tag_capture_20260623_232749/cir_full_usb/CIRRAW_BSF66F_20260623_233020/accumulator_bin/tag_TAG_frame_00000001_seq_00004822_rxF_srcBSF66F.bin
2026-06-23T23:30:23.875+02:00,BSF66F,A,anchor,1,0,A,T,1,B,0xb101,-1,2172587337,-5522,47941,16943,2018,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_LONG_FULL120_BSF66F_120s_20260623_232747/tag_capture_20260623_232749/cir_full_usb/CIRRAW_BSF66F_20260623_233020/accumulator_bin/anchor_A_frame_00000002_seq_00000001_rxA_srcB.bin
2026-06-23T23:30:23.875+02:00,BSF66F,E,anchor,1,4,E,T,1,B,0xb101,-1,4175521666,-8043,48014,15100,2193,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_LONG_FULL120_BSF66F_120s_20260623_232747/tag_capture_20260623_232749/cir_full_usb/CIRRAW_BSF66F_20260623_233020/accumulator_bin/anchor_E_frame_00000003_seq_00000001_rxE_srcB.bin
2026-06-23T23:30:23.883+02:00,BSF66F,F,anchor,1,5,F,T,1,B,0xb101,-1,633978018,876,47766,17513,1832,60,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_LONG_FULL120_BSF66F_120s_20260623_232747/tag_capture_20260623_232749/cir_full_usb/CIRRAW_BSF66F_20260623_233020/accumulator_bin/anchor_F_frame_00000004_seq_00000001_rxF_srcB.bin
2026-06-23T23:30:23.884+02:00,BSF66F,D,anchor,1,3,D,T,1,B,0xb101,-1,2308258551,-6401,47883,16882,1929,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_LONG_FULL120_BSF66F_120s_20260623_232747/tag_capture_20260623_232749/cir_full_usb/CIRRAW_BSF66F_20260623_233020/accumulator_bin/anchor_D_frame_00000005_seq_00000001_rxD_srcB.bin
2026-06-23T23:30:25.097+02:00,BSF66F,E,anchor,2,4,E,T,1,B,0xb101,-1,3627335725,-10458,47689,12888,1763,44,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_LONG_FULL120_BSF66F_120s_20260623_232747/tag_capture_20260623_232749/cir_full_usb/CIRRAW_BSF66F_20260623_233020/accumulator_bin/anchor_E_frame_00000006_seq_00000002_rxE_srcB.bin
2026-06-23T23:30:25.160+02:00,BSF66F,C,anchor,1,2,C,T,1,B,0xb101,-1,793560467,-7703,48031,20170,1942,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_LONG_FULL120_BSF66F_120s_20260623_232747/tag_capture_20260623_232749/cir_full_usb/CIRRAW_BSF66F_20260623_233020/accumulator_bin/anchor_C_frame_00000007_seq_00000001_rxC_srcB.bin
2026-06-23T23:30:25.178+02:00,BSF66F,G,anchor,1,6,G,T,1,B,0xb101,-1,3769910965,-12373,47841,20048,1985,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_LONG_FULL120_BSF66F_120s_20260623_232747/tag_capture_20260623_232749/cir_full_usb/CIRRAW_BSF66F_20260623_233020/accumulator_bin/anchor_G_frame_00000008_seq_00000001_rxG_srcB.bin
2026-06-23T23:30:25.220+02:00,BSF66F,F,anchor,2,5,F,T,1,B,0xb101,-1,86109654,-1624,48082,14818,1932,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_LONG_FULL120_BSF66F_120s_20260623_232747/tag_capture_20260623_232749/cir_full_usb/CIRRAW_BSF66F_20260623_233020/accumulator_bin/anchor_F_frame_00000009_seq_00000002_rxF_srcB.bin
2026-06-23T23:30:25.230+02:00,BSF66F,A,anchor,2,0,A,T,1,B,0xb101,-1,1624493331,-8247,47911,19946,1989,56,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_LONG_FULL120_BSF66F_120s_20260623_232747/tag_capture_20260623_232749/cir_full_usb/CIRRAW_BSF66F_20260623_233020/accumulator_bin/anchor_A_frame_00000010_seq_00000002_rxA_srcB.bin
