row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L14:I0:T6,simulate_imu_prior,0.580001075999462,,,,
R4:L14:I0:T6,cpu_golden,20.504657526995288,,,,
R4:L14:I0:T6,torch_gpu,2.1919192770001246,0,1,2.1919192770001246,2.1919192770001246
R4:L14:I0:T8,simulate_imu_prior,0.6204474690021016,,,,
R4:L14:I0:T8,cpu_golden,20.429424303001724,,,,
R4:L14:I0:T8,torch_gpu,1.988438946995302,0,1,1.988438946995302,1.988438946995302
R4:L14:I1:T6,simulate_imu_prior,0.5706673240056261,,,,
R4:L14:I1:T6,cpu_golden,20.556089855992468,,,,
R4:L14:I1:T6,torch_gpu,2.0145781559986062,0,1,2.0145781559986062,2.0145781559986062
R4:L14:I1:T8,simulate_imu_prior,0.5663630830094917,,,,
R4:L14:I1:T8,cpu_golden,20.878765984991333,,,,
R4:L14:I1:T8,torch_gpu,2.2574937180033885,0,1,2.2574937180033885,2.2574937180033885
