A	/dev/serial/by-id/usb-SEGGER_J-Link_000760186071-if00
B	/dev/serial/by-id/usb-SEGGER_J-Link_000760185876-if00
C	/dev/serial/by-id/usb-SEGGER_J-Link_000760185878-if00
F	/dev/serial/by-id/usb-SEGGER_J-Link_000760186124-if00
G	/dev/serial/by-id/usb-SEGGER_J-Link_000760185889-if00
BSF_or_other	/dev/serial/by-id/usb-SEGGER_J-Link_000760186115-if00
